	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED]	TRINITY_DN47799_c0_g1_i1.p1	dihydrolipoyllysine-residue acetyltransferase component 1 of pyruvate dehydrogenase mitochondrial-like isoform X1	123	1	3.28101E-51	79.37						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN47938_c0_g1_i1.p2	serine arginine repetitive matrix 2-like	122	2	1.79987E-65	90.98						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN47938_c0_g2_i1.p1	serine arginine repetitive matrix 2-like	106	2	7.11538E-58	94.34						Coil (COILS)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN48666_c0_g1_i1.p1	dynein heavy chain axonemal isoform X5	106	25	2.54551E-31	62.79						IPR027417 (G3DSA:3.40.50.GENE3D); IPR024317 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN49214_c0_g1_i1.p1	25063782ROT64344.1 hypothetical protein C7M84_017688	138	1	9.29628E-60	76.81						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN49419_c0_g1_i2.p1	centrosomal of 97 kDa	314	25	0.0	72.3						SM00365 (SMART); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); PF14580 (PFAM); PTHR45973 (PANTHER); PTHR45973:SF2 (PANTHER); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	TRINITY_DN49520_c0_g1_i1.p1	GTP-binding 6	113	1	3.56868E-5	96.0						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN49552_c0_g1_i1.p1	beta-1,4-glucuronyltransferase 1-like [Penaeus vannamei] N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase	116	1	1.04942E-71	99.14						TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN49705_c0_g1_i1.p1	167567379XP_023340478.1 uncharacterized protein LOC111710598	146	1	1.06323E-8	65.52						TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN50156_c0_g1_i1.p1	zinc finger 62	208	2	1.04376E-128	96.64						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN50313_c0_g2_i1.p1	tight junction ZO-1-like	100	25	6.52648E-62	88.9						IPR000906 (SMART); G3DSA:2.60.220.30 (GENE3D); IPR000906 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR13865 (PANTHER); PTHR13865:SF28 (PANTHER); IPR000906 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN50696_c0_g1_i2.p1	28864000XP_027209340.1 uncharacterized protein LOC113802890	123	2	7.29162E-19	71.63						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN50916_c0_g1_i1.p1	28885998XP_027207086.1 afadin-like	93	2	2.87146E-34	95.45						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN50951_c0_g2_i1.p1	Zinc finger X-chromosomal	207	4	6.2287E-150	69.59						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN50983_c0_g1_i1.p2	25078598ROT79344.1 hypothetical protein C7M84_001953	158	2	2.23204E-63	95.14						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN50983_c0_g2_i1.p2	28863220XP_027232593.1 LOW QUALITY PROTEIN: uncharacterized protein LOC113824047	137	3	6.48118E-46	79.76						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN51098_c0_g1_i1.p2	zinc finger 62	135	2	2.08117E-69	91.11						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN51153_c0_g2_i1.p1	25068369ROT69026.1 hypothetical protein C7M84_012809	101	2	2.50256E-56	96.04						IPR001611 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); SSF52047 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	TRINITY_DN51432_c0_g2_i1.p1	inosine-uridine preferring nucleoside hydrolase-like	111	25	1.02559E-54	54.8						IPR036452 (G3DSA:3.90.245.GENE3D); IPR001910 (PFAM); IPR036452 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN51679_c0_g2_i1.p1	pecanex 1	176	2	3.49114E-98	96.64						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN51700_c0_g1_i1.p1	DNA polymerase theta-like	99	2	2.27485E-32	79.8						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN51722_c0_g2_i1.p1	TRPM8 channel-associated factor 2-like isoform X3	100	25	4.2887E-55	72.36						IPR031161 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN51811_c0_g1_i1.p1	gastrula zinc finger -like	113	25	2.03042E-61	71.35						IPR013087 (SMART); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); PTHR24393:SF98 (PANTHER); PTHR24393:SF98 (PANTHER); PTHR24393 (PANTHER); PTHR24393 (PANTHER); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN51862_c0_g1_i1.p1	signal-induced proliferation-associated 1 2 isoform X5	163	5	5.89304E-101	99.39						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN51867_c0_g1_i1.p1	G T mismatch-specific thymine DNA glycosylase	212	4	1.1113E-123	78.57						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN51980_c0_g1_i1.p1	28872903XP_027222073.1 uncharacterized protein LOC113814239 isoform X2	164	1	2.09505E-7	52.7						G3DSA:3.30.160.60 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN52120_c0_g1_i1.p1	adhesion G -coupled receptor A3	267	25	6.08831E-178	63.92						G3DSA:2.60.220.50 (GENE3D); IPR000203 (PFAM); G3DSA:1.20.1070.10 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR45930 (PANTHER); PTHR45930:SF4 (PANTHER); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); IPR000203 (PROSITE_PROFILES); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN52515_c0_g1_i1.p1	zinc finger	305	25	0.0	63.36						IPR013087 (SMART); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); IPR013087 (PFAM); PF13894 (PFAM); G3DSA:3.30.160.60 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR24379 (PANTHER); PTHR24379:SF67 (PANTHER); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN52658_c0_g1_i1.p1	25064769ROT65373.1 hypothetical protein C7M84_016653	158	3	2.41564E-94	95.6						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN53039_c0_g1_i1.p1	EF-hand calcium-binding domain-containing 2	102	25	6.51793E-67	61.42						G3DSA:1.10.238.10 (GENE3D); PTHR46763 (PANTHER); IPR011992 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN53274_c0_g1_i1.p2	28868097XP_027215248.1 uncharacterized protein LOC113808114	101	1	4.91371E-53	94.06						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN53715_c0_g2_i1.p3	nucleolar dao-5-like	126	1	2.42621E-48	93.33						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN54170_c0_g2_i1.p1	Fibroblast growth factor receptor substrate 2	241	25	2.55074E-171	61.67						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN54323_c0_g1_i2.p1	25080510ROT81254.1 hypothetical protein C7M84_025582	182	3	4.03551E-104	94.71						SIGNAL_PEPTIDE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SignalP-TM (SIGNALP_GRAM_POSITIVE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN545_c0_g1_i1.p1	28872879XP_027221988.1 uncharacterized protein LOC113814161	116	1	1.14899E-60	93.97						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN54664_c0_g1_i1.p1	Retrovirus-related Pol poly from transposon	127	25	5.83874E-50	72.12						IPR043128 (G3DSA:3.30.70.GENE3D); IPR041577 (PFAM); G3DSA:3.10.20.370 (GENE3D); PTHR24559 (PANTHER); PTHR24559:SF324 (PANTHER); cd09274 (CDD); IPR043502 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN54893_c0_g1_i1.p1	MTSS1 isoform X2	109	25	7.39858E-61	72.35						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR030059 (PTHR15708:PANTHER); IPR030127 (PANTHER)	F:GO:0003779; P:GO:0097178	F:actin binding; P:ruffle assembly
true	[INTERPRO, BLASTED]	TRINITY_DN54939_c0_g1_i1.p1	zinc finger 2-like [Penaeus vannamei] zinc finger 2-like	198	1	8.12813E-139	99.49						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN54939_c0_g2_i1.p1	zinc finger OZF-like	222	25	1.85536E-162	51.59						IPR013087 (SMART); IPR013087 (PFAM); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); G3DSA:3.30.160.60 (GENE3D); PF13912 (PFAM); PTHR24390:SF119 (PANTHER); PTHR24390 (PANTHER); PTHR24390 (PANTHER); PTHR24390:SF119 (PANTHER); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY); IPR036236 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN5500_c0_g1_i1.p1	28876443XP_027227259.1 uncharacterized protein LOC113819210	119	2	4.43973E-42	74.98						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN55040_c0_g1_i1.p1	28864198XP_027209666.1 uncharacterized protein LOC113803140 [Penaeus vannamei] XP_027209668.1 uncharacterized protein LOC113803140 [Penaeus vannamei] XP_027209669.1 uncharacterized protein LOC113803140	99	2	3.4814E-49	69.4						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN55083_c0_g2_i1.p1	zinc finger 62	303	25	0.0	43.22						IPR003604 (SMART); IPR013087 (SMART); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR013087 (PROSITE_PATTERNS); IPR013087 (PROSITE_PATTERNS)	F:GO:0003676; F:GO:0008270	F:nucleic acid binding; F:zinc ion binding
true	[INTERPRO, BLASTED]	TRINITY_DN55252_c0_g2_i1.p2	XRE family transcriptional	134	25	4.64204E-92	70.24						IPR001387 (PFAM); IPR010982 (G3DSA:1.10.260.GENE3D); IPR001387 (PROSITE_PROFILES); IPR001387 (CDD); IPR010982 (SUPERFAMILY)	F:GO:0003677	F:DNA binding
true	[INTERPRO, BLASTED]	TRINITY_DN55369_c0_g1_i1.p1	Retrovirus-related Pol poly from transposon opus	134	4	2.24224E-5	58.33						Coil (COILS)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN55433_c0_g1_i1.p1	dual specificity phosphatase 3	133	25	6.12831E-82	62.21						PR01908 (PRINTS); IPR020405 (PRINTS); IPR029021 (G3DSA:3.90.190.GENE3D); IPR020405 (PANTHER); IPR029021 (SUPERFAMILY)	P:GO:0006470; F:GO:0008138	P:protein dephosphorylation; F:protein tyrosine/serine/threonine phosphatase activity
true	[INTERPRO, BLASTED]	TRINITY_DN55446_c0_g1_i1.p1	28866006XP_027212247.1 uncharacterized protein LOC113805453	159	25	3.48001E-110	55.77						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR38338 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN55542_c0_g1_i1.p1	28880662XP_027233144.1 uncharacterized protein DDB_G0271670-like	101	1	2.85752E-35	95.15						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN55639_c0_g1_i1.p1	mucin-2-like isoform X2	137	4	4.71676E-16	91.07						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN55758_c0_g1_i1.p1	mediator of RNA polymerase II transcription subunit 26	103	25	2.14103E-53	64.72						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN55758_c0_g2_i1.p1	nuclear receptor coactivator 6-like	100	2	6.40033E-61	100.0						mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN55785_c0_g2_i1.p1	25060693ROT61340.1 putative mucin-2-like	115	1	6.26971E-47	92.39						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN55807_c0_g1_i3.p2	cAMP-regulated phospho 21-like isoform X2	122	19	6.58968E-38	81.67						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN56113_c0_g1_i1.p1	28878353XP_027229991.1 uncharacterized protein LOC113821678	102	2	1.4511E-45	85.29						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN56187_c1_g1_i1.p1	28884355XP_027238109.1 uncharacterized protein LOC113829202, partial	138	1	4.37733E-9	57.0						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN56481_c0_g1_i1.p1	probable GPI-anchored adhesin PGA55 isoform X2	144	3	2.591E-43	93.18						mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN56691_c0_g2_i1.p2	64942448WP_030529811.1 MULTISPECIES: hypothetical protein [Bacteria] OYU64044.1 hypothetical protein CFE30_00050 [Bradyrhizobium sp. PARBB1] PCL38360.1 hypothetical protein CPZ11_15560 [Lactobacillus rhamnosus] RRB68503.1 hypothetical protein EIA19_22670 [Escherichia coli] RRB82775.1 hypothetical protein EIA23_26550 [Escherichia coli] RRB88421.1 hypothetical protein EIA20_23825	110	8	6.08631E-73	99.61						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN56748_c0_g3_i1.p1	serine arginine repetitive matrix 2-like	115	3	8.01912E-61	96.23						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN56805_c0_g2_i1.p1	Regulator of G- signaling 7	170	25	2.13662E-114	68.77						IPR044926 (G3DSA:1.10.167.GENE3D); IPR016137 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR45746 (PANTHER); PTHR45746:SF5 (PANTHER); IPR016137 (PROSITE_PROFILES); IPR036305 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN57125_c0_g1_i1.p1	A-agglutinin anchorage subunit isoform X1	159	4	1.70244E-99	78.03						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN57125_c0_g3_i1.p1	A-agglutinin anchorage subunit isoform X1	107	14	7.5348E-59	65.38						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN57166_c0_g2_i1.p1	vacuolar sorting-associated 13B-like	109	16	3.18661E-65	67.37						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN5755_c0_g2_i1.p1	28879786XP_027231852.1 uncharacterized protein LOC113823426 isoform X2	188	5	7.2602E-115	87.48						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN57594_c0_g1_i1.p1	transmembrane protease serine 4-like	104	2	1.50319E-58	74.3						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN57594_c0_g2_i1.p1	transmembrane protease serine 4-like	106	2	3.29959E-60	78.34						SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); SignalP-TM (SIGNALP_GRAM_POSITIVE); SignalP-TM (SIGNALP_EUK); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN57767_c0_g1_i1.p1	guanine nucleotide-binding G(q) subunit alpha-like	103	25	1.54276E-64	65.94						IPR001019 (PFAM); IPR011025 (G3DSA:1.10.400.GENE3D); PTHR10218:SF328 (PANTHER); IPR001019 (PANTHER); IPR001019 (PROSITE_PROFILES); IPR011025 (SUPERFAMILY)	F:GO:0003924; P:GO:0007165; P:GO:0007186; F:GO:0019001; F:GO:0031683	F:GTPase activity; P:signal transduction; P:G protein-coupled receptor signaling pathway; F:guanyl nucleotide binding; F:G-protein beta/gamma-subunit complex binding
true	[INTERPRO, BLASTED]	TRINITY_DN58391_c0_g1_i1.p1	integrase core domain	123	18	2.32827E-6	50.86						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN58714_c0_g1_i1.p1	breast cancer type 2 susceptibility homolog	216	5	9.69836E-63	57.57						IPR002093 (PROSITE_PROFILES); IPR002093 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN58942_c0_g1_i1.p1	serine arginine repetitive matrix 2-like	117	2	1.17952E-44	82.91						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN59058_c0_g1_i1.p2	C-terminal pdz ligand of neuronal nitric oxide synthase	156	4	5.68621E-101	87.5						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN59207_c0_g1_i1.p1	25084048XP_027236802.1 uncharacterized protein LOC113828061 [Penaeus vannamei] ROT84986.1 hypothetical protein C7M84_021664	100	8	3.91811E-55	63.39						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	TRINITY_DN59394_c0_g1_i1.p1	titin-like isoform X2	122	3	4.51206E-47	93.22						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN5944_c0_g1_i1.p1	corticotropin-releasing factor receptor 2-like [Penaeus vannamei] corticotropin-releasing factor receptor 2-like [Penaeus vannamei] corticotropin-releasing factor receptor 2-like [Penaeus vannamei] Corticotropin-releasing factor receptor 2	99	1	7.07003E-16	97.5						TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN59478_c1_g1_i1.p1	ecdysone-induced 74EF-like	107	6	4.98081E-66	78.08						mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN59589_c0_g1_i1.p1	otopetrin-2 isoform X1	110	25	7.7965E-66	85.43						IPR004878 (PFAM); PTHR21522:SF30 (PANTHER); IPR004878 (PANTHER); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN59870_c0_g2_i1.p1	dynein heavy chain axonemal isoform X1	99	25	9.46339E-59	88.97						IPR043160 (G3DSA:3.10.490.GENE3D); IPR041228 (PFAM); PTHR45703:SF4 (PANTHER); PTHR45703 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN60119_c0_g1_i1.p1	titin-like isoform X3	588	4	0.0	95.17						Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	TRINITY_DN60128_c0_g1_i1.p1	latrophilin Cirl-like isoform X5	147	25	9.87899E-95	63.1						Coil (COILS); mobidb-lite (MOBIDB_LITE)	no GO terms	no GO terms
