#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-       -            156 111730at33208        -            629   1.3e-75  254.0   0.4   1   1   7.7e-77   1.4e-75  253.8   0.4   161   311     2   156     1   156 0.96 -
111730at33208_6958_0:0028c1|TRINITY_DN83861_c9_g1_i1:345-722|-        -            126 111730at33208        -            629   7.3e-07   26.9   0.1   2   2     0.006      0.11    9.7   0.1   568   615    71   118    57   125 0.82 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-      -            257 111730at33208        -            629     8e-07   26.7   7.1   1   4    0.0026     0.048   10.9   0.8    83   195     4   117     2   141 0.72 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-      -            257 111730at33208        -            629     8e-07   26.7   7.1   2   4       2.8        53    0.9   0.0   181   196   143   158   124   174 0.75 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-      -            257 111730at33208        -            629     8e-07   26.7   7.1   3   4      0.02      0.37    8.0   0.1   175   199   177   202   161   210 0.80 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-      -            257 111730at33208        -            629     8e-07   26.7   7.1   4   4      0.12       2.3    5.4   0.0    87   124   211   248   208   254 0.75 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+       -            280 111730at33208        -            629   1.2e-06   26.1   0.3   1   2    0.0011      0.02   12.2   0.0   161   194    13    46     2    51 0.89 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+       -            280 111730at33208        -            629   1.2e-06   26.1   0.3   2   2    0.0026     0.048   10.9   0.0     8    75    65   134    60   143 0.85 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+       -            280 111730at33208        -            629   1.2e-06   26.1   0.3   1   2    0.0011      0.02   12.2   0.0   161   194    13    46     2    51 0.89 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+       -            280 111730at33208        -            629   1.2e-06   26.1   0.3   2   2    0.0026     0.048   10.9   0.0     8    75    65   134    60   143 0.85 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i4:450-1010|-       -            187 111730at33208        -            629   1.3e-06   26.0   0.1   1   1   1.1e-06   2.1e-05   22.1   0.1    66   223     4   179     1   186 0.69 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i7:450-1010|-       -            187 111730at33208        -            629   1.3e-06   26.0   0.1   1   1   1.1e-06   2.1e-05   22.1   0.1    66   223     4   179     1   186 0.69 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-          -            224 111730at33208        -            629   1.5e-06   25.8   0.1   1   2       9.6   1.8e+02   -0.9   0.0   161   194     5    37     2    51 0.77 -
357580at33208_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-          -            224 111730at33208        -            629   1.5e-06   25.8   0.1   2   2   2.9e-07   5.4e-06   24.0   0.0   124   229    55   167    43   182 0.81 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i1:4634-4918|-     -             95 111730at33208        -            629   1.5e-06   25.8   3.0   1   2   6.5e-05    0.0012   16.2   0.1    85   119     4    38     2    57 0.92 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i1:4634-4918|-     -             95 111730at33208        -            629   1.5e-06   25.8   3.0   2   2    0.0033     0.061   10.6   0.6   158   195    58    95    47    95 0.90 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 111730at33208        -            629   1.5e-06   25.8   3.0   1   2   6.5e-05    0.0012   16.2   0.1    85   119     4    38     2    57 0.92 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 111730at33208        -            629   1.5e-06   25.8   3.0   2   2    0.0033     0.061   10.6   0.6   158   195    58    95    47    95 0.90 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i8:4470-4754|-     -             95 111730at33208        -            629   1.5e-06   25.8   3.0   1   2   6.5e-05    0.0012   16.2   0.1    85   119     4    38     2    57 0.92 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i8:4470-4754|-     -             95 111730at33208        -            629   1.5e-06   25.8   3.0   2   2    0.0033     0.061   10.6   0.6   158   195    58    95    47    95 0.90 -
419914at33208_7950_0:00027d|TRINITY_DN90801_c6_g1_i2:395-796|+        -            134 111730at33208        -            629   1.7e-06   25.6   3.2   1   1   2.1e-07     4e-06   24.4   3.2    93   194    16   129     9   131 0.74 -
419914at33208_7950_0:00027d|TRINITY_DN90801_c6_g1_i5:395-796|+        -            134 111730at33208        -            629   1.7e-06   25.6   3.2   1   1   2.1e-07     4e-06   24.4   3.2    93   194    16   129     9   131 0.74 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 111730at33208        -            629   1.8e-06   25.6   4.4   1   2     0.015      0.27    8.4   0.8   132   205    62   145    51   172 0.67 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 111730at33208        -            629   1.8e-06   25.6   4.4   2   2   4.9e-05   0.00092   16.6   0.1   156   195   218   258   205   266 0.86 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-      -            307 111730at33208        -            629   1.8e-06   25.6   4.4   1   2     0.015      0.27    8.4   0.8   132   205    62   145    51   172 0.67 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-      -            307 111730at33208        -            629   1.8e-06   25.6   4.4   2   2   4.9e-05   0.00092   16.6   0.1   156   195   218   258   205   266 0.86 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-       -            191 111730at33208        -            629   2.2e-06   25.3   2.2   1   2     0.075       1.4    6.1   0.0   163   194    44    75    38    82 0.91 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-       -            191 111730at33208        -            629   2.2e-06   25.3   2.2   2   2   0.00063     0.012   13.0   3.4    63   117   131   186   124   188 0.84 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i11:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   1   3     0.023      0.43    7.8   0.1   129   195     3    75     1    86 0.71 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i11:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   2   3   5.3e-05   0.00098   16.5   0.1   171   225    93   152    89   160 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i11:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   3   3      0.23       4.2    4.5   0.1    82   194   124   160   118   261 0.56 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i12:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   1   3     0.023      0.43    7.8   0.1   129   195     3    75     1    86 0.71 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i12:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   2   3   5.3e-05   0.00098   16.5   0.1   171   225    93   152    89   160 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i12:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   3   3      0.23       4.2    4.5   0.1    82   194   124   160   118   261 0.56 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   1   3     0.023      0.43    7.8   0.1   129   195     3    75     1    86 0.71 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   2   3   5.3e-05   0.00098   16.5   0.1   171   225    93   152    89   160 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 111730at33208        -            629   2.5e-06   25.1   2.9   3   3      0.23       4.2    4.5   0.1    82   194   124   160   118   261 0.56 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i1:190-993|+      -            268 111730at33208        -            629   2.5e-06   25.1   2.9   1   3     0.023      0.43    7.8   0.1   129   195     3    75     1    86 0.71 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i1:190-993|+      -            268 111730at33208        -            629   2.5e-06   25.1   2.9   2   3   5.3e-05   0.00098   16.5   0.1   171   225    93   152    89   160 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i1:190-993|+      -            268 111730at33208        -            629   2.5e-06   25.1   2.9   3   3      0.23       4.2    4.5   0.1    82   194   124   160   118   261 0.56 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i6:190-993|+      -            268 111730at33208        -            629   2.5e-06   25.1   2.9   1   3     0.023      0.43    7.8   0.1   129   195     3    75     1    86 0.71 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i6:190-993|+      -            268 111730at33208        -            629   2.5e-06   25.1   2.9   2   3   5.3e-05   0.00098   16.5   0.1   171   225    93   152    89   160 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i6:190-993|+      -            268 111730at33208        -            629   2.5e-06   25.1   2.9   3   3      0.23       4.2    4.5   0.1    82   194   124   160   118   261 0.56 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i3:1603-2427|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   1   3      0.03      0.57    7.4   0.0    87   194    16    46     8    57 0.61 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i3:1603-2427|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   2   3      0.26       4.8    4.3   0.0    86   197    68   102    59   141 0.51 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i3:1603-2427|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   3   3    0.0071      0.13    9.5   0.0   181   229   181   234   167   274 0.57 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i5:1263-2087|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   1   3      0.03      0.57    7.4   0.0    87   194    16    46     8    57 0.61 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i5:1263-2087|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   2   3      0.26       4.8    4.3   0.0    86   197    68   102    59   141 0.51 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i5:1263-2087|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   3   3    0.0071      0.13    9.5   0.0   181   229   181   234   167   274 0.57 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   1   3      0.03      0.57    7.4   0.0    87   194    16    46     8    57 0.61 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   2   3      0.26       4.8    4.3   0.0    86   197    68   102    59   141 0.51 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+      -            275 111730at33208        -            629   2.9e-06   24.9   0.0   3   3    0.0071      0.13    9.5   0.0   181   229   181   234   167   274 0.57 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-     -            216 111730at33208        -            629     3e-06   24.8   0.2   1   2   4.8e-06   8.9e-05   20.0   0.0    88   194     2   118     1   153 0.80 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-     -            216 111730at33208        -            629     3e-06   24.8   0.2   2   2      0.82        15    2.7   0.0   158   193   180   215   174   216 0.78 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   1   2    0.0081      0.15    9.3   0.2   157   194    21    59     8    68 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   2   2   7.3e-07   1.4e-05   22.7   1.0    88   223    29   176    25   181 0.74 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   1   2    0.0081      0.15    9.3   0.2   157   194    21    59     8    68 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   2   2   7.3e-07   1.4e-05   22.7   1.0    88   223    29   176    25   181 0.74 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   1   2    0.0081      0.15    9.3   0.2   157   194    21    59     8    68 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   2   2   7.3e-07   1.4e-05   22.7   1.0    88   223    29   176    25   181 0.74 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   1   2    0.0081      0.15    9.3   0.2   157   194    21    59     8    68 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   2   2   7.3e-07   1.4e-05   22.7   1.0    88   223    29   176    25   181 0.74 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   1   2    0.0081      0.15    9.3   0.2   157   194    21    59     8    68 0.83 -
357580at33208_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-     -            184 111730at33208        -            629   3.4e-06   24.6   1.3   2   2   7.3e-07   1.4e-05   22.7   1.0    88   223    29   176    25   181 0.74 -
357580at33208_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+     -            152 111730at33208        -            629   3.8e-06   24.5   0.0   1   2     0.005     0.094   10.0   0.0   149   195    13    59     7    63 0.89 -
357580at33208_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+     -            152 111730at33208        -            629   3.8e-06   24.5   0.0   2   2   0.00086     0.016   12.5   0.0   165   201    77   115    59   143 0.72 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i2:44-1168|-        -            375 111730at33208        -            629   4.6e-06   24.2   2.9   1   3   0.00095     0.018   12.4   0.3    53   223    23   204    17   206 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i2:44-1168|-        -            375 111730at33208        -            629   4.6e-06   24.2   2.9   2   3    0.0077      0.14    9.4   0.0   172   225   191   248   188   299 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i2:44-1168|-        -            375 111730at33208        -            629   4.6e-06   24.2   2.9   3   3     0.023      0.42    7.8   0.1   128   214   230   321   227   332 0.69 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-     -            888 111730at33208        -            629   4.6e-06   24.2   1.3   1   2    0.0039     0.073   10.3   0.0    29   118   250   347   223   361 0.77 -
164767at33208_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-     -            888 111730at33208        -            629   4.6e-06   24.2   1.3   2   2    0.0042     0.078   10.2   0.5   106   220   496   619   477   628 0.64 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-      -            138 111730at33208        -            629   4.7e-06   24.2   1.4   1   2    0.0065      0.12    9.6   0.5   150   197    10    59     2    67 0.75 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-      -            138 111730at33208        -            629   4.7e-06   24.2   1.4   2   2   1.4e-06   2.6e-05   21.7   0.6   128   217    29   124    28   136 0.81 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-      -            413 111730at33208        -            629   4.8e-06   24.1   2.6   1   3   0.00016     0.003   14.9   0.4    53   275    23   258    17   266 0.70 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-      -            413 111730at33208        -            629   4.8e-06   24.1   2.6   2   3    0.0091      0.17    9.1   0.0   172   225   191   248   188   299 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-      -            413 111730at33208        -            629   4.8e-06   24.1   2.6   3   3     0.026      0.49    7.6   0.1   128   213   230   320   227   332 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-      -            413 111730at33208        -            629   4.8e-06   24.1   2.6   1   3   0.00016     0.003   14.9   0.4    53   275    23   258    17   266 0.70 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-      -            413 111730at33208        -            629   4.8e-06   24.1   2.6   2   3    0.0091      0.17    9.1   0.0   172   225   191   248   188   299 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-      -            413 111730at33208        -            629   4.8e-06   24.1   2.6   3   3     0.026      0.49    7.6   0.1   128   213   230   320   227   332 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 111730at33208        -            629   4.8e-06   24.1   2.6   1   3   0.00016     0.003   14.9   0.4    53   275    23   258    17   266 0.70 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 111730at33208        -            629   4.8e-06   24.1   2.6   2   3    0.0091      0.17    9.1   0.0   172   225   191   248   188   299 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 111730at33208        -            629   4.8e-06   24.1   2.6   3   3     0.026      0.49    7.6   0.1   128   213   230   320   227   332 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-       -            413 111730at33208        -            629   4.8e-06   24.1   2.6   1   3   0.00016     0.003   14.9   0.4    53   275    23   258    17   266 0.70 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-       -            413 111730at33208        -            629   4.8e-06   24.1   2.6   2   3    0.0091      0.17    9.1   0.0   172   225   191   248   188   299 0.69 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-       -            413 111730at33208        -            629   4.8e-06   24.1   2.6   3   3     0.026      0.49    7.6   0.1   128   213   230   320   227   332 0.69 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+     -            680 111730at33208        -            629   5.4e-06   24.0   3.8   1   3   0.00067     0.013   12.9   0.8    86   217    31   172    22   176 0.70 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+     -            680 111730at33208        -            629   5.4e-06   24.0   3.8   2   3    0.0016      0.03   11.6   1.1    86   201    75   207    72   217 0.71 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+     -            680 111730at33208        -            629   5.4e-06   24.0   3.8   3   3     0.055         1    6.5   0.1    85   118   209   242   201   326 0.84 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+     -            680 111730at33208        -            629   5.4e-06   24.0   3.8   1   3   0.00067     0.013   12.9   0.8    86   217    31   172    22   176 0.70 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+     -            680 111730at33208        -            629   5.4e-06   24.0   3.8   2   3    0.0016      0.03   11.6   1.1    86   201    75   207    72   217 0.71 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+     -            680 111730at33208        -            629   5.4e-06   24.0   3.8   3   3     0.055         1    6.5   0.1    85   118   209   242   201   326 0.84 -
453052at33208_176057_0:001201|TRINITY_DN86274_c10_g1_i2:351-881|+     -            177 111730at33208        -            629   6.2e-06   23.8   0.8   1   2   8.4e-05    0.0016   15.8   0.1   147   197    79   131    48   135 0.75 -
453052at33208_176057_0:001201|TRINITY_DN86274_c10_g1_i2:351-881|+     -            177 111730at33208        -            629   6.2e-06   23.8   0.8   2   2     0.052      0.96    6.6   0.0   161   196   138   173   132   176 0.89 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i1:925-1275|-       -            117 111730at33208        -            629   6.9e-06   23.6   0.1   1   1   3.9e-07   7.2e-06   23.6   0.1    60   119    15    77     2   112 0.66 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i2:925-1275|-       -            117 111730at33208        -            629   6.9e-06   23.6   0.1   1   1   3.9e-07   7.2e-06   23.6   0.1    60   119    15    77     2   112 0.66 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i4:901-1251|-       -            117 111730at33208        -            629   6.9e-06   23.6   0.1   1   1   3.9e-07   7.2e-06   23.6   0.1    60   119    15    77     2   112 0.66 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i7:901-1251|-       -            117 111730at33208        -            629   6.9e-06   23.6   0.1   1   1   3.9e-07   7.2e-06   23.6   0.1    60   119    15    77     2   112 0.66 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-       -            117 111730at33208        -            629   6.9e-06   23.6   0.1   1   1   3.9e-07   7.2e-06   23.6   0.1    60   119    15    77     2   112 0.66 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i9:901-1251|-       -            117 111730at33208        -            629   6.9e-06   23.6   0.1   1   1   3.9e-07   7.2e-06   23.6   0.1    60   119    15    77     2   112 0.66 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i1:173-481|+       -            103 111730at33208        -            629   7.7e-06   23.5   0.0   1   1   4.8e-07   8.9e-06   23.3   0.0   131   222     6   102     2   103 0.86 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i4:173-481|+       -            103 111730at33208        -            629   7.7e-06   23.5   0.0   1   1   4.8e-07   8.9e-06   23.3   0.0   131   222     6   102     2   103 0.86 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+       -            103 111730at33208        -            629   7.7e-06   23.5   0.0   1   1   4.8e-07   8.9e-06   23.3   0.0   131   222     6   102     2   103 0.86 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+     -            170 111730at33208        -            629   8.4e-06   23.4   0.7   1   3       2.3        42    1.2   0.0    97   118     4    25     1    34 0.74 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+     -            170 111730at33208        -            629   8.4e-06   23.4   0.7   2   3     0.094       1.8    5.8   0.0   172   222    58   111    34   122 0.80 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i1:1116-1625|+     -            170 111730at33208        -            629   8.4e-06   23.4   0.7   3   3   0.00041    0.0076   13.6   0.1    87   117   139   169   131   170 0.88 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 111730at33208        -            629   8.4e-06   23.4   0.7   1   3       2.3        42    1.2   0.0    97   118     4    25     1    34 0.74 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 111730at33208        -            629   8.4e-06   23.4   0.7   2   3     0.094       1.8    5.8   0.0   172   222    58   111    34   122 0.80 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 111730at33208        -            629   8.4e-06   23.4   0.7   3   3   0.00041    0.0076   13.6   0.1    87   117   139   169   131   170 0.88 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+      -            170 111730at33208        -            629   8.4e-06   23.4   0.7   1   3       2.3        42    1.2   0.0    97   118     4    25     1    34 0.74 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+      -            170 111730at33208        -            629   8.4e-06   23.4   0.7   2   3     0.094       1.8    5.8   0.0   172   222    58   111    34   122 0.80 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i3:907-1416|+      -            170 111730at33208        -            629   8.4e-06   23.4   0.7   3   3   0.00041    0.0076   13.6   0.1    87   117   139   169   131   170 0.88 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+      -            170 111730at33208        -            629   8.4e-06   23.4   0.7   1   3       2.3        42    1.2   0.0    97   118     4    25     1    34 0.74 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+      -            170 111730at33208        -            629   8.4e-06   23.4   0.7   2   3     0.094       1.8    5.8   0.0   172   222    58   111    34   122 0.80 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i4:550-1059|+      -            170 111730at33208        -            629   8.4e-06   23.4   0.7   3   3   0.00041    0.0076   13.6   0.1    87   117   139   169   131   170 0.88 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i3:242-835|+        -            198 111730at33208        -            629     9e-06   23.2   0.0   1   1   6.6e-07   1.2e-05   22.8   0.0    62   142     9    95     4   194 0.75 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i2:1217-1498|+    -             94 111730at33208        -            629   9.1e-06   23.2   0.0   1   2     1e-05   0.00019   18.9   0.0   158   223    12    81     2    84 0.79 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i2:1217-1498|+    -             94 111730at33208        -            629   9.1e-06   23.2   0.0   2   2      0.02      0.37    8.0   0.0   161   191    57    87    50    93 0.87 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+    -             94 111730at33208        -            629   9.1e-06   23.2   0.0   1   2     1e-05   0.00019   18.9   0.0   158   223    12    81     2    84 0.79 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+    -             94 111730at33208        -            629   9.1e-06   23.2   0.0   2   2      0.02      0.37    8.0   0.0   161   191    57    87    50    93 0.87 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+      -            250 111730at33208        -            629   9.7e-06   23.1   0.2   1   2     0.036      0.67    7.2   0.0   127   198    44   121    40   152 0.68 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+      -            250 111730at33208        -            629   9.7e-06   23.1   0.2   2   2   0.00018    0.0034   14.8   0.0    66   116   150   203   131   239 0.77 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i1:1472-1930|-     -            153 111730at33208        -            629   1.1e-05   23.0   0.5   1   1   3.6e-06   6.8e-05   20.4   0.1   126   223    37   141     9   145 0.76 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i2:2402-2860|-     -            153 111730at33208        -            629   1.1e-05   23.0   0.5   1   1   3.6e-06   6.8e-05   20.4   0.1   126   223    37   141     9   145 0.76 -
537718at33208_88015_0:0009f5|TRINITY_DN82372_c8_g1_i4:3018-3476|-     -            153 111730at33208        -            629   1.1e-05   23.0   0.5   1   1   3.6e-06   6.8e-05   20.4   0.1   126   223    37   141     9   145 0.76 -
