#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 537718at33208        -            243     1e-64  217.4   3.0   1   1   2.2e-65   3.9e-64  215.5   3.0     1   242     1   298     1   299 0.84 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i5:1263-2087|+    -            275 537718at33208        -            243   2.4e-09   36.0   1.0   2   2   1.1e-06     2e-05   23.3   0.1    39   122   182   275   171   275 0.85 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 537718at33208        -            243   2.4e-09   36.0   1.0   1   2     0.028      0.52    8.8   0.1    40    87    35    95     9   104 0.65 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 537718at33208        -            243   2.4e-09   36.0   1.0   2   2   1.1e-06     2e-05   23.3   0.1    39   122   182   275   171   275 0.85 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 537718at33208        -            243   2.7e-09   35.9   0.5   1   3     0.013      0.23    9.9   0.0    37    82    11    57     8    70 0.90 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 537718at33208        -            243   2.7e-09   35.9   0.5   2   3   1.1e-05   0.00021   19.9   0.0    36   133    95   199    81   207 0.85 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 537718at33208        -            243   2.7e-09   35.9   0.5   3   3       2.1        38    2.7   0.1   204   228   222   246   201   259 0.55 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 537718at33208        -            243   2.9e-09   35.8   1.7   1   4       8.1   1.5e+02    0.7   0.0   143   182    14    59     8    89 0.69 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 537718at33208        -            243   2.9e-09   35.8   1.7   2   4     0.013      0.23    9.9   0.0    37    95   173   240   168   282 0.81 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 537718at33208        -            243   2.9e-09   35.8   1.7   3   4       4.9        90    1.4   0.0   102   135   395   431   366   436 0.77 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 537718at33208        -            243   2.9e-09   35.8   1.7   4   4   6.1e-05    0.0011   17.5   0.1    39    87   586   636   574   692 0.86 -
433216at33208_1049336_0:0015c1|TRINITY_DN75389_c16_g1_i2:302-886|+  -            195 537718at33208        -            243   2.9e-09   35.8   3.5   1   2   2.4e-06   4.5e-05   22.1   1.1    37   133     2   102     1   109 0.83 -
433216at33208_1049336_0:0015c1|TRINITY_DN75389_c16_g1_i2:302-886|+  -            195 537718at33208        -            243   2.9e-09   35.8   3.5   2   2   0.00055      0.01   14.4   0.0    36    89   124   182   103   190 0.81 -
433216at33208_1049336_0:0015c1|TRINITY_DN75389_c16_g1_i3:302-886|+  -            195 537718at33208        -            243   2.9e-09   35.8   3.5   1   2   2.4e-06   4.5e-05   22.1   1.1    37   133     2   102     1   109 0.83 -
433216at33208_1049336_0:0015c1|TRINITY_DN75389_c16_g1_i3:302-886|+  -            195 537718at33208        -            243   2.9e-09   35.8   3.5   2   2   0.00055      0.01   14.4   0.0    36    89   124   182   103   190 0.81 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+    -            742 537718at33208        -            243   3.1e-09   35.7   1.6   1   4       8.3   1.5e+02    0.7   0.0   143   182    14    59     8    89 0.69 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+    -            742 537718at33208        -            243   3.1e-09   35.7   1.6   2   4     0.015      0.27    9.7   0.0    37    95   173   240   168   251 0.76 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+    -            742 537718at33208        -            243   3.1e-09   35.7   1.6   3   4         5        92    1.4   0.0   102   135   395   431   366   436 0.77 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+    -            742 537718at33208        -            243   3.1e-09   35.7   1.6   4   4   6.3e-05    0.0011   17.5   0.1    39    87   586   636   574   692 0.86 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 537718at33208        -            243   4.4e-09   35.2   0.0   1   3     0.001     0.019   13.5   0.0    35    87    11    63     7    71 0.90 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 537718at33208        -            243   4.4e-09   35.2   0.0   2   3     0.012      0.22   10.0   0.0    25    95    77   152    65   165 0.80 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 537718at33208        -            243   4.4e-09   35.2   0.0   3   3      0.07       1.3    7.5   0.0    37    75   232   270   222   274 0.92 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i4:450-1010|-     -            187 537718at33208        -            243   4.4e-09   35.2   0.4   1   3       1.5        27    3.1   0.0    78   122     1    49     1    57 0.41 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i4:450-1010|-     -            187 537718at33208        -            243   4.4e-09   35.2   0.4   2   3    0.0019     0.035   12.6   0.0    36   107    41   122    32   129 0.62 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i4:450-1010|-     -            187 537718at33208        -            243   4.4e-09   35.2   0.4   3   3   0.00011     0.002   16.7   0.0    37    86   132   183   127   186 0.90 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i7:450-1010|-     -            187 537718at33208        -            243   4.4e-09   35.2   0.4   1   3       1.5        27    3.1   0.0    78   122     1    49     1    57 0.41 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i7:450-1010|-     -            187 537718at33208        -            243   4.4e-09   35.2   0.4   2   3    0.0019     0.035   12.6   0.0    36   107    41   122    32   129 0.62 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i7:450-1010|-     -            187 537718at33208        -            243   4.4e-09   35.2   0.4   3   3   0.00011     0.002   16.7   0.0    37    86   132   183   127   186 0.90 -
414579at33208_1049336_0:004769|TRINITY_DN79765_c9_g1_i6:300-665|+   -            122 537718at33208        -            243   4.5e-09   35.2   0.0   1   1   3.8e-10     7e-09   34.5   0.0    37   130    23   122    14   122 0.92 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 537718at33208        -            243   4.7e-09   35.1   4.8   1   2   2.9e-08   5.3e-07   28.4   0.3    26   130    32   149    24   152 0.78 -
111746at33208_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 537718at33208        -            243   4.7e-09   35.1   4.8   2   2   0.00024    0.0043   15.6   0.5    46   136   101   197    92   208 0.81 -
357580at33208_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+   -            152 537718at33208        -            243   6.7e-09   34.6   0.0   1   2    0.0025     0.045   12.3   0.0    61   130    26    59    11    94 0.67 -
357580at33208_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+   -            152 537718at33208        -            243   6.7e-09   34.6   0.0   2   2   7.6e-06   0.00014   20.5   0.0    36    87    93   146    66   150 0.87 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-    -            413 537718at33208        -            243   8.5e-09   34.3   0.2   1   3     0.024      0.43    9.0   0.0    66   129    20    88     6   100 0.80 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-    -            413 537718at33208        -            243   8.5e-09   34.3   0.2   2   3       0.1       1.9    7.0   0.0   103   151   146   198   137   224 0.76 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-    -            413 537718at33208        -            243   8.5e-09   34.3   0.2   3   3    0.0012     0.022   13.3   0.0    36    88   240   298   200   310 0.84 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-    -            413 537718at33208        -            243   8.5e-09   34.3   0.2   1   3     0.024      0.43    9.0   0.0    66   129    20    88     6   100 0.80 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-    -            413 537718at33208        -            243   8.5e-09   34.3   0.2   2   3       0.1       1.9    7.0   0.0   103   151   146   198   137   224 0.76 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-    -            413 537718at33208        -            243   8.5e-09   34.3   0.2   3   3    0.0012     0.022   13.3   0.0    36    88   240   298   200   310 0.84 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 537718at33208        -            243   8.5e-09   34.3   0.2   1   3     0.024      0.43    9.0   0.0    66   129    20    88     6   100 0.80 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 537718at33208        -            243   8.5e-09   34.3   0.2   2   3       0.1       1.9    7.0   0.0   103   151   146   198   137   224 0.76 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-     -            413 537718at33208        -            243   8.5e-09   34.3   0.2   3   3    0.0012     0.022   13.3   0.0    36    88   240   298   200   310 0.84 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-     -            413 537718at33208        -            243   8.5e-09   34.3   0.2   1   3     0.024      0.43    9.0   0.0    66   129    20    88     6   100 0.80 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-     -            413 537718at33208        -            243   8.5e-09   34.3   0.2   2   3       0.1       1.9    7.0   0.0   103   151   146   198   137   224 0.76 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-     -            413 537718at33208        -            243   8.5e-09   34.3   0.2   3   3    0.0012     0.022   13.3   0.0    36    88   240   298   200   310 0.84 -
502128at33208_259920_0:002700|TRINITY_DN89883_c1_g1_i7:2320-2895|+  -            192 537718at33208        -            243     1e-08   34.0   0.1   1   3         5        92    1.4   0.0   112   135    14    37     1    53 0.59 -
502128at33208_259920_0:002700|TRINITY_DN89883_c1_g1_i7:2320-2895|+  -            192 537718at33208        -            243     1e-08   34.0   0.1   2   3   0.00026    0.0048   15.4   0.0    37    87    59   109    42   122 0.89 -
502128at33208_259920_0:002700|TRINITY_DN89883_c1_g1_i7:2320-2895|+  -            192 537718at33208        -            243     1e-08   34.0   0.1   3   3   0.00075     0.014   13.9   0.0    98   133   148   183   135   191 0.83 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 537718at33208        -            243   1.1e-08   33.9   0.7   1   2      0.13       2.3    6.7   0.0    99   124    19    45     1    53 0.63 -
439736at33208_378494_0:0043d4|TRINITY_DN80473_c9_g2_i1:504-1442|-   -            313 537718at33208        -            243   1.1e-08   33.9   0.7   2   2   5.2e-07   9.5e-06   24.3   0.2    35   117   158   246   137   266 0.76 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 537718at33208        -            243   1.1e-08   33.8   0.2   1   2   1.6e-05    0.0003   19.4   0.0    35   128    35   136    10   136 0.73 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 537718at33208        -            243   1.1e-08   33.8   0.2   2   2   1.9e-05   0.00035   19.2   0.1    38   129    80   179    77   179 0.71 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i2:44-1168|-      -            375 537718at33208        -            243   1.2e-08   33.8   0.1   1   3      0.02      0.37    9.3   0.0    66   129    20    88     6   100 0.80 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i2:44-1168|-      -            375 537718at33208        -            243   1.2e-08   33.8   0.1   2   3     0.089       1.6    7.2   0.0   103   152   146   199   137   224 0.76 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i2:44-1168|-      -            375 537718at33208        -            243   1.2e-08   33.8   0.1   3   3    0.0013     0.024   13.2   0.0    36    88   240   298   231   310 0.81 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+    -            186 537718at33208        -            243   1.2e-08   33.7   0.2   1   3   6.1e-07   1.1e-05   24.1   0.0   106   166    12    79     2   102 0.52 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+    -            186 537718at33208        -            243   1.2e-08   33.7   0.2   2   3       0.4       7.4    5.0   0.0    41    72   131   163   118   168 0.82 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+    -            186 537718at33208        -            243   1.2e-08   33.7   0.2   3   3       6.1   1.1e+02    1.1   0.0    36    50   172   186   165   186 0.88 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+   -            186 537718at33208        -            243   1.2e-08   33.7   0.2   1   3   6.1e-07   1.1e-05   24.1   0.0   106   166    12    79     2   102 0.52 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+   -            186 537718at33208        -            243   1.2e-08   33.7   0.2   2   3       0.4       7.4    5.0   0.0    41    72   131   163   118   168 0.82 -
357580at33208_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+   -            186 537718at33208        -            243   1.2e-08   33.7   0.2   3   3       6.1   1.1e+02    1.1   0.0    36    50   172   186   165   186 0.88 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 537718at33208        -            243   1.8e-08   33.2   2.0   1   3       1.8        33    2.9   0.0    68    90     1    26     1    33 0.62 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 537718at33208        -            243   1.8e-08   33.2   2.0   2   3   2.6e-06   4.7e-05   22.0   0.5    50   129    41   127    37   169 0.79 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 537718at33208        -            243   1.8e-08   33.2   2.0   3   3      0.25       4.6    5.7   0.0    36    89   220   276   185   282 0.82 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 537718at33208        -            243   1.8e-08   33.2   2.0   1   3       1.8        33    2.9   0.0    68    90     1    26     1    33 0.62 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 537718at33208        -            243   1.8e-08   33.2   2.0   2   3   2.6e-06   4.7e-05   22.0   0.5    50   129    41   127    37   169 0.79 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 537718at33208        -            243   1.8e-08   33.2   2.0   3   3      0.25       4.6    5.7   0.0    36    89   220   276   185   282 0.82 -
357580at33208_8022_0:0070c2|TRINITY_DN93367_c10_g1_i6:110-505|-     -            132 537718at33208        -            243   2.4e-08   32.8   0.0   1   2    0.0018     0.033   12.7   0.0    88   136     2    54     1    75 0.78 -
357580at33208_8022_0:0070c2|TRINITY_DN93367_c10_g1_i6:110-505|-     -            132 537718at33208        -            243   2.4e-08   32.8   0.0   2   2   2.6e-05   0.00048   18.7   0.0    36    79    77   121    69   132 0.82 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 537718at33208        -            243   2.6e-08   32.7   0.4   1   1   1.7e-09   3.1e-08   32.4   0.4    41   146     1   115     1   137 0.79 -
153034at33208_77166_0:00242c|TRINITY_DN73479_c18_g1_i1:417-1681|-   -            314 537718at33208        -            243   4.3e-08   32.0   1.4   1   2     4e-07   7.3e-06   24.7   1.0    58   130    53   132    38   157 0.79 -
153034at33208_77166_0:00242c|TRINITY_DN73479_c18_g1_i1:417-1681|-   -            314 537718at33208        -            243   4.3e-08   32.0   1.4   2   2      0.63        11    4.4   0.0   106   135   255   284   248   295 0.88 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i4:131-1259|-   -            353 537718at33208        -            243   4.5e-08   31.9   0.5   1   2   4.2e-07   7.6e-06   24.6   0.3    38   132   142   246   140   261 0.79 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i4:131-1259|-   -            353 537718at33208        -            243   4.5e-08   31.9   0.5   2   2       4.8        87    1.5   0.0    64    90   284   311   271   335 0.57 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i2:131-1192|-   -            354 537718at33208        -            243   4.5e-08   31.9   0.5   1   2   4.2e-07   7.7e-06   24.6   0.3    38   132   143   247   141   262 0.79 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i2:131-1192|-   -            354 537718at33208        -            243   4.5e-08   31.9   0.5   2   2       4.8        88    1.5   0.0    64    90   285   312   272   336 0.57 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i8:131-1192|-   -            354 537718at33208        -            243   4.5e-08   31.9   0.5   1   2   4.2e-07   7.7e-06   24.6   0.3    38   132   143   247   141   262 0.79 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i8:131-1192|-   -            354 537718at33208        -            243   4.5e-08   31.9   0.5   2   2       4.8        88    1.5   0.0    64    90   285   312   272   336 0.57 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 537718at33208        -            243   4.9e-08   31.8   0.4   1   1   1.3e-08   2.4e-07   29.5   0.1    36   136   180   294   161   300 0.75 -
398013at33208_294128_0:001ae8|TRINITY_DN86669_c5_g1_i5:96-626|-     -            177 537718at33208        -            243   5.9e-08   31.5   0.6   1   1   1.6e-08   2.9e-07   29.3   0.3    37   130    35   136    32   147 0.83 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i3:31-1345|-    -            415 537718at33208        -            243   6.8e-08   31.3   1.3   1   2   4.8e-07   8.8e-06   24.4   0.2    37   132   141   246   139   261 0.80 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i3:31-1345|-    -            415 537718at33208        -            243   6.8e-08   31.3   1.3   2   2       6.1   1.1e+02    1.1   0.0    64    90   284   311   272   335 0.57 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 537718at33208        -            243   6.8e-08   31.3   1.3   1   2   4.8e-07   8.8e-06   24.4   0.2    37   132   141   246   139   261 0.80 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 537718at33208        -            243   6.8e-08   31.3   1.3   2   2       6.1   1.1e+02    1.1   0.0    64    90   284   311   272   335 0.57 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i13:31-1278|-   -            416 537718at33208        -            243   6.8e-08   31.3   1.3   1   2   4.9e-07   8.9e-06   24.4   0.2    37   132   142   247   140   262 0.80 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i13:31-1278|-   -            416 537718at33208        -            243   6.8e-08   31.3   1.3   2   2       6.1   1.1e+02    1.1   0.0    64    90   285   312   273   336 0.57 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i1:31-1278|-    -            416 537718at33208        -            243   6.8e-08   31.3   1.3   1   2   4.9e-07   8.9e-06   24.4   0.2    37   132   142   247   140   262 0.80 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i1:31-1278|-    -            416 537718at33208        -            243   6.8e-08   31.3   1.3   2   2       6.1   1.1e+02    1.1   0.0    64    90   285   312   273   336 0.57 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i2:525-884|+      -            120 537718at33208        -            243   8.2e-08   31.1   0.0   1   2   1.7e-05   0.00031   19.3   0.0    60   128     3    77     1    78 0.85 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i2:525-884|+      -            120 537718at33208        -            243   8.2e-08   31.1   0.0   2   2    0.0009     0.016   13.7   0.0    37    87    64   116    60   120 0.91 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+    -            120 537718at33208        -            243   8.2e-08   31.1   0.0   1   2   1.7e-05   0.00031   19.3   0.0    60   128     3    77     1    78 0.85 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+    -            120 537718at33208        -            243   8.2e-08   31.1   0.0   2   2    0.0009     0.016   13.7   0.0    37    87    64   116    60   120 0.91 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+     -            280 537718at33208        -            243   9.8e-08   30.8   0.1   1   3     0.052      0.95    7.9   0.0    59    91    12    47     4    52 0.79 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+     -            280 537718at33208        -            243   9.8e-08   30.8   0.1   2   3   4.4e-05   0.00081   18.0   0.0    27   101    17   105    14   118 0.67 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i3:763-1602|+     -            280 537718at33208        -            243   9.8e-08   30.8   0.1   3   3     0.027      0.49    8.9   0.0    34    75   118   161   112   187 0.71 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 537718at33208        -            243   9.8e-08   30.8   0.1   1   3     0.052      0.95    7.9   0.0    59    91    12    47     4    52 0.79 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 537718at33208        -            243   9.8e-08   30.8   0.1   2   3   4.4e-05   0.00081   18.0   0.0    27   101    17   105    14   118 0.67 -
361203at33208_7237_0:002fcb|TRINITY_DN82560_c3_g1_i5:763-1602|+     -            280 537718at33208        -            243   9.8e-08   30.8   0.1   3   3     0.027      0.49    8.9   0.0    34    75   118   161   112   187 0.71 -
153034at33208_6669_0:004c9b|TRINITY_DN73479_c18_g1_i3:417-1361|-    -            315 537718at33208        -            243   1.2e-07   30.6   1.3   1   2     4e-07   7.3e-06   24.7   0.9    58   130    54   133    39   158 0.79 -
153034at33208_6669_0:004c9b|TRINITY_DN73479_c18_g1_i3:417-1361|-    -            315 537718at33208        -            243   1.2e-07   30.6   1.3   2   2       1.8        34    2.9   0.0   107   135   257   285   249   296 0.87 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 537718at33208        -            243   1.5e-07   30.2   0.2   1   3   0.00027    0.0049   15.4   0.0    25    87    36   101    27   111 0.84 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 537718at33208        -            243   1.5e-07   30.2   0.2   2   3     0.029      0.53    8.8   0.0    36    56    90   110    86   119 0.82 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 537718at33208        -            243   1.5e-07   30.2   0.2   3   3     0.049      0.89    8.0   0.0   100   135   137   173   126   198 0.85 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 537718at33208        -            243   1.5e-07   30.2   0.2   1   3   0.00027    0.0049   15.4   0.0    25    87    36   101    27   111 0.84 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 537718at33208        -            243   1.5e-07   30.2   0.2   2   3     0.029      0.53    8.8   0.0    36    56    90   110    86   119 0.82 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 537718at33208        -            243   1.5e-07   30.2   0.2   3   3     0.049      0.89    8.0   0.0   100   135   137   173   126   198 0.85 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 537718at33208        -            243   1.6e-07   30.1   0.0   1   2      0.03      0.54    8.7   0.0    35    77    35    78    14    81 0.80 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 537718at33208        -            243   1.6e-07   30.1   0.0   2   2   2.1e-05   0.00038   19.1   0.1    38   129    80   179    76   179 0.72 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 537718at33208        -            243   1.6e-07   30.1   0.0   1   2      0.03      0.54    8.7   0.0    35    77    35    78    14    81 0.80 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 537718at33208        -            243   1.6e-07   30.1   0.0   2   2   2.1e-05   0.00038   19.1   0.1    38   129    80   179    76   179 0.72 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i1:127-2340|+    -            738 537718at33208        -            243   1.9e-07   29.8   0.1   1   2    0.0044     0.081   11.4   0.0    37    87    50   106    45   106 0.80 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i1:127-2340|+    -            738 537718at33208        -            243   1.9e-07   29.8   0.1   2   2   2.9e-07   5.4e-06   25.1   0.0    37   164    96   236    92   262 0.77 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 537718at33208        -            243   1.9e-07   29.8   0.1   1   2    0.0044     0.081   11.4   0.0    37    87    50   106    45   106 0.80 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 537718at33208        -            243   1.9e-07   29.8   0.1   2   2   2.9e-07   5.4e-06   25.1   0.0    37   164    96   236    92   262 0.77 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i1:379-1419|-   -            347 537718at33208        -            243   2.3e-07   29.6   3.3   1   2     0.017      0.31    9.5   0.1    76   132    56   116    33   121 0.68 -
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i1:379-1419|-   -            347 537718at33208        -            243   2.3e-07   29.6   3.3   2   2   2.2e-05    0.0004   19.0   0.5    65   195   177   330   173   345 0.71 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   1   3      0.55        10    4.6   0.0   112   132    30    50    14    73 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   2   3   3.1e-05   0.00056   18.5   0.0    36    87   126   179   111   189 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i10:2313-3278|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   3   3       4.1        75    1.7   0.0    41    59   267   285   261   322 0.58 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   1   3      0.55        10    4.6   0.0   112   132    30    50    14    73 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   2   3   3.1e-05   0.00056   18.5   0.0    36    87   126   179   111   189 0.85 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i11:2382-3347|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   3   3       4.1        75    1.7   0.0    41    59   267   285   261   322 0.58 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   1   3      0.55        10    4.6   0.0   112   132    30    50    14    73 0.82 -
357580at33208_6500_0:003d1f|TRINITY_DN92257_c8_g1_i12:2433-3398|+   -            322 537718at33208        -            243   3.2e-07   29.1   0.6   2   3   3.1e-05   0.00056   18.5   0.0    36    87   126   179   111   189 0.85 -
