#                                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
578734at33208_294128_0:003caa|TRINITY_DN78574_c9_g1_i1:101-820|+     -            240 578734at33208        -            193   1.9e-59  199.3   7.8   1   1   8.2e-61   7.8e-59  197.3   7.8     3   193     6   238     1   238 0.86 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i1:104-799|+     -            232 578734at33208        -            193   0.00021   19.8   3.9   3   3       2.7   2.6e+02   -0.1   0.0    23    48   136   161   126   181 0.78 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i2:104-799|+     -            232 578734at33208        -            193   0.00021   19.8   3.9   1   3   4.4e-06   0.00042   18.8   1.0    88   149    34   101     2   105 0.82 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i2:104-799|+     -            232 578734at33208        -            193   0.00021   19.8   3.9   2   3      0.15        14    4.0   0.4    25    49    86   110    85   156 0.64 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i2:104-799|+     -            232 578734at33208        -            193   0.00021   19.8   3.9   3   3       2.7   2.6e+02   -0.1   0.0    23    48   136   161   126   181 0.78 -
382000at33208_28588_0:00096d|TRINITY_DN49419_c0_g1_i1:400-960|-      -            187 578734at33208        -            193   0.00022   19.7  11.3   1   2   9.4e-05    0.0089   14.4   7.7    70   148    78   164     6   165 0.68 -
382000at33208_28588_0:00096d|TRINITY_DN49419_c0_g1_i1:400-960|-      -            187 578734at33208        -            193   0.00022   19.7  11.3   2   2     0.011       1.1    7.6   1.7    37    90   122   166   119   187 0.56 -
382000at33208_28588_0:00096d|TRINITY_DN49419_c0_g1_i2:507-1067|-     -            187 578734at33208        -            193   0.00022   19.7  11.3   1   2   9.4e-05    0.0089   14.4   7.7    70   148    78   164     6   165 0.68 -
382000at33208_28588_0:00096d|TRINITY_DN49419_c0_g1_i2:507-1067|-     -            187 578734at33208        -            193   0.00022   19.7  11.3   2   2     0.011       1.1    7.6   1.7    37    90   122   166   119   187 0.56 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i4:104-841|+     -            246 578734at33208        -            193   0.00027   19.4   3.9   1   3   5.2e-06   0.00049   18.5   1.0    88   149    34   101     3   105 0.83 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i4:104-841|+     -            246 578734at33208        -            193   0.00027   19.4   3.9   2   3      0.14        13    4.1   0.3    25    48    86   109    84   156 0.64 -
553585at33208_133901_0:0038ef|TRINITY_DN80803_c3_g1_i4:104-841|+     -            246 578734at33208        -            193   0.00027   19.4   3.9   3   3       2.9   2.8e+02   -0.2   0.0    23    48   136   161   125   181 0.79 -
382000at33208_438502_0:000f19|TRINITY_DN71243_c0_g1_i2:345-1001|+    -            219 578734at33208        -            193    0.0015   16.9   0.0   1   2      0.58        55    2.1   0.0    94   112     4    22     1    23 0.53 -
382000at33208_438502_0:000f19|TRINITY_DN71243_c0_g1_i2:345-1001|+    -            219 578734at33208        -            193    0.0015   16.9   0.0   2   2   0.00013     0.012   14.0   0.0    67   112    20    68    17    73 0.80 -
578734at33208_70779_0:0023d6|TRINITY_DN91745_c1_g1_i1:1062-1463|-    -            134 578734at33208        -            193    0.0017   16.8   0.9   1   2       2.1     2e+02    0.2   0.0   101   109    10    18     3    23 0.53 -
578734at33208_70779_0:0023d6|TRINITY_DN91745_c1_g1_i1:1062-1463|-    -            134 578734at33208        -            193    0.0017   16.8   0.9   2   2   7.1e-05    0.0068   14.8   0.8    67   123    22    83     8    95 0.79 -
578734at33208_70779_0:0023d6|TRINITY_DN91745_c1_g1_i2:1062-1463|-    -            134 578734at33208        -            193    0.0017   16.8   0.9   1   2       2.1     2e+02    0.2   0.0   101   109    10    18     3    23 0.53 -
578734at33208_70779_0:0023d6|TRINITY_DN91745_c1_g1_i2:1062-1463|-    -            134 578734at33208        -            193    0.0017   16.8   0.9   2   2   7.1e-05    0.0068   14.8   0.8    67   123    22    83     8    95 0.79 -
514121at33208_8208_0:003036|TRINITY_DN93731_c3_g2_i14:1601-1867|-    -             89 578734at33208        -            193     0.002   16.6   0.3   1   1   2.7e-05    0.0026   16.2   0.3    77   114    12    53     5    85 0.71 -
514121at33208_8208_0:003036|TRINITY_DN93731_c3_g2_i4:1294-1560|-     -             89 578734at33208        -            193     0.002   16.6   0.3   1   1   2.7e-05    0.0026   16.2   0.3    77   114    12    53     5    85 0.71 -
514121at33208_8208_0:003036|TRINITY_DN93731_c3_g2_i7:1524-1790|-     -             89 578734at33208        -            193     0.002   16.6   0.3   1   1   2.7e-05    0.0026   16.2   0.3    77   114    12    53     5    85 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/metazoa_odb10/hmms/578734at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon_metazoa_odb10/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon_metazoa_odb10/run_metazoa_odb10/hmmer_output/initial_run_results/578734at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/metazoa_odb10/hmms/578734at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon_metazoa_odb10/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis
# Date:            Tue Feb 17 15:06:53 2026
# [ok]
