#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 581717at33208        -            249   3.4e-63  212.2   0.4   1   1   1.2e-62   3.4e-61  205.7   0.4    33   232    81   315    35   316 0.79 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i8:131-1192|-   -            354 581717at33208        -            249   0.00015   20.1   0.1   1   2    0.0036     0.099   10.9   0.0   161   215   148   205   137   209 0.78 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i8:131-1192|-   -            354 581717at33208        -            249   0.00015   20.1   0.1   2   2     0.061       1.7    6.9   0.0   189   219   224   254   215   261 0.81 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 581717at33208        -            249   0.00017   20.0   0.0   1   2      0.07       1.9    6.7   0.0   154   213   106   167    57   210 0.72 -
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 581717at33208        -            249   0.00017   20.0   0.0   2   2     0.003     0.082   11.1   0.0   183   225   264   306   231   319 0.83 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 581717at33208        -            249    0.0002   19.7   0.6   1   2      0.41        11    4.2   0.0   181   213    34    66    11    83 0.81 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 581717at33208        -            249    0.0002   19.7   0.6   2   2     0.004      0.11   10.7   0.2    72   215   132   287    84   294 0.69 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 581717at33208        -            249    0.0002   19.7   0.6   1   2      0.41        11    4.2   0.0   181   213    34    66    11    83 0.81 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 581717at33208        -            249    0.0002   19.7   0.6   2   2     0.004      0.11   10.7   0.2    72   215   132   287    84   294 0.69 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i3:31-1345|-    -            415 581717at33208        -            249   0.00021   19.7   0.0   1   2    0.0046      0.13   10.5   0.0   161   215   147   204   136   208 0.78 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i3:31-1345|-    -            415 581717at33208        -            249   0.00021   19.7   0.0   2   2     0.076       2.1    6.5   0.0   190   219   224   253   215   260 0.81 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 581717at33208        -            249   0.00021   19.7   0.0   1   2    0.0046      0.13   10.5   0.0   161   215   147   204   136   208 0.78 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 581717at33208        -            249   0.00021   19.7   0.0   2   2     0.076       2.1    6.5   0.0   190   219   224   253   215   260 0.81 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i13:31-1278|-   -            416 581717at33208        -            249   0.00021   19.7   0.0   1   2    0.0046      0.13   10.5   0.0   161   215   148   205   137   209 0.78 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i13:31-1278|-   -            416 581717at33208        -            249   0.00021   19.7   0.0   2   2     0.076       2.1    6.5   0.0   190   219   225   254   216   261 0.81 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i1:31-1278|-    -            416 581717at33208        -            249   0.00021   19.7   0.0   1   2    0.0046      0.13   10.5   0.0   161   215   148   205   137   209 0.78 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i1:31-1278|-    -            416 581717at33208        -            249   0.00021   19.7   0.0   2   2     0.076       2.1    6.5   0.0   190   219   225   254   216   261 0.81 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-  -            482 581717at33208        -            249   0.00025   19.4   0.7   1   3       5.5   1.5e+02    0.4   0.0   184   229   217   263   212   281 0.76 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-  -            482 581717at33208        -            249   0.00025   19.4   0.7   2   3   0.00075     0.021   13.1   0.1   181   217   307   343   279   363 0.78 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i1:118-1563|-  -            482 581717at33208        -            249   0.00025   19.4   0.7   3   3       4.9   1.3e+02    0.6   0.0    44    62   362   380   359   389 0.85 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 581717at33208        -            249   0.00025   19.4   0.0   1   2      0.18         5    5.3   0.0   172   211    47    86    37    91 0.88 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i4:3884-4744|-    -            287 581717at33208        -            249   0.00025   19.4   0.0   2   2     0.005      0.14   10.4   0.0   173   212    91   130    88   139 0.88 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 581717at33208        -            249   0.00025   19.4   0.0   1   2      0.18         5    5.3   0.0   172   211    47    86    37    91 0.88 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i7:3686-4546|-    -            287 581717at33208        -            249   0.00025   19.4   0.0   2   2     0.005      0.14   10.4   0.0   173   212    91   130    88   139 0.88 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i2:63-1010|+   -            316 581717at33208        -            249    0.0003   19.2   0.1   1   3       2.6        71    1.5   0.0   174   218    13    59     4    61 0.78 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i2:63-1010|+   -            316 581717at33208        -            249    0.0003   19.2   0.1   2   3    0.0076      0.21    9.8   0.0   175   215    60   101    50   122 0.82 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i2:63-1010|+   -            316 581717at33208        -            249    0.0003   19.2   0.1   3   3       0.3       8.2    4.6   0.0   120   212   122   225   110   236 0.70 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-   -            203 581717at33208        -            249   0.00031   19.1   0.0   1   2    0.0001    0.0028   16.0   0.0   156   212    66   126    50   135 0.85 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-   -            203 581717at33208        -            249   0.00031   19.1   0.0   2   2       7.7   2.1e+02   -0.0   0.0   179   214   149   185   143   192 0.79 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-    -            203 581717at33208        -            249   0.00031   19.1   0.0   1   2    0.0001    0.0028   16.0   0.0   156   212    66   126    50   135 0.85 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-    -            203 581717at33208        -            249   0.00031   19.1   0.0   2   2       7.7   2.1e+02   -0.0   0.0   179   214   149   185   143   192 0.79 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-    -            203 581717at33208        -            249   0.00031   19.1   0.0   1   2    0.0001    0.0028   16.0   0.0   156   212    66   126    50   135 0.85 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-    -            203 581717at33208        -            249   0.00031   19.1   0.0   2   2       7.7   2.1e+02   -0.0   0.0   179   214   149   185   143   192 0.79 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-    -            203 581717at33208        -            249   0.00031   19.1   0.0   1   2    0.0001    0.0028   16.0   0.0   156   212    66   126    50   135 0.85 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-    -            203 581717at33208        -            249   0.00031   19.1   0.0   2   2       7.7   2.1e+02   -0.0   0.0   179   214   149   185   143   192 0.79 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 581717at33208        -            249   0.00031   19.1   0.9   1   3       1.1        31    2.7   0.0   187   218    19    50    10    57 0.74 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 581717at33208        -            249   0.00031   19.1   0.9   2   3     0.032      0.87    7.8   0.0   180   221    56    99    46   115 0.77 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 581717at33208        -            249   0.00031   19.1   0.9   3   3       0.2       5.4    5.2   0.0    63   129   168   238   119   245 0.64 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 581717at33208        -            249   0.00031   19.1   0.5   1   3       9.5   2.6e+02   -0.3   0.0    70    96   113   139   102   151 0.82 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 581717at33208        -            249   0.00031   19.1   0.5   2   3     0.095       2.6    6.2   0.0   180   219   163   202   154   215 0.82 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 581717at33208        -            249   0.00031   19.1   0.5   3   3     0.059       1.6    6.9   0.1   139   213   252   329   237   357 0.76 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i2:208-1470|+   -            421 581717at33208        -            249   0.00032   19.0   0.4   1   2     0.095       2.6    6.2   0.0   180   219   163   202   154   215 0.82 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i2:208-1470|+   -            421 581717at33208        -            249   0.00032   19.0   0.4   2   2     0.059       1.6    6.9   0.1   139   213   252   329   237   357 0.76 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 581717at33208        -            249   0.00039   18.8   2.1   1   4       6.5   1.8e+02    0.2   0.0   184   229   217   263   213   274 0.73 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 581717at33208        -            249   0.00039   18.8   2.1   2   4   0.00083     0.023   13.0   0.1   181   216   307   342   277   362 0.78 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 581717at33208        -            249   0.00039   18.8   2.1   3   4         4   1.1e+02    0.9   0.1    44    62   362   380   348   389 0.84 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 581717at33208        -            249   0.00039   18.8   2.1   4   4       9.7   2.7e+02   -0.4   0.1   118   184   410   476   395   492 0.66 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 581717at33208        -            249   0.00041   18.7   0.0   1   1   0.00011     0.003   15.9   0.0   123   220     7   116     2   122 0.71 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 581717at33208        -            249   0.00041   18.7   0.0   1   1   0.00011     0.003   15.9   0.0   123   220     7   116     2   122 0.71 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i11:190-993|+   -            268 581717at33208        -            249   0.00041   18.7   0.1   1   2   0.00079     0.022   13.0   0.0   175   213    39    78    35    83 0.86 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i11:190-993|+   -            268 581717at33208        -            249   0.00041   18.7   0.1   2   2       1.5        40    2.4   0.0   171   226    79   133    77   144 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i12:190-993|+   -            268 581717at33208        -            249   0.00041   18.7   0.1   1   2   0.00079     0.022   13.0   0.0   175   213    39    78    35    83 0.86 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i12:190-993|+   -            268 581717at33208        -            249   0.00041   18.7   0.1   2   2       1.5        40    2.4   0.0   171   226    79   133    77   144 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 581717at33208        -            249   0.00041   18.7   0.1   1   2   0.00079     0.022   13.0   0.0   175   213    39    78    35    83 0.86 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 581717at33208        -            249   0.00041   18.7   0.1   2   2       1.5        40    2.4   0.0   171   226    79   133    77   144 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i1:190-993|+    -            268 581717at33208        -            249   0.00041   18.7   0.1   1   2   0.00079     0.022   13.0   0.0   175   213    39    78    35    83 0.86 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i1:190-993|+    -            268 581717at33208        -            249   0.00041   18.7   0.1   2   2       1.5        40    2.4   0.0   171   226    79   133    77   144 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i6:190-993|+    -            268 581717at33208        -            249   0.00041   18.7   0.1   1   2   0.00079     0.022   13.0   0.0   175   213    39    78    35    83 0.86 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i6:190-993|+    -            268 581717at33208        -            249   0.00041   18.7   0.1   2   2       1.5        40    2.4   0.0   171   226    79   133    77   144 0.81 -
537718at33208_218467_0:0005fc|TRINITY_DN85821_c14_g1_i2:201-942|+   -            158 581717at33208        -            249   0.00044   18.6   0.0   1   2      0.18       4.9    5.3   0.0    74   133    49   103    41   107 0.58 -
537718at33208_218467_0:0005fc|TRINITY_DN85821_c14_g1_i2:201-942|+   -            158 581717at33208        -            249   0.00044   18.6   0.0   2   2     0.009      0.25    9.6   0.0   179   210   116   147   108   156 0.83 -
357580at33208_8022_0:0070c2|TRINITY_DN93367_c10_g1_i6:110-505|-     -            132 581717at33208        -            249   0.00054   18.3   0.0   1   2     0.026      0.71    8.1   0.0   184   225    22    63    17    74 0.87 -
357580at33208_8022_0:0070c2|TRINITY_DN93367_c10_g1_i6:110-505|-     -            132 581717at33208        -            249   0.00054   18.3   0.0   2   2     0.021      0.59    8.3   0.0   167   201    92   126    66   129 0.80 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 581717at33208        -            249   0.00056   18.2   0.2   1   1     9e-05    0.0025   16.1   0.2    75   212     5   158     1   163 0.78 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i2:1758-2345|-    -            196 581717at33208        -            249   0.00056   18.2   0.2   1   1     9e-05    0.0025   16.1   0.2    75   212     5   158     1   163 0.78 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 581717at33208        -            249   0.00059   18.2   0.1   1   3       0.1       2.8    6.1   0.0   121   209    14   108     1   113 0.69 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 581717at33208        -            249   0.00059   18.2   0.1   2   3    0.0038       0.1   10.8   0.0    69   176    46   154    34   184 0.65 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 581717at33208        -            249   0.00059   18.2   0.1   3   3       1.4        39    2.4   0.0    73    98   231   254   221   274 0.71 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 581717at33208        -            249   0.00059   18.2   1.3   1   3    0.0033      0.09   11.0   0.3   151   212    59   124    42   139 0.78 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 581717at33208        -            249   0.00059   18.2   1.3   2   3       5.7   1.6e+02    0.4   0.0   185   222   244   281   243   295 0.79 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 581717at33208        -            249   0.00059   18.2   1.3   3   3       1.9        52    2.0   0.0    67    99   341   373   315   415 0.76 -
153034at33208_6669_0:004c9b|TRINITY_DN73479_c18_g1_i3:417-1361|-    -            315 581717at33208        -            249   0.00061   18.1   0.8   1   2    0.0012     0.034   12.4   0.4   150   212    69   135    52   150 0.78 -
153034at33208_6669_0:004c9b|TRINITY_DN73479_c18_g1_i3:417-1361|-    -            315 581717at33208        -            249   0.00061   18.1   0.8   2   2       2.3        63    1.7   0.0   185   222   255   292   253   307 0.79 -
453052at33208_175836_0:00297f|TRINITY_DN76578_c9_g1_i4:1002-1415|+  -            138 581717at33208        -            249   0.00062   18.1   0.0   1   2     0.012      0.33    9.2   0.0   177   217    48    88    39    96 0.87 -
453052at33208_175836_0:00297f|TRINITY_DN76578_c9_g1_i4:1002-1415|+  -            138 581717at33208        -            249   0.00062   18.1   0.0   2   2     0.042       1.2    7.4   0.0   173   211    97   135    88   138 0.90 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i1:127-2340|+    -            738 581717at33208        -            249   0.00068   18.0   0.0   1   2    0.0033      0.09   11.0   0.0   139   195    80   138    71   143 0.83 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i1:127-2340|+    -            738 581717at33208        -            249   0.00068   18.0   0.0   2   2      0.31       8.5    4.5   0.0   162   212   146   200   139   226 0.80 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 581717at33208        -            249   0.00068   18.0   0.0   1   2    0.0033      0.09   11.0   0.0   139   195    80   138    71   143 0.83 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+    -            738 581717at33208        -            249   0.00068   18.0   0.0   2   2      0.31       8.5    4.5   0.0   162   212   146   200   139   226 0.80 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 581717at33208        -            249   0.00097   17.5   0.1   1   3      0.84        23    3.1   0.0   158   204    39    90    31   106 0.69 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 581717at33208        -            249   0.00097   17.5   0.1   2   3       2.2        60    1.8   0.0   106   145   120   161   117   170 0.68 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 581717at33208        -            249   0.00097   17.5   0.1   3   3    0.0038       0.1   10.8   0.0   162   215   143   197   130   209 0.73 -
398013at33208_6850_0:003fd3|TRINITY_DN75538_c8_g1_i1:285-560|-      -             92 581717at33208        -            249   0.00098   17.5   0.0   1   1   4.2e-05    0.0011   17.2   0.0   167   212    44    90    33    92 0.85 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i1:1333-2112|-  -            260 581717at33208        -            249     0.001   17.4   2.7   1   3         7   1.9e+02    0.1   0.0    45    63     6    24     1    30 0.81 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i1:1333-2112|-  -            260 581717at33208        -            249     0.001   17.4   2.7   2   3     0.028      0.76    8.0   0.8   150   211   153   215    59   227 0.60 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i1:1333-2112|-  -            260 581717at33208        -            249     0.001   17.4   2.7   3   3     0.075         2    6.6   0.4   120   210   158   214   154   260 0.51 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i5:723-1427|+  -            235 581717at33208        -            249    0.0011   17.3   0.1   1   2         1        28    2.9   0.0   158   204    39    90    31   105 0.69 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i5:723-1427|+  -            235 581717at33208        -            249    0.0011   17.3   0.1   2   2    0.0039      0.11   10.8   0.0   162   218   143   200   131   220 0.74 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i4:450-1010|-     -            187 581717at33208        -            249    0.0013   17.1   0.0   1   1   0.00012    0.0033   15.7   0.0   108   213    29   150    21   174 0.80 -
433216at33208_6334_0:0020bd|TRINITY_DN79895_c5_g1_i7:450-1010|-     -            187 581717at33208        -            249    0.0013   17.1   0.0   1   1   0.00012    0.0033   15.7   0.0   108   213    29   150    21   174 0.80 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i1:294-872|+   -            193 581717at33208        -            249    0.0016   16.8   0.0   1   2       2.2        62    1.7   0.0   182   204    26    48     1    64 0.75 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i1:294-872|+   -            193 581717at33208        -            249    0.0016   16.8   0.0   2   2    0.0024     0.065   11.5   0.0   159   217    98   157    82   174 0.75 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 581717at33208        -            249    0.0016   16.8   0.0   1   2    0.0019     0.051   11.8   0.0   173   212    37    76    30    94 0.89 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 581717at33208        -            249    0.0016   16.8   0.0   2   2       2.7        73    1.5   0.0   194   210   156   172   145   189 0.83 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 581717at33208        -            249    0.0016   16.7   0.5   1   2    0.0033      0.09   11.0   0.3   151   212    59   124    42   139 0.78 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 581717at33208        -            249    0.0016   16.7   0.5   2   2       1.9        52    2.0   0.0    67    99   341   373   315   415 0.76 -
398013at33208_6850_0:003fd3|TRINITY_DN75538_c8_g1_i2:152-421|-      -             90 581717at33208        -            249    0.0016   16.7   0.0   1   1   6.9e-05    0.0019   16.5   0.0   167   211    44    89    32    90 0.85 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i5:261-863|+      -            201 581717at33208        -            249    0.0016   16.7   0.0   1   3      0.07       1.9    6.7   0.0   158   210    18    73     5    79 0.69 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i5:261-863|+      -            201 581717at33208        -            249    0.0016   16.7   0.0   2   3      0.75        21    3.3   0.0   173   229    78   138    75   146 0.72 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i5:261-863|+      -            201 581717at33208        -            249    0.0016   16.7   0.0   3   3      0.76        21    3.3   0.0   174   207   167   200   149   201 0.87 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 581717at33208        -            249    0.0016   16.7   0.0   1   3      0.07       1.9    6.7   0.0   158   210    18    73     5    79 0.69 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 581717at33208        -            249    0.0016   16.7   0.0   2   3      0.75        21    3.3   0.0   173   229    78   138    75   146 0.72 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 581717at33208        -            249    0.0016   16.7   0.0   3   3      0.76        21    3.3   0.0   174   207   167   200   149   201 0.87 -
153034at33208_7539_0:001079|TRINITY_DN73479_c18_g1_i5:253-852|-     -            200 581717at33208        -            249    0.0021   16.3   0.5   1   2      0.81        22    3.2   0.0    38    64    66    92    51    95 0.81 -
153034at33208_7539_0:001079|TRINITY_DN73479_c18_g1_i5:253-852|-     -            200 581717at33208        -            249    0.0021   16.3   0.5   2   2    0.0011     0.029   12.6   0.3   172   212    94   134    68   149 0.78 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 581717at33208        -            249    0.0022   16.3   0.1   1   2    0.0013     0.036   12.3   0.0   184   220    29    68    23    84 0.72 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-    -            138 581717at33208        -            249    0.0022   16.3   0.1   2   2       2.7        73    1.5   0.0    75    90    85   100    81   105 0.90 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 581717at33208        -            249    0.0023   16.2   0.2   1   3      0.49        13    3.9   0.0   177   213   268   304   258   322 0.85 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 581717at33208        -            249    0.0023   16.2   0.2   2   3      0.11       2.9    6.1   0.0   155   227   463   537   444   544 0.79 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 581717at33208        -            249    0.0023   16.2   0.2   3   3       8.6   2.4e+02   -0.2   0.0   184   207   589   612   586   613 0.89 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-   -            618 581717at33208        -            249    0.0024   16.2   0.2   1   3       0.5        14    3.9   0.0   177   213   273   309   263   327 0.85 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-   -            618 581717at33208        -            249    0.0024   16.2   0.2   2   3      0.11         3    6.0   0.0   155   227   468   542   449   549 0.79 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-   -            618 581717at33208        -            249    0.0024   16.2   0.2   3   3       8.7   2.4e+02   -0.2   0.0   184   207   594   617   591   618 0.89 -
235430at33208_123851_0:0018c0|TRINITY_DN77260_c8_g1_i4:385-1533|+   -            383 581717at33208        -            249    0.0025   16.1   1.3   1   2      0.61        17    3.6   0.0   173   213    35    76    14    85 0.79 -
235430at33208_123851_0:0018c0|TRINITY_DN77260_c8_g1_i4:385-1533|+   -            383 581717at33208        -            249    0.0025   16.1   1.3   2   2     0.004      0.11   10.7   0.1   174   213   119   158    99   178 0.85 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-   -            147 581717at33208        -            249    0.0027   16.0   0.1   1   2     0.057       1.6    7.0   0.0    45    90    12    60     1    67 0.55 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i2:759-1199|-   -            147 581717at33208        -            249    0.0027   16.0   0.1   2   2     0.066       1.8    6.7   0.0    68   107    78   117    62   141 0.81 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-   -            147 581717at33208        -            249    0.0027   16.0   0.1   1   2     0.057       1.6    7.0   0.0    45    90    12    60     1    67 0.55 -
111746at33208_28377_0:003c8b|TRINITY_DN82339_c12_g1_i7:758-1198|-   -            147 581717at33208        -            249    0.0027   16.0   0.1   2   2     0.066       1.8    6.7   0.0    68   107    78   117    62   141 0.81 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i12:1874-2644|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i12:1874-2644|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i13:1821-2591|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i13:1821-2591|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i16:1851-2621|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i16:1851-2621|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i19:1823-2593|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i19:1823-2593|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   2   2    0.0023     0.064   11.5   0.0   160   223    80   146    66   153 0.83 -
447320at33208_54380_0:0011ad|TRINITY_DN88422_c3_g1_i20:1832-2602|+  -            257 581717at33208        -            249    0.0029   15.9   0.0   1   2       3.2        88    1.2   0.0    77    90    34    47    28    53 0.88 -
