#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-      -            303 414579at33208        -            250    1e-110  368.0   4.6   1   1  8.3e-112  1.2e-110  367.8   4.6     1   250     9   277     9   277 0.93 -
414579at33208_1049336_0:004769|TRINITY_DN82339_c12_g1_i6:894-1151|-   -             86 414579at33208        -            250   6.9e-14   50.8   0.2   1   1   1.1e-13   1.5e-12   46.4   0.2    73   160     2    85     1    86 0.65 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+    -            387 414579at33208        -            250   1.9e-13   49.4   5.2   1   2   5.2e-08   7.7e-07   27.7   0.4    41   119   189   268   180   274 0.91 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i1:96-1256|+    -            387 414579at33208        -            250   1.9e-13   49.4   5.2   2   2   3.4e-09     5e-08   31.6   0.5    21   125   253   356   247   364 0.88 -
398013at33208_34638_0:001740|TRINITY_DN90217_c3_g1_i5:411-923|+       -            171 414579at33208        -            250   2.5e-13   49.0   0.1   1   3   6.1e-07     9e-06   24.2   0.0    91   122     1    32     1    38 0.93 -
398013at33208_34638_0:001740|TRINITY_DN90217_c3_g1_i5:411-923|+       -            171 414579at33208        -            250   2.5e-13   49.0   0.1   2   3   1.7e-08   2.4e-07   29.4   0.0    67   163    19   119    19   132 0.86 -
398013at33208_34638_0:001740|TRINITY_DN90217_c3_g1_i5:411-923|+       -            171 414579at33208        -            250   2.5e-13   49.0   0.1   3   3       1.1        15    3.8   0.0    81   118   133   171   123   171 0.79 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i1:894-1412|+    -            173 414579at33208        -            250   5.2e-13   48.0   0.0   1   2   1.6e-06   2.4e-05   22.8   0.0    82   143     8    67     5    75 0.86 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i1:894-1412|+    -            173 414579at33208        -            250   5.2e-13   48.0   0.0   2   2   1.6e-07   2.3e-06   26.2   0.0     5   117    56   173    55   173 0.88 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+   -            173 414579at33208        -            250   5.2e-13   48.0   0.0   1   2   1.6e-06   2.4e-05   22.8   0.0    82   143     8    67     5    75 0.86 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+   -            173 414579at33208        -            250   5.2e-13   48.0   0.0   2   2   1.6e-07   2.3e-06   26.2   0.0     5   117    56   173    55   173 0.88 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-     -            203 414579at33208        -            250   6.6e-13   47.6   1.7   1   2   5.3e-11   7.8e-10   37.5   0.2    45   159     2   124     1   129 0.73 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i10:387-995|-     -            203 414579at33208        -            250   6.6e-13   47.6   1.7   2   2    0.0031     0.046   12.1   0.3    38   119    85   183    82   191 0.72 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-      -            203 414579at33208        -            250   6.6e-13   47.6   1.7   1   2   5.3e-11   7.8e-10   37.5   0.2    45   159     2   124     1   129 0.73 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i1:387-995|-      -            203 414579at33208        -            250   6.6e-13   47.6   1.7   2   2    0.0031     0.046   12.1   0.3    38   119    85   183    82   191 0.72 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-      -            203 414579at33208        -            250   6.6e-13   47.6   1.7   1   2   5.3e-11   7.8e-10   37.5   0.2    45   159     2   124     1   129 0.73 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i3:387-995|-      -            203 414579at33208        -            250   6.6e-13   47.6   1.7   2   2    0.0031     0.046   12.1   0.3    38   119    85   183    82   191 0.72 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-      -            203 414579at33208        -            250   6.6e-13   47.6   1.7   1   2   5.3e-11   7.8e-10   37.5   0.2    45   159     2   124     1   129 0.73 -
365323at33208_43151_0:001a65|TRINITY_DN74606_c10_g1_i8:387-995|-      -            203 414579at33208        -            250   6.6e-13   47.6   1.7   2   2    0.0031     0.046   12.1   0.3    38   119    85   183    82   191 0.72 -
453052at33208_176057_0:001201|TRINITY_DN86274_c10_g1_i2:351-881|+     -            177 414579at33208        -            250   9.5e-13   47.1   0.9   1   2     0.017      0.24    9.7   0.0    42   140    10   108     2   117 0.76 -
453052at33208_176057_0:001201|TRINITY_DN86274_c10_g1_i2:351-881|+     -            177 414579at33208        -            250   9.5e-13   47.1   0.9   2   2   2.6e-10   3.8e-09   35.3   0.2    63   121   116   176   107   177 0.87 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+      -            275 414579at33208        -            250   1.1e-12   46.9   0.1   1   2   8.6e-12   1.3e-10   40.1   0.0     9   182     2   171     1   189 0.80 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+      -            275 414579at33208        -            250   1.1e-12   46.9   0.1   2   2       1.3        19    3.5   0.0    91   121   221   251   216   273 0.73 -
502128at33208_259920_0:002700|TRINITY_DN89883_c1_g1_i7:2320-2895|+    -            192 414579at33208        -            250   1.2e-12   46.7   0.1   1   2   2.6e-10   3.8e-09   35.3   0.2     4   118     2   115     1   128 0.83 -
502128at33208_259920_0:002700|TRINITY_DN89883_c1_g1_i7:2320-2895|+    -            192 414579at33208        -            250   1.2e-12   46.7   0.1   2   2     0.019      0.28    9.5   0.0    86   116   149   179   137   185 0.88 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 414579at33208        -            250   1.2e-12   46.7   1.4   1   2    0.0049     0.072   11.5   0.0    82   121    53    92    26   105 0.65 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 414579at33208        -            250   1.2e-12   46.7   1.4   2   2   1.3e-09   1.9e-08   33.0   0.3    33   122   105   195   100   218 0.86 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i5:723-1427|+    -            235 414579at33208        -            250   3.3e-12   45.3   0.1   1   2   3.6e-05   0.00053   18.5   0.0    60   120    35    99    14   122 0.84 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i5:723-1427|+    -            235 414579at33208        -            250   3.3e-12   45.3   0.1   2   2   3.7e-07   5.5e-06   25.0   0.0   100   195   134   232   120   234 0.79 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i2:1217-1498|+    -             94 414579at33208        -            250     4e-12   45.1   0.0   1   1   3.3e-13   4.8e-12   44.8   0.0    31   112     3    86     1    93 0.92 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+    -             94 414579at33208        -            250     4e-12   45.1   0.0   1   1   3.3e-13   4.8e-12   44.8   0.0    31   112     3    86     1    93 0.92 -
537718at33208_438502_0:005d35|TRINITY_DN89507_c4_g1_i1:332-988|+      -            219 414579at33208        -            250     4e-12   45.1   0.1   1   2   2.3e-12   3.4e-11   42.0   0.1    16   142    15   140     5   146 0.91 -
537718at33208_438502_0:005d35|TRINITY_DN89507_c4_g1_i1:332-988|+      -            219 414579at33208        -            250     4e-12   45.1   0.1   2   2       9.7   1.4e+02    0.7   0.0   180   207   163   190   156   198 0.88 -
453052at33208_1155016_0:00267c|TRINITY_DN71112_c3_g1_i1:14-427|-      -            138 414579at33208        -            250     4e-12   45.0   0.3   1   1     3e-13   4.4e-12   44.9   0.3    25   121     3   103     1   137 0.84 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 414579at33208        -            250   1.2e-11   43.4   0.3   1   3     0.045      0.67    8.3   0.0    83   122    50    90    44    99 0.83 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 414579at33208        -            250   1.2e-11   43.4   0.3   2   3   3.5e-07   5.2e-06   25.0   0.1    19   110    70   174    66   190 0.71 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 414579at33208        -            250   1.2e-11   43.4   0.3   3   3    0.0024     0.035   12.5   0.0    28    76   208   259   204   272 0.78 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-      -            307 414579at33208        -            250   1.2e-11   43.4   0.3   1   3     0.045      0.67    8.3   0.0    83   122    50    90    44    99 0.83 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-      -            307 414579at33208        -            250   1.2e-11   43.4   0.3   2   3   3.5e-07   5.2e-06   25.0   0.1    19   110    70   174    66   190 0.71 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i9:477-1911|-      -            307 414579at33208        -            250   1.2e-11   43.4   0.3   3   3    0.0024     0.035   12.5   0.0    28    76   208   259   204   272 0.78 -
304388at33208_109280_0:002131|TRINITY_DN74606_c10_g1_i5:905-1654|-    -            250 414579at33208        -            250   1.3e-11   43.3   0.0   1   2     0.034      0.49    8.7   0.0    83   122   117   157   110   165 0.83 -
304388at33208_109280_0:002131|TRINITY_DN74606_c10_g1_i5:905-1654|-    -            250 414579at33208        -            250   1.3e-11   43.3   0.0   2   2   5.4e-11   7.9e-10   37.5   0.1    19   118   137   249   136   250 0.76 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i1:294-872|+     -            193 414579at33208        -            250   1.5e-11   43.2   0.0   1   2   0.00024    0.0034   15.8   0.0    67   120     1    57     1    81 0.86 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i1:294-872|+     -            193 414579at33208        -            250   1.5e-11   43.2   0.0   2   2   2.3e-07   3.3e-06   25.7   0.0   100   195    92   190    78   192 0.79 -
357580at33208_136037_0:001175|TRINITY_DN84958_c6_g2_i3:561-1082|+     -            174 414579at33208        -            250   2.8e-11   42.3   0.1   1   1   6.1e-12     9e-11   40.6   0.1     6   122    24   139    19   174 0.79 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i11:190-993|+     -            268 414579at33208        -            250   2.9e-11   42.2   0.2   1   2   4.9e-07   7.2e-06   24.6   0.1    61   160    18   118     8   118 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i11:190-993|+     -            268 414579at33208        -            250   2.9e-11   42.2   0.2   2   2       3.2        47    2.3   0.0    27    59   202   235   198   268 0.58 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i12:190-993|+     -            268 414579at33208        -            250   2.9e-11   42.2   0.2   1   2   4.9e-07   7.2e-06   24.6   0.1    61   160    18   118     8   118 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i12:190-993|+     -            268 414579at33208        -            250   2.9e-11   42.2   0.2   2   2       3.2        47    2.3   0.0    27    59   202   235   198   268 0.58 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 414579at33208        -            250   2.9e-11   42.2   0.2   1   2   4.9e-07   7.2e-06   24.6   0.1    61   160    18   118     8   118 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 414579at33208        -            250   2.9e-11   42.2   0.2   2   2       3.2        47    2.3   0.0    27    59   202   235   198   268 0.58 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i1:190-993|+      -            268 414579at33208        -            250   2.9e-11   42.2   0.2   1   2   4.9e-07   7.2e-06   24.6   0.1    61   160    18   118     8   118 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i1:190-993|+      -            268 414579at33208        -            250   2.9e-11   42.2   0.2   2   2       3.2        47    2.3   0.0    27    59   202   235   198   268 0.58 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i6:190-993|+      -            268 414579at33208        -            250   2.9e-11   42.2   0.2   1   2   4.9e-07   7.2e-06   24.6   0.1    61   160    18   118     8   118 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i6:190-993|+      -            268 414579at33208        -            250   2.9e-11   42.2   0.2   2   2       3.2        47    2.3   0.0    27    59   202   235   198   268 0.58 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+      -            299 414579at33208        -            250     3e-11   42.2   0.6   1   2   3.9e-09   5.7e-08   31.4   0.0    14   118    44   148    34   165 0.91 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+      -            299 414579at33208        -            250     3e-11   42.2   0.6   2   2     0.033      0.49    8.7   0.2    62   118   214   274   153   287 0.74 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+     -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+       -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+       -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+       -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+       -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   1   2     0.014       0.2   10.0   0.1    63   114    22    76     1    89 0.67 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+      -            212 414579at33208        -            250   3.3e-11   42.1   2.7   2   2   1.8e-09   2.6e-08   32.6   0.4    18   115   111   212    97   212 0.92 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i2:422-853|-     -            144 414579at33208        -            250   3.6e-11   41.9   1.3   1   2     0.039      0.57    8.5   0.2    91   119    20    51    16    57 0.76 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i2:422-853|-     -            144 414579at33208        -            250   3.6e-11   41.9   1.3   2   2     3e-11   4.4e-10   38.4   0.7    21   119    36   138    33   143 0.85 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-     -            144 414579at33208        -            250   3.6e-11   41.9   1.3   1   2     0.039      0.57    8.5   0.2    91   119    20    51    16    57 0.76 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-     -            144 414579at33208        -            250   3.6e-11   41.9   1.3   2   2     3e-11   4.4e-10   38.4   0.7    21   119    36   138    33   143 0.85 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i10:4204-4815|-     -            204 414579at33208        -            250   3.7e-11   41.9   1.4   1   1   8.1e-10   1.2e-08   33.7   1.5     3   120    31   166    29   186 0.80 -
365323at33208_6198_0:0009c8|TRINITY_DN87574_c7_g1_i2:4402-5013|-      -            204 414579at33208        -            250   3.7e-11   41.9   1.4   1   1   8.1e-10   1.2e-08   33.7   1.5     3   120    31   166    29   186 0.80 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i1:127-2340|+      -            738 414579at33208        -            250   4.7e-11   41.6   0.0   1   2   0.00087     0.013   13.9   0.0    99   166    47   118    36   124 0.77 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i1:127-2340|+      -            738 414579at33208        -            250   4.7e-11   41.6   0.0   2   2   2.1e-07   3.1e-06   25.7   0.0     3   139   122   264   120   285 0.79 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+      -            738 414579at33208        -            250   4.7e-11   41.6   0.0   1   2   0.00087     0.013   13.9   0.0    99   166    47   118    36   124 0.77 -
207599at33208_6279_0:001be8|TRINITY_DN92405_c11_g1_i2:148-2361|+      -            738 414579at33208        -            250   4.7e-11   41.6   0.0   2   2   2.1e-07   3.1e-06   25.7   0.0     3   139   122   264   120   285 0.79 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-      -            413 414579at33208        -            250   5.4e-11   41.4   1.6   1   4     0.042      0.61    8.4   0.0    55   117    26    89    18   104 0.60 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-      -            413 414579at33208        -            250   5.4e-11   41.4   1.6   2   4     0.007       0.1   11.0   0.0    44   151   141   257   116   264 0.59 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-      -            413 414579at33208        -            250   5.4e-11   41.4   1.6   3   4     0.041      0.59    8.5   0.1    63   117   244   302   239   341 0.82 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i10:573-1811|-      -            413 414579at33208        -            250   5.4e-11   41.4   1.6   4   4    0.0072       0.1   10.9   0.1    48   115   341   413   329   413 0.65 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-      -            413 414579at33208        -            250   5.4e-11   41.4   1.6   1   4     0.042      0.61    8.4   0.0    55   117    26    89    18   104 0.60 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-      -            413 414579at33208        -            250   5.4e-11   41.4   1.6   2   4     0.007       0.1   11.0   0.0    44   151   141   257   116   264 0.59 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-      -            413 414579at33208        -            250   5.4e-11   41.4   1.6   3   4     0.041      0.59    8.5   0.1    63   117   244   302   239   341 0.82 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i12:573-1811|-      -            413 414579at33208        -            250   5.4e-11   41.4   1.6   4   4    0.0072       0.1   10.9   0.1    48   115   341   413   329   413 0.65 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 414579at33208        -            250   5.4e-11   41.4   1.6   1   4     0.042      0.61    8.4   0.0    55   117    26    89    18   104 0.60 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 414579at33208        -            250   5.4e-11   41.4   1.6   2   4     0.007       0.1   11.0   0.0    44   151   141   257   116   264 0.59 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 414579at33208        -            250   5.4e-11   41.4   1.6   3   4     0.041      0.59    8.5   0.1    63   117   244   302   239   341 0.82 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i5:573-1811|-       -            413 414579at33208        -            250   5.4e-11   41.4   1.6   4   4    0.0072       0.1   10.9   0.1    48   115   341   413   329   413 0.65 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-       -            413 414579at33208        -            250   5.4e-11   41.4   1.6   1   4     0.042      0.61    8.4   0.0    55   117    26    89    18   104 0.60 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-       -            413 414579at33208        -            250   5.4e-11   41.4   1.6   2   4     0.007       0.1   11.0   0.0    44   151   141   257   116   264 0.59 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-       -            413 414579at33208        -            250   5.4e-11   41.4   1.6   3   4     0.041      0.59    8.5   0.1    63   117   244   302   239   341 0.82 -
433216at33208_8030_0:00519a|TRINITY_DN92934_c7_g1_i8:573-1811|-       -            413 414579at33208        -            250   5.4e-11   41.4   1.6   4   4    0.0072       0.1   10.9   0.1    48   115   341   413   329   413 0.65 -
