#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 302279at33208        -            304  1.7e-143  476.4   1.3   1   1    6e-142  2.4e-140  466.0   1.3     1   304     1   352     1   352 0.89 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 302279at33208        -            304   0.00023   19.4   9.0   3   4       2.7   1.1e+02    0.9   0.2    94   112   276   294   262   305 0.83 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i1:119-1390|+     -            424 302279at33208        -            304   0.00023   19.4   9.0   4   4    0.0013     0.053   11.7   0.1    96   162   319   382   308   386 0.83 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 302279at33208        -            304   0.00023   19.4   9.0   1   4    0.0065      0.26    9.4   0.4   191   300   113   225   105   229 0.85 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 302279at33208        -            304   0.00023   19.4   9.0   2   4     0.042       1.7    6.8   0.4    68   128   174   241   148   251 0.64 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 302279at33208        -            304   0.00023   19.4   9.0   3   4       2.7   1.1e+02    0.9   0.2    94   112   276   294   262   305 0.83 -
419914at33208_7425_0:000cf5|TRINITY_DN76209_c5_g1_i2:119-1390|+     -            424 302279at33208        -            304   0.00023   19.4   9.0   4   4    0.0013     0.053   11.7   0.1    96   162   319   382   308   386 0.83 -
357580at33208_6412_0:003197|TRINITY_DN72272_c11_g1_i5:3-572|-       -            190 302279at33208        -            304    0.0003   19.1   0.1   1   3      0.98        39    2.3   0.0    98   124    51    76    40    95 0.73 -
357580at33208_6412_0:003197|TRINITY_DN72272_c11_g1_i5:3-572|-       -            190 302279at33208        -            304    0.0003   19.1   0.1   2   3       1.1        45    2.1   0.0     8    35    74   101    67   111 0.77 -
357580at33208_6412_0:003197|TRINITY_DN72272_c11_g1_i5:3-572|-       -            190 302279at33208        -            304    0.0003   19.1   0.1   3   3   0.00049      0.02   13.1   0.0    98   117   142   161   114   178 0.81 -
357580at33208_6412_0:003197|TRINITY_DN72272_c11_g1_i7:3-572|-       -            190 302279at33208        -            304    0.0003   19.1   0.1   1   3      0.98        39    2.3   0.0    98   124    51    76    40    95 0.73 -
357580at33208_6412_0:003197|TRINITY_DN72272_c11_g1_i7:3-572|-       -            190 302279at33208        -            304    0.0003   19.1   0.1   2   3       1.1        45    2.1   0.0     8    35    74   101    67   111 0.77 -
357580at33208_6412_0:003197|TRINITY_DN72272_c11_g1_i7:3-572|-       -            190 302279at33208        -            304    0.0003   19.1   0.1   3   3   0.00049      0.02   13.1   0.0    98   117   142   161   114   178 0.81 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i3:328-1056|+    -            243 302279at33208        -            304   0.00034   18.9   1.0   1   1   3.3e-05    0.0013   17.0   1.0    95   253    40   199    29   241 0.76 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i4:328-1056|+    -            243 302279at33208        -            304   0.00034   18.9   1.0   1   1   3.3e-05    0.0013   17.0   1.0    95   253    40   199    29   241 0.76 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i6:328-1056|+    -            243 302279at33208        -            304   0.00034   18.9   1.0   1   1   3.3e-05    0.0013   17.0   1.0    95   253    40   199    29   241 0.76 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 302279at33208        -            304   0.00034   18.9   1.0   1   1   3.3e-05    0.0013   17.0   1.0    95   253    40   199    29   241 0.76 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+ -            144 302279at33208        -            304   0.00039   18.7   0.9   1   3     0.036       1.4    7.0   0.0   247   297    13    59     2    66 0.69 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+ -            144 302279at33208        -            304   0.00039   18.7   0.9   2   3     0.011      0.44    8.7   0.0    83   118    75   110    45   123 0.80 -
201397at33208_1629725_0:000db0|TRINITY_DN84398_c2_g1_i5:1464-1895|+ -            144 302279at33208        -            304   0.00039   18.7   0.9   3   3       3.9   1.6e+02    0.3   0.1    90   110   124   144   111   144 0.69 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i3:147-704|+     -            186 302279at33208        -            304   0.00041   18.7   0.1   1   1   0.00012    0.0047   15.1   0.1    85   151    62   128    33   185 0.67 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 302279at33208        -            304   0.00041   18.7   0.1   1   1   0.00012    0.0047   15.1   0.1    85   151    62   128    33   185 0.67 -
447320at33208_166423_0:001013|TRINITY_DN75507_c5_g2_i13:733-1314|+  -            194 302279at33208        -            304   0.00044   18.5   0.0   1   1   1.5e-05    0.0006   18.1   0.0    72   170     8   100     4   144 0.70 -
502128at33208_62625_0:002260|TRINITY_DN73621_c6_g1_i2:86-937|+      -            284 302279at33208        -            304   0.00051   18.3   0.1   1   2      0.22       8.7    4.4   0.0    84   120     4    40     2    62 0.79 -
502128at33208_62625_0:002260|TRINITY_DN73621_c6_g1_i2:86-937|+      -            284 302279at33208        -            304   0.00051   18.3   0.1   2   2    0.0094      0.38    8.9   0.1    94   216    98   211    85   227 0.73 -
357580at33208_29078_0:002211|TRINITY_DN84760_c5_g1_i1:51-527|-      -            159 302279at33208        -            304   0.00053   18.3   0.2   1   2   0.00015    0.0058   14.9   0.1    42   112    35   110    17   131 0.75 -
357580at33208_29078_0:002211|TRINITY_DN84760_c5_g1_i1:51-527|-      -            159 302279at33208        -            304   0.00053   18.3   0.2   2   2         3   1.2e+02    0.7   0.0    98   114   138   156   122   159 0.68 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+     -            292 302279at33208        -            304   0.00057   18.2   0.1   1   2      0.17       6.6    4.8   0.0    84   126    17    59    12    82 0.78 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+     -            292 302279at33208        -            304   0.00057   18.2   0.1   2   2    0.0075       0.3    9.2   0.0    94   219   111   227    98   254 0.73 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i4:287-1003|-     -            239 302279at33208        -            304   0.00057   18.2   1.8   1   3    0.0042      0.17   10.1   0.0    77   126    33    85     3    94 0.68 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i4:287-1003|-     -            239 302279at33208        -            304   0.00057   18.2   1.8   2   3      0.82        33    2.5   0.0    96   117    98   119    88   133 0.75 -
361100at33208_7574_0:00589d|TRINITY_DN71308_c0_g1_i4:287-1003|-     -            239 302279at33208        -            304   0.00057   18.2   1.8   3   3      0.41        16    3.5   0.3    96   138   190   230   182   238 0.74 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 302279at33208        -            304    0.0006   18.1   2.0   1   3    0.0035      0.14   10.3   0.0    59   126    51   125    31   134 0.66 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 302279at33208        -            304    0.0006   18.1   2.0   2   3      0.98        39    2.3   0.0    96   117   138   159   127   173 0.75 -
361100at33208_136037_0:002f09|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 302279at33208        -            304    0.0006   18.1   2.0   3   3      0.53        21    3.2   0.3    96   138   230   270   222   278 0.74 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 302279at33208        -            304    0.0007   17.9   1.2   1   4      0.11       4.5    5.4   0.0   198   254    16    69     3   100 0.73 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 302279at33208        -            304    0.0007   17.9   1.2   2   4      0.14       5.5    5.1   0.1    84   121   138   177    94   183 0.64 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 302279at33208        -            304    0.0007   17.9   1.2   3   4       1.1        43    2.2   0.0    95   116   206   227   196   239 0.81 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i1:356-1150|-   -            265 302279at33208        -            304    0.0007   17.9   1.2   4   4       3.3   1.3e+02    0.5   0.0   232   251   245   264   223   265 0.66 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 302279at33208        -            304    0.0007   17.9   1.2   1   4      0.11       4.5    5.4   0.0   198   254    16    69     3   100 0.73 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 302279at33208        -            304    0.0007   17.9   1.2   2   4      0.14       5.5    5.1   0.1    84   121   138   177    94   183 0.64 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 302279at33208        -            304    0.0007   17.9   1.2   3   4       1.1        43    2.2   0.0    95   116   206   227   196   239 0.81 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-  -            265 302279at33208        -            304    0.0007   17.9   1.2   4   4       3.3   1.3e+02    0.5   0.0   232   251   245   264   223   265 0.66 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i10:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i10:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i10:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i11:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i11:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i11:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i13:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i13:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i13:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i14:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i14:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i14:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i16:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i16:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i16:89-952|-     -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i5:89-952|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i5:89-952|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i5:89-952|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i7:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i7:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i7:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i8:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i8:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i8:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i9:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   1   3     0.091       3.6    5.7   0.1    90   114    90   114    33   137 0.68 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i9:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   2   3     0.016      0.63    8.2   0.2    69   112   108   154    66   214 0.58 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i9:90-953|-      -            288 302279at33208        -            304   0.00078   17.7   0.8   3   3      0.84        33    2.5   0.0    93   125   223   254   214   283 0.78 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i10:787-1470|+  -            228 302279at33208        -            304   0.00089   17.5   0.0   1   1   3.7e-05    0.0015   16.8   0.0    78   170     8    94     1   138 0.68 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i2:842-1525|+   -            228 302279at33208        -            304   0.00089   17.5   0.0   1   1   3.7e-05    0.0015   16.8   0.0    78   170     8    94     1   138 0.68 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i7:652-1335|+   -            228 302279at33208        -            304   0.00089   17.5   0.0   1   1   3.7e-05    0.0015   16.8   0.0    78   170     8    94     1   138 0.68 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+   -            228 302279at33208        -            304   0.00089   17.5   0.0   1   1   3.7e-05    0.0015   16.8   0.0    78   170     8    94     1   138 0.68 -
179485at33208_121225_0:000029|TRINITY_DN93718_c1_g1_i18:1915-2880|- -            322 302279at33208        -            304   0.00093   17.5   0.2   1   2      0.43        17    3.5   0.0   189   208    33    52    15    93 0.67 -
179485at33208_121225_0:000029|TRINITY_DN93718_c1_g1_i18:1915-2880|- -            322 302279at33208        -            304   0.00093   17.5   0.2   2   2    0.0016     0.064   11.4   0.0   105   204   133   228   120   239 0.74 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 302279at33208        -            304   0.00096   17.4   0.1   1   3       5.7   2.3e+02   -0.2   0.0    98   134     5    43     2    50 0.71 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 302279at33208        -            304   0.00096   17.4   0.1   2   3       4.6   1.8e+02    0.1   0.0   191   240    51    98    40   117 0.62 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 302279at33208        -            304   0.00096   17.4   0.1   3   3    0.0005      0.02   13.1   0.0    97   122   141   168   127   176 0.80 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i2:1758-2345|-    -            196 302279at33208        -            304   0.00096   17.4   0.1   1   3       5.7   2.3e+02   -0.2   0.0    98   134     5    43     2    50 0.71 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i2:1758-2345|-    -            196 302279at33208        -            304   0.00096   17.4   0.1   2   3       4.6   1.8e+02    0.1   0.0   191   240    51    98    40   117 0.62 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i2:1758-2345|-    -            196 302279at33208        -            304   0.00096   17.4   0.1   3   3    0.0005      0.02   13.1   0.0    97   122   141   168   127   176 0.80 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i10:391-1203|+  -            271 302279at33208        -            304     0.001   17.3   3.0   1   3      0.52        21    3.2   0.0    98   118     1    21     1    66 0.75 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i10:391-1203|+  -            271 302279at33208        -            304     0.001   17.3   3.0   2   3    0.0021     0.085   11.0   0.1    62   183    90   211    73   213 0.73 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i10:391-1203|+  -            271 302279at33208        -            304     0.001   17.3   3.0   3   3     0.012      0.49    8.5   0.0    97   160   171   229   156   236 0.82 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i4:417-1229|+   -            271 302279at33208        -            304     0.001   17.3   3.0   1   3      0.52        21    3.2   0.0    98   118     1    21     1    66 0.75 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i4:417-1229|+   -            271 302279at33208        -            304     0.001   17.3   3.0   2   3    0.0021     0.085   11.0   0.1    62   183    90   211    73   213 0.73 -
357580at33208_244447_0:003ffe|TRINITY_DN93240_c4_g1_i4:417-1229|+   -            271 302279at33208        -            304     0.001   17.3   3.0   3   3     0.012      0.49    8.5   0.0    97   160   171   229   156   236 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i1:111-824|+    -            238 302279at33208        -            304    0.0011   17.2   0.3   1   3      0.11       4.4    5.4   0.0    92   126    96   130    91   136 0.87 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i1:111-824|+    -            238 302279at33208        -            304    0.0011   17.2   0.3   2   3      0.14       5.5    5.1   0.0   248   297   111   156   103   163 0.77 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i1:111-824|+    -            238 302279at33208        -            304    0.0011   17.2   0.3   3   3     0.025      0.98    7.5   0.0    83   118   172   207   139   223 0.79 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 302279at33208        -            304    0.0014   16.9   0.2   1   2    0.0022     0.089   11.0   0.0    71   183     3   114     1   115 0.70 -
414579at33208_9135_0:0039b5|TRINITY_DN93240_c4_g1_i8:1278-1700|+    -            141 302279at33208        -            304    0.0014   16.9   0.2   2   2    0.0035      0.14   10.3   0.0    97   160    74   132    61   138 0.82 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 302279at33208        -            304    0.0015   16.8   0.1   1   2      0.22       8.9    4.4   0.0    83   116   164   197   151   211 0.73 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 302279at33208        -            304    0.0015   16.8   0.1   2   2     0.012      0.47    8.6   0.1    93   136   263   305   255   329 0.70 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 302279at33208        -            304    0.0015   16.8   0.1   1   2     0.013      0.53    8.4   0.0    99   162     6    64     3    70 0.69 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i2:118-834|-      -            239 302279at33208        -            304    0.0015   16.8   0.1   2   2     0.067       2.7    6.1   0.0    98   119    92   113    69   124 0.70 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 302279at33208        -            304    0.0015   16.8   0.1   1   2     0.013      0.53    8.4   0.0    99   162     6    64     3    70 0.69 -
414579at33208_7739_0:0053f4|TRINITY_DN86919_c6_g1_i6:118-834|-      -            239 302279at33208        -            304    0.0015   16.8   0.1   2   2     0.067       2.7    6.1   0.0    98   119    92   113    69   124 0.70 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 302279at33208        -            304    0.0016   16.7   0.4   1   3    0.0018      0.07   11.3   0.0    68   183     5   119     3   120 0.74 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 302279at33208        -            304    0.0016   16.7   0.4   2   3    0.0057      0.23    9.6   0.0    97   160    79   137    64   143 0.82 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i7:1235-1771|+    -            179 302279at33208        -            304    0.0016   16.7   0.4   3   3       4.9     2e+02   -0.0   0.0    85   111   153   179   146   179 0.82 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 302279at33208        -            304    0.0018   16.6   0.0   1   2     0.099       3.9    5.6   0.0   229   264   128   163    17   185 0.77 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 302279at33208        -            304    0.0018   16.6   0.0   2   2      0.09       3.6    5.7   0.0    97   129   189   221   177   252 0.68 -
447320at33208_32264_0:00243b|TRINITY_DN86835_c6_g5_i8:2831-3379|+   -            183 302279at33208        -            304    0.0018   16.5   0.1   1   2    0.0077      0.31    9.2   0.0    77   124    47    93    20   116 0.74 -
447320at33208_32264_0:00243b|TRINITY_DN86835_c6_g5_i8:2831-3379|+   -            183 302279at33208        -            304    0.0018   16.5   0.1   2   2      0.11       4.3    5.4   0.1    96   115   159   178   132   183 0.77 -
447320at33208_32264_0:00243b|TRINITY_DN86835_c6_g5_i9:2831-3379|+   -            183 302279at33208        -            304    0.0018   16.5   0.1   1   2    0.0077      0.31    9.2   0.0    77   124    47    93    20   116 0.74 -
447320at33208_32264_0:00243b|TRINITY_DN86835_c6_g5_i9:2831-3379|+   -            183 302279at33208        -            304    0.0018   16.5   0.1   2   2      0.11       4.3    5.4   0.1    96   115   159   178   132   183 0.77 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i2:208-1470|+   -            421 302279at33208        -            304    0.0018   16.5   0.1   1   3      0.34        14    3.8   0.0    82   114   163   195   109   199 0.81 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i2:208-1470|+   -            421 302279at33208        -            304    0.0018   16.5   0.1   2   3       0.2         8    4.6   0.0    83   116   164   197   151   214 0.72 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i2:208-1470|+   -            421 302279at33208        -            304    0.0018   16.5   0.1   3   3     0.012      0.47    8.6   0.1    93   136   263   305   255   329 0.70 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 302279at33208        -            304    0.0019   16.4   0.3   1   3    0.0018      0.07   11.3   0.0    68   183     5   119     3   120 0.74 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 302279at33208        -            304    0.0019   16.4   0.3   2   3    0.0059      0.24    9.6   0.0    98   160    80   137    67   144 0.82 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i2:1293-1829|+    -            179 302279at33208        -            304    0.0019   16.4   0.3   3   3       7.3   2.9e+02   -0.6   0.0    86   111   154   179   146   179 0.81 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 302279at33208        -            304    0.0019   16.4   0.3   1   3    0.0018      0.07   11.3   0.0    68   183     5   119     3   120 0.74 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 302279at33208        -            304    0.0019   16.4   0.3   2   3    0.0059      0.24    9.6   0.0    98   160    80   137    67   144 0.82 -
398013at33208_7719_0:000438|TRINITY_DN93240_c4_g1_i6:1263-1799|+    -            179 302279at33208        -            304    0.0019   16.4   0.3   3   3       7.3   2.9e+02   -0.6   0.0    86   111   154   179   146   179 0.81 -
433216at33208_321398_0:0016ec|TRINITY_DN92485_c10_g1_i3:623-1081|-  -            153 302279at33208        -            304    0.0023   16.2   0.4   1   2      0.11       4.3    5.4   0.0    62   115    11    70     2    82 0.53 -
433216at33208_321398_0:0016ec|TRINITY_DN92485_c10_g1_i3:623-1081|-  -            153 302279at33208        -            304    0.0023   16.2   0.4   2   2      0.01       0.4    8.8   0.1    97   134    94   128    83   149 0.76 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i2:63-1010|+   -            316 302279at33208        -            304    0.0024   16.1   1.4   1   1    0.0011     0.043   12.0   1.4    95   253    79   223    16   265 0.71 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i1:173-481|+     -            103 302279at33208        -            304    0.0025   16.1   0.0   1   1     7e-05    0.0028   15.9   0.0   127   185    41    96    13   102 0.82 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i4:173-481|+     -            103 302279at33208        -            304    0.0025   16.1   0.0   1   1     7e-05    0.0028   15.9   0.0   127   185    41    96    13   102 0.82 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+     -            103 302279at33208        -            304    0.0025   16.1   0.0   1   1     7e-05    0.0028   15.9   0.0   127   185    41    96    13   102 0.82 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 302279at33208        -            304    0.0026   16.0   5.0   1   5     0.088       3.5    5.7   0.1    98   115    20    37    17    52 0.84 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 302279at33208        -            304    0.0026   16.0   5.0   2   5      0.28        11    4.1   0.0    83   126    47    89    38   103 0.78 -
