#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-     -            312 361100at33208        -            270  1.4e-130  433.6   5.5   1   1  1.9e-131  2.9e-130  432.5   5.5     1   270    10   312    10   312 0.92 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-    -            265 361100at33208        -            270     2e-07   29.7   0.3   2   3     0.031      0.49    8.7   0.0    34   107    97   172    53   180 0.78 -
266808at33208_88015_0:000432|TRINITY_DN82468_c10_g1_i3:2606-3400|-    -            265 361100at33208        -            270     2e-07   29.7   0.3   3   3   0.00078     0.012   14.0   0.1    74   139   196   265   189   265 0.81 -
502128at33208_259920_0:002700|TRINITY_DN89883_c1_g1_i7:2320-2895|+    -            192 361100at33208        -            270     2e-07   29.7   0.2   1   3   0.00048    0.0076   14.7   0.0    73   149     4    83     1    96 0.88 -
502128at33208_259920_0:002700|TRINITY_DN89883_c1_g1_i7:2320-2895|+    -            192 361100at33208        -            270     2e-07   29.7   0.2   2   3      0.13       2.1    6.7   0.0     2    22    99   119    98   130 0.81 -
502128at33208_259920_0:002700|TRINITY_DN89883_c1_g1_i7:2320-2895|+    -            192 361100at33208        -            270     2e-07   29.7   0.2   3   3       0.4       6.3    5.1   0.0   111   140   149   180   143   190 0.81 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 361100at33208        -            270   2.1e-07   29.6   0.0   1   2   2.3e-05   0.00036   19.0   0.0     3    38   287   322   257   343 0.71 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-     -            613 361100at33208        -            270   2.1e-07   29.6   0.0   2   2     0.061      0.95    7.8   0.0    37   124   456   542   441   563 0.80 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-     -            618 361100at33208        -            270   2.2e-07   29.6   0.0   1   2   2.3e-05   0.00037   19.0   0.0     3    38   292   327   262   348 0.71 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i2:713-2566|-     -            618 361100at33208        -            270   2.2e-07   29.6   0.0   2   2     0.062      0.97    7.8   0.0    37   124   461   547   446   567 0.79 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-    -            645 361100at33208        -            270   2.3e-07   29.5   2.4   1   4    0.0093      0.15   10.5   0.1     3   109   194   318   169   326 0.57 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-    -            645 361100at33208        -            270   2.3e-07   29.5   2.4   2   4       0.7        11    4.3   0.2   188   217   330   359   314   367 0.77 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-    -            645 361100at33208        -            270   2.3e-07   29.5   2.4   3   4      0.16       2.5    6.4   0.0   191   223   380   412   361   444 0.66 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-    -            645 361100at33208        -            270   2.3e-07   29.5   2.4   4   4       3.5        55    2.0   0.0   192   225   426   460   417   465 0.69 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+    -            212 361100at33208        -            270   2.3e-07   29.5   0.0   1   2   3.6e-06   5.7e-05   21.6   0.0   126   218    19   121    13   133 0.55 -
380583at33208_294128_0:0041aa|TRINITY_DN82334_c12_g1_i3:523-1158|+    -            212 361100at33208        -            270   2.3e-07   29.5   0.0   2   2      0.28       4.3    5.6   0.0   194   217   139   162   135   172 0.86 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i1:1333-2112|-    -            260 361100at33208        -            270   2.7e-07   29.3   0.4   1   2       3.1        48    2.2   0.0   201   215     6    20     2    47 0.62 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i1:1333-2112|-    -            260 361100at33208        -            270   2.7e-07   29.3   0.4   2   2   8.6e-07   1.3e-05   23.7   0.1    40   155    62   188    55   209 0.71 -
447320at33208_31033_0:00101d|TRINITY_DN89819_c0_g1_i1:331-855|+       -            175 361100at33208        -            270   2.9e-07   29.2   0.1   1   2     0.084       1.3    7.3   0.1   104   149    39    85     2   109 0.80 -
447320at33208_31033_0:00101d|TRINITY_DN89819_c0_g1_i1:331-855|+       -            175 361100at33208        -            270   2.9e-07   29.2   0.1   2   2   1.5e-05   0.00023   19.6   0.0     3    62   110   173   108   175 0.77 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i10:3477-3728|-    -             84 361100at33208        -            270   3.1e-07   29.1   0.0   1   1   2.4e-08   3.7e-07   28.8   0.0   181   217    13    49     3    57 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i2:3477-3728|-     -             84 361100at33208        -            270   3.1e-07   29.1   0.0   1   1   2.4e-08   3.7e-07   28.8   0.0   181   217    13    49     3    57 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i4:3496-3747|-     -             84 361100at33208        -            270   3.1e-07   29.1   0.0   1   1   2.4e-08   3.7e-07   28.8   0.0   181   217    13    49     3    57 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-     -             84 361100at33208        -            270   3.1e-07   29.1   0.0   1   1   2.4e-08   3.7e-07   28.8   0.0   181   217    13    49     3    57 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i7:3477-3728|-     -             84 361100at33208        -            270   3.1e-07   29.1   0.0   1   1   2.4e-08   3.7e-07   28.8   0.0   181   217    13    49     3    57 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i8:3496-3747|-     -             84 361100at33208        -            270   3.1e-07   29.1   0.0   1   1   2.4e-08   3.7e-07   28.8   0.0   181   217    13    49     3    57 0.89 -
99987at33208_38123_0:002ffa|TRINITY_DN79765_c9_g1_i7:267-587|+        -            107 361100at33208        -            270   3.1e-07   29.0   0.0   1   1   4.4e-08   6.9e-07   27.9   0.0    11   111     1   101     1   107 0.88 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+      -            742 361100at33208        -            270   3.3e-07   29.0   6.7   1   5       2.7        42    2.4   0.0   201   219    68    86    49    93 0.89 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+      -            742 361100at33208        -            270   3.3e-07   29.0   6.7   2   5       3.7        58    1.9   0.0     2   102   221   237   173   272 0.74 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+      -            742 361100at33208        -            270   3.3e-07   29.0   6.7   3   5      0.85        13    4.0   0.0   193   217   356   380   352   421 0.62 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+      -            742 361100at33208        -            270   3.3e-07   29.0   6.7   4   5      0.71        11    4.3   0.1   184   216   609   641   593   646 0.76 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i3:65-2290|+      -            742 361100at33208        -            270   3.3e-07   29.0   6.7   5   5   0.00068     0.011   14.2   0.4   171   223   647   699   641   711 0.83 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270     4e-07   28.7   7.1   1   5       2.6        41    2.4   0.0   201   219    68    86    49    93 0.89 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270     4e-07   28.7   7.1   2   5       3.6        57    2.0   0.0     2   102   221   237   173   272 0.74 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270     4e-07   28.7   7.1   3   5      0.83        13    4.1   0.0   193   217   356   380   352   421 0.62 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270     4e-07   28.7   7.1   4   5      0.75        12    4.2   0.1   184   216   609   641   593   645 0.77 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+      -            729 361100at33208        -            270     4e-07   28.7   7.1   5   5   0.00078     0.012   14.0   0.4   171   223   647   699   643   710 0.82 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+      -            250 361100at33208        -            270   4.2e-07   28.6   0.7   1   2   4.4e-06   6.9e-05   21.4   0.1    45   146    60   168    44   178 0.69 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+      -            250 361100at33208        -            270   4.2e-07   28.6   0.7   2   2      0.79        12    4.1   0.1     3    46   191   235   189   249 0.74 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i11:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i11:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i11:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i11:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i13:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i13:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i13:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i13:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i15:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i15:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i15:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i15:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i16:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i16:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i16:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i16:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i17:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i17:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i17:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i17:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i19:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i19:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i19:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i19:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i1:640-1659|+      -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i1:640-1659|+      -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i1:640-1659|+      -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i1:640-1659|+      -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i21:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i21:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i21:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i21:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i23:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i23:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i23:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i23:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i25:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i25:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i25:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i25:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i27:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i27:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i27:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i27:826-1845|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i28:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i28:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i28:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i28:640-1659|+     -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i5:826-1845|+      -            340 361100at33208        -            270   4.4e-07   28.6   2.9   1   4     0.011      0.17   10.2   0.0   226   269    12    59     3    60 0.82 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i5:826-1845|+      -            340 361100at33208        -            270   4.4e-07   28.6   2.9   2   4     0.037      0.58    8.5   0.0     4    59    68   123    64   133 0.88 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i5:826-1845|+      -            340 361100at33208        -            270   4.4e-07   28.6   2.9   3   4       2.1        32    2.8   0.2    78   103   260   285   183   309 0.72 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i5:826-1845|+      -            340 361100at33208        -            270   4.4e-07   28.6   2.9   4   4       1.5        23    3.2   0.0   202   216   324   338   320   340 0.85 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i1:294-872|+     -            193 361100at33208        -            270   4.6e-07   28.5   0.0   1   1   2.4e-06   3.8e-05   22.2   0.0     3   100    95   191     2   193 0.57 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 361100at33208        -            270   4.8e-07   28.5   2.2   1   4      0.13         2    6.7   0.0   223   268    18    67     8    69 0.69 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 361100at33208        -            270   4.8e-07   28.5   2.2   2   4     0.028      0.44    8.9   0.1   185   216    57    90    33    97 0.62 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 361100at33208        -            270   4.8e-07   28.5   2.2   3   4   0.00013     0.002   16.6   0.3     2   103    75   179    74   183 0.83 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i1:254-1042|+      -            263 361100at33208        -            270   4.8e-07   28.5   2.2   4   4       2.5        39    2.5   0.0     3    18   207   222   187   263 0.68 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i3:254-1042|+      -            263 361100at33208        -            270   4.8e-07   28.5   2.2   1   4      0.13         2    6.7   0.0   223   268    18    67     8    69 0.69 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i3:254-1042|+      -            263 361100at33208        -            270   4.8e-07   28.5   2.2   2   4     0.028      0.44    8.9   0.1   185   216    57    90    33    97 0.62 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i3:254-1042|+      -            263 361100at33208        -            270   4.8e-07   28.5   2.2   3   4   0.00013     0.002   16.6   0.3     2   103    75   179    74   183 0.83 -
419914at33208_29159_0:000165|TRINITY_DN90801_c6_g1_i3:254-1042|+      -            263 361100at33208        -            270   4.8e-07   28.5   2.2   4   4       2.5        39    2.5   0.0     3    18   207   222   187   263 0.68 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+    -            458 361100at33208        -            270   4.8e-07   28.4   0.2   1   3     0.021      0.33    9.3   0.0   220   269   195   246   168   247 0.79 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+    -            458 361100at33208        -            270   4.8e-07   28.4   0.2   2   3    0.0074      0.12   10.8   0.1     3   149   210   356   208   369 0.82 -
453052at33208_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+    -            458 361100at33208        -            270   4.8e-07   28.4   0.2   3   3     0.015      0.24    9.8   0.0     2    48   383   434   382   456 0.73 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+    -            303 361100at33208        -            270     5e-07   28.4   0.1   1   2      0.31       4.8    5.5   0.0   104   148    40    85    35   110 0.75 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+    -            303 361100at33208        -            270     5e-07   28.4   0.1   2   2   1.1e-05   0.00017   20.1   0.0     3    66   111   178   109   193 0.80 -
433216at33208_1049336_0:0015c1|TRINITY_DN75389_c16_g1_i2:302-886|+    -            195 361100at33208        -            270   5.7e-07   28.2   1.0   1   2   9.4e-05    0.0015   17.0   0.7   172   227    11    69     1   104 0.58 -
433216at33208_1049336_0:0015c1|TRINITY_DN75389_c16_g1_i2:302-886|+    -            195 361100at33208        -            270   5.7e-07   28.2   1.0   2   2      0.08       1.3    7.4   0.0    83   123   122   166   114   184 0.64 -
433216at33208_1049336_0:0015c1|TRINITY_DN75389_c16_g1_i3:302-886|+    -            195 361100at33208        -            270   5.7e-07   28.2   1.0   1   2   9.4e-05    0.0015   17.0   0.7   172   227    11    69     1   104 0.58 -
433216at33208_1049336_0:0015c1|TRINITY_DN75389_c16_g1_i3:302-886|+    -            195 361100at33208        -            270   5.7e-07   28.2   1.0   2   2      0.08       1.3    7.4   0.0    83   123   122   166   114   184 0.64 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i3:31-1345|-      -            415 361100at33208        -            270   6.5e-07   28.0   0.4   1   3    0.0079      0.12   10.7   0.0    44   144    93   203    77   230 0.63 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i3:31-1345|-      -            415 361100at33208        -            270   6.5e-07   28.0   0.4   2   3     0.016      0.25    9.7   0.1     3    31   230   258   228   263 0.89 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i3:31-1345|-      -            415 361100at33208        -            270   6.5e-07   28.0   0.4   3   3       2.6        41    2.4   0.0   122   144   350   372   343   380 0.79 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-      -            415 361100at33208        -            270   6.5e-07   28.0   0.4   1   3    0.0079      0.12   10.7   0.0    44   144    93   203    77   230 0.63 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-      -            415 361100at33208        -            270   6.5e-07   28.0   0.4   2   3     0.016      0.25    9.7   0.1     3    31   230   258   228   263 0.89 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-      -            415 361100at33208        -            270   6.5e-07   28.0   0.4   3   3       2.6        41    2.4   0.0   122   144   350   372   343   380 0.79 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 361100at33208        -            270   8.6e-07   27.6   0.9   1   3    0.0025     0.039   12.3   0.0     3    50    25    80    23   108 0.67 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 361100at33208        -            270   8.6e-07   27.6   0.9   2   3    0.0078      0.12   10.7   0.2   222   260   121   161    47   170 0.60 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+      -            246 361100at33208        -            270   8.6e-07   27.6   0.9   3   3      0.94        15    3.9   0.0   185   218   159   192   155   209 0.76 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i13:31-1278|-     -            416 361100at33208        -            270     1e-06   27.4   0.3   1   3     0.013      0.21    9.9   0.0    45   143    94   203    79   230 0.57 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i13:31-1278|-     -            416 361100at33208        -            270     1e-06   27.4   0.3   2   3     0.015      0.23    9.8   0.0     3    32   231   260   229   266 0.89 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i13:31-1278|-     -            416 361100at33208        -            270     1e-06   27.4   0.3   3   3       2.6        41    2.4   0.0   122   144   351   373   344   381 0.79 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i1:31-1278|-      -            416 361100at33208        -            270     1e-06   27.4   0.3   1   3     0.013      0.21    9.9   0.0    45   143    94   203    79   230 0.57 -
