#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 327301at33208        -            257   1.1e-71  240.1   0.0   1   1   1.1e-72   1.9e-71  239.3   0.0     2   249    11   295    10   299 0.86 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   2   2    0.0024     0.041   12.1   0.1    22    68    90   136    59   157 0.84 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i5:331-966|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   1   2     0.076       1.3    7.2   0.0    73    92    16    35     7    38 0.67 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i5:331-966|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   2   2    0.0024     0.041   12.1   0.1    22    68    90   136    59   157 0.84 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i6:254-889|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   1   2     0.076       1.3    7.2   0.0    73    92    16    35     7    38 0.67 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i6:254-889|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   2   2    0.0024     0.041   12.1   0.1    22    68    90   136    59   157 0.84 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i7:254-889|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   1   2     0.076       1.3    7.2   0.0    73    92    16    35     7    38 0.67 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i7:254-889|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   2   2    0.0024     0.041   12.1   0.1    22    68    90   136    59   157 0.84 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i9:331-966|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   1   2     0.076       1.3    7.2   0.0    73    92    16    35     7    38 0.67 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i9:331-966|+      -            212 327301at33208        -            257   8.2e-06   24.2   0.3   2   2    0.0024     0.041   12.1   0.1    22    68    90   136    59   157 0.84 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+   -            318 327301at33208        -            257   8.3e-06   24.2   1.3   1   3     0.013      0.21    9.8   0.0    30    61     1    32     1    37 0.77 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+   -            318 327301at33208        -            257   8.3e-06   24.2   1.3   2   3       3.6        61    1.7   0.0    41    96   113   135    85   154 0.60 -
365323at33208_218467_0:001992|TRINITY_DN77898_c9_g3_i7:126-1079|+   -            318 327301at33208        -            257   8.3e-06   24.2   1.3   3   3     0.045      0.76    8.0   0.1   219   249   278   308   258   316 0.78 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 327301at33208        -            257     1e-05   24.0   1.6   1   3       0.8        14    3.9   0.1    72    92    57    77    42    89 0.61 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 327301at33208        -            257     1e-05   24.0   1.6   2   3   9.3e-05    0.0016   16.8   0.1    24    74    86   136    79   141 0.87 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i4:166-1983|-  -            606 327301at33208        -            257     1e-05   24.0   1.6   3   3       9.6   1.6e+02    0.3   0.0    35    67   244   276   229   283 0.86 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+    -            250 327301at33208        -            257     1e-05   23.9   0.7   1   4       2.5        42    2.2   0.1    71    96    50    75    40    91 0.78 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+    -            250 327301at33208        -            257     1e-05   23.9   0.7   2   4     0.044      0.75    8.0   0.0    63    96    88   121    71   140 0.71 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+    -            250 327301at33208        -            257     1e-05   23.9   0.7   3   4   0.00088     0.015   13.6   0.0    30   101    87   169    86   174 0.67 -
304388at33208_64838_0:000a44|TRINITY_DN92405_c11_g1_i5:127-876|+    -            250 327301at33208        -            257     1e-05   23.9   0.7   4   4         4        67    1.6   0.0    46    62   191   207   168   224 0.68 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i10:1942-2577|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i11:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i13:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i15:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i16:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i17:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i19:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i1:2381-3016|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i21:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i23:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i25:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i27:2567-3202|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i28:2381-3016|+   -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i2:1352-1987|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i4:2128-2763|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i5:2567-3202|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+     -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+     -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+     -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i7:913-1548|+     -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+     -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+     -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+     -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i8:913-1548|+     -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   1   4       8.6   1.4e+02    0.5   0.0    44    61    18    35     3    45 0.61 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   2   4       0.2       3.3    5.9   0.1    23    61    40    80    24    91 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   3   4      0.14       2.4    6.3   0.0    36    77   103   144    92   156 0.80 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i9:1352-1987|+    -            212 327301at33208        -            257     1e-05   23.9   0.8   4   4     0.072       1.2    7.3   0.0    27    56   181   210   162   212 0.84 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i3:1834-2367|-  -            178 327301at33208        -            257   1.5e-05   23.3   2.5   1   3       0.3         5    5.3   0.1    78    92     6    20     3    44 0.83 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i3:1834-2367|-  -            178 327301at33208        -            257   1.5e-05   23.3   2.5   2   3     0.023      0.39    8.9   0.0    75   112    62   102    42   116 0.80 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i3:1834-2367|-  -            178 327301at33208        -            257   1.5e-05   23.3   2.5   3   3     0.078       1.3    7.2   0.1    77    95   157   175   141   178 0.84 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 327301at33208        -            257   1.5e-05   23.3   2.5   1   3       0.3         5    5.3   0.1    78    92     6    20     3    44 0.83 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 327301at33208        -            257   1.5e-05   23.3   2.5   2   3     0.023      0.39    8.9   0.0    75   112    62   102    42   116 0.80 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 327301at33208        -            257   1.5e-05   23.3   2.5   3   3     0.078       1.3    7.2   0.1    77    95   157   175   141   178 0.84 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i5:261-863|+      -            201 327301at33208        -            257   1.7e-05   23.2   0.7   1   3    0.0031     0.052   11.8   0.1   208   244    34    72     7    81 0.71 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i5:261-863|+      -            201 327301at33208        -            257   1.7e-05   23.2   0.7   2   3         4        68    1.6   0.0    67   101    90   126    73   150 0.68 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i5:261-863|+      -            201 327301at33208        -            257   1.7e-05   23.2   0.7   3   3     0.093       1.6    6.9   0.0   219   243   177   201   166   201 0.90 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 327301at33208        -            257   1.7e-05   23.2   0.7   1   3    0.0031     0.052   11.8   0.1   208   244    34    72     7    81 0.71 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 327301at33208        -            257   1.7e-05   23.2   0.7   2   3         4        68    1.6   0.0    67   101    90   126    73   150 0.68 -
357580at33208_7493_0:001a21|TRINITY_DN82628_c4_g1_i7:1211-1813|+    -            201 327301at33208        -            257   1.7e-05   23.2   0.7   3   3     0.093       1.6    6.9   0.0   219   243   177   201   166   201 0.90 -
99987at33208_7574_0:002702|TRINITY_DN77327_c10_g2_i2:145-1293|+     -            383 327301at33208        -            257   1.9e-05   23.0   0.1   1   2    0.0043     0.072   11.3   0.0   190   250    59   122    55   128 0.80 -
99987at33208_7574_0:002702|TRINITY_DN77327_c10_g2_i2:145-1293|+     -            383 327301at33208        -            257   1.9e-05   23.0   0.1   2   2     0.083       1.4    7.1   0.0   219   244   133   158   121   162 0.86 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i11:770-1273|+   -            168 327301at33208        -            257     2e-05   22.9   0.0   1   2     0.071       1.2    7.3   0.0   228   246    18    36     8    44 0.65 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i11:770-1273|+   -            168 327301at33208        -            257     2e-05   22.9   0.0   2   2    0.0011     0.019   13.2   0.0    12    76    77   140    58   150 0.81 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i1:2529-3032|+   -            168 327301at33208        -            257     2e-05   22.9   0.0   1   2     0.071       1.2    7.3   0.0   228   246    18    36     8    44 0.65 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i1:2529-3032|+   -            168 327301at33208        -            257     2e-05   22.9   0.0   2   2    0.0011     0.019   13.2   0.0    12    76    77   140    58   150 0.81 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i6:2546-3049|+   -            168 327301at33208        -            257     2e-05   22.9   0.0   1   2     0.071       1.2    7.3   0.0   228   246    18    36     8    44 0.65 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i6:2546-3049|+   -            168 327301at33208        -            257     2e-05   22.9   0.0   2   2    0.0011     0.019   13.2   0.0    12    76    77   140    58   150 0.81 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 327301at33208        -            257     2e-05   22.9   0.0   1   2     0.071       1.2    7.3   0.0   228   246    18    36     8    44 0.65 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 327301at33208        -            257     2e-05   22.9   0.0   2   2    0.0011     0.019   13.2   0.0    12    76    77   140    58   150 0.81 -
365323at33208_7159_0:0004a3|TRINITY_DN77898_c9_g3_i1:99-1010|+      -            304 327301at33208        -            257   2.2e-05   22.8   1.5   1   3    0.0029     0.049   11.9   0.0    27    62     7    42     2    47 0.86 -
365323at33208_7159_0:0004a3|TRINITY_DN77898_c9_g3_i1:99-1010|+      -            304 327301at33208        -            257   2.2e-05   22.8   1.5   2   3       3.3        55    1.9   0.0    41    96   122   144    92   163 0.60 -
365323at33208_7159_0:0004a3|TRINITY_DN77898_c9_g3_i1:99-1010|+      -            304 327301at33208        -            257   2.2e-05   22.8   1.5   3   3      0.55       9.2    4.4   0.1   221   243   281   303   257   304 0.69 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i1:173-481|+     -            103 327301at33208        -            257   2.3e-05   22.8   0.0   1   1   6.9e-06   0.00012   20.5   0.0    37    99     6    78     1    91 0.75 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i4:173-481|+     -            103 327301at33208        -            257   2.3e-05   22.8   0.0   1   1   6.9e-06   0.00012   20.5   0.0    37    99     6    78     1    91 0.75 -
