#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-       -            156 111730at33208        -            629     4e-76  254.0   0.4   1   1   1.9e-77   4.4e-76  253.8   0.4   161   311     2   156     1   156 0.96 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 111730at33208        -            629    0.0036   13.0   0.2   3   3       1.8        43   -0.5   0.0   245   270   162   187   153   194 0.79 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+    -            380 111730at33208        -            629    0.0045   12.6   0.3   1   1   0.00036    0.0085   11.7   0.3   124   196   182   258   180   295 0.76 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+      -            273 111730at33208        -            629    0.0059   12.3   0.0   1   1   0.00041    0.0096   11.5   0.0   164   198     3    37     1   120 0.89 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-     -             84 111730at33208        -            629    0.0059   12.3   0.0   1   1   0.00027    0.0064   12.1   0.0    82   117    12    47     6    60 0.82 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-    -            452 111730at33208        -            629    0.0062   12.2   0.3   1   3     0.077       1.8    4.0   0.0    94   118   200   224   181   231 0.87 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-    -            452 111730at33208        -            629    0.0062   12.2   0.3   2   3     0.082       1.9    3.9   0.0    95   119   201   225   199   276 0.84 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-    -            452 111730at33208        -            629    0.0062   12.2   0.3   3   3     0.031      0.72    5.3   0.1   234   270   327   363   318   384 0.80 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+      -            264 111730at33208        -            629    0.0067   12.1   0.1   1   2      0.12       2.7    3.4   0.0   180   200   137   157    82   163 0.75 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+      -            264 111730at33208        -            629    0.0067   12.1   0.1   2   2     0.012      0.28    6.7   0.0    23    76   187   241   179   258 0.55 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+      -            137 111730at33208        -            629    0.0075   11.9   2.4   1   3     0.094       2.2    3.8   0.1   165   194     7    36     1    48 0.61 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+      -            137 111730at33208        -            629    0.0075   11.9   2.4   2   3     0.008      0.19    7.3   0.5   160   196    47    85    41   105 0.79 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+      -            137 111730at33208        -            629    0.0075   11.9   2.4   3   3       2.8        66   -1.1   0.0    99   116   119   136   102   137 0.72 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+   -            131 111730at33208        -            629    0.0082   11.8   0.0   1   2       1.8        43   -0.5   0.0    98   118    10    30     1    48 0.79 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+   -            131 111730at33208        -            629    0.0082   11.8   0.0   2   2    0.0012     0.027   10.1   0.0   143   195    78   128    73   131 0.86 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+     -             51 111730at33208        -            629    0.0095   11.6   0.1   1   1   0.00042    0.0098   11.5   0.1   159   198     2    42     1    48 0.85 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-     -            128 111730at33208        -            629      0.01   11.5   0.0   1   1     0.035      0.82    5.2   0.0   177   196     7    26     3    50 0.70 -
502128at33208_56086_0:000855|TRINITY_DN77672_c7_g1_i3:889-1254|+      -            122 111730at33208        -            629     0.013   11.2   0.0   1   1   0.00071     0.017   10.8   0.0   159   193    83   117    56   121 0.80 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+       -            277 111730at33208        -            629     0.013   11.1   0.1   1   1    0.0034     0.081    8.5   0.0   157   195    16    54    10    82 0.81 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+    -            317 111730at33208        -            629     0.013   11.1   0.0   1   1    0.0012     0.028   10.0   0.0    84   117     4    37     1   128 0.79 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+      -            186 111730at33208        -            629     0.015   11.0   0.2   1   2    0.0011     0.025   10.2   0.1   154   199    48    94    17   119 0.82 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+      -            186 111730at33208        -            629     0.015   11.0   0.2   2   2       7.8   1.8e+02   -2.6   0.0    48    71   157   180   140   184 0.78 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+      -            135 111730at33208        -            629     0.017   10.7   0.1   1   1   0.00079     0.019   10.6   0.1   127   195    13    88     9   132 0.73 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-    -            606 111730at33208        -            629     0.022   10.4   0.1   1   1    0.0013     0.031    9.9   0.1    54   117    55   121    45   212 0.86 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+      -            235 111730at33208        -            629     0.022   10.4   0.0   1   2     0.016      0.37    6.3   0.0   128   196    58   127     1   142 0.54 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+      -            235 111730at33208        -            629     0.022   10.4   0.0   2   2      0.11       2.6    3.5   0.0    88   193    96   216    93   227 0.49 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-    -            178 111730at33208        -            629     0.034    9.7   3.6   1   2       3.2        76   -1.3   0.0   103   116     6    19     3    22 0.83 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-    -            178 111730at33208        -            629     0.034    9.7   3.6   2   2    0.0037     0.086    8.4   2.5    87   195    49   173    45   177 0.63 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+     -            282 111730at33208        -            629     0.035    9.7   0.0   1   1    0.0026     0.061    8.9   0.0   128   194   120   188   114   243 0.64 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/111730at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/111730at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/111730at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:25 2026
# [ok]
