#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+     -            421 266808at33208        -            354  6.4e-167  552.2   0.9   1   1  1.3e-165  2.8e-164  543.5   0.9     2   354     4   418     3   418 0.90 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+       -            277 266808at33208        -            354   1.9e-05   21.1   0.3   2   3     0.078       1.7    4.8   0.0   154   183   166   196   157   217 0.74 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+       -            277 266808at33208        -            354   1.9e-05   21.1   0.3   3   3       6.7   1.5e+02   -1.6   0.0   234   260   227   253   217   266 0.68 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+      -            311 266808at33208        -            354   2.4e-05   20.8   0.1   1   2       2.8        60   -0.3   0.0   199   218    13    32     2    73 0.63 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+      -            311 266808at33208        -            354   2.4e-05   20.8   0.1   2   2   5.7e-06   0.00012   18.4   0.1   144   261    86   211    53   223 0.73 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+     -            282 266808at33208        -            354   2.4e-05   20.8   0.0   1   1   2.2e-06   4.8e-05   19.8   0.0   109   184   117   192   100   234 0.85 -
304388at33208_7237_0:00143f|TRINITY_DN73020_c9_g2_i2:216-1055|+       -            280 266808at33208        -            354   3.1e-05   20.4   0.0   1   2      0.56        12    2.0   0.0   194   264    10    78     6   120 0.81 -
304388at33208_7237_0:00143f|TRINITY_DN73020_c9_g2_i2:216-1055|+       -            280 266808at33208        -            354   3.1e-05   20.4   0.0   2   2   2.6e-05   0.00057   16.2   0.0   154   218   158   227   139   234 0.85 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i10:4024-4638|+ -            205 266808at33208        -            354   3.8e-05   20.1   0.1   1   2   0.00036    0.0077   12.5   0.0   157   296     1   137     1   138 0.73 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i10:4024-4638|+ -            205 266808at33208        -            354   3.8e-05   20.1   0.1   2   2   0.00036    0.0078   12.5   0.0   168   268    92   187    79   205 0.75 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+       -            103 266808at33208        -            354   7.1e-05   19.2   0.0   1   1   4.1e-06   8.9e-05   18.9   0.0    94   171    27   103     2   103 0.79 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-        -            214 266808at33208        -            354   9.9e-05   18.7   0.0   1   3      0.28         6    3.0   0.0    95   137    23    70     9    76 0.76 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-        -            214 266808at33208        -            354   9.9e-05   18.7   0.0   2   3      0.29       6.2    2.9   0.0   103   132    88   118    50   133 0.59 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-        -            214 266808at33208        -            354   9.9e-05   18.7   0.0   3   3     0.002     0.043   10.1   0.0   232   262   175   205   138   214 0.79 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+      -            137 266808at33208        -            354   0.00013   18.3   1.2   1   2   0.00025    0.0055   13.0   0.9   194   263    13    85     3   102 0.68 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+      -            137 266808at33208        -            354   0.00013   18.3   1.2   2   2      0.23         5    3.3   0.0   194   216   112   136   100   137 0.72 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 266808at33208        -            354   0.00015   18.2   0.0   1   2     0.016      0.35    7.1   0.0   193   251    14    76     3    80 0.84 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 266808at33208        -            354   0.00015   18.2   0.0   2   2     0.004     0.086    9.1   0.1   204   262   133   190    99   197 0.87 -
380583at33208_54969_0:003ca4|TRINITY_DN77863_c11_g1_i3:383-1189|-     -            269 266808at33208        -            354   0.00019   17.8   0.0   1   1     2e-05   0.00043   16.6   0.0   187   260   189   266   156   269 0.64 -
267439at33208_29031_0:000f6a|TRINITY_DN82757_c9_g2_i2:568-771|-       -             68 266808at33208        -            354    0.0002   17.8   0.0   1   1     1e-05   0.00022   17.6   0.0   105   165     1    64     1    67 0.73 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-    -            182 266808at33208        -            354   0.00027   17.3   0.0   1   2      0.74        16    1.6   0.0   203   220   116   133   104   138 0.74 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-    -            182 266808at33208        -            354   0.00027   17.3   0.0   2   2   0.00015    0.0032   13.8   0.0   102   134   137   171   132   175 0.85 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-      -             43 266808at33208        -            354   0.00038   16.8   0.0   1   1   1.9e-05   0.00041   16.7   0.0   155   186     8    39     2    42 0.61 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+     -            228 266808at33208        -            354   0.00038   16.8   0.5   1   2    0.0001    0.0022   14.3   0.1   200   218    18    36     1    55 0.78 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+     -            228 266808at33208        -            354   0.00038   16.8   0.5   2   2       3.2        70   -0.5   0.0   202   223    69    92    53   134 0.62 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 266808at33208        -            354   0.00042   16.7   0.3   1   3      0.51        11    2.1   0.0   201   264    14    33     3    56 0.64 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 266808at33208        -            354   0.00042   16.7   0.3   2   3    0.0009      0.02   11.2   0.0   152   221   145   218    97   283 0.74 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 266808at33208        -            354   0.00042   16.7   0.3   3   3         6   1.3e+02   -1.4   0.0   235   275   306   349   295   354 0.57 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-     -            178 266808at33208        -            354   0.00057   16.2   0.0   1   2   9.9e-05    0.0022   14.3   0.0   108   185     1    78     1    90 0.78 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-     -            178 266808at33208        -            354   0.00057   16.2   0.0   2   2       3.5        75   -0.6   0.0   198   217   157   176   141   178 0.61 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+    -            380 266808at33208        -            354   0.00057   16.2   0.5   1   2   0.00012    0.0026   14.1   0.3   302   352   205   256   198   259 0.90 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+    -            380 266808at33208        -            354   0.00057   16.2   0.5   2   2       6.7   1.5e+02   -1.6   0.0    99   120   330   351   321   367 0.75 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 266808at33208        -            354    0.0018   14.6   0.0   1   1   0.00078     0.017   11.4   0.0   186   220     2    39     1    95 0.75 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-    -            452 266808at33208        -            354    0.0022   14.3   0.1   1   2   0.00059     0.013   11.8   0.0   183   270   189   275   177   291 0.82 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-    -            452 266808at33208        -            354    0.0022   14.3   0.1   2   2       2.6        57   -0.2   0.0   192   232   340   380   320   384 0.78 -
398013at33208_6850_0:003fd3|TRINITY_DN75538_c8_g1_i1:285-560|-        -             92 266808at33208        -            354    0.0024   14.2   0.2   1   1   0.00016    0.0034   13.7   0.2   320   352    55    87     3    89 0.72 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i8:327-536|+        -             70 266808at33208        -            354    0.0025   14.1   0.1   1   1   0.00013    0.0028   13.9   0.1   194   254    11    69     5    70 0.82 -
111746at33208_7668_0:001ea2|TRINITY_DN93543_c3_g1_i10:5631-5807|+     -             59 266808at33208        -            354    0.0029   13.9   0.0   1   1   0.00013    0.0029   13.9   0.0   191   219    14    42     1    58 0.67 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-     -            128 266808at33208        -            354    0.0043   13.3   0.0   1   1   0.00024    0.0052   13.1   0.0   201   265     8    72     3    89 0.81 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i8:762-986|-      -             75 266808at33208        -            354     0.007   12.7   0.1   1   1   0.00067     0.015   11.6   0.1    69   129     9    71     2    75 0.66 -
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+       -            352 266808at33208        -            354    0.0092   12.3   0.0   1   2    0.0038     0.082    9.1   0.0   198   244   123   172    86   199 0.69 -
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+       -            352 266808at33208        -            354    0.0092   12.3   0.0   2   2      0.61        13    1.9   0.0   203   281   179   257   171   305 0.57 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-     -             84 266808at33208        -            354    0.0096   12.2   0.0   1   1   0.00044    0.0096   12.2   0.0   194   225    24    55     4    76 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/266808at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/266808at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/266808at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:26 2026
# [ok]
