#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
357580at33208_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 357580at33208        -            253  1.1e-119  395.4   0.4   1   1  1.1e-120  2.2e-119  394.5   0.4     1   253    49   345    49   345 0.92 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+     -            103 357580at33208        -            253   6.3e-08   29.3   0.1   1   2   3.9e-08   7.8e-07   25.7   0.0   189   243     6    60     1    63 0.89 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+     -            103 357580at33208        -            253   6.3e-08   29.3   0.1   2   2     0.031      0.62    6.4   0.0   106   131    48    74    47    90 0.77 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-    -             43 357580at33208        -            253   1.6e-07   28.0   0.0   1   1   8.5e-09   1.7e-07   27.9   0.0   133   168     1    36     1    42 0.90 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 357580at33208        -            253   2.1e-07   27.6   1.9   1   2     0.024      0.49    6.7   0.1   196   248    18    74     2    79 0.73 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 357580at33208        -            253   2.1e-07   27.6   1.9   2   2   5.8e-07   1.2e-05   21.9   2.0    78   250    39   211    22   212 0.82 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-   -             84 357580at33208        -            253   2.3e-07   27.5   0.0   1   1   2.5e-08   5.1e-07   26.4   0.0   164   216     4    52     1    61 0.74 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 357580at33208        -            253   3.1e-07   27.1   0.2   1   3   2.8e-05   0.00056   16.4   0.0   194   250    46   102    36   105 0.91 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 357580at33208        -            253   3.1e-07   27.1   0.2   2   3      0.31       6.2    3.1   0.0   130   166   111   147   103   161 0.82 -
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 357580at33208        -            253   3.1e-07   27.1   0.2   3   3      0.37       7.4    2.9   0.1    68    96   241   272   201   281 0.63 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+ -            131 357580at33208        -            253   3.5e-07   26.9   0.1   1   2    0.0065      0.13    8.6   0.0   192   248    10    66     6    70 0.83 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+ -            131 357580at33208        -            253   3.5e-07   26.9   0.1   2   2   2.9e-05   0.00059   16.3   0.0   195   246    71   122    67   128 0.83 -
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-     -            156 357580at33208        -            253   4.9e-07   26.4   0.0   1   1     4e-08   8.1e-07   25.7   0.0   103   207    10   112     3   126 0.81 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 357580at33208        -            253   5.3e-07   26.3   0.0   1   2    0.0027     0.054    9.9   0.0    83   105    21    43    11    52 0.71 -
398013at33208_88015_0:0040a5|TRINITY_DN88294_c4_g1_i9:2588-3091|+   -            168 357580at33208        -            253   5.3e-07   26.3   0.0   2   2   0.00011    0.0021   14.5   0.0   103   207    57   166    50   168 0.79 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 357580at33208        -            253   7.7e-07   25.8   1.2   1   2    0.0005      0.01   12.3   0.1   187   227    55    95     2   120 0.67 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 357580at33208        -            253   7.7e-07   25.8   1.2   2   2    0.0031     0.063    9.7   0.1    87   132   129   176   126   178 0.83 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 357580at33208        -            253   8.6e-07   25.6   0.6   1   1     3e-07   6.1e-06   22.8   0.5   132   243    55   174    14   186 0.72 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 357580at33208        -            253   1.2e-06   25.2   0.2   1   3      0.24       4.8    3.5   0.0   197   229     9    41     2    52 0.86 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 357580at33208        -            253   1.2e-06   25.2   0.2   2   3     0.069       1.4    5.3   0.0   130   159    87   116    53   123 0.65 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 357580at33208        -            253   1.2e-06   25.2   0.2   3   3    0.0044     0.089    9.2   0.0   133   165   172   204   159   214 0.70 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+   -            181 357580at33208        -            253   1.4e-06   24.9   0.0   1   2   0.00012    0.0024   14.3   0.0   134   167   119   152    73   153 0.77 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+   -            181 357580at33208        -            253   1.4e-06   24.9   0.0   2   2   6.5e-05    0.0013   15.2   0.0   135   171   120   156   116   167 0.85 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 357580at33208        -            253   2.6e-06   24.0   1.2   1   3      0.42       8.5    2.7   0.0   191   213     4    26     1    36 0.79 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 357580at33208        -            253   2.6e-06   24.0   1.2   2   3    0.0053      0.11    8.9   0.1   133   166    46    81    43    85 0.87 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 357580at33208        -            253   2.6e-06   24.0   1.2   3   3    0.0039     0.079    9.3   0.1   101   128   142   169   115   170 0.81 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 357580at33208        -            253   6.1e-06   22.8   0.1   1   1   1.2e-06   2.5e-05   20.8   0.1   187   245    10    68     1   101 0.76 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 357580at33208        -            253   6.2e-06   22.8   1.3   1   3     0.004     0.081    9.3   0.0   199   227     1    29     1    39 0.92 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 357580at33208        -            253   6.2e-06   22.8   1.3   2   3      0.02      0.41    7.0   0.0    84   111    92   119    85   127 0.85 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 357580at33208        -            253   6.2e-06   22.8   1.3   3   3      0.32       6.5    3.1   0.1   195   212   270   287   179   289 0.59 -
439736at33208_1155016_0:003035|TRINITY_DN89819_c0_g1_i2:328-1236|+  -            303 357580at33208        -            253   6.8e-06   22.7   0.1   1   1   2.3e-06   4.7e-05   19.9   0.1   108   167   104   170    68   175 0.46 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 357580at33208        -            253   9.3e-06   22.2   0.0   1   1   8.6e-07   1.7e-05   21.3   0.0    25    98    96   181    73   188 0.75 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 357580at33208        -            253   1.5e-05   21.5   0.1   1   1   1.6e-06   3.2e-05   20.5   0.1   102   170    52   126    44   173 0.83 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 357580at33208        -            253   3.5e-05   20.3   1.2   1   3     0.024      0.49    6.7   0.0   129   213    17   100     7   127 0.69 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 357580at33208        -            253   3.5e-05   20.3   1.2   2   3     0.089       1.8    4.9   0.1   113   167   128   195   115   216 0.56 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 357580at33208        -            253   3.5e-05   20.3   1.2   3   3     0.041      0.83    6.0   0.1   120   169   209   258   177   263 0.63 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 357580at33208        -            253   3.9e-05   20.2   0.0   1   2      0.01      0.21    8.0   0.0    57   100   107   150    83   156 0.80 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 357580at33208        -            253   3.9e-05   20.2   0.0   2   2   2.7e-05   0.00053   16.5   0.0   121   168   139   191   120   198 0.83 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-   -             95 357580at33208        -            253     4e-05   20.1   2.2   1   1   3.5e-05   0.00071   16.0   2.2   133   212     4    95     2    95 0.74 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 357580at33208        -            253   4.1e-05   20.1   1.9   1   1   6.4e-06   0.00013   18.5   1.9   135   237     6   119     1   136 0.75 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+   -             51 357580at33208        -            253   5.4e-05   19.7   0.1   1   1   3.4e-06   6.8e-05   19.4   0.1   133   169     5    42     2    49 0.79 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-     -            191 357580at33208        -            253     6e-05   19.6   0.2   1   2    0.0023     0.047   10.1   0.0   133   171    43    81    38    91 0.72 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-     -            191 357580at33208        -            253     6e-05   19.6   0.2   2   2     0.033      0.66    6.3   0.2    83   129   131   187   122   190 0.49 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+    -            135 357580at33208        -            253   8.3e-05   19.1   0.4   1   1   4.7e-06   9.4e-05   18.9   0.4    92   210     3   133     1   135 0.74 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 357580at33208        -            253   0.00016   18.2   0.2   1   2   0.00013    0.0026   14.2   0.0   189   245   201   257   177   275 0.81 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 357580at33208        -            253   0.00016   18.2   0.2   2   2       1.5        30    0.9   0.0   137   163   337   363   319   383 0.74 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 357580at33208        -            253   0.00019   17.9   0.0   1   1   1.5e-05   0.00031   17.2   0.0   100   178    28   114     5   140 0.79 -
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 357580at33208        -            253    0.0002   17.9   0.1   1   2       7.2   1.5e+02   -1.4   0.0    51   229    72   112    48   121 0.48 -
302279at33208_6850_0:0028ba|TRINITY_DN79341_c9_g1_i1:118-1173|+     -            352 357580at33208        -            253    0.0002   17.9   0.1   2   2   0.00061     0.012   12.0   0.1    83   173   129   245   124   285 0.68 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 357580at33208        -            253    0.0002   17.8   0.1   1   2    0.0011     0.022   11.1   0.0   186   233    60   112    40   118 0.71 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 357580at33208        -            253    0.0002   17.8   0.1   2   2      0.11       2.3    4.6   0.0   194   226   120   152   113   153 0.86 -
357580at33208_9258_0:000ac8|TRINITY_DN93240_c4_g1_i8:327-536|+      -             70 357580at33208        -            253   0.00021   17.8   0.1   1   1   1.4e-05   0.00029   17.3   0.1   133   204     2    69     1    70 0.73 -
439736at33208_215358_0:002c52|TRINITY_DN83891_c8_g7_i1:372-1133|-   -            254 357580at33208        -            253   0.00021   17.8   0.2   1   1   8.1e-05    0.0016   14.9   0.2    52   213    87   246    80   250 0.68 -
111746at33208_7668_0:001ea2|TRINITY_DN93543_c3_g1_i10:5631-5807|+   -             59 357580at33208        -            253   0.00029   17.3   0.0   1   1   1.6e-05   0.00032   17.2   0.0   186   225    14    54     1    58 0.76 -
463071at33208_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 357580at33208        -            253    0.0003   17.3   0.1   1   2    0.0001    0.0021   14.5   0.1   100   202   248   357   227   361 0.75 -
463071at33208_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 357580at33208        -            253    0.0003   17.3   0.1   2   2       2.5        50    0.2   0.0   140   169   388   417   329   419 0.59 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 357580at33208        -            253   0.00031   17.2   6.8   1   3    0.0031     0.063    9.7   0.4   138   219     1    80     1   115 0.81 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 357580at33208        -            253   0.00031   17.2   6.8   2   3    0.0062      0.13    8.7   0.2   125   226   118   217   115   231 0.73 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 357580at33208        -            253   0.00031   17.2   6.8   3   3       1.3        26    1.1   0.0   142   210   284   349   279   354 0.71 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 357580at33208        -            253   0.00038   16.9   0.0   1   1   3.4e-05   0.00068   16.1   0.0   195   238     8    52     3    65 0.83 -
207599at33208_6279_0:001be8|TRINITY_DN89393_c3_g3_i4:882-3197|-     -            772 357580at33208        -            253   0.00049   16.6   0.2   1   2       5.7   1.2e+02   -1.0   0.0   221   244    16    39    13    46 0.86 -
207599at33208_6279_0:001be8|TRINITY_DN89393_c3_g3_i4:882-3197|-     -            772 357580at33208        -            253   0.00049   16.6   0.2   2   2   0.00027    0.0054   13.2   0.0   106   168    91   157    85   204 0.76 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 357580at33208        -            253   0.00067   16.1   0.4   1   2       4.1        82   -0.5   0.0   189   235     8    59     1    79 0.66 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 357580at33208        -            253   0.00067   16.1   0.4   2   2   0.00025     0.005   13.3   0.1   135   192   134   191   121   221 0.77 -
380583at33208_54969_0:003ca4|TRINITY_DN77863_c11_g1_i3:383-1189|-   -            269 357580at33208        -            253    0.0009   15.7   0.0   1   2     0.046      0.92    5.8   0.0   137   172    12    46     3   123 0.77 -
380583at33208_54969_0:003ca4|TRINITY_DN77863_c11_g1_i3:383-1189|-   -            269 357580at33208        -            253    0.0009   15.7   0.0   2   2     0.015      0.29    7.5   0.0   188   246   199   260   181   266 0.66 -
399439at33208_294128_0:002695|TRINITY_DN89960_c7_g3_i3:953-2008|-   -            352 357580at33208        -            253   0.00092   15.7   0.1   1   2       5.1     1e+02   -0.9   0.0   147   197     3    48     1    76 0.62 -
399439at33208_294128_0:002695|TRINITY_DN89960_c7_g3_i3:953-2008|-   -            352 357580at33208        -            253   0.00092   15.7   0.1   2   2   0.00026    0.0052   13.2   0.0   106   165   109   175   104   202 0.78 -
267439at33208_29031_0:000f6a|TRINITY_DN82757_c9_g2_i2:568-771|-     -             68 357580at33208        -            253   0.00097   15.6   0.0   1   1   5.2e-05     0.001   15.5   0.0   196   238    17    64     1    68 0.78 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 357580at33208        -            253    0.0014   15.1   0.3   1   2     0.062       1.2    5.4   0.0   114   130   137   153   131   171 0.81 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 357580at33208        -            253    0.0014   15.1   0.3   2   2     0.068       1.4    5.3   0.0    81   130   184   243   177   252 0.54 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-     -            117 357580at33208        -            253    0.0019   14.6   0.1   1   1   0.00012    0.0023   14.4   0.1   136   237     1   102     1   114 0.82 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 357580at33208        -            253     0.002   14.6   0.0   1   4       0.1       2.1    4.7   0.0   189   210     3    24     1    44 0.74 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 357580at33208        -            253     0.002   14.6   0.0   2   4      0.34       6.9    3.0   0.0   200   238   173   211   160   228 0.78 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 357580at33208        -            253     0.002   14.6   0.0   3   4      0.24       4.9    3.5   0.0   103   143   201   248   198   286 0.58 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 357580at33208        -            253     0.002   14.6   0.0   4   4       5.5   1.1e+02   -1.0   0.0   222   244   296   318   292   320 0.75 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i8:762-986|-    -             75 357580at33208        -            253    0.0023   14.4   0.1   1   1   0.00052      0.01   12.2   0.1   113   134    12    33     3    75 0.74 -
398013at33208_6850_0:003fd3|TRINITY_DN75538_c8_g1_i1:285-560|-      -             92 357580at33208        -            253    0.0035   13.8   0.0   1   1   0.00024    0.0048   13.3   0.0   131   167    53    89    39    91 0.81 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 357580at33208        -            253     0.004   13.6   0.0   1   1   0.00045     0.009   12.4   0.0   111   163   112   171   101   177 0.62 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 357580at33208        -            253    0.0042   13.5   0.2   1   2     0.021      0.42    7.0   0.0   137   236   106   212    57   221 0.72 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 357580at33208        -            253    0.0042   13.5   0.2   2   2      0.17       3.4    4.0   0.1   201   244   225   268   219   272 0.81 -
414579at33208_8022_0:004e1f|TRINITY_DN82725_c2_g1_i6:2392-2649|+    -             86 357580at33208        -            253    0.0044   13.5   0.0   1   1   0.00033    0.0067   12.9   0.0   184   243     8    67     3    76 0.86 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+   -            228 357580at33208        -            253    0.0051   13.2   0.4   1   2     0.012      0.24    7.8   0.0    84    98    23    37     2    62 0.60 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+   -            228 357580at33208        -            253    0.0051   13.2   0.4   2   2      0.25         5    3.4   0.2   103   166   150   221    66   227 0.63 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 357580at33208        -            253    0.0086   12.5   0.9   1   3      0.34       6.8    3.0   0.1   151   214    16    88     3    94 0.65 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 357580at33208        -            253    0.0086   12.5   0.9   2   3       6.3   1.3e+02   -1.2   0.1   190   234   152   196   139   207 0.74 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 357580at33208        -            253    0.0086   12.5   0.9   3   3     0.029      0.58    6.5   0.0   132   166   299   336   252   343 0.88 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 357580at33208        -            253    0.0098   12.3   1.0   1   3     0.025       0.5    6.7   0.3    81   104    19    42     1    53 0.62 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 357580at33208        -            253    0.0098   12.3   1.0   2   3         3        60   -0.1   0.0   166   215    72   121    65   128 0.74 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 357580at33208        -            253    0.0098   12.3   1.0   3   3      0.39       7.9    2.8   0.0   159   250   111   199   100   202 0.71 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i1:506-1105|+  -            200 357580at33208        -            253     0.018   11.4   0.0   1   2      0.23       4.5    3.6   0.0    83   103    53    73    42    90 0.79 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i1:506-1105|+  -            200 357580at33208        -            253     0.018   11.4   0.0   2   2     0.028      0.56    6.5   0.0    98   170    95   171    55   185 0.56 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/357580at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/357580at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/357580at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:26 2026
# [ok]
