#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 177718at33208        -            400  1.2e-161  535.3   0.6   1   1  8.8e-163  2.4e-161  534.3   0.6     7   400   166   626   161   626 0.88 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 177718at33208        -            400      0.01   11.9   0.0   1   2    0.0016     0.042    9.9   0.0   130   238    50   168    27   176 0.68 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 177718at33208        -            400      0.01   11.9   0.0   2   2       2.7        72   -0.7   0.0   167   192   182   207   169   251 0.71 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+ -            131 177718at33208        -            400     0.012   11.7   0.2   1   2      0.39        10    2.0   0.0    26    48     9    29     1    52 0.66 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+ -            131 177718at33208        -            400     0.012   11.7   0.2   2   2     0.006      0.16    8.0   0.1   172   221    71   127    68   130 0.78 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 177718at33208        -            400     0.012   11.7   3.2   1   3     0.072       1.9    4.4   0.1   171   204    13    46     1    54 0.59 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 177718at33208        -            400     0.012   11.7   3.2   2   3       0.1       2.7    4.0   0.2   128   189   152   215   137   234 0.60 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 177718at33208        -            400     0.012   11.7   3.2   3   3      0.34         9    2.2   0.0    14    40   298   324   248   344 0.68 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 177718at33208        -            400     0.014   11.5   0.2   1   3     0.039         1    5.3   0.0    34   108    20    96    13   112 0.79 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 177718at33208        -            400     0.014   11.5   0.2   2   3      0.15         4    3.4   0.1   206   243   110   147    78   155 0.73 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 177718at33208        -            400     0.014   11.5   0.2   3   3       6.1   1.6e+02   -1.9   0.0   159   188   187   217   166   221 0.59 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 177718at33208        -            400     0.016   11.3   0.0   1   2      0.62        17    1.4   0.0   166   191   109   133   101   141 0.77 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 177718at33208        -            400     0.016   11.3   0.0   2   2    0.0053      0.14    8.2   0.0    15    49   139   176   131   182 0.80 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 177718at33208        -            400     0.017   11.2   9.7   1   3    0.0099      0.27    7.3   1.6   140   197    80   142    48   171 0.75 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 177718at33208        -            400     0.017   11.2   9.7   2   3      0.21       5.7    2.9   0.0    31    51   176   196   164   207 0.87 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 177718at33208        -            400     0.017   11.2   9.7   3   3      0.49        13    1.7   0.1    37   217   232   284   214   294 0.50 -
361100at33208_43041_0:00161d|TRINITY_DN90147_c3_g1_i3:2899-3504|-   -            202 177718at33208        -            400     0.017   11.2   0.0   1   1     0.002     0.054    9.6   0.0   159   189    52    85    42   140 0.83 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i8:762-986|-    -             75 177718at33208        -            400     0.018   11.1   0.0   1   2    0.0013     0.036   10.1   0.0   200   224     6    30     2    46 0.63 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i8:762-986|-    -             75 177718at33208        -            400     0.018   11.1   0.0   2   2       4.5   1.2e+02   -1.5   0.0   198   217    54    73    37    75 0.76 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 177718at33208        -            400     0.026   10.6   0.3   1   1    0.0026      0.07    9.2   0.2   118   177     7    75     2   187 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/177718at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/177718at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/177718at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:25 2026
# [ok]
