#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
361203at33208_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 361203at33208        -            388    3e-123  408.8   5.5   1   1    3e-124  7.1e-123  407.6   5.5    24   388     1   424     1   424 0.84 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 361203at33208        -            388   0.00034   16.9   1.2   3   4      0.64        15    1.6   0.0    59    97    80   120    78   129 0.78 -
502128at33208_7091_0:002d19|TRINITY_DN82468_c10_g1_i3:2906-3553|-   -            216 361203at33208        -            388   0.00034   16.9   1.2   4   4      0.61        14    1.7   0.1    63    94   185   215   178   216 0.65 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 361203at33208        -            388    0.0004   16.7   0.0   1   2   6.3e-05    0.0015   14.8   0.0   163   308     2   149     1   176 0.71 -
235430at33208_37621_0:000821|TRINITY_DN84958_c6_g2_i4:636-1460|+    -            275 361203at33208        -            388    0.0004   16.7   0.0   2   2       5.9   1.4e+02   -1.6   0.0    80    95   231   246   216   251 0.75 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 361203at33208        -            388   0.00047   16.5   0.0   1   5      0.69        16    1.5   0.0   248   268     5    25     2    35 0.85 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 361203at33208        -            388   0.00047   16.5   0.0   2   5     0.084         2    4.5   0.0   236   271   107   141    72   146 0.76 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 361203at33208        -            388   0.00047   16.5   0.0   3   5      0.27       6.2    2.9   0.0   204   258   162   216   157   240 0.62 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 361203at33208        -            388   0.00047   16.5   0.0   4   5       1.4        32    0.5   0.0    76   100   254   278   248   286 0.84 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 361203at33208        -            388   0.00047   16.5   0.0   5   5       5.4   1.3e+02   -1.4   0.0    57    81   287   314   279   319 0.72 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 361203at33208        -            388   0.00048   16.4   0.3   1   2   2.1e-05   0.00048   16.4   0.3    59   140   162   260   136   266 0.77 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 361203at33208        -            388   0.00048   16.4   0.3   2   2       5.3   1.2e+02   -1.4   0.0   291   307   296   312   279   336 0.71 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 361203at33208        -            388   0.00051   16.3   1.0   1   2   0.00043    0.0099   12.1   0.0   159   270    13   135     5   160 0.76 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 361203at33208        -            388   0.00051   16.3   1.0   2   2      0.87        20    1.2   0.2    79    97   177   195   169   243 0.66 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 361203at33208        -            388   0.00057   16.2   0.1   1   2       0.1       2.3    4.3   0.0    76    96    37    57    24    69 0.81 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 361203at33208        -            388   0.00057   16.2   0.1   2   2    0.0022     0.051    9.8   0.0    62    96    70   106    66   117 0.86 -
111746at33208_7668_0:001ea2|TRINITY_DN93543_c3_g1_i10:5631-5807|+   -             59 361203at33208        -            388   0.00059   16.1   0.0   1   1   2.9e-05   0.00068   15.9   0.0    61    99     7    44     3    48 0.86 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 361203at33208        -            388   0.00071   15.9   0.1   1   2     0.043         1    5.5   0.1    61    96    55    90    23   103 0.85 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 361203at33208        -            388   0.00071   15.9   0.1   2   2    0.0051      0.12    8.6   0.0    62    96   152   186   148   186 0.94 -
470197at33208_136037_0:001083|TRINITY_DN83055_c5_g1_i4:96-1499|+    -            468 361203at33208        -            388   0.00073   15.8   0.0   1   2       0.1       2.4    4.2   0.0   242   295   149   206   144   224 0.72 -
470197at33208_136037_0:001083|TRINITY_DN83055_c5_g1_i4:96-1499|+    -            468 361203at33208        -            388   0.00073   15.8   0.0   2   2    0.0016     0.037   10.2   0.0   201   274   244   317   181   333 0.76 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 361203at33208        -            388   0.00084   15.6   1.9   1   3      0.63        15    1.7   0.0    69    96   182   208   166   253 0.73 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 361203at33208        -            388   0.00084   15.6   1.9   2   3    0.0064      0.15    8.2   0.2    63   274   277   320   269   412 0.64 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 361203at33208        -            388   0.00084   15.6   1.9   3   3       1.2        29    0.7   0.0    72   105   475   507   461   533 0.81 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 361203at33208        -            388    0.0009   15.5   0.1   1   2     0.084         2    4.5   0.0   283   310    64    91    53   108 0.76 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 361203at33208        -            388    0.0009   15.5   0.1   2   2     0.028      0.65    6.1   0.0   206   269   128   190   122   203 0.70 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 361203at33208        -            388    0.0012   15.1   0.0   1   3     0.065       1.5    4.9   0.0   240   268     2    30     1    35 0.92 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 361203at33208        -            388    0.0012   15.1   0.0   2   3     0.015      0.36    7.0   0.0   237   268    54    85    38    94 0.83 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 361203at33208        -            388    0.0012   15.1   0.0   3   3       4.3     1e+02   -1.1   0.0    95   110    97   112    85   120 0.81 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 361203at33208        -            388    0.0015   14.8   0.6   1   3       2.3        55   -0.2   0.0    82    97    11    26     2    34 0.76 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 361203at33208        -            388    0.0015   14.8   0.6   2   3     0.011      0.25    7.5   0.0   221   268    31    80    19    96 0.83 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 361203at33208        -            388    0.0015   14.8   0.6   3   3     0.081       1.9    4.6   0.1    65    95   140   169   131   170 0.58 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-     -            117 361203at33208        -            388    0.0016   14.7   0.0   1   1   8.1e-05    0.0019   14.5   0.0   239   324     1    93     1   107 0.81 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i8:762-986|-    -             75 361203at33208        -            388    0.0017   14.6   0.0   1   1   8.7e-05     0.002   14.4   0.0    81    98    13    30     2    51 0.84 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 361203at33208        -            388    0.0019   14.5   0.4   1   3       1.4        33    0.5   0.1   283   305     5    28     2    34 0.81 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 361203at33208        -            388    0.0019   14.5   0.4   2   3     0.025      0.58    6.3   0.0   244   269   179   204   170   210 0.90 -
365323at33208_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 361203at33208        -            388    0.0019   14.5   0.4   3   3      0.48        11    2.0   0.0   284   305   285   306   278   315 0.88 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+   -            228 361203at33208        -            388     0.002   14.4   0.1   1   2     0.015      0.36    7.0   0.0    61    96     2    36     1    47 0.86 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+   -            228 361203at33208        -            388     0.002   14.4   0.1   2   2     0.041      0.96    5.6   0.0    67   100   191   225   146   228 0.88 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+    -            135 361203at33208        -            388    0.0023   14.2   0.1   1   2         1        24    1.0   0.0   196   220    10    34     4    48 0.80 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+    -            135 361203at33208        -            388    0.0023   14.2   0.1   2   2   0.00086      0.02   11.1   0.0    54    95    46    87    34    91 0.91 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-    -             43 361203at33208        -            388    0.0025   14.0   0.2   1   2       2.1        50   -0.1   0.0    99   113     2    16     1    18 0.81 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-    -             43 361203at33208        -            388    0.0025   14.0   0.2   2   2   0.00027    0.0064   12.7   0.1   290   308    17    35    12    42 0.85 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-   -             95 361203at33208        -            388    0.0028   13.9   0.1   1   2    0.0093      0.22    7.7   0.0   238   270     6    38     1    41 0.65 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-   -             95 361203at33208        -            388    0.0028   13.9   0.1   2   2     0.071       1.7    4.8   0.1   236   267    62    93    46    95 0.56 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 361203at33208        -            388    0.0028   13.9   0.7   1   3     0.032      0.75    5.9   0.0    61    97    32    71    19    80 0.76 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 361203at33208        -            388    0.0028   13.9   0.7   2   3      0.62        14    1.7   0.0    61    93    89   120    87   126 0.84 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 361203at33208        -            388    0.0028   13.9   0.7   3   3      0.23       5.3    3.1   0.0   283   307   181   205   153   211 0.78 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 361203at33208        -            388    0.0032   13.7   3.2   1   3       1.4        32    0.6   0.0    99   129    14    44     8    67 0.72 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 361203at33208        -            388    0.0032   13.7   3.2   2   3     0.042      0.98    5.5   1.2    60    95    96   128    91   178 0.81 -
419914at33208_7244_0:001c25|TRINITY_DN79169_c10_g1_i2:2993-3760|-   -            256 361203at33208        -            388    0.0032   13.7   3.2   3   3     0.041      0.97    5.5   0.1    60   121   182   254   163   256 0.69 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 361203at33208        -            388    0.0046   13.2   0.2   1   1    0.0019     0.044   10.0   0.2    72   282     8   231     4   239 0.57 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 361203at33208        -            388    0.0048   13.1   0.1   1   2     0.013       0.3    7.2   0.0    57    98   110   154   105   168 0.73 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 361203at33208        -            388    0.0048   13.1   0.1   2   2      0.14       3.4    3.8   0.0   170   228   182   243   178   256 0.66 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 361203at33208        -            388    0.0054   13.0   1.7   1   3    0.0034      0.08    9.1   0.1    53    95    37    80    29   120 0.84 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 361203at33208        -            388    0.0054   13.0   1.7   2   3         1        24    1.0   0.1   163   194   258   289   248   308 0.84 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 361203at33208        -            388    0.0054   13.0   1.7   3   3         3        70   -0.6   0.0   107   121   322   336   282   339 0.62 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 361203at33208        -            388    0.0056   12.9   0.6   1   2     0.014      0.32    7.1   0.1    65    95    49    77    30    90 0.83 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 361203at33208        -            388    0.0056   12.9   0.6   2   2      0.35       8.1    2.5   0.0   237   268    90   121    81   125 0.87 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 361203at33208        -            388    0.0057   12.9   0.0   1   2     0.029      0.68    6.1   0.0    73    99     2    28     1    33 0.88 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 361203at33208        -            388    0.0057   12.9   0.0   2   2     0.046       1.1    5.4   0.0    59   103    32    76    28    94 0.89 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 361203at33208        -            388    0.0062   12.8   0.0   1   1     0.005      0.12    8.6   0.0   153   248   114   213    34   214 0.58 -
361100at33208_43041_0:00161d|TRINITY_DN90147_c3_g1_i3:2899-3504|-   -            202 361203at33208        -            388    0.0093   12.2   0.0   1   2    0.0045      0.11    8.7   0.0    69    98    58    87    50    94 0.88 -
361100at33208_43041_0:00161d|TRINITY_DN90147_c3_g1_i3:2899-3504|-   -            202 361203at33208        -            388    0.0093   12.2   0.0   2   2      0.91        21    1.1   0.0    81   100   120   139   108   145 0.81 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 361203at33208        -            388     0.011   11.9   0.0   1   1    0.0021     0.048    9.8   0.0   219   268    27    76    20    83 0.87 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 361203at33208        -            388     0.012   11.8   0.2   1   2     0.042      0.97    5.5   0.0   159   188     8    37     2    40 0.69 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 361203at33208        -            388     0.012   11.8   0.2   2   2      0.18       4.3    3.4   0.0   238   267   105   136    92   137 0.84 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 361203at33208        -            388     0.018   11.2   0.0   1   2       8.2   1.9e+02   -2.0   0.0    81    95   116   130   112   134 0.72 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 361203at33208        -            388     0.018   11.2   0.0   2   2    0.0025     0.058    9.6   0.0   237   266   141   171   135   177 0.90 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 361203at33208        -            388     0.019   11.2   0.1   1   2      0.01      0.24    7.6   0.0   233   269     3    39     1    76 0.85 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 361203at33208        -            388     0.019   11.2   0.1   2   2      0.82        19    1.3   0.0   233   267   154   188   127   195 0.70 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-     -            191 361203at33208        -            388     0.021   11.0   1.1   1   3      0.22       5.2    3.2   0.0   104   122    57    75    43    88 0.72 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-     -            191 361203at33208        -            388     0.021   11.0   1.1   2   3       2.7        62   -0.4   0.1   107   123   129   145   118   157 0.75 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-     -            191 361203at33208        -            388     0.021   11.0   1.1   3   3     0.067       1.6    4.9   0.1    76    98   167   189   149   191 0.81 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+ -            131 361203at33208        -            388     0.027   10.7   0.2   1   2       7.5   1.8e+02   -1.9   0.0   255   268    16    29     3    50 0.78 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+ -            131 361203at33208        -            388     0.027   10.7   0.2   2   2    0.0027     0.063    9.5   0.1    81   122    73   127    68   130 0.70 -
414579at33208_8022_0:004e1f|TRINITY_DN82725_c2_g1_i6:2392-2649|+    -             86 361203at33208        -            388     0.031   10.5   0.1   1   2      0.77        18    1.4   0.1   289   307    18    36     1    46 0.57 -
414579at33208_8022_0:004e1f|TRINITY_DN82725_c2_g1_i6:2392-2649|+    -             86 361203at33208        -            388     0.031   10.5   0.1   2   2    0.0098      0.23    7.6   0.0    63    95    46    77    40    82 0.85 -
267439at33208_29031_0:000f6a|TRINITY_DN82757_c9_g2_i2:568-771|-     -             68 361203at33208        -            388     0.033   10.4   0.2   1   2    0.0044       0.1    8.8   0.1   238   268     3    32     1    39 0.83 -
267439at33208_29031_0:000f6a|TRINITY_DN82757_c9_g2_i2:568-771|-     -             68 361203at33208        -            388     0.033   10.4   0.2   2   2         2        47   -0.0   0.0    62   250    47    61    34    68 0.59 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/361203at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/361203at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/361203at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:26 2026
# [ok]
