#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-     -            312 361100at33208        -            270  4.2e-131  433.6   5.5   1   1  4.2e-132    9e-131  432.5   5.5     1   270    10   312    10   312 0.92 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+        -            212 361100at33208        -            270   4.1e-06   23.7   0.0   2   2   2.7e-06   5.7e-05   20.0   0.0     2   107    71   181    70   196 0.81 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+      -            137 361100at33208        -            270   5.6e-06   23.3   4.0   1   3   0.00011    0.0025   14.6   0.9   186   228     7    49     1    62 0.80 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+      -            137 361100at33208        -            270   5.6e-06   23.3   4.0   2   3      0.37       7.9    3.1   0.2   200   216    68    84    50    97 0.83 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+      -            137 361100at33208        -            270   5.6e-06   23.3   4.0   3   3     0.042       0.9    6.2   0.0   178   215    98   137    84   137 0.77 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-      -            316 361100at33208        -            270   7.9e-06   22.8   0.0   1   3      0.44       9.5    2.8   0.1    80   142    47   112    20   124 0.72 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-      -            316 361100at33208        -            270   7.9e-06   22.8   0.0   2   3   0.00013    0.0029   14.4   0.0    35   108   181   254   136   272 0.77 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-      -            316 361100at33208        -            270   7.9e-06   22.8   0.0   3   3     0.016      0.34    7.6   0.0    38   122   228   313   220   315 0.88 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i2:3448-4131|+   -            228 361100at33208        -            270   9.3e-06   22.6   0.0   1   3    0.0093       0.2    8.3   0.0   233   266    21    56    13    60 0.88 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i2:3448-4131|+   -            228 361100at33208        -            270   9.3e-06   22.6   0.0   2   3     0.011      0.24    8.1   0.0    87   150    73   136    57   148 0.78 -
414579at33208_400682_0:00168e|TRINITY_DN83196_c10_g1_i2:3448-4131|+   -            228 361100at33208        -            270   9.3e-06   22.6   0.0   3   3      0.43       9.2    2.9   0.0    16    68   169   221   155   227 0.75 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-      -             43 361100at33208        -            270   1.6e-05   21.8   0.0   1   1   7.5e-07   1.6e-05   21.8   0.0    75   109     8    42     2    43 0.88 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 361100at33208        -            270   2.2e-05   21.3   6.3   1   5    0.0014     0.029   11.1   0.2   181   221    39    80    34    89 0.85 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 361100at33208        -            270   2.2e-05   21.3   6.3   2   5      0.16       3.5    4.3   0.0    86   103   102   119    81   128 0.82 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 361100at33208        -            270   2.2e-05   21.3   6.3   3   5      0.18       3.9    4.1   0.0   181   218   125   163   121   168 0.77 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 361100at33208        -            270   2.2e-05   21.3   6.3   4   5       7.4   1.6e+02   -1.2   0.0   241   268   203   231   192   233 0.73 -
357580at33208_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+     -            268 361100at33208        -            270   2.2e-05   21.3   6.3   5   5       1.2        25    1.5   0.1   201   217   242   258   212   264 0.73 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 361100at33208        -            270   2.2e-05   21.3   0.4   1   3     0.011      0.23    8.1   0.1    42   119    70   157    42   171 0.61 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 361100at33208        -            270   2.2e-05   21.3   0.4   2   3      0.11       2.3    4.8   0.0     9    48   127   170   119   185 0.68 -
357580at33208_6958_0:0008fd|TRINITY_DN74606_c10_g1_i7:477-1911|-      -            307 361100at33208        -            270   2.2e-05   21.3   0.4   3   3    0.0043     0.092    9.4   0.0   177   218   218   260   207   264 0.85 -
380583at33208_54969_0:003ca4|TRINITY_DN77863_c11_g1_i3:383-1189|-     -            269 361100at33208        -            270   3.9e-05   20.5   1.5   1   3     0.003     0.064   10.0   0.0    23   129     6   118     1   134 0.76 -
380583at33208_54969_0:003ca4|TRINITY_DN77863_c11_g1_i3:383-1189|-     -            269 361100at33208        -            270   3.9e-05   20.5   1.5   2   3      0.08       1.7    5.3   0.7   182   217   189   225   182   259 0.78 -
380583at33208_54969_0:003ca4|TRINITY_DN77863_c11_g1_i3:383-1189|-     -            269 361100at33208        -            270   3.9e-05   20.5   1.5   3   3      0.65        14    2.3   0.1   191   215   242   267   237   269 0.81 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+    -            380 361100at33208        -            270   4.3e-05   20.4   3.2   1   2    0.0006     0.013   12.2   0.0    43   104   199   260   193   266 0.81 -
409006at33208_294128_0:0021a6|TRINITY_DN90607_c6_g1_i9:1809-2948|+    -            380 361100at33208        -            270   4.3e-05   20.4   3.2   2   2     0.018      0.38    7.4   0.5   215   244   266   296   260   307 0.85 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+      -            186 361100at33208        -            270   6.5e-05   19.8   0.1   1   2   1.6e-05   0.00033   17.4   0.0    55   112    43   101     1   121 0.74 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+      -            186 361100at33208        -            270   6.5e-05   19.8   0.1   2   2       2.2        48    0.5   0.0    68   100   152   185   110   186 0.60 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-    -            289 361100at33208        -            270   6.5e-05   19.8   0.8   1   4       0.4       8.6    3.0   0.0   128   143     2    17     1    19 0.84 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-    -            289 361100at33208        -            270   6.5e-05   19.8   0.8   2   4      0.15       3.2    4.4   0.0    31   121   127   216    88   220 0.74 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-    -            289 361100at33208        -            270   6.5e-05   19.8   0.8   3   4      0.78        17    2.0   0.0     2    36   223   258   222   263 0.77 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-    -            289 361100at33208        -            270   6.5e-05   19.8   0.8   4   4      0.33       7.2    3.2   0.0     2    16   272   286   271   289 0.91 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-      -            196 361100at33208        -            270   8.2e-05   19.4   0.3   1   1   7.2e-06   0.00015   18.5   0.3    27   148    33   164     4   175 0.60 -
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-       -            156 361100at33208        -            270   8.3e-05   19.4   0.0   1   1   9.7e-06   0.00021   18.1   0.0     3    56    22    75    20    82 0.94 -
399439at33208_294128_0:002695|TRINITY_DN89960_c7_g3_i3:953-2008|-     -            352 361100at33208        -            270   8.5e-05   19.4   0.1   1   3   0.00071     0.015   12.0   0.0   127   244     9   127     3   155 0.75 -
399439at33208_294128_0:002695|TRINITY_DN89960_c7_g3_i3:953-2008|-     -            352 361100at33208        -            270   8.5e-05   19.4   0.1   2   3      0.15       3.1    4.4   0.0   198   216   158   176   135   181 0.78 -
399439at33208_294128_0:002695|TRINITY_DN89960_c7_g3_i3:953-2008|-     -            352 361100at33208        -            270   8.5e-05   19.4   0.1   3   3      0.24       5.1    3.7   0.0     3    27   162   186   160   192 0.74 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-      -            278 361100at33208        -            270   9.5e-05   19.2   0.7   1   3    0.0024      0.05   10.3   0.0    93   146    35    93    30   112 0.78 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-      -            278 361100at33208        -            270   9.5e-05   19.2   0.7   2   3       8.8   1.9e+02   -1.4   0.0   184   216   105   137   100   142 0.75 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-      -            278 361100at33208        -            270   9.5e-05   19.2   0.7   3   3     0.067       1.4    5.5   0.3   199   238   219   267   215   278 0.65 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-        -            214 361100at33208        -            270   9.9e-05   19.2   0.2   1   2      0.37         8    3.1   0.0    60    98    82   120     8   137 0.60 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-        -            214 361100at33208        -            270   9.9e-05   19.2   0.2   2   2   0.00081     0.017   11.8   0.0    65   102   169   206   141   211 0.83 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-    -            452 361100at33208        -            270   0.00011   19.0   0.0   1   2   8.4e-05    0.0018   15.0   0.0   190   236   198   253   185   271 0.51 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-    -            452 361100at33208        -            270   0.00011   19.0   0.0   2   2      0.33         7    3.3   0.0   182   223   232   274   224   285 0.72 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+      -            273 361100at33208        -            270   0.00013   18.8   0.0   1   2   3.1e-05   0.00067   16.5   0.0     2   112    19   133    18   149 0.77 -
357580at33208_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+      -            273 361100at33208        -            270   0.00013   18.8   0.0   2   2       8.4   1.8e+02   -1.3   0.0    89   105   165   181   152   187 0.80 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i1:506-1105|+    -            200 361100at33208        -            270   0.00018   18.3   0.0   1   2    0.0019     0.041   10.6   0.0    53   134    19   100     9   143 0.88 -
414579at33208_1608454_0:0055f3|TRINITY_DN88444_c9_g1_i1:506-1105|+    -            200 361100at33208        -            270   0.00018   18.3   0.0   2   2      0.32       6.8    3.3   0.0    11    44   161   194   154   198 0.87 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+    -            214 361100at33208        -            270   0.00021   18.1   0.0   1   2    0.0053      0.11    9.2   0.0    46   113    38   108    33   174 0.59 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+    -            214 361100at33208        -            270   0.00021   18.1   0.0   2   2      0.44       9.5    2.8   0.0    88   263   179   208   173   213 0.55 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+       -            285 361100at33208        -            270   0.00029   17.6   0.2   1   2    0.0055      0.12    9.1   0.0    75   124    40    89     8   203 0.53 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+       -            285 361100at33208        -            270   0.00029   17.6   0.2   2   2      0.32       6.9    3.3   0.0   222   242   222   243   200   264 0.62 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-       -            191 361100at33208        -            270   0.00029   17.6   2.3   1   2    0.0019      0.04   10.6   0.0   182   216    42    76    38    80 0.89 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-       -            191 361100at33208        -            270   0.00029   17.6   2.3   2   2     0.076       1.6    5.3   1.2   209   247   148   187   123   191 0.56 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+    -           1204 361100at33208        -            270    0.0003   17.6   1.9   1   3    0.0024     0.052   10.2   0.0    33   103    22    90    10   117 0.79 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+    -           1204 361100at33208        -            270    0.0003   17.6   1.9   2   3      0.19         4    4.1   0.0   212   241   260   289   235   299 0.79 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+    -           1204 361100at33208        -            270    0.0003   17.6   1.9   3   3       8.9   1.9e+02   -1.4   0.0   110   144   458   494   443   512 0.75 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+      -            202 361100at33208        -            270   0.00031   17.5   0.0   1   3     0.025      0.53    7.0   0.0     3    23    21    41    19    51 0.63 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+      -            202 361100at33208        -            270   0.00031   17.5   0.0   2   3     0.026      0.56    6.9   0.0   223   263    51    93    43   100 0.46 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+      -            202 361100at33208        -            270   0.00031   17.5   0.0   3   3       4.3        91   -0.4   0.0    83   139   122   179   116   197 0.76 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-       -            117 361100at33208        -            270   0.00042   17.1   0.0   1   2      0.96        21    1.7   0.0   193   220     8    36     1    47 0.69 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-       -            117 361100at33208        -            270   0.00042   17.1   0.0   2   2   0.00026    0.0056   13.4   0.0     2    36    61    95    60   108 0.92 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-    -            179 361100at33208        -            270   0.00046   17.0   0.0   1   1   0.00011    0.0024   14.7   0.0    31   107    66   141    48   179 0.66 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+     -             51 361100at33208        -            270   0.00047   17.0   0.1   1   1   2.2e-05   0.00047   17.0   0.1    68   111     5    49     2    51 0.72 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+     -            212 361100at33208        -            270   0.00052   16.8   1.1   1   2       2.4        50    0.5   0.0    54    81    31    57     1    96 0.56 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+     -            212 361100at33208        -            270   0.00052   16.8   1.1   2   2   0.00029    0.0063   13.3   0.2    42   117   112   189   100   212 0.48 -
111730at33208_176946_0:001a89|TRINITY_DN78597_c13_g5_i1:7-555|-       -            183 361100at33208        -            270   0.00062   16.6   0.0   1   2       8.9   1.9e+02   -1.4   0.0    87   117    28    58    15    78 0.70 -
111730at33208_176946_0:001a89|TRINITY_DN78597_c13_g5_i1:7-555|-       -            183 361100at33208        -            270   0.00062   16.6   0.0   2   2   8.7e-05    0.0019   15.0   0.0   181   219   100   138    83   169 0.77 -
361100at33208_43041_0:00161d|TRINITY_DN90147_c3_g1_i3:2899-3504|-     -            202 361100at33208        -            270   0.00069   16.4   0.0   1   2       2.3        48    0.5   0.0     2    27    23    48    22    54 0.89 -
361100at33208_43041_0:00161d|TRINITY_DN90147_c3_g1_i3:2899-3504|-     -            202 361100at33208        -            270   0.00069   16.4   0.0   2   2   0.00062     0.013   12.2   0.0    82   189    66   201    53   202 0.58 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+      -            264 361100at33208        -            270    0.0015   15.3   0.0   1   1   0.00031    0.0066   13.2   0.0     3   111   138   252   136   259 0.77 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 361100at33208        -            270    0.0016   15.2   0.3   1   3       1.5        32    1.1   0.0    84   103     8    27     1    38 0.63 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 361100at33208        -            270    0.0016   15.2   0.3   2   3      0.13       2.8    4.6   0.0    75   138    53   120    36   127 0.50 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+     -            170 361100at33208        -            270    0.0016   15.2   0.3   3   3     0.042       0.9    6.2   0.1    72   100   141   169   128   170 0.82 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 361100at33208        -            270    0.0017   15.1   0.0   1   2     0.042       0.9    6.2   0.0    75   105    11    41     2    61 0.73 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-     -             95 361100at33208        -            270    0.0017   15.1   0.0   2   2     0.015      0.32    7.7   0.0   181   216    60    95    50    95 0.92 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+    -            317 361100at33208        -            270    0.0019   15.0   0.1   1   5      0.48        10    2.7   0.0    74   106    11    43     2    57 0.75 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+    -            317 361100at33208        -            270    0.0019   15.0   0.1   2   5      0.16       3.5    4.3   0.0     3   110    24   138    22   159 0.71 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+    -            317 361100at33208        -            270    0.0019   15.0   0.1   3   5      0.13       2.8    4.6   0.0     9   103    75   179    68   238 0.68 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+    -            317 361100at33208        -            270    0.0019   15.0   0.1   4   5      0.16       3.5    4.3   0.0    42   154   162   290   152   299 0.60 -
414579at33208_1608454_0:0055f3|TRINITY_DN87111_c8_g1_i2:933-1883|+    -            317 361100at33208        -            270    0.0019   15.0   0.1   5   5         3        63    0.1   0.0     2    15   304   317   303   317 0.94 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+      -            243 361100at33208        -            270    0.0026   14.5   0.0   1   1    0.0004    0.0085   12.8   0.0    69   154    25   120    10   140 0.74 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i10:4024-4638|+ -            205 361100at33208        -            270    0.0026   14.5   0.0   1   3       0.1       2.2    4.9   0.0   193   263     2    40     1    48 0.53 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i10:4024-4638|+ -            205 361100at33208        -            270    0.0026   14.5   0.0   2   3      0.11       2.3    4.9   0.1   199   257    50   115    45   123 0.65 -
197652at33208_1629725_0:002235|TRINITY_DN89483_c12_g1_i10:4024-4638|+ -            205 361100at33208        -            270    0.0026   14.5   0.0   3   3       1.7        36    0.9   0.0    95   115   175   195   139   204 0.58 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+     -            228 361100at33208        -            270    0.0026   14.5   0.2   1   3      0.03      0.63    6.7   0.0   198   220    18    40     4    49 0.88 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+     -            228 361100at33208        -            270    0.0026   14.5   0.2   2   3     0.039      0.84    6.3   0.2   198   221    18    41    18   110 0.85 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+     -            228 361100at33208        -            270    0.0026   14.5   0.2   3   3      0.28       5.9    3.5   0.0    45   143   120   224   103   228 0.59 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 361100at33208        -            270    0.0036   14.1   0.1   1   3      0.08       1.7    5.3   0.0   195   220    18    43     4    50 0.82 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 361100at33208        -            270    0.0036   14.1   0.1   2   3       0.1       2.2    4.9   0.0   227   269    65   113    52   114 0.74 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-      -            203 361100at33208        -            270    0.0036   14.1   0.1   3   3       4.1        88   -0.3   0.1   219   243   160   184   127   195 0.65 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-    -            182 361100at33208        -            270    0.0059   13.4   0.0   1   1   0.00051     0.011   12.5   0.0     2    45   116   160   115   174 0.85 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+     -            203 361100at33208        -            270    0.0083   12.9   0.0   1   2     0.016      0.34    7.6   0.0    75   138     8    75     3    82 0.71 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+     -            203 361100at33208        -            270    0.0083   12.9   0.0   2   2      0.26       5.5    3.6   0.0    38   103    99   165    71   201 0.74 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-    -            606 361100at33208        -            270     0.012   12.3   0.1   1   1    0.0013     0.027   11.2   0.1    24   140    45   168    39   194 0.78 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+      -            135 361100at33208        -            270     0.013   12.3   0.3   1   2     0.012      0.25    8.0   0.0   179   215    50    87    34    93 0.78 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+      -            135 361100at33208        -            270     0.013   12.3   0.3   2   2      0.74        16    2.1   0.0   197   215   116   134    97   135 0.84 -
111746at33208_7668_0:001ea2|TRINITY_DN93543_c3_g1_i10:5631-5807|+     -             59 361100at33208        -            270     0.014   12.2   0.0   1   1   0.00072     0.015   12.0   0.0   180   217     5    42     2    49 0.78 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 361100at33208        -            270     0.017   11.8   0.3   1   4      0.18         4    4.1   0.1   197   218    12    33     1    49 0.65 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 361100at33208        -            270     0.017   11.8   0.3   2   4      0.18       3.9    4.1   0.1     2    31    16    48    15   128 0.73 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 361100at33208        -            270     0.017   11.8   0.3   3   4       0.3       6.4    3.4   0.0     3    70   160   228   147   273 0.72 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+      -            440 361100at33208        -            270     0.017   11.8   0.3   4   4       7.5   1.6e+02   -1.2   0.0    85   101   317   336   290   376 0.55 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+   -            131 361100at33208        -            270     0.018   11.7   0.4   1   2      0.14       2.9    4.5   0.0     3    24    16    37    10    43 0.79 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+   -            131 361100at33208        -            270     0.018   11.7   0.4   2   2      0.06       1.3    5.7   0.1     2    32    73   103    72   125 0.82 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+      -            311 361100at33208        -            270      0.02   11.6   0.0   1   1    0.0036     0.076    9.7   0.0    71   122   135   191   120   229 0.67 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/361100at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/361100at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/361100at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:25 2026
# [ok]
