#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
537718at33208_6669_0:00507f|TRINITY_DN85821_c14_g1_i1:201-1097|+    -            299 537718at33208        -            243   3.1e-65  217.4   3.0   1   1   5.3e-66   1.2e-64  215.5   3.0     1   242     1   298     1   299 0.84 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 537718at33208        -            243   2.3e-05   21.3   0.0   1   3      0.02      0.45    7.3   0.0    37    88     9    66     1    75 0.74 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 537718at33208        -            243   2.3e-05   21.3   0.0   2   3     0.005      0.11    9.3   0.0    36    93    54   124    44   133 0.79 -
414579at33208_6958_0:002d5d|TRINITY_DN89543_c6_g1_i3:198-839|-      -            214 537718at33208        -            243   2.3e-05   21.3   0.0   3   3      0.22       5.1    3.9   0.0    18    88   166   202   149   211 0.54 -
470197at33208_136037_0:001083|TRINITY_DN83055_c5_g1_i4:96-1499|+    -            468 537718at33208        -            243   2.4e-05   21.3   0.0   1   1   2.5e-06   5.8e-05   20.0   0.0    37   166   161   314   148   350 0.67 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 537718at33208        -            243   2.6e-05   21.2   0.2   1   2   2.8e-05   0.00064   16.6   0.1    25   138    22   152    12   166 0.70 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 537718at33208        -            243   2.6e-05   21.2   0.2   2   2       1.2        27    1.5   0.0    37    51   179   193   162   263 0.76 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 537718at33208        -            243   2.7e-05   21.1   0.0   1   3   0.00015    0.0035   14.2   0.0    36    88    41   102    25   103 0.78 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 537718at33208        -            243   2.7e-05   21.1   0.0   2   3      0.01      0.24    8.2   0.0   117   163    93   139    88   148 0.85 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 537718at33208        -            243   2.7e-05   21.1   0.0   3   3       9.1   2.1e+02   -1.4   0.0   209   229   180   200   171   207 0.79 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 537718at33208        -            243   2.9e-05   21.1   0.4   1   3      0.18       4.1    4.2   0.1   113   137    14    38     4   134 0.67 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 537718at33208        -            243   2.9e-05   21.1   0.4   2   3    0.0019     0.043   10.6   0.0    38    92   160   216   142   222 0.88 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 537718at33208        -            243   2.9e-05   21.1   0.4   3   3       2.1        48    0.7   0.0   100   133   302   339   295   390 0.60 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 537718at33208        -            243     3e-05   21.0   0.0   1   3       6.5   1.5e+02   -1.0   0.0   104   126     5    27     3    31 0.70 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 537718at33208        -            243     3e-05   21.0   0.0   2   3   7.7e-06   0.00018   18.5   0.0    24    76    53   116    41   140 0.73 -
266808at33208_378494_0:0019ed|TRINITY_DN88294_c4_g1_i9:2014-2472|+  -            153 537718at33208        -            243     3e-05   21.0   0.0   3   3       4.6   1.1e+02   -0.4   0.0    37    66   122   152   116   153 0.79 -
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 537718at33208        -            243   3.3e-05   20.8   0.0   1   1   6.3e-06   0.00014   18.7   0.0    38   128    79   176    75   178 0.44 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-     -            117 537718at33208        -            243   3.8e-05   20.7   0.1   1   1   1.9e-06   4.3e-05   20.5   0.1    36   100    16    86     1   114 0.76 -
448514at33208_441894_0:001fa2|TRINITY_DN84398_c2_g1_i4:1503-1784|+  -             94 537718at33208        -            243   3.9e-05   20.6   0.1   1   1   2.7e-06   6.2e-05   20.0   0.1    57   125    12    86     6    94 0.50 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 537718at33208        -            243   4.3e-05   20.5   0.0   1   2    0.0035      0.08    9.8   0.0   104   135     9    40     3    45 0.87 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 537718at33208        -            243   4.3e-05   20.5   0.0   2   2     0.019      0.43    7.4   0.0   100   134    46    81    40    91 0.73 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 537718at33208        -            243   4.6e-05   20.4   0.3   1   2      0.13         3    4.6   0.0    35    57     8    30     1    63 0.76 -
197652at33208_48498_0:000128|TRINITY_DN89994_c8_g2_i2:1299-1808|+   -            170 537718at33208        -            243   4.6e-05   20.4   0.3   2   2   0.00044      0.01   12.7   0.4    34   129    63   169    42   170 0.79 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i8:762-986|-    -             75 537718at33208        -            243   7.8e-05   19.6   0.0   1   1   6.3e-06   0.00015   18.7   0.0    30    88     6    74     1    75 0.77 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 537718at33208        -            243    0.0001   19.2   0.0   1   1   6.4e-06   0.00015   18.7   0.0    35   131    32   137    16   143 0.81 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 537718at33208        -            243   0.00013   18.9   0.1   1   3      0.25       5.7    3.7   0.0    35    54   135   154    87   162 0.77 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 537718at33208        -            243   0.00013   18.9   0.1   2   3     0.047       1.1    6.1   0.0    35    70   135   170   125   173 0.83 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 537718at33208        -            243   0.00013   18.9   0.1   3   3    0.0032     0.073    9.9   0.0    34    93   182   244   177   256 0.86 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 537718at33208        -            243   0.00022   18.2   0.0   1   2   0.00011    0.0026   14.6   0.0    37    97     9    72     3    98 0.59 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 537718at33208        -            243   0.00022   18.2   0.0   2   2       1.6        36    1.1   0.0   137   169   167   199   136   208 0.59 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-   -             84 537718at33208        -            243   0.00034   17.5   0.0   1   1   1.5e-05   0.00035   17.5   0.0    87   140     2    58     1    77 0.89 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 537718at33208        -            243   0.00039   17.3   0.0   1   2      0.46        11    2.8   0.0   108   130   202   224   181   229 0.73 -
356175at33208_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 537718at33208        -            243   0.00039   17.3   0.0   2   2   6.9e-05    0.0016   15.3   0.0    76   141   208   278   198   296 0.80 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 537718at33208        -            243   0.00042   17.2   0.3   1   2   0.00046     0.011   12.6   0.1    38   103    33   103     6   126 0.81 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 537718at33208        -            243   0.00042   17.2   0.3   2   2      0.45        10    2.8   0.0    37    51   171   185   144   186 0.59 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 537718at33208        -            243   0.00042   17.2   0.2   1   2      0.91        21    1.8   0.0   213   228    20    35    18    43 0.84 -
365323at33208_10020_0:0021f6|TRINITY_DN82317_c5_g2_i8:369-1073|+    -            235 537718at33208        -            243   0.00042   17.2   0.2   2   2    0.0005     0.011   12.5   0.1    33   102    65   139    42   163 0.70 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 537718at33208        -            243   0.00062   16.7   0.1   1   2     0.024      0.54    7.0   0.0    58    99     3    47     1    50 0.84 -
365323at33208_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 537718at33208        -            243   0.00062   16.7   0.1   2   2     0.032      0.73    6.6   0.0    36    89   131   187   104   194 0.81 -
267439at33208_29031_0:000f6a|TRINITY_DN82757_c9_g2_i2:568-771|-     -             68 537718at33208        -            243    0.0007   16.5   0.0   1   1   3.1e-05   0.00072   16.5   0.0    27    74     4    60     1    68 0.73 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 537718at33208        -            243   0.00088   16.2   0.0   1   3     0.006      0.14    9.0   0.0    98   157   176   245   169   265 0.75 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 537718at33208        -            243   0.00088   16.2   0.0   2   3       9.5   2.2e+02   -1.5   0.0   212   228   342   358   328   372 0.68 -
177718at33208_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 537718at33208        -            243   0.00088   16.2   0.0   3   3      0.57        13    2.5   0.1    39    61   392   414   381   495 0.60 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 537718at33208        -            243     0.001   16.0   0.3   1   4       3.9        90   -0.2   0.0    38    59    19    40    15    78 0.63 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 537718at33208        -            243     0.001   16.0   0.3   2   4      0.74        17    2.1   0.0    36    73   166   203   160   210 0.84 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 537718at33208        -            243     0.001   16.0   0.3   3   4      0.53        12    2.6   0.1    34    58   211   235   186   247 0.78 -
433216at33208_7038_0:001085|TRINITY_DN81296_c10_g1_i2:2764-3735|-   -            324 537718at33208        -            243     0.001   16.0   0.3   4   4     0.096       2.2    5.0   0.0    37    74   268   305   250   323 0.81 -
458807at33208_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 537718at33208        -            243     0.001   16.0   0.0   1   1   6.1e-05    0.0014   15.5   0.0    37    91   116   173   112   181 0.86 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 537718at33208        -            243    0.0013   15.7   0.1   1   2      0.82        19    2.0   0.0    36    56   136   156   126   163 0.87 -
581717at33208_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 537718at33208        -            243    0.0013   15.7   0.1   2   2     0.005      0.11    9.3   0.0   103   142   265   304   254   308 0.89 -
327301at33208_57068_0:00114f|TRINITY_DN93656_c5_g4_i7:173-481|+     -            103 537718at33208        -            243    0.0015   15.4   0.0   1   1   7.8e-05    0.0018   15.2   0.0    38   116    15    99    10   103 0.83 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 537718at33208        -            243    0.0023   14.8   0.0   1   3       7.1   1.6e+02   -1.1   0.0   212   228    18    34     6    51 0.62 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 537718at33208        -            243    0.0023   14.8   0.0   2   3       8.3   1.9e+02   -1.3   0.0    38    53    20    35    17    82 0.63 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 537718at33208        -            243    0.0023   14.8   0.0   3   3   0.00051     0.012   12.5   0.0    42    89   130   177   118   186 0.87 -
399439at33208_294128_0:002695|TRINITY_DN89960_c7_g3_i3:953-2008|-   -            352 537718at33208        -            243    0.0025   14.7   0.1   1   2       3.5        81   -0.1   0.0    77   106     7    36     3    62 0.53 -
399439at33208_294128_0:002695|TRINITY_DN89960_c7_g3_i3:953-2008|-   -            352 537718at33208        -            243    0.0025   14.7   0.1   2   2     0.001     0.024   11.5   0.0    76   138   116   184    91   213 0.63 -
357580at33208_7038_0:000004|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 537718at33208        -            243    0.0039   14.0   0.1   1   1   0.00049     0.011   12.6   0.1    37   134    21   132    19   141 0.76 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+   -            181 537718at33208        -            243    0.0039   14.0   0.0   1   2       1.6        36    1.1   0.0   154   196    15    61     1    77 0.53 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+   -            181 537718at33208        -            243    0.0039   14.0   0.0   2   2    0.0014     0.033   11.0   0.0   104   130   125   151    83   179 0.72 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 537718at33208        -            243    0.0058   13.5   0.0   1   1   0.00083     0.019   11.8   0.0    35    85   139   194   124   196 0.81 -
551620at33208_400682_0:003b1f|TRINITY_DN78389_c9_g2_i2:319-762|+    -            148 537718at33208        -            243    0.0085   13.0   0.1   1   1   0.00048     0.011   12.6   0.1    47   110     3    68     1    72 0.81 -
111730at33208_176946_0:001a89|TRINITY_DN78597_c13_g5_i1:7-555|-     -            183 537718at33208        -            243     0.018   11.8   0.0   1   2      0.01      0.24    8.2   0.0   116   141    28    53     2    70 0.81 -
111730at33208_176946_0:001a89|TRINITY_DN78597_c13_g5_i1:7-555|-     -            183 537718at33208        -            243     0.018   11.8   0.0   2   2      0.93        21    1.8   0.0   214   227   121   134    79   144 0.88 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 537718at33208        -            243     0.033   11.0   0.0   1   1     0.015      0.35    7.7   0.0    35    87   130   184   127   190 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/537718at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/537718at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/537718at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:26 2026
# [ok]
