#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 449139at33208        -            321  3.7e-158  523.1   1.0   1   1    2e-159  5.3e-158  522.6   1.0     6   320    68   415    65   415 0.91 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 449139at33208        -            321    0.0016   15.0   0.5   3   3      0.23       6.3    3.2   0.0   104   140   220   255   206   262 0.75 -
398013at33208_6850_0:003fd3|TRINITY_DN75538_c8_g1_i1:285-560|-      -             92 449139at33208        -            321    0.0018   14.9   0.1   1   1   7.8e-05    0.0021   14.6   0.1    89   129    51    90    44    92 0.80 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 449139at33208        -            321    0.0025   14.4   0.4   1   2      0.19       5.2    3.5   0.1    96   174   116   194    56   197 0.75 -
304388at33208_48498_0:001761|TRINITY_DN88016_c0_g6_i1:100-951|+     -            284 449139at33208        -            321    0.0025   14.4   0.4   2   2    0.0016     0.044   10.3   0.2    11   126   163   283   155   284 0.72 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-   -            178 449139at33208        -            321    0.0029   14.2   0.0   1   2     0.001     0.028   11.0   0.0    67   130    14    77     6    84 0.91 -
414579at33208_10228_0:002659|TRINITY_DN90496_c0_g1_i6:1386-1919|-   -            178 449139at33208        -            321    0.0029   14.2   0.0   2   2         1        27    1.1   0.0   294   316   150   172   129   176 0.75 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 449139at33208        -            321    0.0035   13.9   2.7   1   3     0.026      0.71    6.3   0.0   141   174     7    40     2    56 0.86 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 449139at33208        -            321    0.0035   13.9   2.7   2   3       1.2        34    0.8   0.4   195   224    90   119    43   129 0.76 -
235430at33208_6087_0:002c27|TRINITY_DN89883_c1_g1_i8:2302-3219|+    -            306 449139at33208        -            321    0.0035   13.9   2.7   3   3      0.29       7.8    2.9   0.1   197   223   240   265   148   278 0.72 -
472352at33208_378494_0:003283|TRINITY_DN75137_c7_g5_i1:800-1183|-   -            128 449139at33208        -            321    0.0035   13.9   0.0   1   1   0.00016    0.0044   13.6   0.0    65   127     6    69     2    80 0.88 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 449139at33208        -            321    0.0078   12.8   1.3   1   3      0.18       4.8    3.6   0.1   195   226    47    79    30    84 0.81 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 449139at33208        -            321    0.0078   12.8   1.3   2   3     0.036      0.97    5.9   0.1    89   133    85   128    81   133 0.82 -
153034at33208_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 449139at33208        -            321    0.0078   12.8   1.3   3   3       4.2   1.1e+02   -0.9   0.0    24    54   251   282   235   296 0.81 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 449139at33208        -            321     0.013   12.1   0.1   1   2      0.48        13    2.2   0.0    76   133    43   102    33   130 0.63 -
414579at33208_156304_0:00194e|TRINITY_DN75389_c16_g1_i4:723-1364|+  -            214 449139at33208        -            321     0.013   12.1   0.1   2   2    0.0098      0.26    7.7   0.0    73   149   140   211   130   214 0.71 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 449139at33208        -            321      0.02   11.4   0.0   1   2       0.1       2.8    4.4   0.0   259   282    19    42     8    71 0.82 -
447320at33208_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 449139at33208        -            321      0.02   11.4   0.0   2   2     0.071       1.9    4.9   0.0   193   234   148   189   129   205 0.78 -
111730at33208_176946_0:001a89|TRINITY_DN78597_c13_g5_i1:7-555|-     -            183 449139at33208        -            321     0.022   11.3   0.1   1   2       1.7        45    0.4   0.0   154   172    24    42     9    54 0.62 -
111730at33208_176946_0:001a89|TRINITY_DN78597_c13_g5_i1:7-555|-     -            183 449139at33208        -            321     0.022   11.3   0.1   2   2    0.0056      0.15    8.5   0.0   139   177   102   140    99   156 0.89 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 449139at33208        -            321     0.031   10.8   0.0   1   1    0.0053      0.14    8.6   0.0    94   168   114   185    99   194 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/449139at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/449139at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/449139at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:26 2026
# [ok]
