#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
448514at33208_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 448514at33208        -            271   2.6e-44  149.0   0.1   1   1   1.5e-45   3.2e-44  148.7   0.1     3    98    79   179    77   179 0.93 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 448514at33208        -            271   1.4e-06   25.3   1.3   1   4       1.3        29    1.3   0.0    44    62    25    43    22    49 0.76 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 448514at33208        -            271   1.4e-06   25.3   1.3   2   4    0.0046       0.1    9.3   0.0    27    58    56    88    38    96 0.78 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 448514at33208        -            271   1.4e-06   25.3   1.3   3   4     0.016      0.35    7.6   0.1    42    80   132   170   107   194 0.73 -
365323at33208_29029_0:0017a1|TRINITY_DN80667_c15_g1_i2:152-889|+    -            246 448514at33208        -            271   1.4e-06   25.3   1.3   4   4      0.34       7.4    3.2   0.0   200   220   225   245   204   246 0.78 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 448514at33208        -            271   1.8e-06   24.9   0.2   1   2   8.7e-07   1.9e-05   21.6   0.1    40   143    85   189    77   217 0.66 -
414579at33208_7038_0:000196|TRINITY_DN93328_c6_g1_i6:2964-3767|-    -            268 448514at33208        -            271   1.8e-06   24.9   0.2   2   2      0.91        20    1.8   0.0   193   231   199   236   164   248 0.74 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+    -            120 448514at33208        -            271     2e-06   24.8   0.3   1   2   7.5e-05    0.0016   15.2   0.0    29    98     7    80     3    86 0.76 -
414579at33208_9974_0:005197|TRINITY_DN79765_c9_g1_i4:1514-1873|+    -            120 448514at33208        -            271     2e-06   24.8   0.3   2   2     0.011      0.25    8.1   0.1    28    57    90   120    76   120 0.84 -
439736at33208_215358_0:002c52|TRINITY_DN83891_c8_g7_i1:372-1133|-   -            254 448514at33208        -            271   4.3e-06   23.7   0.3   1   2    0.0084      0.18    8.5   0.0    18    65   111   162   101   166 0.82 -
439736at33208_215358_0:002c52|TRINITY_DN83891_c8_g7_i1:372-1133|-   -            254 448514at33208        -            271   4.3e-06   23.7   0.3   2   2   0.00046      0.01   12.6   0.1     4    64   188   251   185   253 0.72 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 448514at33208        -            271     7e-06   23.0   2.2   1   2      0.33       7.2    3.3   0.0    81   102    33    54    29    67 0.79 -
357580at33208_307959_0:0054da|TRINITY_DN80445_c11_g1_i4:422-853|-   -            144 448514at33208        -            271     7e-06   23.0   2.2   2   2   5.8e-06   0.00013   18.9   0.5    43    99    79   138    67   143 0.79 -
398013at33208_6850_0:003fd3|TRINITY_DN75538_c8_g1_i1:285-560|-      -             92 448514at33208        -            271   8.2e-06   22.8   0.2   1   1   4.9e-07   1.1e-05   22.4   0.2    27    60    56    90    42    91 0.84 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 448514at33208        -            271   1.1e-05   22.4   0.2   1   2   4.1e-05   0.00089   16.1   0.0     4    70    34   102    31   113 0.83 -
357580at33208_29159_0:0010fb|TRINITY_DN80976_c6_g1_i4:627-1184|+    -            186 448514at33208        -            271   1.1e-05   22.4   0.2   2   2      0.13       2.8    4.6   0.0    26    58   152   186   131   186 0.82 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 448514at33208        -            271   1.2e-05   22.3   2.1   1   4       2.4        52    0.5   0.1    42    60    77    95    74   104 0.85 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 448514at33208        -            271   1.2e-05   22.3   2.1   2   4   0.00096     0.021   11.6   0.0   206   269   115   185   109   187 0.75 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 448514at33208        -            271   1.2e-05   22.3   2.1   3   4     0.041      0.89    6.2   0.1    41    99   211   276   197   286 0.74 -
414579at33208_400682_0:00168e|TRINITY_DN86898_c2_g2_i5:2828-3787|-  -            320 448514at33208        -            271   1.2e-05   22.3   2.1   4   4       4.9   1.1e+02   -0.6   0.0    26    39   295   308   275   319 0.74 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-   -             95 448514at33208        -            271   1.2e-05   22.2   1.9   1   2     8e-05    0.0017   15.1   0.0    27    57     5    36     2    41 0.86 -
357580at33208_32536_0:0034ec|TRINITY_DN87574_c7_g1_i6:4668-4952|-   -             95 448514at33208        -            271   1.2e-05   22.2   1.9   2   2     0.033      0.72    6.6   0.8    60    96    55    94    47    95 0.82 -
304388at33208_7536_0:000423|TRINITY_DN72935_c10_g4_i1:234-1166|+    -            311 448514at33208        -            271   1.5e-05   21.9   0.1   1   1   1.4e-06     3e-05   20.9   0.1    25    66   131   174   108   206 0.77 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 448514at33208        -            271   2.7e-05   21.0   4.0   1   4    0.0051      0.11    9.2   0.2    21   105    16   107    11   117 0.68 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 448514at33208        -            271   2.7e-05   21.0   4.0   2   4      0.01      0.23    8.2   0.2    31    60   116   146    82   156 0.67 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 448514at33208        -            271   2.7e-05   21.0   4.0   3   4       0.7        15    2.2   0.0    43    64   179   200   170   204 0.83 -
398013at33208_6334_0:0020e8|TRINITY_DN82725_c2_g1_i6:265-1095|+     -            277 448514at33208        -            271   2.7e-05   21.0   4.0   4   4       2.2        49    0.5   0.0   201   228   225   252   199   266 0.62 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 448514at33208        -            271   3.7e-05   20.6   0.2   1   2     0.018      0.39    7.4   0.0    48   103     4    62     1    82 0.82 -
179485at33208_83485_0:002388|TRINITY_DN93718_c1_g1_i11:1912-2778|-  -            289 448514at33208        -            271   3.7e-05   20.6   0.2   2   2    0.0027      0.06   10.1   0.0     5    84   184   264   180   289 0.81 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 448514at33208        -            271   4.1e-05   20.5   4.1   1   2   1.8e-05    0.0004   17.2   3.4    24   118     2   103     1   111 0.71 -
365323at33208_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 448514at33208        -            271   4.1e-05   20.5   4.1   2   2       1.1        24    1.5   0.0   241   267   108   136    99   137 0.58 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 448514at33208        -            271   4.1e-05   20.5   3.1   1   3   6.9e-05    0.0015   15.3   0.1     2    98   141   245   140   255 0.82 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 448514at33208        -            271   4.1e-05   20.5   3.1   2   3      0.21       4.5    3.9   0.1    25    57   280   311   262   335 0.83 -
449139at33208_294128_0:002fdc|TRINITY_DN88572_c7_g1_i6:31-1345|-    -            415 448514at33208        -            271   4.1e-05   20.5   3.1   3   3       3.7        81   -0.2   0.1    28    57   382   415   367   415 0.65 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 448514at33208        -            271   4.9e-05   20.2  10.0   1   3   5.9e-05    0.0013   15.6   0.2    21    96     4    87     1    99 0.78 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 448514at33208        -            271   4.9e-05   20.2  10.0   2   3     0.013      0.29    7.8   1.7    45    80   181   220   118   244 0.82 -
365323at33208_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 448514at33208        -            271   4.9e-05   20.2  10.0   3   3       2.1        45    0.7   0.1    42    56   228   242   223   289 0.73 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+    -            135 448514at33208        -            271   5.5e-05   20.0   0.1   1   2   8.9e-06    0.0002   18.2   0.0    41    97    25    88     2   103 0.75 -
409006at33208_74940_0:008ba7|TRINITY_DN88016_c0_g6_i1:688-1092|+    -            135 448514at33208        -            271   5.5e-05   20.0   0.1   2   2       5.2   1.1e+02   -0.7   0.0    42    56   119   133   112   135 0.70 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 448514at33208        -            271   5.6e-05   20.0   1.6   1   3      0.73        16    2.1   0.0    84    99    34    49    15    56 0.87 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 448514at33208        -            271   5.6e-05   20.0   1.6   2   3     0.025      0.54    7.0   0.1    27    59    68   103    51   107 0.80 -
357580at33208_6239_0:00073f|TRINITY_DN76578_c9_g1_i6:2155-2979|+    -            275 448514at33208        -            271   5.6e-05   20.0   1.6   3   3    0.0076      0.17    8.6   0.0     4    62   182   241   179   255 0.78 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 448514at33208        -            271   6.5e-05   19.8   0.7   1   2   5.4e-05    0.0012   15.7   0.1    81   269    15   216    13   218 0.71 -
111746at33208_9646_0:003722|TRINITY_DN90840_c6_g1_i9:1972-3291|+    -            440 448514at33208        -            271   6.5e-05   19.8   0.7   2   2       1.4        31    1.2   0.0   238   261   302   325   291   339 0.73 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 448514at33208        -            271   7.2e-05   19.7   0.4   1   2   0.00051     0.011   12.5   0.0     2    59     9    67     7    80 0.86 -
357580at33208_7950_0:00107f|TRINITY_DN91433_c7_g1_i1:242-1096|+     -            285 448514at33208        -            271   7.2e-05   19.7   0.4   2   2      0.19       4.2    4.0   0.1   200   220   219   239   135   261 0.76 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 448514at33208        -            271   0.00014   18.7   0.2   1   2     0.001     0.022   11.5   0.0     4    57    35    87    31    95 0.86 -
119591at33208_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 448514at33208        -            271   0.00014   18.7   0.2   2   2      0.32         7    3.3   0.0   240   268   268   296   262   299 0.88 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 448514at33208        -            271   0.00015   18.6   0.2   1   3   0.00042    0.0092   12.8   0.0    28    79    10    60     2    68 0.85 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 448514at33208        -            271   0.00015   18.6   0.2   2   3       2.3        50    0.5   0.0    83   104    95   116    89   146 0.73 -
537718at33208_6945_0:004d2a|TRINITY_DN82935_c12_g1_i1:1765-2424|-   -            220 448514at33208        -            271   0.00015   18.6   0.2   3   3       1.2        27    1.4   0.0    81   101   172   192   164   213 0.79 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 448514at33208        -            271   0.00016   18.5   3.2   1   3    0.0024     0.052   10.3   0.1    27    96     3    80     1    97 0.63 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 448514at33208        -            271   0.00016   18.5   3.2   2   3       2.7        59    0.3   0.0    45    62   270   287   235   296 0.66 -
179485at33208_48498_0:003b6c|TRINITY_DN93438_c7_g1_i18:826-1845|+   -            340 448514at33208        -            271   0.00016   18.5   3.2   3   3     0.047         1    6.1   0.1    43    58   323   338   319   340 0.89 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 448514at33208        -            271   0.00018   18.4   1.9   1   2       0.1       2.2    5.0   0.5     5   102    22   132    18   142 0.66 -
357580at33208_6412_0:003197|TRINITY_DN93438_c7_g1_i18:2567-3202|+   -            212 448514at33208        -            271   0.00018   18.4   1.9   2   2     6e-05    0.0013   15.5   0.1     3    95   113   212   111   212 0.77 -
267439at33208_29031_0:000f6a|TRINITY_DN82757_c9_g2_i2:568-771|-     -             68 448514at33208        -            271   0.00019   18.3   0.0   1   1     1e-05   0.00022   18.1   0.0    27    79     2    59     1    63 0.79 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 448514at33208        -            271    0.0002   18.2   7.2   1   5       2.9        64    0.2   0.0     9    40    28    60    23    82 0.72 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 448514at33208        -            271    0.0002   18.2   7.2   2   5     0.063       1.4    5.6   0.0    82   138    68   125    54   149 0.78 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 448514at33208        -            271    0.0002   18.2   7.2   3   5     0.024      0.52    7.0   0.1    49   101   179   240   161   298 0.75 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 448514at33208        -            271    0.0002   18.2   7.2   4   5       1.8        40    0.8   0.1    86   118   588   620   578   641 0.63 -
279631at33208_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 448514at33208        -            271    0.0002   18.2   7.2   5   5      0.19       4.1    4.1   0.1    24    56   658   691   640   699 0.79 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 448514at33208        -            271   0.00025   17.9   0.1   1   2    0.0054      0.12    9.1   0.0    42    74   285   319   265   366 0.73 -
261614at33208_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 448514at33208        -            271   0.00025   17.9   0.1   2   2      0.14         3    4.5   0.0    10    54   511   556   504   563 0.81 -
357580at33208_133434_0:001ead|TRINITY_DN75507_c5_g2_i8:977-1660|+   -            228 448514at33208        -            271   0.00025   17.9   0.1   1   1   4.5e-05   0.00098   15.9   0.0    28    64     5    42     1    50 0.83 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-     -            191 448514at33208        -            271   0.00027   17.8   2.5   1   2     0.035      0.76    6.5   0.0    29    58    46    76    37    79 0.76 -
357580at33208_10224_0:003fda|TRINITY_DN86602_c12_g1_i1:21-593|-     -            191 448514at33208        -            271   0.00027   17.8   2.5   2   2    0.0047       0.1    9.3   2.0    44    98   131   188   111   191 0.76 -
380583at33208_438502_0:0037f3|TRINITY_DN82334_c12_g2_i1:139-291|+   -             51 448514at33208        -            271   0.00028   17.7   0.1   1   1   1.3e-05    0.0003   17.7   0.1    28    67     7    48     2    50 0.78 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 448514at33208        -            271   0.00032   17.5   0.1   1   2       2.5        56    0.4   0.0    80   135    49   107    42   139 0.51 -
414579at33208_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 448514at33208        -            271   0.00032   17.5   0.1   2   2   5.8e-05    0.0013   15.6   0.0    35    67   133   165   108   194 0.72 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-    -             43 448514at33208        -            271   0.00035   17.4   2.8   1   2      0.57        13    2.5   0.2    67    75     1     9     1    14 0.87 -
502128at33208_7962_0:0096d6|TRINITY_DN79934_c8_g3_i2:2444-2572|-    -             43 448514at33208        -            271   0.00035   17.4   2.8   2   2   4.7e-05     0.001   15.9   0.2    44    66    20    42    15    43 0.84 -
419914at33208_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+    -            243 448514at33208        -            271   0.00082   16.2   0.1   1   1     9e-05     0.002   15.0   0.0    29    99    27   108    18   140 0.81 -
356175at33208_30419_0:0027b1|TRINITY_DN76062_c4_g3_i5:3496-3747|-   -             84 448514at33208        -            271   0.00093   16.0   0.0   1   1   5.2e-05    0.0011   15.7   0.0    54    97     2    48     1    62 0.62 -
537718at33208_7962_0:005b25|TRINITY_DN81366_c9_g1_i8:925-1275|-     -            117 448514at33208        -            271    0.0016   15.3   0.0   1   1   0.00011    0.0023   14.7   0.0    29    97     1    76     1    89 0.86 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 448514at33208        -            271    0.0021   14.8   0.0   1   2    0.0036      0.08    9.7   0.0    40    97    25    88     8    99 0.73 -
357580at33208_286706_0:002341|TRINITY_DN88363_c11_g1_i3:1361-1879|+ -            173 448514at33208        -            271    0.0021   14.8   0.0   2   2      0.25       5.5    3.7   0.0    50    96   123   172    78   173 0.75 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 448514at33208        -            271    0.0023   14.7   1.5   1   4      0.26       5.7    3.6   0.0   239   268    56    86    30    89 0.70 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 448514at33208        -            271    0.0023   14.7   1.5   2   4      0.82        18    2.0   0.0    80   106   120   146    81   162 0.66 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 448514at33208        -            271    0.0023   14.7   1.5   3   4     0.042      0.92    6.2   0.1    41    61   219   239   159   246 0.77 -
414579at33208_45351_0:002918|TRINITY_DN90394_c3_g1_i5:189-1022|-    -            278 448514at33208        -            271    0.0023   14.7   1.5   4   4     0.021      0.47    7.2   0.2    41    75   219   253   181   278 0.77 -
463071at33208_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 448514at33208        -            271    0.0026   14.6   0.1   1   2    0.0038     0.084    9.6   0.0    53   144   231   325   220   358 0.73 -
463071at33208_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 448514at33208        -            271    0.0026   14.6   0.1   2   2      0.67        15    2.3   0.0   242   268   387   413   372   416 0.86 -
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-     -            156 448514at33208        -            271    0.0029   14.4   0.0   1   1   0.00025    0.0054   13.5   0.0   199   267    45   115     4   118 0.84 -
197652at33208_54383_0:0035c2|TRINITY_DN82339_c12_g1_i8:762-986|-    -             75 448514at33208        -            271    0.0032   14.2   0.1   1   1   0.00034    0.0075   13.1   0.1    32    92     3    73     1    75 0.47 -
357580at33208_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 448514at33208        -            271    0.0038   14.0   0.0   1   1   0.00026    0.0058   13.4   0.0    44   101    21    81     5   103 0.80 -
92367at33208_6669_0:002c73|TRINITY_DN92879_c5_g1_i3:469-2695|-      -            693 448514at33208        -            271     0.005   13.6   0.2   1   3       1.3        29    1.3   0.0   247   267   193   213   179   217 0.83 -
92367at33208_6669_0:002c73|TRINITY_DN92879_c5_g1_i3:469-2695|-      -            693 448514at33208        -            271     0.005   13.6   0.2   2   3       6.8   1.5e+02   -1.1   0.0    96   122   362   388   345   396 0.83 -
92367at33208_6669_0:002c73|TRINITY_DN92879_c5_g1_i3:469-2695|-      -            693 448514at33208        -            271     0.005   13.6   0.2   3   3     0.016      0.36    7.5   0.1    24    58   425   465   412   473 0.77 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+ -            131 448514at33208        -            271    0.0066   13.2   0.5   1   2    0.0019     0.042   10.6   0.0    29    93     2    65     1    68 0.87 -
537718at33208_127582_0:0047f0|TRINITY_DN84623_c10_g1_i1:4243-4635|+ -            131 448514at33208        -            271    0.0066   13.2   0.5   2   2       1.5        33    1.1   0.1    46    96    76   127    71   129 0.70 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+   -            181 448514at33208        -            271    0.0067   13.2   0.0   1   2      0.42       9.1    2.9   0.0   205   267     2    65     1    69 0.67 -
380583at33208_294128_0:0041aa|TRINITY_DN84255_c7_g1_i5:824-1366|+   -            181 448514at33208        -            271    0.0067   13.2   0.0   2   2     0.021      0.45    7.2   0.0    42    63   135   156    94   161 0.79 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 448514at33208        -            271    0.0073   13.1   3.1   1   4       1.1        24    1.5   0.1    43    57     6    21     3    31 0.75 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 448514at33208        -            271    0.0073   13.1   3.1   2   4     0.015      0.32    7.7   0.0    40    67    62    89    60    95 0.87 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 448514at33208        -            271    0.0073   13.1   3.1   3   4      0.98        21    1.7   0.0   147   193    83   129    81   146 0.86 -
361100at33208_29159_0:003236|TRINITY_DN79703_c11_g1_i4:1834-2367|-  -            178 448514at33208        -            271    0.0073   13.1   3.1   4   4      0.71        16    2.2   0.1    80    99   156   175   109   178 0.53 -
433216at33208_225164_0:003939|TRINITY_DN88649_c7_g2_i2:1280-1780|+  -            167 448514at33208        -            271    0.0084   12.9   0.7   1   1     0.001     0.023   11.5   0.7     9    58    26    76    16   165 0.83 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 448514at33208        -            271      0.01   12.6   0.1   1   2       0.3       6.6    3.4   0.0    65    99   111   154   103   173 0.66 -
222489at33208_6239_0:0039d8|TRINITY_DN91534_c7_g1_i7:1420-2211|+    -            264 448514at33208        -            271      0.01   12.6   0.1   2   2     0.024      0.52    7.0   0.0    46   268   188   241   178   251 0.55 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 448514at33208        -            271     0.011   12.5   1.3   1   3       2.7        58    0.3   0.1    40    58    77    95    62    97 0.73 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 448514at33208        -            271     0.011   12.5   1.3   2   3    0.0067      0.15    8.8   0.1    43    96   132   188   112   196 0.77 -
380583at33208_10029_0:000bc2|TRINITY_DN82317_c5_g2_i8:1833-2678|+   -            282 448514at33208        -            271     0.011   12.5   1.3   3   3       9.7   2.1e+02   -1.6   0.0    41    56   265   280   230   282 0.78 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 448514at33208        -            271     0.032   11.0   0.1   1   2    0.0079      0.17    8.6   0.0    29   103     4    40     1    77 0.60 -
357580at33208_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 448514at33208        -            271     0.032   11.0   0.1   2   2       2.3        50    0.5   0.0    62    97   165   202   103   203 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/448514at33208.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/hmmer_output/initial_run_results/448514at33208.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/metazoa_odb10/hmms/448514at33208.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/metazoa_longest_isoform/run_metazoa_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:31:26 2026
# [ok]
