#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i4:59-1915|+     -            619 40929at6656          -            563    5e-205  679.6   0.0   1   1  3.3e-206  7.1e-205  679.1   0.0     1   464   104   619   104   619 0.91 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 40929at6656          -            563   1.7e-08   30.8   0.9   1   2     0.004     0.087    8.7   0.0   376   413   169   206   164   235 0.87 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 40929at6656          -            563   1.7e-08   30.8   0.9   2   2   1.4e-06   2.9e-05   20.1   0.2   381   452   257   332   248   349 0.85 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 40929at6656          -            563   2.7e-08   30.1   1.1   1   2   1.3e-05   0.00028   16.9   0.0   388   451    49   111    35   117 0.89 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 40929at6656          -            563   2.7e-08   30.1   1.1   2   2    0.0023     0.049    9.5   0.2   332   454   118   236   112   266 0.66 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 40929at6656          -            563     9e-08   28.4   0.4   1   3      0.62        13    1.4   0.7   353   366    47    64    20   190 0.79 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 40929at6656          -            563     9e-08   28.4   0.4   2   3   4.2e-09     9e-08   28.4   0.4   332   410   201   280   186   287 0.89 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 40929at6656          -            563     9e-08   28.4   0.4   3   3      0.86        18    1.0   0.1   324   366   360   402   348   406 0.64 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 40929at6656          -            563   3.1e-07   26.7   2.4   1   3   5.4e-06   0.00012   18.1   1.0   397   453    10    70     4    81 0.79 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 40929at6656          -            563   3.1e-07   26.7   2.4   2   3     0.083       1.8    4.3   0.0   331   362    85   116    72   122 0.83 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 40929at6656          -            563   3.1e-07   26.7   2.4   3   3      0.36       7.6    2.2   0.0   423   451   175   203   159   234 0.59 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+    -            377 40929at6656          -            563   3.6e-07   26.4   1.9   1   2   1.7e-08   3.6e-07   26.4   1.9   356   449   202   299   194   306 0.86 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+    -            377 40929at6656          -            563   3.6e-07   26.4   1.9   2   2         5   1.1e+02   -1.6   0.1   375   401   335   362   332   366 0.86 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 40929at6656          -            563   4.2e-07   26.2   0.0   1   2   1.3e-07   2.7e-06   23.5   0.0   436   516     4    90     1   102 0.75 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 40929at6656          -            563   4.2e-07   26.2   0.0   2   2       1.2        27    0.4   0.0   490   516   143   169   111   178 0.81 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 40929at6656          -            563   4.5e-07   26.1   0.2   1   2   5.3e-06   0.00011   18.2   0.0   383   457     1    89     1   112 0.70 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 40929at6656          -            563   4.5e-07   26.1   0.2   2   2     0.025      0.54    6.0   0.0   335   367   140   172   132   172 0.84 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 40929at6656          -            563   6.7e-07   25.5   5.6   1   2   1.4e-06     3e-05   20.1   0.1   374   440    53   117    19   137 0.80 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 40929at6656          -            563   6.7e-07   25.5   5.6   2   2    0.0077      0.16    7.7   0.1   384   453   231   299   227   312 0.86 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 40929at6656          -            563   7.2e-07   25.4   0.1   1   3    0.0034     0.074    8.9   0.0   424   450    15    41     6    56 0.84 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 40929at6656          -            563   7.2e-07   25.4   0.1   2   3   9.4e-05     0.002   14.0   0.0   335   368    65    98    56   104 0.74 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 40929at6656          -            563   7.2e-07   25.4   0.1   3   3       8.6   1.8e+02   -2.3   0.0   329   355   106   136   100   142 0.67 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 40929at6656          -            563   8.4e-07   25.2   4.9   1   2   1.1e-07   2.3e-06   23.8   0.1   333   367    86   120    79   126 0.92 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 40929at6656          -            563   8.4e-07   25.2   4.9   2   2       0.2       4.3    3.1   1.5   314   407   140   229   121   229 0.73 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+     -            158 40929at6656          -            563   8.8e-07   25.1   0.1   1   1   8.9e-08   1.9e-06   24.0   0.1   328   368    92   132    56   137 0.81 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 40929at6656          -            563   1.2e-06   24.7   0.0   1   2    0.0002    0.0044   12.9   0.0   341   454    10   125     6   153 0.78 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 40929at6656          -            563   1.2e-06   24.7   0.0   2   2     0.002     0.044    9.6   0.0   350   434   231   316   222   318 0.78 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-    -             92 40929at6656          -            563   1.9e-06   24.1   0.1   1   2   7.2e-05    0.0015   14.4   0.0   407   462     1    54     1    62 0.80 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-    -             92 40929at6656          -            563   1.9e-06   24.1   0.1   2   2    0.0053      0.11    8.3   0.1   334   365    61    91    55    92 0.86 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 40929at6656          -            563   2.1e-06   23.9   0.1   1   3       3.1        66   -0.9   0.0   279   302     7    30     2    34 0.84 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 40929at6656          -            563   2.1e-06   23.9   0.1   2   3    0.0041     0.087    8.6   0.0   337   386   114   161   107   165 0.87 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 40929at6656          -            563   2.1e-06   23.9   0.1   3   3   0.00045    0.0096   11.8   0.1   436   469   185   218   171   231 0.83 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 40929at6656          -            563   2.3e-06   23.7   0.1   1   2    0.0014     0.029   10.2   0.0   428   476     3    52     1    70 0.76 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 40929at6656          -            563   2.3e-06   23.7   0.1   2   2   0.00052     0.011   11.6   0.1   320   369    68   118    54   166 0.70 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 40929at6656          -            563   2.8e-06   23.5   0.5   1   1   1.8e-07   3.8e-06   23.0   0.5   322   451    37   175    26   180 0.82 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 40929at6656          -            563   5.1e-06   22.6   1.6   1   2       7.6   1.6e+02   -2.2   0.0   492   511    39    57    35   100 0.66 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 40929at6656          -            563   5.1e-06   22.6   1.6   2   2   8.4e-07   1.8e-05   20.8   0.8   413   462   123   172   117   205 0.88 -
58110at6656_6973_0:00155e|TRINITY_DN78038_c13_g1_i2:301-513|-      -             71 40929at6656          -            563   6.7e-06   22.2   0.0   1   1   3.3e-07     7e-06   22.2   0.0   423   468    13    58     7    70 0.86 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 40929at6656          -            563   1.2e-05   21.4   0.1   1   2    0.0066      0.14    7.9   0.2   385   452   253   321   212   359 0.75 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 40929at6656          -            563   1.2e-05   21.4   0.1   2   2    0.0014     0.031   10.1   0.0   422   450   385   413   381   418 0.91 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+      -            520 40929at6656          -            563   1.4e-05   21.2   0.0   1   1   1.1e-06   2.4e-05   20.4   0.0   401   476   243   322   233   336 0.84 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 40929at6656          -            563   1.7e-05   20.9   0.3   1   2    0.0023     0.049    9.5   0.0   400   458     7    66     2    89 0.60 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 40929at6656          -            563   1.7e-05   20.9   0.3   2   2    0.0018     0.038    9.8   0.1   419   456   122   160   109   177 0.87 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-    -             53 40929at6656          -            563   1.8e-05   20.8   0.0   1   1   9.1e-07   1.9e-05   20.7   0.0   407   451     9    53     5    53 0.76 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 40929at6656          -            563   1.9e-05   20.8   0.4   1   3      0.94        20    0.8   0.0   435   463    27    55     1    65 0.72 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 40929at6656          -            563   1.9e-05   20.8   0.4   2   3       2.8        60   -0.7   0.0   495   523    65    93    43   102 0.68 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 40929at6656          -            563   1.9e-05   20.8   0.4   3   3   1.7e-05   0.00036   16.5   0.1   390   449   248   314   240   314 0.84 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+   -             57 40929at6656          -            563     2e-05   20.6   0.0   1   1     1e-06   2.2e-05   20.5   0.0   394   449     2    57     1    57 0.96 -
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+         -            106 40929at6656          -            563   2.1e-05   20.6   0.1   1   1     1e-06   2.2e-05   20.5   0.1   376   447     7    81     1    94 0.87 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 40929at6656          -            563   2.4e-05   20.4   1.7   1   3       5.1   1.1e+02   -1.6   0.0   404   452     4    54     1    64 0.58 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 40929at6656          -            563   2.4e-05   20.4   1.7   2   3      0.29       6.3    2.5   0.1   336   369    70   105    62   109 0.80 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 40929at6656          -            563   2.4e-05   20.4   1.7   3   3   1.7e-05   0.00036   16.5   0.1   335   389   164   224   155   224 0.80 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 40929at6656          -            563   2.6e-05   20.3   0.0   1   3   0.00024    0.0051   12.7   0.0   207   313   130   244   101   252 0.53 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 40929at6656          -            563   2.6e-05   20.3   0.0   2   3   0.00014     0.003   13.5   0.0   344   407   201   265   196   278 0.82 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 40929at6656          -            563   2.6e-05   20.3   0.0   3   3      0.56        12    1.6   0.0   268   307   339   379   333   386 0.79 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 40929at6656          -            563   5.8e-05   19.1   0.3   1   2    0.0029     0.062    9.1   0.1   423   451    29    57    23    60 0.86 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 40929at6656          -            563   5.8e-05   19.1   0.3   2   2    0.0057      0.12    8.2   0.0   414   462    66   117    60   143 0.80 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 40929at6656          -            563     6e-05   19.1   0.7   1   1   2.9e-06   6.2e-05   19.0   0.7   334   402     2    70     1    74 0.82 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 40929at6656          -            563    0.0001   18.3   2.4   1   2   1.9e-05   0.00041   16.3   0.2   422   516   101   190    72   198 0.80 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 40929at6656          -            563    0.0001   18.3   2.4   2   2    0.0044     0.094    8.5   0.4   396   477   176   263   174   282 0.77 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+      -             68 40929at6656          -            563   0.00012   18.1   0.0   1   1   5.6e-06   0.00012   18.1   0.0   420   457     2    40     1    66 0.77 -
31196at6656_407821_0:0026f5|TRINITY_DN64043_c0_g1_i1:327-473|-     -             49 40929at6656          -            563   0.00016   17.7   0.2   1   1   7.6e-06   0.00016   17.7   0.2   406   451     3    46     1    49 0.81 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 40929at6656          -            563   0.00041   16.3   0.7   1   2      0.76        16    1.2   0.1   409   455    22    69    15    86 0.84 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 40929at6656          -            563   0.00041   16.3   0.7   2   2   0.00013    0.0028   13.6   0.0   424   452   128   157   113   163 0.82 -
96592at6656_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-   -            182 40929at6656          -            563   0.00046   16.2   0.0   1   1   3.4e-05   0.00072   15.5   0.0   343   406   106   171   103   177 0.81 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 40929at6656          -            563   0.00078   15.4   0.1   1   2     0.015      0.32    6.8   0.0   383   432     8    57     2    80 0.72 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 40929at6656          -            563   0.00078   15.4   0.1   2   2     0.013      0.28    7.0   0.0   417   450   169   201   140   203 0.79 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 40929at6656          -            563    0.0018   14.2   0.1   1   2    0.0043     0.092    8.6   0.1   349   420    60   133    41   162 0.65 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 40929at6656          -            563    0.0018   14.2   0.1   2   2      0.17       3.7    3.3   0.0   386   420   246   280   236   301 0.77 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 40929at6656          -            563    0.0038   13.1   0.0   1   1    0.0003    0.0064   12.4   0.0   333   365     3    35     1    39 0.93 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+       -           1938 40929at6656          -            563    0.0057   12.6   0.1   1   1   0.00047      0.01   11.7   0.1   356   454  1819  1920  1798  1932 0.86 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 40929at6656          -            563    0.0066   12.4   0.0   1   2      0.25       5.4    2.7   0.0   428   507    11    98     4   113 0.67 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 40929at6656          -            563    0.0066   12.4   0.0   2   2    0.0069      0.15    7.9   0.0   379   519   138   173   117   210 0.66 -
83303at6656_121845_0:000632|TRINITY_DN91732_c5_g4_i1:75-347|+      -             91 40929at6656          -            563     0.014   11.3   0.1   1   2       1.6        34    0.1   0.0   268   294    11    37     5    48 0.84 -
83303at6656_121845_0:000632|TRINITY_DN91732_c5_g4_i1:75-347|+      -             91 40929at6656          -            563     0.014   11.3   0.1   2   2    0.0025     0.052    9.4   0.1   375   408    48    81    39    86 0.62 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 40929at6656          -            563     0.021   10.7   0.0   1   1    0.0028      0.06    9.2   0.0   403   475   128   204    64   248 0.72 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+    -            213 40929at6656          -            563     0.041    9.7   2.9   1   2      0.27       5.8    2.6   0.3   425   451     3    29     1    78 0.63 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+    -            213 40929at6656          -            563     0.041    9.7   2.9   2   2    0.0071      0.15    7.9   0.8   341   448    45   162    34   170 0.61 -
774at6656_123851_0:0020b4|TRINITY_DN93543_c3_g2_i1:473-1771|+      -            433 40929at6656          -            563     0.047    9.5   1.1   1   1    0.0035     0.076    8.8   0.6   370   412   168   210   166   267 0.82 -
96592at6656_156304_0:000966|TRINITY_DN90840_c6_g1_i9:2176-2937|+   -            254 40929at6656          -            563     0.059    9.2   5.8   1   3       0.1       2.1    4.1   0.1   269   296    80   107    78   118 0.89 -
96592at6656_156304_0:000966|TRINITY_DN90840_c6_g1_i9:2176-2937|+   -            254 40929at6656          -            563     0.059    9.2   5.8   2   3      0.27       5.7    2.7   1.0   336   390   117   171   108   175 0.75 -
96592at6656_156304_0:000966|TRINITY_DN90840_c6_g1_i9:2176-2937|+   -            254 40929at6656          -            563     0.059    9.2   5.8   3   3      0.29       6.3    2.5   0.0   331   353   229   251   177   254 0.69 -
118807at6656_7220_0:002e45|TRINITY_DN83196_c10_g1_i2:3499-4227|+   -            243 40929at6656          -            563     0.065    9.1   2.7   1   1    0.0014      0.03   10.2   0.4   392   456     3    75     1   130 0.67 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+    -            374 40929at6656          -            563      0.32    6.8   5.0   1   2      0.86        18    1.0   0.2   386   410     6    31     2   106 0.51 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+    -            374 40929at6656          -            563      0.32    6.8   5.0   2   2      0.01      0.22    7.3   0.2   371   409   164   204   133   229 0.73 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/40929at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/40929at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/40929at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:09 2026
# [ok]
