#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 24255at6656          -            481    7e-149  494.1  15.2   1   1  1.4e-146  3.4e-145  481.9  15.2     1   475    10   558    10   562 0.84 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 24255at6656          -            481     2e-10   37.5   1.2   2   4    0.0065      0.16    8.1   0.0   226   267    81   121    78   124 0.89 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 24255at6656          -            481     2e-10   37.5   1.2   3   4    0.0002     0.005   13.1   0.1   227   284   123   185   119   213 0.75 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 24255at6656          -            481     2e-10   37.5   1.2   4   4      0.83        20    1.2   0.1   239   257   261   279   236   286 0.71 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 24255at6656          -            481     2e-10   37.5   0.0   1   4    0.0063      0.15    8.2   0.0   223   261     5    44     1    52 0.86 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 24255at6656          -            481     2e-10   37.5   0.0   2   4   7.5e-07   1.8e-05   21.1   0.1   225   278    53   106    46   107 0.94 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 24255at6656          -            481     2e-10   37.5   0.0   3   4     0.055       1.3    5.1   0.0   211   256   104   152   101   160 0.75 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 24255at6656          -            481     2e-10   37.5   0.0   4   4       3.1        75   -0.7   0.0   230   255   230   255   214   256 0.83 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 24255at6656          -            481     3e-10   36.9   0.0   1   3     0.001     0.025   10.8   0.0   224   261    14    51     8    57 0.88 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 24255at6656          -            481     3e-10   36.9   0.0   2   3   5.1e-06   0.00012   18.4   0.0   224   266    56    98    51   104 0.92 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-   -            185 24255at6656          -            481     3e-10   36.9   0.0   3   3      0.06       1.5    5.0   0.0   224   258   110   145   100   149 0.81 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 24255at6656          -            481   3.7e-10   36.6   1.9   1   5      0.19       4.6    3.3   0.0   226   255     1    29     1    38 0.88 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 24255at6656          -            481   3.7e-10   36.6   1.9   2   5       1.5        36    0.4   0.0   221   266    41    91    35   111 0.74 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 24255at6656          -            481   3.7e-10   36.6   1.9   3   5     0.091       2.2    4.4   0.1   223   256    90   121    86   130 0.83 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 24255at6656          -            481   3.7e-10   36.6   1.9   4   5    0.0038     0.093    8.9   0.0   223   258   176   210   170   216 0.86 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-   -            296 24255at6656          -            481   3.7e-10   36.6   1.9   5   5   2.5e-05    0.0006   16.1   0.1   223   267   216   258   210   277 0.83 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 24255at6656          -            481     5e-10   36.2   0.1   1   4    0.0073      0.18    8.0   0.0   231   259     2    30     1    39 0.81 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 24255at6656          -            481     5e-10   36.2   0.1   2   4    0.0018     0.044   10.0   0.0   222   260    36    76    31    82 0.81 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 24255at6656          -            481     5e-10   36.2   0.1   3   4     4e-05   0.00098   15.4   0.0   223   275    81   138    74   147 0.81 -
83755at6656_224129_0:002a26|TRINITY_DN71112_c3_g1_i1:11-475|-      -            155 24255at6656          -            481     5e-10   36.2   0.1   4   4       1.4        35    0.4   0.0   370   396   129   155   125   155 0.60 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 24255at6656          -            481   5.7e-10   36.0   3.3   1   4     0.068       1.6    4.8   0.1   225   258    29    62    21   129 0.82 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 24255at6656          -            481   5.7e-10   36.0   3.3   2   4   2.3e-05   0.00055   16.2   0.0   222   261   201   240   194   243 0.90 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 24255at6656          -            481   5.7e-10   36.0   3.3   3   4   0.00094     0.023   10.9   0.1   221   261   243   283   240   292 0.92 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+    -            407 24255at6656          -            481   5.7e-10   36.0   3.3   4   4      0.58        14    1.7   0.0   225   259   371   405   364   406 0.86 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 24255at6656          -            481   6.4e-10   35.8   2.4   1   6       1.9        47   -0.0   0.0   230   262   145   177   131   181 0.79 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 24255at6656          -            481   6.4e-10   35.8   2.4   2   6   1.9e-06   4.7e-05   19.8   0.1   223   268   190   235   185   241 0.92 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 24255at6656          -            481   6.4e-10   35.8   2.4   3   6      0.97        24    1.0   0.0   224   260   233   269   232   276 0.85 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 24255at6656          -            481   6.4e-10   35.8   2.4   4   6       1.5        37    0.3   0.0   225   263   276   314   268   316 0.88 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 24255at6656          -            481   6.4e-10   35.8   2.4   5   6      0.87        21    1.1   0.0   221   261   313   352   308   361 0.83 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+  -            458 24255at6656          -            481   6.4e-10   35.8   2.4   6   6     0.005      0.12    8.5   0.0   225   262   366   403   358   411 0.88 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 24255at6656          -            481   6.7e-10   35.7   1.5   1   4   0.00019    0.0046   13.2   0.1   227   269     3    45     1    65 0.88 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 24255at6656          -            481   6.7e-10   35.7   1.5   2   4    0.0027     0.065    9.4   0.0   217   262    79   124    72   132 0.89 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 24255at6656          -            481   6.7e-10   35.7   1.5   3   4      0.71        17    1.4   0.0   317   352   247   279   217   288 0.67 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-    -            367 24255at6656          -            481   6.7e-10   35.7   1.5   4   4    0.0085      0.21    7.8   0.1   219   262   288   331   279   355 0.82 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 24255at6656          -            481   7.1e-10   35.7   1.0   1   5       1.2        29    0.7   0.0   390   436    24    72     9    79 0.81 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 24255at6656          -            481   7.1e-10   35.7   1.0   2   5       1.3        31    0.6   0.0   224   258    81   115    71   137 0.79 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 24255at6656          -            481   7.1e-10   35.7   1.0   3   5     0.021       0.5    6.5   0.0   367   438   176   248   170   262 0.75 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 24255at6656          -            481   7.1e-10   35.7   1.0   4   5   5.8e-05    0.0014   14.9   0.0   224   264   261   301   255   309 0.92 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-    -            430 24255at6656          -            481   7.1e-10   35.7   1.0   5   5     0.025       0.6    6.2   0.1   231   263   311   343   302   355 0.83 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 24255at6656          -            481   8.3e-10   35.4   0.4   1   4   0.00013    0.0032   13.7   0.0   223   279     4    64     1    73 0.81 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 24255at6656          -            481   8.3e-10   35.4   0.4   2   4      0.28       6.7    2.8   0.0   225   267    46    89    40    96 0.78 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 24255at6656          -            481   8.3e-10   35.4   0.4   3   4    0.0062      0.15    8.2   0.0   225   259   153   190   141   197 0.82 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+    -            265 24255at6656          -            481   8.3e-10   35.4   0.4   4   4     0.015      0.38    6.9   0.0   238   267   215   244   205   263 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 24255at6656          -            481   1.5e-09   34.6   0.0   1   3     0.058       1.4    5.0   0.0   228   259    26    57    15    70 0.89 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 24255at6656          -            481   1.5e-09   34.6   0.0   2   3   3.4e-06   8.4e-05   18.9   0.0   221   265   105   149    98   173 0.88 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+    -            257 24255at6656          -            481   1.5e-09   34.6   0.0   3   3     0.029       0.7    6.0   0.0   225   260   191   226   184   235 0.87 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 24255at6656          -            481   3.3e-09   33.5   0.0   1   3    0.0039     0.094    8.9   0.0   225   260    33    68    25    91 0.87 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 24255at6656          -            481   3.3e-09   33.5   0.0   2   3   0.00021     0.005   13.1   0.0   223   263    91   131    78   135 0.89 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+     -            165 24255at6656          -            481   3.3e-09   33.5   0.0   3   3    0.0031     0.076    9.2   0.0   225   254   135   164   129   165 0.66 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 24255at6656          -            481     4e-09   33.2   0.5   1   4   7.6e-05    0.0018   14.5   0.0   215   282   249   326   239   363 0.71 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 24255at6656          -            481     4e-09   33.2   0.5   2   4       1.6        39    0.2   0.0   230   264   435   469   426   476 0.83 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 24255at6656          -            481     4e-09   33.2   0.5   3   4      0.25       6.1    2.9   0.0   226   259   477   509   472   517 0.71 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 24255at6656          -            481     4e-09   33.2   0.5   4   4    0.0011     0.027   10.6   0.0   222   256   514   549   509   555 0.87 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 24255at6656          -            481   6.1e-09   32.6   0.1   1   3      0.12       2.9    4.0   0.0   221   255   264   298   199   312 0.60 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 24255at6656          -            481   6.1e-09   32.6   0.1   2   3    0.0048      0.12    8.6   0.0   226   265   477   516   470   544 0.88 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-    -            888 24255at6656          -            481   6.1e-09   32.6   0.1   3   3   3.8e-05   0.00092   15.5   0.0   224   266   558   600   546   614 0.90 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 24255at6656          -            481   8.4e-09   32.1   0.1   1   3      0.37       9.1    2.3   0.0   236   265     7    36     1    63 0.77 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 24255at6656          -            481   8.4e-09   32.1   0.1   2   3       3.9        94   -1.0   0.0   234   258    86   110    77   115 0.79 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 24255at6656          -            481   8.4e-09   32.1   0.1   3   3   1.3e-08   3.2e-07   26.9   0.0   222   262   115   155   109   175 0.88 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 24255at6656          -            481   9.2e-09   32.0   5.3   1   6     0.057       1.4    5.0   0.0   231   260     3    34     1    38 0.81 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 24255at6656          -            481   9.2e-09   32.0   5.3   2   6   0.00043     0.011   12.0   0.1   220   260    36    78    33    86 0.83 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 24255at6656          -            481   9.2e-09   32.0   5.3   3   6       5.9   1.4e+02   -1.6   0.0   241   261    91   111    83   140 0.80 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 24255at6656          -            481   9.2e-09   32.0   5.3   4   6     0.018      0.43    6.7   0.1   230   267   173   210   149   215 0.75 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 24255at6656          -            481   9.2e-09   32.0   5.3   5   6      0.16         4    3.5   0.1   230   266   218   254   212   257 0.88 -
58110at6656_110193_0:00292f|TRINITY_DN93438_c7_g1_i18:844-3208|+   -            287 24255at6656          -            481   9.2e-09   32.0   5.3   6   6     0.067       1.6    4.8   0.0   223   256   253   286   246   287 0.89 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+     -            202 24255at6656          -            481   1.1e-08   31.8   0.1   1   2    0.0002    0.0049   13.1   0.0   225   262     3    40     1    44 0.93 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+     -            202 24255at6656          -            481   1.1e-08   31.8   0.1   2   2   6.9e-06   0.00017   18.0   0.1   222   268    42    88    39   107 0.89 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 24255at6656          -            481   1.5e-08   31.3   0.0   1   4   0.00052     0.013   11.8   0.0   240   267     2    29     1    36 0.91 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 24255at6656          -            481   1.5e-08   31.3   0.0   2   4   0.00013    0.0032   13.7   0.0   231   274    41    90    37    98 0.80 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 24255at6656          -            481   1.5e-08   31.3   0.0   3   4     0.075       1.8    4.6   0.0   223   254    75   106    73   122 0.87 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 24255at6656          -            481   1.5e-08   31.3   0.0   4   4       6.3   1.5e+02   -1.7   0.0   221   255   119   153   107   153 0.79 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+    -             85 24255at6656          -            481   1.6e-08   31.2   0.9   1   2     0.027      0.65    6.1   0.0   243   266     1    24     1    25 0.92 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+    -             85 24255at6656          -            481   1.6e-08   31.2   0.9   2   2   3.4e-08   8.4e-07   25.5   0.1   223   269    23    67    21    76 0.91 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 24255at6656          -            481   1.8e-08   31.1   0.2   1   3       1.1        26    0.8   0.0   243   264     1    22     1    27 0.82 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 24255at6656          -            481   1.8e-08   31.1   0.2   2   3   8.8e-06   0.00022   17.6   0.0   223   263    28    68    19    76 0.87 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 24255at6656          -            481   1.8e-08   31.1   0.2   3   3    0.0015     0.037   10.2   0.0   229   259    77   107    69   107 0.93 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 24255at6656          -            481   2.3e-08   30.7   0.1   1   3   2.2e-08   5.2e-07   26.2   0.0   222   267     4    49     1    63 0.84 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 24255at6656          -            481   2.3e-08   30.7   0.1   2   3       6.8   1.7e+02   -1.8   0.0   243   266   133   156   124   163 0.79 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 24255at6656          -            481   2.3e-08   30.7   0.1   3   3       1.1        28    0.7   0.0   325   346   163   184   151   195 0.66 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-    -             53 24255at6656          -            481   3.9e-08   29.9   0.0   1   1   1.6e-09     4e-08   29.9   0.0   222   257    18    53     7    53 0.93 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+     -            273 24255at6656          -            481   8.4e-08   28.8   0.1   1   1   3.4e-07   8.3e-06   22.2   0.1   225   266     2    43     1   187 0.95 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 24255at6656          -            481   1.1e-07   28.4   0.2   1   3   3.2e-05   0.00078   15.7   0.0   220   265     6    53     2    56 0.83 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 24255at6656          -            481   1.1e-07   28.4   0.2   2   3      0.44        11    2.1   0.0   223   265    54    99    49   128 0.72 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+     -            324 24255at6656          -            481   1.1e-07   28.4   0.2   3   3     0.026      0.62    6.2   0.0   223   264   246   290   240   303 0.79 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 24255at6656          -            481   1.2e-07   28.3   0.3   1   4       1.7        40    0.2   0.0   218   256    80   117    47   128 0.73 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 24255at6656          -            481   1.2e-07   28.3   0.3   2   4      0.19       4.6    3.3   0.0   223   261   168   206   161   235 0.86 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 24255at6656          -            481   1.2e-07   28.3   0.3   3   4    0.0023     0.056    9.6   0.0   228   260   256   288   241   298 0.78 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 24255at6656          -            481   1.2e-07   28.3   0.3   4   4    0.0017     0.042   10.0   0.1   225   276   299   352   292   355 0.86 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 24255at6656          -            481   5.1e-07   26.3   0.2   1   2   1.2e-05    0.0003   17.1   0.1   241   301     9    78     3    93 0.77 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+    -            203 24255at6656          -            481   5.1e-07   26.3   0.2   2   2     0.011      0.27    7.3   0.0   226   261   123   159   117   183 0.81 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+    -            213 24255at6656          -            481   5.2e-07   26.2   0.0   1   1   1.4e-07   3.4e-06   23.5   0.0   318   403    88   172     1   204 0.63 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 24255at6656          -            481   7.6e-07   25.7   0.0   1   2     0.011      0.27    7.4   0.0   227   255    12    40     2    50 0.84 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 24255at6656          -            481   7.6e-07   25.7   0.0   2   2   1.6e-05    0.0004   16.7   0.0   217   262    57   102    41   107 0.86 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 24255at6656          -            481   1.3e-06   24.9   0.1   1   3     0.081         2    4.5   0.1   223   259    30    70    16    76 0.74 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 24255at6656          -            481   1.3e-06   24.9   0.1   2   3       0.3       7.2    2.7   0.0   223   257    87   121    81   131 0.85 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 24255at6656          -            481   1.3e-06   24.9   0.1   3   3    0.0001    0.0025   14.1   0.0   222   258   168   204   162   217 0.89 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 24255at6656          -            481   2.3e-06   24.1   0.2   1   2   7.4e-05    0.0018   14.5   0.0   327   422    60   159    54   177 0.79 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 24255at6656          -            481   2.3e-06   24.1   0.2   2   2     0.013      0.32    7.1   0.1   223   284   184   252   178   265 0.70 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 24255at6656          -            481   2.7e-06   23.9   0.0   1   4   0.00082      0.02   11.1   0.0   354   437     8    94     4   100 0.67 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 24255at6656          -            481   2.7e-06   23.9   0.0   2   4      0.04      0.97    5.5   0.0   223   259   100   136    88   148 0.84 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 24255at6656          -            481   2.7e-06   23.9   0.0   3   4       2.4        59   -0.4   0.0   419   436   156   173   146   181 0.87 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 24255at6656          -            481   2.7e-06   23.9   0.0   4   4      0.43        10    2.1   0.0   450   472   245   267   239   276 0.83 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 24255at6656          -            481   2.7e-06   23.8   0.5   1   3      0.11       2.6    4.1   0.2   227   257    49    78    34    86 0.84 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 24255at6656          -            481   2.7e-06   23.8   0.5   2   3   0.00037    0.0089   12.3   0.0   223   266    88   131    82   143 0.86 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 24255at6656          -            481   2.7e-06   23.8   0.5   3   3      0.15       3.6    3.7   0.0   230   271   242   283   231   291 0.87 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 24255at6656          -            481   3.1e-06   23.7   0.2   1   3       2.7        65   -0.5   0.0   223   260     5    43     2    51 0.75 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 24255at6656          -            481   3.1e-06   23.7   0.2   2   3     0.037       0.9    5.7   0.0   223   260    52    90    46   101 0.76 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-    -            179 24255at6656          -            481   3.1e-06   23.7   0.2   3   3   4.6e-05    0.0011   15.2   0.0   221   278    97   163    88   170 0.69 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 24255at6656          -            481   3.8e-06   23.4   0.9   1   3    0.0029     0.071    9.3   0.0   223   261   199   240   178   249 0.81 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 24255at6656          -            481   3.8e-06   23.4   0.9   2   3    0.0028     0.069    9.3   0.0   222   254   388   420   385   434 0.87 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 24255at6656          -            481   3.8e-06   23.4   0.9   3   3       1.3        31    0.6   0.0   318   344   607   633   562   649 0.62 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 24255at6656          -            481   4.4e-06   23.2   0.5   1   3      0.78        19    1.3   0.0   242   261     9    28     6    36 0.82 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 24255at6656          -            481   4.4e-06   23.2   0.5   2   3     0.056       1.4    5.0   0.0   365   398    41    75    29    80 0.72 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+    -            214 24255at6656          -            481   4.4e-06   23.2   0.5   3   3   0.00013    0.0033   13.7   0.1   221   256    79   114    74   123 0.89 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+      -             68 24255at6656          -            481   5.1e-06   22.9   0.2   1   1   2.3e-07   5.5e-06   22.8   0.2   225   278     1    60     1    66 0.81 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 24255at6656          -            481     6e-06   22.7   0.1   1   5       3.5        84   -0.9   0.0   390   436    14    60     4    66 0.60 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 24255at6656          -            481     6e-06   22.7   0.1   2   5      0.51        12    1.9   0.0   231   258    83   110    77   154 0.86 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 24255at6656          -            481     6e-06   22.7   0.1   3   5       2.5        61   -0.4   0.0   233   261   182   210   172   229 0.82 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 24255at6656          -            481     6e-06   22.7   0.1   4   5       1.7        42    0.1   0.0   218   260   210   252   206   259 0.82 -
59824at6656_7539_0:00262c|TRINITY_DN77327_c10_g2_i3:1452-2318|+    -            289 24255at6656          -            481     6e-06   22.7   0.1   5   5   7.6e-05    0.0019   14.5   0.0   221   255   255   289   251   289 0.94 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 24255at6656          -            481     6e-06   22.7   0.0   1   3     0.012      0.28    7.3   0.0   225   260     3    39     1    50 0.78 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 24255at6656          -            481     6e-06   22.7   0.0   2   3     0.034      0.83    5.8   0.0   223   266    51    95    42    97 0.83 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+      -            212 24255at6656          -            481     6e-06   22.7   0.0   3   3     0.012      0.28    7.3   0.0   226   265    97   136    89   141 0.88 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 24255at6656          -            481   9.3e-06   22.1   0.6   1   4   0.00042      0.01   12.1   0.0   359   409    45    95    27   110 0.74 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 24255at6656          -            481   9.3e-06   22.1   0.6   2   4      0.32       7.7    2.6   0.0   239   257   112   130    98   141 0.72 -
