#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 71018at6656          -            402  1.3e-118  393.8   1.7   1   1  4.4e-119    9e-118  391.0   1.7    98   402     1   359     1   359 0.89 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+     -            305 71018at6656          -            402   1.4e-10   38.0   0.1   3   3    0.0055      0.11    8.7   0.0   289   322   272   305   229   305 0.65 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 71018at6656          -            402     2e-10   37.5   2.2   1   3    0.0094      0.19    7.9   0.1   248   323    41   117    25   135 0.77 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 71018at6656          -            402     2e-10   37.5   2.2   2   3    0.0042     0.085    9.1   0.0   291   334   169   212   166   246 0.81 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-     -            355 71018at6656          -            402     2e-10   37.5   2.2   3   3   5.7e-06   0.00012   18.5   0.0   297   370   258   335   236   350 0.83 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-      -            107 71018at6656          -            402   2.9e-10   37.0   0.1   1   1   7.6e-11   1.5e-09   34.6   0.1   270   366     3   105     1   107 0.82 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-    -            346 71018at6656          -            402   3.9e-10   36.5   0.2   1   3      0.36       7.3    2.7   0.0   309   330   138   159   122   171 0.56 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-    -            346 71018at6656          -            402   3.9e-10   36.5   0.2   2   3     1e-05    0.0002   17.7   0.0   272   360   143   248   140   254 0.69 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-    -            346 71018at6656          -            402   3.9e-10   36.5   0.2   3   3   8.7e-05    0.0018   14.6   0.1   289   327   263   302   251   340 0.83 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 71018at6656          -            402   8.3e-10   35.4   2.1   1   3   3.5e-10   7.1e-09   32.4   0.1   286   376     1    95     1   101 0.88 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 71018at6656          -            402   8.3e-10   35.4   2.1   2   3       2.9        58   -0.3   0.0   335   366   124   153   119   175 0.77 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 71018at6656          -            402   8.3e-10   35.4   2.1   3   3       1.2        24    1.0   0.1   286   364   218   255   180   257 0.50 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 71018at6656          -            402   9.5e-10   35.2   0.0   1   3     0.054       1.1    5.4   0.0   297   363     9    77     4    87 0.76 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 71018at6656          -            402   9.5e-10   35.2   0.0   2   3   1.4e-06   2.8e-05   20.5   0.0   290   361    89   159    87   173 0.87 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 71018at6656          -            402   9.5e-10   35.2   0.0   3   3     0.046      0.93    5.6   0.0   202   218   275   291   236   310 0.85 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 71018at6656          -            402     1e-09   35.1   0.4   1   2   4.1e-08   8.3e-07   25.6   0.0   269   365    57   152    44   170 0.87 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 71018at6656          -            402     1e-09   35.1   0.4   2   2    0.0094      0.19    7.9   0.1   310   366   219   279   182   289 0.76 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 71018at6656          -            402     2e-09   34.2   1.1   1   2   4.7e-06   9.6e-05   18.8   0.0   292   334   269   311   256   332 0.85 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 71018at6656          -            402     2e-09   34.2   1.1   2   2   0.00037    0.0076   12.5   0.1   316   385   468   537   445   549 0.80 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 71018at6656          -            402   2.1e-09   34.1   0.1   1   1   1.1e-10   2.2e-09   34.1   0.1   291   361     2    72     1    74 0.96 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-    -             92 71018at6656          -            402     3e-09   33.6   0.2   1   1   7.8e-10   1.6e-08   31.2   0.2   280   364     1    91     1    92 0.71 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 71018at6656          -            402   3.6e-09   33.3  14.7   1   2     4e-09     8e-08   28.9   0.8   293   385    11   109     7   117 0.87 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 71018at6656          -            402   3.6e-09   33.3  14.7   2   2     0.009      0.18    8.0   8.0   268   367   180   290   105   305 0.82 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+    -            374 71018at6656          -            402   4.5e-09   33.0   5.0   1   4     0.059       1.2    5.3   0.0   159   194     3    39     1    44 0.82 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+    -            374 71018at6656          -            402   4.5e-09   33.0   5.0   2   4    0.0011     0.022   11.0   0.1   298   379    46   130    36   150 0.79 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+    -            374 71018at6656          -            402   4.5e-09   33.0   5.0   3   4    0.0015     0.031   10.5   0.1   340   372   178   210   130   225 0.74 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+    -            374 71018at6656          -            402   4.5e-09   33.0   5.0   4   4     0.022      0.45    6.7   0.0   159   239   282   374   269   374 0.69 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 71018at6656          -            402   5.1e-09   32.9   0.2   1   3   2.3e-07   4.6e-06   23.1   0.2   232   326    26   136     9   175 0.78 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 71018at6656          -            402   5.1e-09   32.9   0.2   2   3       1.9        38    0.3   0.0   307   326   156   175   147   190 0.85 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+      -            293 71018at6656          -            402   5.1e-09   32.9   0.2   3   3       0.1       2.1    4.5   0.0   194   217   246   271   232   293 0.70 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+      -             64 71018at6656          -            402   5.2e-09   32.8   0.0   1   1   2.8e-10   5.6e-09   32.7   0.0   293   354     1    62     1    64 0.95 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 71018at6656          -            402   5.3e-09   32.8   0.7   1   3   2.4e-08   4.8e-07   26.4   0.3   269   325    12    68     1    98 0.61 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 71018at6656          -            402   5.3e-09   32.8   0.7   2   3       1.3        26    0.9   0.0   339   368   171   200   128   217 0.82 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 71018at6656          -            402   5.3e-09   32.8   0.7   3   3       0.2         4    3.5   0.0   298   381   172   267   166   275 0.57 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 71018at6656          -            402   5.6e-09   32.7   0.0   1   1   4.3e-10   8.8e-09   32.1   0.0   263   378    85   206    79   214 0.85 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 71018at6656          -            402   6.9e-09   32.4   0.0   1   1   1.6e-09   3.3e-08   30.2   0.0   194   365     1   171     1   172 0.82 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 71018at6656          -            402     7e-09   32.4   0.0   1   2       1.2        24    1.0   0.0   194   227    18    52     9    65 0.76 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 71018at6656          -            402     7e-09   32.4   0.0   2   2   6.2e-09   1.3e-07   28.3   0.0   268   367   120   224   112   238 0.80 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+  -            131 71018at6656          -            402   1.2e-08   31.7   0.0   1   1   7.8e-10   1.6e-08   31.2   0.0   291   368    22    99    15   110 0.91 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 71018at6656          -            402   1.2e-08   31.6   0.0   1   4       4.3        87   -0.8   0.0   285   306     2    23     1    47 0.77 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 71018at6656          -            402   1.2e-08   31.6   0.0   2   4     0.019      0.39    6.9   0.0   143   191    60   108    42   133 0.70 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 71018at6656          -            402   1.2e-08   31.6   0.0   3   4     0.044      0.89    5.7   0.0   297   336    75   114    64   180 0.69 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 71018at6656          -            402   1.2e-08   31.6   0.0   4   4   1.5e-06     3e-05   20.4   0.0   266   322   186   244   175   245 0.82 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 71018at6656          -            402     2e-08   30.9   1.3   1   2   0.00034    0.0069   12.7   0.0   331   366    28    63    20    67 0.59 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 71018at6656          -            402     2e-08   30.9   1.3   2   2   8.3e-06   0.00017   18.0   0.3   271   323    67   120    62   120 0.85 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-    -             53 71018at6656          -            402   2.7e-08   30.5   0.2   1   1   1.3e-09   2.7e-08   30.5   0.2   277   324     6    53     1    53 0.93 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|-  -             64 71018at6656          -            402   2.8e-08   30.4   0.0   1   1   1.5e-09     3e-08   30.3   0.0   334   385     4    53     1    58 0.89 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 71018at6656          -            402   3.4e-08   30.1   0.3   1   2   3.2e-05   0.00066   16.0   0.0   291   330    25    65    12    89 0.83 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 71018at6656          -            402   3.4e-08   30.1   0.3   2   2   0.00051      0.01   12.1   0.1   276   337   105   172    90   211 0.70 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 71018at6656          -            402   5.3e-08   29.5   0.1   1   2   2.2e-06   4.5e-05   19.8   0.0   290   385     5   110     1   121 0.67 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 71018at6656          -            402   5.3e-08   29.5   0.1   2   2    0.0093      0.19    7.9   0.0   308   361   131   185   100   194 0.78 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 71018at6656          -            402   8.5e-08   28.8   0.1   1   2   0.00037    0.0075   12.5   0.0   333   387   111   163   106   172 0.74 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 71018at6656          -            402   8.5e-08   28.8   0.1   2   2   0.00013    0.0025   14.1   0.0   309   364   185   238   173   238 0.76 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 71018at6656          -            402     1e-07   28.6   0.3   1   2    0.0027     0.055    9.7   0.0   350   386     3    39     1    47 0.90 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 71018at6656          -            402     1e-07   28.6   0.3   2   2   2.2e-05   0.00045   16.6   0.6   268   367    75   169    72   178 0.84 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+     -            273 71018at6656          -            402   1.6e-07   27.9   0.0   1   2   1.1e-07   2.3e-06   24.1   0.0   291   368     1    81     1   101 0.77 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+     -            273 71018at6656          -            402   1.6e-07   27.9   0.0   2   2      0.46       9.3    2.4   0.0   282   326    79   124    65   139 0.59 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-      -            789 71018at6656          -            402   1.8e-07   27.8   0.0   1   2     0.035       0.7    6.0   0.0   272   328    16    77     7    89 0.82 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-      -            789 71018at6656          -            402   1.8e-07   27.8   0.0   2   2   3.2e-06   6.5e-05   19.3   0.0   264   328   115   178   107   216 0.77 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 71018at6656          -            402   3.4e-07   26.8   0.0   1   2       1.1        23    1.1   0.0   342   364     4    26     2    37 0.81 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 71018at6656          -            402   3.4e-07   26.8   0.0   2   2   2.3e-07   4.8e-06   23.1   0.0   301   367    86   151    75   162 0.74 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 71018at6656          -            402   3.6e-07   26.7   0.6   1   3      0.72        15    1.7   0.0   234   261   236   263   231   269 0.78 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 71018at6656          -            402   3.6e-07   26.7   0.6   2   3   4.1e-06   8.4e-05   19.0   0.0   293   347   271   325   251   334 0.86 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 71018at6656          -            402   3.6e-07   26.7   0.6   3   3       0.4       8.2    2.5   0.1   180   217   537   576   446   579 0.58 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 71018at6656          -            402   3.7e-07   26.7   0.5   1   1     4e-08   8.2e-07   25.6   0.1   288   372   125   211   121   225 0.84 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 71018at6656          -            402   4.5e-07   26.4   0.1   1   1   2.4e-06   4.9e-05   19.7   0.1   234   330    18   103     5   129 0.74 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 71018at6656          -            402   6.7e-07   25.9   0.1   1   1   7.9e-08   1.6e-06   24.6   0.1   261   365    24   126    16   154 0.78 -
96592at6656_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-   -            182 71018at6656          -            402   8.8e-07   25.5   0.0   1   1   6.1e-08   1.2e-06   25.0   0.0   269   322   118   172   107   178 0.84 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 71018at6656          -            402   1.4e-06   24.8   0.2   1   3       1.8        36    0.4   0.0   164   188    17    41    12    48 0.67 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 71018at6656          -            402   1.4e-06   24.8   0.2   2   3   1.3e-05   0.00026   17.3   0.0   291   367    49   124    47   151 0.82 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 71018at6656          -            402   1.4e-06   24.8   0.2   3   3       0.2         4    3.6   0.0   295   324   141   175   130   180 0.65 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 71018at6656          -            402   1.5e-06   24.7   0.2   1   3    0.0017     0.034   10.4   0.0   269   325    30    86    16   155 0.86 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 71018at6656          -            402   1.5e-06   24.7   0.2   2   3   0.00086     0.017   11.3   0.0   320   393   217   294   198   298 0.81 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 71018at6656          -            402   1.5e-06   24.7   0.2   3   3       2.7        54   -0.2   0.0   301   322   293   314   289   314 0.84 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+      -             68 71018at6656          -            402   1.7e-06   24.5   0.1   1   1   1.2e-07   2.4e-06   24.0   0.1   293   350     2    59     1    65 0.82 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+       -           1938 71018at6656          -            402   2.9e-06   23.8   0.0   1   1   2.7e-07   5.5e-06   22.9   0.0   294   380  1845  1931  1823  1936 0.91 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 71018at6656          -            402   4.2e-06   23.2   0.0   1   1   4.9e-07     1e-05   22.0   0.0   269   339   211   282   197   292 0.88 -
58110at6656_6973_0:00155e|TRINITY_DN78038_c13_g1_i2:301-513|-      -             71 71018at6656          -            402   5.3e-06   22.9   0.0   1   1   2.8e-07   5.6e-06   22.8   0.0   301   354    18    71     6    71 0.90 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 71018at6656          -            402   7.8e-06   22.4   0.2   1   2     0.082       1.7    4.8   0.2   339   391     9    60     2    69 0.72 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 71018at6656          -            402   7.8e-06   22.4   0.2   2   2   4.4e-05   0.00089   15.6   0.0   291   365   113   189   108   192 0.86 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+      -            520 71018at6656          -            402     8e-06   22.3   0.0   1   1   7.3e-07   1.5e-05   21.5   0.0   203   260   236   295   215   309 0.64 -
31196at6656_407821_0:0026f5|TRINITY_DN64043_c0_g1_i1:327-473|-     -             49 71018at6656          -            402   9.1e-06   22.1   0.1   1   1   4.5e-07   9.1e-06   22.1   0.1   320   365     2    45     1    49 0.79 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 71018at6656          -            402   1.2e-05   21.7   1.1   1   3     0.058       1.2    5.3   0.1   311   366    69   130    58   152 0.54 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 71018at6656          -            402   1.2e-05   21.7   1.1   2   3    0.0001     0.002   14.4   0.1   301   393   166   264   161   270 0.77 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 71018at6656          -            402   1.2e-05   21.7   1.1   3   3       2.9        59   -0.3   0.1   303   325   261   283   249   283 0.61 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 71018at6656          -            402   1.9e-05   21.1   1.9   1   2   0.00015    0.0031   13.8   0.0   288   325    84   121    77   132 0.88 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 71018at6656          -            402   1.9e-05   21.1   1.9   2   2     0.078       1.6    4.9   2.4   268   322   175   229   155   229 0.81 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 71018at6656          -            402   6.7e-05   19.3   0.1   1   2       2.8        56   -0.2   0.0   200   219    17    36     6    93 0.80 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 71018at6656          -            402   6.7e-05   19.3   0.1   2   2   1.4e-05   0.00028   17.2   0.1   294   356   138   205   129   213 0.75 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+    -            213 71018at6656          -            402   6.7e-05   19.3   0.2   1   2      0.38       7.7    2.6   0.1   297   326     2    31     1    78 0.57 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+    -            213 71018at6656          -            402   6.7e-05   19.3   0.2   2   2   7.2e-05    0.0015   14.9   0.0   284   370    81   169    74   176 0.85 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 71018at6656          -            402   7.3e-05   19.2   0.5   1   2      0.26       5.3    3.1   0.0   197   221    32    56    26    75 0.83 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 71018at6656          -            402   7.3e-05   19.2   0.5   2   2    0.0013     0.025   10.8   0.1   350   378   186   214   159   223 0.74 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+     -            158 71018at6656          -            402   8.2e-05   19.0   0.1   1   1   9.9e-06    0.0002   17.7   0.1   194   336     6   143     2   154 0.81 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 71018at6656          -            402   0.00011   18.6   0.3   1   3     0.065       1.3    5.2   0.0   350   387     5    43     2    50 0.83 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 71018at6656          -            402   0.00011   18.6   0.3   2   3       4.1        83   -0.8   0.0   291   317    88   114    82   122 0.63 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 71018at6656          -            402   0.00011   18.6   0.3   3   3     0.014      0.29    7.3   0.0   292   353   171   232   166   234 0.84 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 71018at6656          -            402   0.00011   18.6   0.6   1   2   3.6e-05   0.00074   15.8   0.3   256   346    29   128    20   133 0.75 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 71018at6656          -            402   0.00011   18.6   0.6   2   2       6.1   1.2e+02   -1.4   0.0   168   191   182   205   178   225 0.75 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 71018at6656          -            402    0.0002   17.7   0.1   1   1   3.7e-05   0.00075   15.8   0.1   307   375    61   131    47   135 0.80 -
50947at6656_407821_0:0061ea|TRINITY_DN86898_c2_g2_i5:2831-3535|-   -            235 71018at6656          -            402   0.00022   17.6   0.0   1   2         8   1.6e+02   -1.7   0.0   249   270    21    42     9   109 0.65 -
50947at6656_407821_0:0061ea|TRINITY_DN86898_c2_g2_i5:2831-3535|-   -            235 71018at6656          -            402   0.00022   17.6   0.0   2   2   2.8e-05   0.00056   16.2   0.0   291   362   110   186    94   197 0.79 -
83755at6656_6850_0:004bd0|TRINITY_DN89483_c12_g1_i10:4027-4575|+   -            183 71018at6656          -            402    0.0003   17.1   0.2   1   2    0.0021     0.042   10.1   0.1   162   227     1    75     1   109 0.67 -
83755at6656_6850_0:004bd0|TRINITY_DN89483_c12_g1_i10:4027-4575|+   -            183 71018at6656          -            402    0.0003   17.1   0.2   2   2      0.23       4.6    3.4   0.0   277   326   139   182   133   183 0.86 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+   -             57 71018at6656          -            402   0.00033   17.0   0.0   1   1   1.7e-05   0.00035   16.9   0.0   310   364     3    57     1    57 0.97 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 71018at6656          -            402   0.00047   16.5   0.1   1   2       1.7        35    0.5   0.0   290   325    30    66    13   129 0.70 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 71018at6656          -            402   0.00047   16.5   0.1   2   2   0.00014    0.0028   14.0   0.0   305   359   137   194   123   196 0.71 -
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+         -            106 71018at6656          -            402    0.0007   15.9   0.0   1   1   0.00011    0.0022   14.3   0.0   291   323     7    39     5    45 0.94 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+      -            236 71018at6656          -            402   0.00087   15.6   0.0   1   3       4.2        85   -0.8   0.0   309   343    53    88    46    90 0.77 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+      -            236 71018at6656          -            402   0.00087   15.6   0.0   2   3   0.00048    0.0097   12.2   0.0   297   333    90   127    84   133 0.83 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+      -            236 71018at6656          -            402   0.00087   15.6   0.0   3   3       2.5        51   -0.1   0.0   303   373   147   219   138   233 0.63 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 71018at6656          -            402    0.0018   14.6   0.1   1   3     0.028      0.56    6.4   0.0   334   368     2    37     1    56 0.73 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 71018at6656          -            402    0.0018   14.6   0.1   2   3         7   1.4e+02   -1.6   0.0   160   186    51    78    35    85 0.74 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 71018at6656          -            402    0.0018   14.6   0.1   3   3     0.052       1.1    5.5   0.0   309   364   148   200   130   202 0.76 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 71018at6656          -            402    0.0021   14.4   0.0   1   1   0.00019    0.0039   13.5   0.0   276   327   134   183   119   207 0.84 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+     -            297 71018at6656          -            402    0.0062   12.8   0.0   1   2    0.0027     0.055    9.7   0.0   282   355   107   184    97   193 0.77 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+     -            297 71018at6656          -            402    0.0062   12.8   0.0   2   2       1.3        25    0.9   0.0   310   373   193   256   177   265 0.64 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 71018at6656          -            402    0.0066   12.7   0.0   1   3      0.37       7.4    2.7   0.0   296   331   249   284   225   288 0.83 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 71018at6656          -            402    0.0066   12.7   0.0   2   3      0.16       3.3    3.8   0.0   162   189   297   324   287   329 0.90 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 71018at6656          -            402    0.0066   12.7   0.0   3   3      0.95        19    1.3   0.0   295   325   385   415   376   419 0.73 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 71018at6656          -            402    0.0082   12.4   0.1   1   3       1.3        27    0.8   0.0   301   347     3    50     1    68 0.61 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 71018at6656          -            402    0.0082   12.4   0.1   2   3      0.14       2.9    4.0   0.0   293   332    84   124    77   135 0.74 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 71018at6656          -            402    0.0082   12.4   0.1   3   3     0.044      0.89    5.7   0.0   294   325   135   167   103   167 0.60 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 71018at6656          -            402    0.0097   12.2   1.4   1   3     0.022      0.45    6.7   0.0   203   221    22    40     4    64 0.69 -
