#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 81307at6656          -            284  1.7e-125  415.4  14.4   1   1    9e-127    2e-125  415.2  14.4     1   284     4   321     4   321 0.90 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|-  -             64 81307at6656          -            284   3.2e-06   24.0   0.0   1   1   2.7e-07   6.1e-06   23.1   0.0   165   204     3    42     1    62 0.71 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 81307at6656          -            284   3.5e-06   23.9   0.1   1   1   5.7e-07   1.3e-05   22.1   0.1    42   115   233   305   227   344 0.85 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 81307at6656          -            284   5.5e-06   23.3   0.9   1   2   8.1e-07   1.8e-05   21.6   0.9   169   282    85   199    73   231 0.70 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 81307at6656          -            284   5.5e-06   23.3   0.9   2   2       7.8   1.7e+02   -1.3   0.0    35    49   306   320   260   329 0.50 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 81307at6656          -            284   5.9e-06   23.2   0.6   1   2   1.7e-06   3.7e-05   20.5   0.1    14   102    20   114     9   153 0.58 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 81307at6656          -            284   5.9e-06   23.2   0.6   2   2       2.2        50    0.4   0.0   179   194   158   173   139   180 0.63 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 81307at6656          -            284   6.1e-06   23.1   5.7   1   2   0.00019    0.0042   13.8   0.0   164   195    86   119    58   131 0.75 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 81307at6656          -            284   6.1e-06   23.1   5.7   2   2      0.18       3.9    4.1   0.4   168   194   200   229   189   229 0.79 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 81307at6656          -            284   6.7e-06   23.0   0.0   1   2     0.012      0.27    7.9   0.0   124   198    13    94     3   118 0.62 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 81307at6656          -            284   6.7e-06   23.0   0.0   2   2    0.0005     0.011   12.4   0.0    47   117   156   228   140   239 0.79 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 81307at6656          -            284   7.1e-06   22.9   0.4   1   1   3.9e-07   8.7e-06   22.6   0.4    88   247     2   165     1   167 0.75 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 81307at6656          -            284   7.4e-06   22.9   0.2   1   2      0.42       9.3    2.8   0.0    38    69    50    83    42    98 0.65 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 81307at6656          -            284   7.4e-06   22.9   0.2   2   2    0.0046       0.1    9.3   0.1    38    68   141   171   132   172 0.74 -
31196at6656_407821_0:0026f5|TRINITY_DN64043_c0_g1_i1:327-473|-     -             49 81307at6656          -            284   8.3e-06   22.7   0.1   1   1     4e-07     9e-06   22.6   0.1   162   195    12    45     3    48 0.91 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 81307at6656          -            284   8.4e-06   22.7   0.4   1   3    0.0021     0.047   10.4   0.0    54    93     4    42     1    52 0.80 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 81307at6656          -            284   8.4e-06   22.7   0.4   2   3      0.63        14    2.3   0.1   183   216    76   108    69   133 0.71 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 81307at6656          -            284   8.4e-06   22.7   0.4   3   3      0.03      0.66    6.6   0.0    46    73   145   172   113   184 0.79 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 81307at6656          -            284   1.3e-05   22.1   0.0   1   1   1.4e-06   3.2e-05   20.8   0.0   179   255    25   104     6   112 0.76 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+     -            202 81307at6656          -            284   1.6e-05   21.7   0.0   1   1     1e-06   2.2e-05   21.3   0.0     1    92     2    99     2   107 0.82 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 81307at6656          -            284   2.2e-05   21.3   0.1   1   1     1e-06   2.3e-05   21.3   0.1    38   104     4    69     1    74 0.77 -
58110at6656_6973_0:00155e|TRINITY_DN78038_c13_g1_i2:301-513|-      -             71 81307at6656          -            284   2.3e-05   21.2   0.1   1   1   1.1e-06   2.6e-05   21.1   0.1    47    98    19    69    12    71 0.89 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+       -           1938 81307at6656          -            284   4.5e-05   20.3   0.4   1   1   6.1e-06   0.00014   18.7   0.1    34   112  1840  1917  1813  1931 0.86 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 81307at6656          -            284   6.3e-05   19.8   0.4   1   1   4.9e-06   0.00011   19.0   0.1   164   254     3    92     1   111 0.77 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+      -            520 81307at6656          -            284   7.3e-05   19.6   0.0   1   1   5.5e-06   0.00012   18.9   0.0    56   155   238   334   213   359 0.77 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 81307at6656          -            284   8.6e-05   19.4   0.0   1   2    0.0056      0.12    9.0   0.0   167   199     3    38     1    87 0.76 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 81307at6656          -            284   8.6e-05   19.4   0.0   2   2    0.0062      0.14    8.9   0.0   221   279   135   194    90   198 0.85 -
96592at6656_156304_0:000966|TRINITY_DN90840_c6_g1_i9:2176-2937|+   -            254 81307at6656          -            284   0.00022   18.0   0.5   1   2   0.00061     0.014   12.1   0.4   225   280    83   140    72   150 0.70 -
96592at6656_156304_0:000966|TRINITY_DN90840_c6_g1_i9:2176-2937|+   -            254 81307at6656          -            284   0.00022   18.0   0.5   2   2      0.33       7.3    3.2   0.0    78   100   231   253   218   254 0.88 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 81307at6656          -            284   0.00022   18.0   0.0   1   1   2.6e-05   0.00057   16.7   0.0   122   244   111   236    86   238 0.76 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 81307at6656          -            284   0.00024   17.9   0.0   1   2      0.82        18    1.9   0.0   176   198    84   106    50   121 0.70 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 81307at6656          -            284   0.00024   17.9   0.0   2   2   0.00018     0.004   13.9   0.0    54   114   137   196   130   212 0.51 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-    -             53 81307at6656          -            284   0.00047   16.9   0.0   1   1   2.2e-05   0.00048   16.9   0.0    77   111    18    52     4    53 0.64 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+      -            236 81307at6656          -            284   0.00076   16.3   0.0   1   2    0.0015     0.032   10.9   0.0    53    93   101   141    40   193 0.71 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+      -            236 81307at6656          -            284   0.00076   16.3   0.0   2   2    0.0022     0.048   10.4   0.0    54    93   102   141    90   235 0.80 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 81307at6656          -            284   0.00082   16.1   0.1   1   2       2.2        50    0.4   0.0   245   284    19    61    15    61 0.79 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 81307at6656          -            284   0.00082   16.1   0.1   2   2   0.00022    0.0048   13.6   0.0    41   102   127   192    79   195 0.83 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 81307at6656          -            284   0.00083   16.1   0.0   1   1   0.00034    0.0076   13.0   0.0    39   180   206   349   194   360 0.80 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 81307at6656          -            284    0.0018   15.1   0.0   1   1   0.00013     0.003   14.3   0.0    58   112   129   180   111   196 0.79 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+   -             57 81307at6656          -            284    0.0033   14.2   0.0   1   1   0.00016    0.0035   14.1   0.0    54   110     2    57     1    57 0.89 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 81307at6656          -            284    0.0037   14.0   0.1   1   1   0.00045      0.01   12.6   0.1    37    99   136   203   122   210 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/81307at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/81307at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/81307at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:09 2026
# [ok]
