#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 118807at6656         -            237   1.1e-97  323.7   5.5   1   1   1.1e-98   2.3e-97  322.6   5.5     1   237     9   277     9   277 0.89 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+     -            297 118807at6656         -            237   2.4e-09   34.5   0.0   1   3      0.13       2.7    4.9   0.0    11    70     2    63     1    75 0.82 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+     -            297 118807at6656         -            237   2.4e-09   34.5   0.0   2   3   6.5e-06   0.00014   18.9   0.0    68   131   100   163    81   177 0.84 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+     -            297 118807at6656         -            237   2.4e-09   34.5   0.0   3   3      0.11       2.4    5.1   0.0   106   131   196   220   176   258 0.46 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 118807at6656         -            237   2.7e-09   34.3   2.6   1   2   5.9e-05    0.0012   15.8   0.7    13   116     7   108     4   108 0.86 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 118807at6656         -            237   2.7e-09   34.3   2.6   2   2   4.5e-07   9.5e-06   22.7   0.6    14    83    89   158    83   165 0.82 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+    -           1178 118807at6656         -            237   2.8e-09   34.3   1.0   1   2   5.5e-07   1.2e-05   22.4   0.2    40   133   111   208    98   244 0.72 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+    -           1178 118807at6656         -            237   2.8e-09   34.3   1.0   2   2    0.0048       0.1    9.5   0.1    36   115   244   329   234   334 0.74 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 118807at6656         -            237   3.4e-09   34.0   0.3   1   2   3.7e-06   7.9e-05   19.7   0.1    63   122     4    64     1    96 0.86 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 118807at6656         -            237   3.4e-09   34.0   0.3   2   2   0.00087     0.018   12.0   0.0   112   160   106   158    99   184 0.76 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 118807at6656         -            237   3.9e-09   33.8   2.4   1   3      0.35       7.3    3.4   0.0   100   152     6    59     2    77 0.76 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 118807at6656         -            237   3.9e-09   33.8   2.4   2   3   0.00018    0.0037   14.2   0.0    52    96   119   163   101   181 0.76 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 118807at6656         -            237   3.9e-09   33.8   2.4   3   3   0.00011    0.0022   15.0   0.2    60   115   185   238   174   238 0.80 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 118807at6656         -            237   7.3e-09   32.9   0.3   1   2   2.8e-06   5.8e-05   20.1   0.1    10   116     3   123     1   139 0.75 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 118807at6656         -            237   7.3e-09   32.9   0.3   2   2     0.025      0.54    7.2   0.0     3    33   141   171   139   172 0.91 -
31196at6656_407821_0:0026f5|TRINITY_DN64043_c0_g1_i1:327-473|-     -             49 118807at6656         -            237   8.5e-09   32.7   0.1   1   1   4.4e-10   9.3e-09   32.6   0.1    72   117     3    46     1    48 0.93 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 118807at6656         -            237   9.5e-09   32.5   0.1   1   3   3.8e-08   7.9e-07   26.2   0.1    45   127    49   132    36   139 0.84 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 118807at6656         -            237   9.5e-09   32.5   0.1   2   3       1.1        24    1.8   0.0    86   121   181   215   150   226 0.79 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 118807at6656         -            237   9.5e-09   32.5   0.1   3   3       4.9     1e+02   -0.3   0.0    57    84   251   278   244   288 0.75 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 118807at6656         -            237   1.6e-08   31.8   1.2   1   3   1.3e-06   2.8e-05   21.2   0.0    61   121    11    71     1    95 0.85 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 118807at6656         -            237   1.6e-08   31.8   1.2   2   3     0.042      0.88    6.5   0.0    75   119   156   200   136   223 0.74 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+    -            286 118807at6656         -            237   1.6e-08   31.8   1.2   3   3       1.7        35    1.2   0.0    11    83   228   260   220   275 0.50 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-    -            346 118807at6656         -            237   1.8e-08   31.6   0.2   1   2     0.034      0.71    6.8   0.1    61   101   139   179   132   222 0.67 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-    -            346 118807at6656         -            237   1.8e-08   31.6   0.2   2   2   1.1e-06   2.3e-05   21.5   0.0    55   137   234   324   197   329 0.76 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 118807at6656         -            237   2.6e-08   31.1   0.0   1   2   5.7e-05    0.0012   15.8   0.0    56   136    73   153    31   161 0.78 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 118807at6656         -            237   2.6e-08   31.1   0.0   2   2   0.00032    0.0067   13.4   0.0    60   118   164   224   148   238 0.60 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 118807at6656         -            237     3e-08   30.9   2.0   1   2   1.4e-07   2.9e-06   24.4   0.0    10    82    15    92     8   102 0.81 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 118807at6656         -            237     3e-08   30.9   2.0   2   2      0.24       5.1    4.0   0.1    87   116   125   152   119   183 0.76 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 118807at6656         -            237   3.6e-08   30.6   0.7   1   2   0.00038    0.0081   13.1   0.0    84   118    30    64    20    72 0.80 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 118807at6656         -            237   3.6e-08   30.6   0.7   2   2     4e-05   0.00085   16.3   0.1    39    74    85   120    74   120 0.85 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+       -           1938 118807at6656         -            237   4.3e-08   30.4   0.2   1   1   5.2e-09   1.1e-07   29.1   0.0     8   159  1755  1919  1750  1927 0.74 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 118807at6656         -            237   4.3e-08   30.4   0.3   1   2   0.00035    0.0073   13.3   0.0    90   118    30    58    21    66 0.91 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 118807at6656         -            237   4.3e-08   30.4   0.3   2   2   0.00011    0.0022   15.0   0.0    85   147    71   141    63   159 0.71 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 118807at6656         -            237   4.6e-08   30.3   1.5   1   4   0.00034    0.0073   13.3   0.0    54   119    22    87    13    95 0.77 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 118807at6656         -            237   4.6e-08   30.3   1.5   2   4      0.11       2.2    5.1   0.0    97   137   114   156   105   191 0.77 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 118807at6656         -            237   4.6e-08   30.3   1.5   3   4      0.46       9.7    3.0   0.2    70   118   177   224   171   238 0.84 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 118807at6656         -            237   4.6e-08   30.3   1.5   4   4      0.26       5.5    3.9   0.0   168   208   249   289   237   301 0.69 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 118807at6656         -            237   6.2e-08   29.9   2.7   1   2     0.014      0.31    8.0   0.0    80   124    83   127    39   154 0.84 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 118807at6656         -            237   6.2e-08   29.9   2.7   2   2   3.3e-06     7e-05   19.9   2.7    43   115   159   229   145   229 0.86 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 118807at6656         -            237   6.3e-08   29.8   0.1   1   1   1.3e-08   2.8e-07   27.7   0.0    41   115   168   244   154   245 0.86 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 118807at6656         -            237   6.3e-08   29.8   0.3   1   1     4e-09   8.5e-08   29.4   0.3    11   158     3   167     1   167 0.77 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-      -            789 118807at6656         -            237   7.9e-08   29.5   0.0   1   3     0.076       1.6    5.6   0.0    45    79    38    77    32    86 0.84 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-      -            789 118807at6656         -            237   7.9e-08   29.5   0.0   2   3     0.052       1.1    6.1   0.0   126   168   103   145    99   157 0.80 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-      -            789 118807at6656         -            237   7.9e-08   29.5   0.0   3   3   2.7e-05   0.00058   16.9   0.0    62   227   121   279   119   288 0.78 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+      -             64 118807at6656         -            237   9.8e-08   29.2   0.0   1   1   4.9e-09     1e-07   29.1   0.0     5    63     3    62     1    64 0.62 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 118807at6656         -            237   1.2e-07   29.0   0.1   1   2   0.00019     0.004   14.1   0.0    42   102   268   327   261   352 0.76 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 118807at6656         -            237   1.2e-07   29.0   0.1   2   2    0.0014      0.03   11.3   0.1    27   113   469   556   463   562 0.88 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 118807at6656         -            237   1.4e-07   28.7   0.1   1   1   7.1e-09   1.5e-07   28.6   0.1    42   112     2    72     1    74 0.95 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|-  -             64 118807at6656         -            237   1.9e-07   28.3   0.1   1   1     1e-08   2.1e-07   28.1   0.1    85   147     4    64     1    64 0.69 -
58110at6656_6973_0:00155e|TRINITY_DN78038_c13_g1_i2:301-513|-      -             71 118807at6656         -            237   3.4e-07   27.5   0.1   1   1   1.6e-08   3.4e-07   27.4   0.1    49    97    15    63     7    71 0.85 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+    -            377 118807at6656         -            237   3.8e-07   27.3   2.0   1   3      0.35       7.4    3.4   0.2    66   127   154   223   132   228 0.64 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+    -            377 118807at6656         -            237   3.8e-07   27.3   2.0   2   3   1.1e-06   2.3e-05   21.5   0.0     6    74   228   300   223   308 0.82 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+    -            377 118807at6656         -            237   3.8e-07   27.3   2.0   3   3       6.6   1.4e+02   -0.7   0.0    38    72   332   367   325   375 0.65 -
118807at6656_7220_0:002e45|TRINITY_DN83196_c10_g1_i2:3499-4227|+   -            243 118807at6656         -            237   1.1e-06   25.8   0.7   1   3    0.0022     0.047   10.6   0.2   143   176     6    38     1    48 0.63 -
118807at6656_7220_0:002e45|TRINITY_DN83196_c10_g1_i2:3499-4227|+   -            243 118807at6656         -            237   1.1e-06   25.8   0.7   2   3     0.045      0.95    6.3   0.0    60   134    55   129    41   146 0.62 -
118807at6656_7220_0:002e45|TRINITY_DN83196_c10_g1_i2:3499-4227|+   -            243 118807at6656         -            237   1.1e-06   25.8   0.7   3   3     0.055       1.2    6.1   0.0    96   163   173   238   103   242 0.60 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 118807at6656         -            237   1.2e-06   25.7   1.5   1   2     0.059       1.2    6.0   0.3    66   137    72   150    67   155 0.71 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 118807at6656         -            237   1.2e-06   25.7   1.5   2   2   3.2e-05   0.00069   16.6   0.0    13   118   168   283   159   283 0.66 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 118807at6656         -            237   1.2e-06   25.6   1.0   1   3   4.7e-05   0.00099   16.1   0.2    83   122     3    42     1    99 0.69 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 118807at6656         -            237   1.2e-06   25.6   1.0   2   3     0.045      0.96    6.3   0.0    61   128   119   188   102   202 0.79 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 118807at6656         -            237   1.2e-06   25.6   1.0   3   3         3        64    0.4   0.1    98   119   202   224   188   225 0.63 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+      -            520 118807at6656         -            237   3.7e-06   24.1   0.0   1   2     0.022      0.47    7.4   0.0    63   124   196   258   191   261 0.88 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+      -            520 118807at6656         -            237   3.7e-06   24.1   0.0   2   2   0.00016    0.0033   14.4   0.0     2    42   261   303   260   350 0.87 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+     -            158 118807at6656         -            237   3.8e-06   24.0   0.0   1   2       1.6        33    1.3   0.0    62   126    17    39     1    85 0.47 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+     -            158 118807at6656         -            237   3.8e-06   24.0   0.0   2   2   1.4e-06   2.9e-05   21.1   0.0    82   130    96   144    70   155 0.81 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 118807at6656         -            237   4.3e-06   23.8   0.7   1   2     0.065       1.4    5.8   0.5    46   160     7    80     1    95 0.47 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 118807at6656         -            237   4.3e-06   23.8   0.7   2   2   3.5e-05   0.00075   16.5   0.0    44   116   115   189   106   192 0.64 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+  -            131 118807at6656         -            237   9.5e-06   22.7   0.0   1   2   0.00011    0.0024   14.9   0.0    79   118    17    56     7    66 0.88 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+  -            131 118807at6656         -            237   9.5e-06   22.7   0.0   2   2     0.053       1.1    6.1   0.0    91   123    71   103    59   115 0.67 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 118807at6656         -            237   1.2e-05   22.4   0.1   1   3     0.014       0.3    8.0   0.0    89   152    24    98     1   103 0.58 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 118807at6656         -            237   1.2e-05   22.4   0.1   2   3       0.2       4.2    4.2   0.1    45    77    73   105    62   151 0.57 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 118807at6656         -            237   1.2e-05   22.4   0.1   3   3    0.0032     0.068   10.1   0.0    83   136   162   221   132   224 0.74 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 118807at6656         -            237   3.2e-05   21.0   2.4   1   1   5.3e-06   0.00011   19.2   2.4     6    80     9    89     4   136 0.73 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 118807at6656         -            237   6.5e-05   20.0   0.1   1   1   1.1e-05   0.00024   18.1   0.2    12    92   202   284   197   293 0.84 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 118807at6656         -            237   7.6e-05   19.8   0.1   1   2       1.8        38    1.1   0.0   164   204   120   160   109   168 0.83 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 118807at6656         -            237   7.6e-05   19.8   0.1   2   2   3.6e-06   7.6e-05   19.8   0.1    16   102   242   329   219   351 0.63 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+   -             57 118807at6656         -            237   0.00014   18.9   0.0   1   1   7.1e-06   0.00015   18.8   0.0    61   115     3    57     1    57 0.91 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+      -             68 118807at6656         -            237   0.00016   18.7   0.1   1   1   7.7e-06   0.00016   18.7   0.1    44    93     2    52     1    68 0.73 -
50947at6656_407821_0:0061ea|TRINITY_DN86898_c2_g2_i5:2831-3535|-   -            235 118807at6656         -            237   0.00021   18.3   0.0   1   2    0.0006     0.013   12.5   0.0     7   119    29   146    24   152 0.76 -
50947at6656_407821_0:0061ea|TRINITY_DN86898_c2_g2_i5:2831-3535|-   -            235 118807at6656         -            237   0.00021   18.3   0.0   2   2    0.0045     0.095    9.6   0.0    42   120   110   193    95   211 0.67 -
96592at6656_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-   -            182 118807at6656         -            237   0.00022   18.2   0.0   1   1   3.1e-05   0.00065   16.7   0.0    63   114   119   171   110   177 0.82 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 118807at6656         -            237   0.00024   18.1   0.0   1   2      0.81        17    2.2   0.0    62   122    22    88    12   107 0.61 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 118807at6656         -            237   0.00024   18.1   0.0   2   2   0.00026    0.0054   13.7   0.1    62   120   113   172    99   195 0.83 -
83755at6656_6850_0:004bd0|TRINITY_DN89483_c12_g1_i10:4027-4575|+   -            183 118807at6656         -            237   0.00044   17.3   0.3   1   3      0.08       1.7    5.5   0.0   164   210     2    47     1    54 0.84 -
83755at6656_6850_0:004bd0|TRINITY_DN89483_c12_g1_i10:4027-4575|+   -            183 118807at6656         -            237   0.00044   17.3   0.3   2   3    0.0067      0.14    9.1   0.1   167   212    85   133    49   155 0.65 -
83755at6656_6850_0:004bd0|TRINITY_DN89483_c12_g1_i10:4027-4575|+   -            183 118807at6656         -            237   0.00044   17.3   0.3   3   3       5.4   1.1e+02   -0.5   0.0    71    94   140   163   132   182 0.61 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 118807at6656         -            237    0.0006   16.8   0.0   1   2       3.1        66    0.3   0.0   118   148    48    78    12    99 0.72 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 118807at6656         -            237    0.0006   16.8   0.0   2   2   0.00026    0.0055   13.7   0.0    67   119   132   182   111   191 0.62 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-    -             53 118807at6656         -            237   0.00062   16.8   0.0   1   1   3.2e-05   0.00068   16.6   0.0    72   117     8    53     5    53 0.71 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 118807at6656         -            237    0.0012   15.8   0.0   1   3       3.8        81    0.0   0.0     6    35    14    43    11    51 0.83 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 118807at6656         -            237    0.0012   15.8   0.0   2   3    0.0016     0.033   11.1   0.0    80   118    60    98    49   110 0.88 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 118807at6656         -            237    0.0012   15.8   0.0   3   3       2.4        50    0.7   0.0    84   106   111   137   103   144 0.66 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 118807at6656         -            237    0.0013   15.7   0.1   1   2   0.00055     0.012   12.6   0.0    70   157   231   320   214   328 0.76 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-   -            420 118807at6656         -            237    0.0013   15.7   0.1   2   2         2        42    1.0   0.0    62   107   307   357   294   372 0.61 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 118807at6656         -            237    0.0015   15.5   0.3   1   1    0.0023     0.049   10.6   0.2     5   139    10   170     6   195 0.65 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+      -            236 118807at6656         -            237    0.0026   14.7   0.0   1   2    0.0034     0.072   10.0   0.0   103   167   103   178    63   186 0.68 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+      -            236 118807at6656         -            237    0.0026   14.7   0.0   2   2     0.073       1.5    5.7   0.0   104   159   155   214   138   219 0.74 -
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+         -            106 118807at6656         -            237    0.0055   13.7   0.0   1   1   0.00029    0.0062   13.5   0.0    40   116     5    86     2   103 0.74 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+    -            374 118807at6656         -            237    0.0096   12.9   0.1   1   2      0.24         5    4.0   0.1   147   147   160   160     1   227 0.49 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+    -            374 118807at6656         -            237    0.0096   12.9   0.1   2   2      0.19         4    4.3   0.0    12    73   286   349   279   354 0.84 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 118807at6656         -            237     0.017   12.1   0.0   1   1    0.0029     0.061   10.2   0.0    86   123     3    41     1    85 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/118807at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/118807at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/118807at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:07 2026
# [ok]
