#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+   -            453 50947at6656          -            438  6.8e-224  741.1   7.8   1   1  3.7e-225  8.3e-224  740.8   7.8    52   438    39   447    11   447 0.92 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 50947at6656          -            438     8e-06   22.5   0.4   2   4      0.48        11    2.3   0.0   343   406   176   240   168   329 0.74 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 50947at6656          -            438     8e-06   22.5   0.4   3   4       1.3        29    0.9   0.0   176   229   365   420   342   432 0.70 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+     -            729 50947at6656          -            438     8e-06   22.5   0.4   4   4   0.00018     0.004   13.6   0.4   201   314   562   691   559   695 0.68 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 50947at6656          -            438   8.6e-06   22.4   0.2   1   1   9.6e-07   2.1e-05   21.1   0.2   172   265    60   156    41   172 0.67 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+    -           1178 50947at6656          -            438   1.2e-05   21.9   0.0   1   1   8.2e-06   0.00018   18.0   0.0   158   317   115   285   105   288 0.75 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 50947at6656          -            438   1.7e-05   21.4   0.0   1   2      0.79        18    1.6   0.0   173   242    11    80     5    89 0.66 -
83755at6656_30019_0:0008bb|TRINITY_DN93328_c6_g1_i6:3237-3785|-    -            183 50947at6656          -            438   1.7e-05   21.4   0.0   2   2   9.4e-06   0.00021   17.8   0.0   170   238    89   156    83   170 0.85 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 50947at6656          -            438   1.8e-05   21.3   7.0   1   3   0.00015    0.0034   13.8   0.2   151   215    48   114    44   131 0.81 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 50947at6656          -            438   1.8e-05   21.3   7.0   2   3     0.059       1.3    5.3   1.0   151   188    94   132    91   204 0.81 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 50947at6656          -            438   1.8e-05   21.3   7.0   3   3     0.049       1.1    5.5   0.1   156   231   207   288   202   303 0.74 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 50947at6656          -            438   1.9e-05   21.3   0.1   1   3     0.041      0.92    5.8   0.0   257   314    36   101     6   108 0.54 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 50947at6656          -            438   1.9e-05   21.3   0.1   2   3      0.17       3.8    3.8   0.0   157   190    69   103    61   133 0.82 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-       -            224 50947at6656          -            438   1.9e-05   21.3   0.1   3   3    0.0012     0.026   10.9   0.0   154   210   161   221   151   224 0.67 -
96592at6656_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-   -            182 50947at6656          -            438     2e-05   21.2   0.0   1   1   1.7e-06   3.8e-05   20.3   0.0   245   318   102   176    89   182 0.89 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+  -            131 50947at6656          -            438   2.8e-05   20.7   0.0   1   1   1.5e-06   3.4e-05   20.4   0.0   152   254    18   119     5   130 0.86 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 50947at6656          -            438     3e-05   20.6   6.1   1   4       1.5        33    0.7   0.6    65    99    31    66    21    99 0.67 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 50947at6656          -            438     3e-05   20.6   6.1   2   4      0.56        13    2.1   0.0   145   216   164   238   152   266 0.66 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 50947at6656          -            438     3e-05   20.6   6.1   3   4     0.001     0.022   11.1   0.1   154   235   274   361   263   373 0.81 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-   -            645 50947at6656          -            438     3e-05   20.6   6.1   4   4      0.06       1.3    5.3   0.0   212   284   386   466   375   492 0.54 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 50947at6656          -            438   3.2e-05   20.5   0.0   1   2   0.00028    0.0061   13.0   0.0   280   315    27    62    16    65 0.88 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 50947at6656          -            438   3.2e-05   20.5   0.0   2   2     0.044      0.98    5.7   0.0   152   189    84   120    79   120 0.76 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+       -           1938 50947at6656          -            438   4.8e-05   19.9   0.1   1   1   3.7e-06   8.3e-05   19.1   0.1   150   231  1836  1916  1788  1927 0.71 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 50947at6656          -            438   6.9e-05   19.4   0.4   1   3       1.8        41    0.4   0.0   376   416    51    91    41   101 0.83 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 50947at6656          -            438   6.9e-05   19.4   0.4   2   3       6.2   1.4e+02   -1.4   0.0   296   313   125   143   107   148 0.57 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 50947at6656          -            438   6.9e-05   19.4   0.4   3   3   5.9e-05    0.0013   15.2   0.0   157   190   157   190   145   192 0.89 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 50947at6656          -            438   7.5e-05   19.3   0.0   1   2    0.0037     0.083    9.2   0.0   384   416    86   118    76   135 0.79 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 50947at6656          -            438   7.5e-05   19.3   0.0   2   2    0.0081      0.18    8.1   0.0   175   236   137   198   129   208 0.61 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+      -             68 50947at6656          -            438   7.7e-05   19.2   0.0   1   1   3.5e-06   7.8e-05   19.2   0.0   202   261     2    63     1    68 0.83 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+     -            158 50947at6656          -            438   7.8e-05   19.2   0.1   1   2     0.016      0.36    7.2   0.0   205   276     4    72     1    85 0.86 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+     -            158 50947at6656          -            438   7.8e-05   19.2   0.1   2   2   0.00079     0.018   11.5   0.0   350   404    78   133    69   157 0.73 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+     -            137 50947at6656          -            438   0.00011   18.8   0.8   1   1     0.001     0.023   11.1   0.1   202   236     6    42     3    46 0.81 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 50947at6656          -            438   0.00025   17.6   0.2   1   3       3.8        85   -0.7   0.0   164   200     9    45     1    85 0.57 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 50947at6656          -            438   0.00025   17.6   0.2   2   3       3.6        80   -0.6   0.0    30    72    47    89    32   111 0.74 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 50947at6656          -            438   0.00025   17.6   0.2   3   3   5.1e-05    0.0011   15.4   0.2   152   219   131   202    80   212 0.81 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+   -             57 50947at6656          -            438   0.00042   16.8   0.0   1   1     2e-05   0.00045   16.7   0.0   387   435     2    49     1    52 0.86 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+     -            297 50947at6656          -            438   0.00044   16.8   0.0   1   3       1.6        36    0.5   0.0   249   284     1    34     1    63 0.82 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+     -            297 50947at6656          -            438   0.00044   16.8   0.0   2   3       1.6        36    0.5   0.0   255   280   129   155   110   173 0.71 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+     -            297 50947at6656          -            438   0.00044   16.8   0.0   3   3   0.00072     0.016   11.6   0.0   183   240   200   257   180   285 0.75 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+    -            213 50947at6656          -            438   0.00047   16.6   0.0   1   2       0.1       2.3    4.5   0.0   160   190    42    71    21    79 0.83 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+    -            213 50947at6656          -            438   0.00047   16.6   0.0   2   2     0.002     0.044   10.2   0.0   249   315    98   164    74   170 0.77 -
31196at6656_407821_0:0026f5|TRINITY_DN64043_c0_g1_i1:327-473|-     -             49 50947at6656          -            438   0.00053   16.5   0.1   1   1   2.5e-05   0.00057   16.4   0.1   188   231     4    45     1    48 0.75 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 50947at6656          -            438   0.00054   16.5   0.1   1   3     0.031       0.7    6.2   0.0   176   212     5    40     1    58 0.83 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 50947at6656          -            438   0.00054   16.5   0.1   2   3     0.016      0.36    7.1   0.0   170   202    69   103    50   108 0.81 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 50947at6656          -            438   0.00054   16.5   0.1   3   3       7.7   1.7e+02   -1.7   0.0   388   422   114   148   100   161 0.83 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+      -             64 50947at6656          -            438   0.00077   16.0   0.0   1   1   3.7e-05   0.00084   15.8   0.0   158   222     1    63     1    64 0.87 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 50947at6656          -            438    0.0009   15.7   0.1   1   2   0.00074     0.017   11.6   0.1   379   420   201   242   189   275 0.86 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 50947at6656          -            438    0.0009   15.7   0.1   2   2      0.75        17    1.7   0.0   373   428   337   393   321   404 0.84 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 50947at6656          -            438     0.001   15.5   0.1   1   1   4.8e-05    0.0011   15.5   0.1   367   413     2    46     1    72 0.75 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 50947at6656          -            438    0.0013   15.2   0.4   1   2    0.0011     0.026   10.9   0.1   280   316     3    39     1    55 0.78 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-     -            203 50947at6656          -            438    0.0013   15.2   0.4   2   2      0.76        17    1.6   0.0   156   221   100   178    97   187 0.61 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-    -             53 50947at6656          -            438    0.0017   14.8   0.0   1   1   7.6e-05    0.0017   14.8   0.0   187   231     8    52     1    53 0.85 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 50947at6656          -            438    0.0022   14.5   0.0   1   1   0.00013    0.0028   14.1   0.0   155   273    48   174    20   181 0.59 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-      -            789 50947at6656          -            438    0.0023   14.4   0.6   1   2   0.00082     0.018   11.4   0.0   208   277   108   177   100   183 0.81 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-      -            789 50947at6656          -            438    0.0023   14.4   0.6   2   2       2.4        53    0.0   0.0   158   191   185   219   177   223 0.85 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 50947at6656          -            438    0.0025   14.3   0.1   1   2     0.018      0.41    7.0   0.0   380   404    35    59    28    68 0.82 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 50947at6656          -            438    0.0025   14.3   0.1   2   2     0.052       1.2    5.5   0.0   384   415    88   119    62   136 0.75 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 50947at6656          -            438     0.003   14.0   0.0   1   2     0.077       1.7    4.9   0.0   379   404     4    29     1    44 0.86 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 50947at6656          -            438     0.003   14.0   0.0   2   2     0.017      0.38    7.1   0.0   203   314    51   170    44   172 0.70 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 50947at6656          -            438    0.0047   13.4   0.0   1   2    0.0026     0.057    9.8   0.0   283   316     4    37     1    85 0.92 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 50947at6656          -            438    0.0047   13.4   0.0   2   2       0.6        13    2.0   0.0   257   276   160   179   109   224 0.76 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 50947at6656          -            438    0.0057   13.1   0.1   1   2       1.2        27    1.0   0.0   376   408   234   266   211   278 0.73 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+     -            584 50947at6656          -            438    0.0057   13.1   0.1   2   2    0.0037     0.083    9.3   0.1   379   420   279   320   269   332 0.84 -
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 50947at6656          -            438      0.01   12.2   0.0   1   3       5.5   1.2e+02   -1.2   0.0   220   275    98   153    90   163 0.70 -
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 50947at6656          -            438      0.01   12.2   0.0   2   3      0.73        16    1.7   0.0   207   276   178   249   113   253 0.62 -
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-    -            316 50947at6656          -            438      0.01   12.2   0.0   3   3    0.0098      0.22    7.9   0.0   196   250   255   310   247   315 0.79 -
118807at6656_7220_0:002e45|TRINITY_DN83196_c10_g1_i2:3499-4227|+   -            243 50947at6656          -            438     0.017   11.6   0.0   1   3     0.055       1.2    5.4   0.1   260   313     6    67     3    78 0.68 -
118807at6656_7220_0:002e45|TRINITY_DN83196_c10_g1_i2:3499-4227|+   -            243 50947at6656          -            438     0.017   11.6   0.0   2   3       1.3        30    0.8   0.0   251   278   170   197   159   207 0.83 -
118807at6656_7220_0:002e45|TRINITY_DN83196_c10_g1_i2:3499-4227|+   -            243 50947at6656          -            438     0.017   11.6   0.0   3   3       1.1        25    1.1   0.0   215   241   215   241   197   243 0.85 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 50947at6656          -            438     0.026   10.9   0.0   1   2    0.0056      0.12    8.7   0.0   202   262     3    65     1    77 0.82 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+    -            203 50947at6656          -            438     0.026   10.9   0.0   2   2       2.4        54   -0.0   0.0   202   231   172   201   139   203 0.78 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/50947at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/50947at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/50947at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:09 2026
# [ok]
