#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 79915at6656          -            248  6.5e-106  351.0   8.4   1   1  1.6e-106    4e-105  348.4   8.4     1   248    13   312    13   312 0.88 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 79915at6656          -            248   5.7e-06   23.7   0.7   1   4      0.57        14    2.7   0.0   170   200    12    43     2    49 0.58 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 79915at6656          -            248   5.7e-06   23.7   0.7   2   4    0.0021     0.053   10.6   0.0   140   203    28    91    20   101 0.81 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 79915at6656          -            248   5.7e-06   23.7   0.7   3   4     0.018      0.46    7.6   0.0   102   127   188   213   164   223 0.78 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 79915at6656          -            248   5.7e-06   23.7   0.7   4   4       6.2   1.5e+02   -0.7   0.0   175   195   235   255   226   257 0.54 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 79915at6656          -            248   6.3e-06   23.5   0.0   1   2   8.1e-05     0.002   15.3   0.0   161   199    19    57     2    60 0.76 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 79915at6656          -            248   6.3e-06   23.5   0.0   2   2     0.049       1.2    6.2   0.0   175   199    75    99    58   114 0.69 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 79915at6656          -            248   6.4e-06   23.5   0.2   1   3      0.11       2.8    5.0   0.0    60    88     1    29     1    41 0.77 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 79915at6656          -            248   6.4e-06   23.5   0.2   2   3     0.013      0.33    8.0   0.0    61   123    56   124    41   127 0.64 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 79915at6656          -            248   6.4e-06   23.5   0.2   3   3     0.024      0.59    7.2   0.0    55    85   141   171   132   172 0.83 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 79915at6656          -            248   9.6e-06   22.9   0.0   1   3       2.4        60    0.7   0.0    81   126    52    95    15   105 0.65 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 79915at6656          -            248   9.6e-06   22.9   0.0   2   3      0.37       9.2    3.3   0.0   106   127   117   138   109   150 0.80 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 79915at6656          -            248   9.6e-06   22.9   0.0   3   3   0.00015    0.0037   14.4   0.0    64   124   157   224   149   232 0.79 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+    -            329 79915at6656          -            248     1e-05   22.8   0.2   1   3       3.4        84    0.2   0.0   206   226    39    59    28    67 0.83 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+    -            329 79915at6656          -            248     1e-05   22.8   0.2   2   3       4.8   1.2e+02   -0.3   0.0   105   126    95   116    74   141 0.70 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+    -            329 79915at6656          -            248     1e-05   22.8   0.2   3   3   6.9e-06   0.00017   18.8   0.0    58   127   133   209   120   217 0.77 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-     -            229 79915at6656          -            248   1.4e-05   22.4   0.1   1   2    0.0019     0.048   10.8   0.0   161   198    84   121    78   134 0.87 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-     -            229 79915at6656          -            248   1.4e-05   22.4   0.1   2   2    0.0064      0.16    9.1   0.4   177   226   179   229   150   229 0.79 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 79915at6656          -            248   1.5e-05   22.3   1.7   1   3   6.2e-05    0.0015   15.7   0.3    52    88     3    39     1    72 0.62 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 79915at6656          -            248   1.5e-05   22.3   1.7   2   3         1        25    1.9   0.1   180   197    67    84    58   104 0.83 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 79915at6656          -            248   1.5e-05   22.3   1.7   3   3       0.3       7.5    3.6   0.0   168   196   107   137    96   137 0.76 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+  -            216 79915at6656          -            248   1.5e-05   22.2   0.1   1   2      0.89        22    2.1   0.0    68    93    86   111    82   121 0.76 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+  -            216 79915at6656          -            248   1.5e-05   22.2   0.1   2   2   1.4e-05   0.00034   17.8   0.0    77   132   143   203   135   211 0.75 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 79915at6656          -            248   2.2e-05   21.7   0.0   1   2    0.0063      0.16    9.1   0.0   167   207    72   112    60   124 0.77 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 79915at6656          -            248   2.2e-05   21.7   0.0   2   2    0.0053      0.13    9.3   0.0    21    84   175   244   160   245 0.77 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+    -            225 79915at6656          -            248   2.8e-05   21.4   0.9   1   3     0.052       1.3    6.1   0.0    69    93    20    44     4    62 0.72 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+    -            225 79915at6656          -            248   2.8e-05   21.4   0.9   2   3       1.4        34    1.5   0.0   140   172    65    97    49   114 0.80 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+    -            225 79915at6656          -            248   2.8e-05   21.4   0.9   3   3    0.0031     0.078   10.1   0.1    36   125   122   224   105   225 0.68 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 79915at6656          -            248   3.4e-05   21.1   0.7   1   2    0.0056      0.14    9.3   0.0    93   127   194   228   139   243 0.77 -
103749at6656_1049336_0:003627|TRINITY_DN73002_c10_g2_i3:96-1469|+ -            458 79915at6656          -            248   3.4e-05   21.1   0.7   2   2      0.35       8.8    3.4   0.0   200   233   369   403   328   412 0.78 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 79915at6656          -            248   3.5e-05   21.1   1.1   1   4       1.4        34    1.5   0.1    69    84   113   128    45   129 0.57 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 79915at6656          -            248   3.5e-05   21.1   1.1   2   4      0.85        21    2.1   0.0    70    85   114   129   104   151 0.65 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 79915at6656          -            248   3.5e-05   21.1   1.1   3   4    0.0065      0.16    9.1   0.0    64    96   167   199   162   204 0.87 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 79915at6656          -            248   3.5e-05   21.1   1.1   4   4      0.14       3.4    4.7   0.0    60   124   208   283   201   283 0.62 -
79915at6656_43041_0:00161d|TRINITY_DN90147_c3_g1_i3:2899-3504|-   -            202 79915at6656          -            248   5.7e-05   20.4   0.0   1   1   8.7e-06   0.00022   18.5   0.0    65   142    64   157    22   202 0.69 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 79915at6656          -            248   5.8e-05   20.3   0.2   1   4      0.51        13    2.9   0.0    65    98     4    39     1    47 0.67 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 79915at6656          -            248   5.8e-05   20.3   0.2   2   4     0.027      0.68    7.0   0.0    62   111    43    96    36   102 0.77 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 79915at6656          -            248   5.8e-05   20.3   0.2   3   4       2.1        52    0.9   0.0    60    90   172   202   166   207 0.77 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 79915at6656          -            248   5.8e-05   20.3   0.2   4   4      0.25       6.3    3.8   0.0   168   197   222   252   212   259 0.73 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-   -            314 79915at6656          -            248   6.5e-05   20.2   0.1   1   3    0.0031     0.077   10.1   0.0    94   126     9    46     4    50 0.72 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-   -            314 79915at6656          -            248   6.5e-05   20.2   0.1   2   3      0.12       2.9    5.0   0.0    75   137   171   235   153   251 0.71 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-   -            314 79915at6656          -            248   6.5e-05   20.2   0.1   3   3       2.8        69    0.5   0.0    60    90   241   271   224   288 0.73 -
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-   -            316 79915at6656          -            248   7.3e-05   20.0   0.1   1   3       2.2        55    0.8   0.1   105   160    50   109    40   154 0.48 -
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-   -            316 79915at6656          -            248   7.3e-05   20.0   0.1   2   3       3.4        86    0.1   0.0    71    90   137   156   131   174 0.71 -
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-   -            316 79915at6656          -            248   7.3e-05   20.0   0.1   3   3   6.2e-05    0.0016   15.7   0.0    50   148   168   276   159   303 0.78 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+   -            213 79915at6656          -            248   0.00011   19.4   0.0   1   2      0.05       1.3    6.1   0.0    97   129     8    41     3    64 0.79 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+   -            213 79915at6656          -            248   0.00011   19.4   0.0   2   2    0.0013     0.033   11.3   0.0    38   102   120   193   100   213 0.68 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 79915at6656          -            248   0.00017   18.8   0.0   1   2   0.00066     0.017   12.3   0.0    60    97     8    45     4   104 0.76 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 79915at6656          -            248   0.00017   18.8   0.0   2   2      0.27       6.8    3.7   0.0    57    92    95   128    47   144 0.61 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+    -            297 79915at6656          -            248   0.00018   18.7   0.1   1   3         2        50    0.9   0.0    26    58     3    37     1    65 0.71 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+    -            297 79915at6656          -            248   0.00018   18.7   0.1   2   3     0.031      0.77    6.8   0.0    61    92   124   155    89   219 0.61 -
55599at6656_37001_0:00314b|TRINITY_DN88444_c9_g1_i1:260-1150|+    -            297 79915at6656          -            248   0.00018   18.7   0.1   3   3      0.94        24    2.0   0.0   201   232   222   253   215   262 0.85 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 79915at6656          -            248   0.00019   18.6   0.1   1   3       8.2     2e+02   -1.1   0.0   181   199   137   155   133   164 0.78 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 79915at6656          -            248   0.00019   18.6   0.1   2   3      0.21       5.3    4.1   0.0    57    97   177   223   164   256 0.76 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 79915at6656          -            248   0.00019   18.6   0.1   3   3    0.0017     0.043   11.0   0.0    71    99   284   312   261   323 0.88 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-   -            196 79915at6656          -            248    0.0002   18.6   0.3   1   2       2.4        59    0.7   0.0   107   128     3    24     1    45 0.79 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-   -            196 79915at6656          -            248    0.0002   18.6   0.3   2   2   8.5e-05    0.0021   15.2   0.1    22   129    38   162    29   181 0.65 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 79915at6656          -            248   0.00027   18.1   0.0   1   3    0.0025     0.063   10.4   0.0   168   199   195   226   187   233 0.82 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 79915at6656          -            248   0.00027   18.1   0.0   2   3      0.18       4.4    4.3   0.0   160   209   229   279   223   287 0.83 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 79915at6656          -            248   0.00027   18.1   0.0   3   3       5.1   1.3e+02   -0.4   0.0   120   168   322   376   311   398 0.73 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+   -            214 79915at6656          -            248   0.00036   17.8   0.8   1   4     0.093       2.3    5.3   0.0   176   198     2    25     1    36 0.85 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+   -            214 79915at6656          -            248   0.00036   17.8   0.8   2   4     0.071       1.8    5.7   0.0    57    93    44    80    32    90 0.72 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+   -            214 79915at6656          -            248   0.00036   17.8   0.8   3   4      0.37       9.3    3.3   0.0   174   206    92   124    78   144 0.64 -
81307at6656_158441_0:0028d4|TRINITY_DN82317_c5_g2_i8:402-1043|+   -            214 79915at6656          -            248   0.00036   17.8   0.8   4   4       8.9   2.2e+02   -1.2   0.0    65    85   185   206   143   211 0.57 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 79915at6656          -            248   0.00042   17.5   0.0   1   1     8e-05     0.002   15.3   0.0    60   123     8    77     3    83 0.75 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 79915at6656          -            248   0.00042   17.5   0.0   1   2     0.011      0.26    8.4   0.0    60    93   275   310   265   335 0.79 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 79915at6656          -            248   0.00042   17.5   0.0   2   2     0.054       1.3    6.1   0.0    27    92   456   524   445   558 0.80 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-       -            112 79915at6656          -            248   0.00052   17.2   1.1   1   1    0.0056      0.14    9.3   0.1   173   200    30    56    16    76 0.71 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+    -            584 79915at6656          -            248   0.00053   17.2   0.0   1   1   5.3e-05    0.0013   15.9   0.0   144   225   243   329   226   336 0.75 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 79915at6656          -            248   0.00053   17.2   0.9   1   3     0.015      0.37    7.9   0.0    94   132    23    62     1    70 0.74 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 79915at6656          -            248   0.00053   17.2   0.9   2   3         2        51    0.9   0.0    93   123    71   103    63   137 0.59 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 79915at6656          -            248   0.00053   17.2   0.9   3   3      0.11       2.6    5.1   0.1   180   205   185   210   180   223 0.79 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-   -            235 79915at6656          -            248   0.00053   17.2   0.1   1   2       2.6        65    0.5   0.1    71    88    53    70     1   108 0.68 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-   -            235 79915at6656          -            248   0.00053   17.2   0.1   2   2   0.00016    0.0039   14.3   0.0    40    97   156   214   139   234 0.80 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+    -            153 79915at6656          -            248   0.00059   17.0   0.0   1   1    0.0004      0.01   13.0   0.0    71   145     4    90     1   153 0.74 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+    -            211 79915at6656          -            248    0.0006   17.0   0.2   1   2    0.0046      0.11    9.5   0.0    56    90    28    63    17   116 0.72 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+    -            211 79915at6656          -            248    0.0006   17.0   0.2   2   2     0.062       1.5    5.8   0.0    94   131   125   163    77   186 0.78 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+   -             85 79915at6656          -            248    0.0011   16.2   0.0   1   1   5.6e-05    0.0014   15.8   0.0    74   144     3    77     1    84 0.69 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 79915at6656          -            248    0.0011   16.1   0.0   1   1   8.5e-05    0.0021   15.2   0.0    22    92    67   141    62   179 0.73 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+   -           1178 79915at6656          -            248    0.0014   15.8   0.5   1   1   0.00017    0.0042   14.3   0.5    70   196   131   283   126   288 0.70 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+     -            520 79915at6656          -            248    0.0014   15.8   0.1   1   2      0.84        21    2.1   0.2    11   121   133   249   123   255 0.65 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+     -            520 79915at6656          -            248    0.0014   15.8   0.1   2   2    0.0023     0.058   10.5   0.0    61    91   268   298   256   330 0.78 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 79915at6656          -            248    0.0016   15.6   1.4   1   3    0.0094      0.23    8.5   0.1   203   246     6    51     2    53 0.65 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 79915at6656          -            248    0.0016   15.6   1.4   2   3      0.26       6.4    3.8   0.0   177   198    50    71    45    91 0.70 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 79915at6656          -            248    0.0016   15.6   1.4   3   3      0.73        18    2.3   0.1   177   196    95   114    72   115 0.74 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-   -            386 79915at6656          -            248    0.0016   15.6   0.6   1   1    0.0006     0.015   12.4   0.6    81   198   196   331   158   334 0.66 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-     -            789 79915at6656          -            248     0.004   14.3   0.0   1   1   0.00043     0.011   12.9   0.0    25    91   112   179    95   241 0.77 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+ -            214 79915at6656          -            248    0.0041   14.3   0.2   1   2     0.058       1.5    5.9   0.0   196   234    95   134    60   142 0.75 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+ -            214 79915at6656          -            248    0.0041   14.3   0.2   2   2     0.078         2    5.5   0.0   164   195   182   213   147   214 0.72 -
58110at6656_6973_0:00155e|TRINITY_DN78038_c13_g1_i2:301-513|-     -             71 79915at6656          -            248    0.0047   14.1   0.0   1   1   0.00073     0.018   12.2   0.0   173   199    17    43     7    48 0.81 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 79915at6656          -            248    0.0059   13.8   0.0   1   2      0.43        11    3.1   0.0    72    88    21    37    14    43 0.82 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 79915at6656          -            248    0.0059   13.8   0.0   2   2    0.0096      0.24    8.5   0.0   165   202    45    82    36   102 0.65 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 79915at6656          -            248    0.0061   13.7   1.3   1   3    0.0074      0.19    8.9   0.0    19    87    18    89     7   119 0.66 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 79915at6656          -            248    0.0061   13.7   1.3   2   3       8.8   2.2e+02   -1.2   0.0   200   218   268   286   238   303 0.69 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 79915at6656          -            248    0.0061   13.7   1.3   3   3       2.1        51    0.9   0.0    95   128   462   495   455   533 0.76 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+   -            377 79915at6656          -            248    0.0062   13.7   4.2   1   2   0.00045     0.011   12.8   0.0    32    91   198   262   193   267 0.76 -
123320at6656_7167_0:002171|TRINITY_DN90607_c6_g1_i9:1809-2939|+   -            377 79915at6656          -            248    0.0062   13.7   4.2   2   2       1.3        33    1.5   0.2   199   221   270   294   265   307 0.67 -
83303at6656_121845_0:000632|TRINITY_DN91732_c5_g4_i1:75-347|+     -             91 79915at6656          -            248     0.008   13.3   0.0   1   1    0.0004      0.01   13.0   0.0   158   199    42    84    18    89 0.82 -
113300at6656_72036_0:0017f2|TRINITY_DN87104_c4_g2_i3:127-1962|+   -            612 79915at6656          -            248     0.014   12.5   0.0   1   2     0.017      0.41    7.7   0.0    72   116   109   155   100   182 0.83 -
113300at6656_72036_0:0017f2|TRINITY_DN87104_c4_g2_i3:127-1962|+   -            612 79915at6656          -            248     0.014   12.5   0.0   2   2       1.1        27    1.8   0.0   117   172   205   268   195   286 0.71 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+ -            238 79915at6656          -            248     0.017   12.2   0.0   1   2     0.058       1.4    5.9   0.0   101   134     1    34     1    73 0.79 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+ -            238 79915at6656          -            248     0.017   12.2   0.0   2   2      0.37       9.2    3.3   0.0   175   203   120   148   105   153 0.78 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+  -             57 79915at6656          -            248     0.024   11.7   0.0   1   1    0.0011     0.026   11.6   0.0    72   121     3    57     1    57 0.61 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/79915at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/79915at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/79915at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:09 2026
# [ok]
