#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 83755at6656          -            256  1.3e-122  405.3   0.7   1   1  3.8e-123  8.6e-122  402.6   0.7     1   256    40   346    40   346 0.90 -
58110at6656_6973_0:00155e|TRINITY_DN78038_c13_g1_i2:301-513|-      -             71 83755at6656          -            256   1.6e-07   28.2   0.0   1   1   7.3e-09   1.6e-07   28.2   0.0   190   239    16    65     6    71 0.92 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 83755at6656          -            256   2.2e-07   27.7   1.4   1   2     4e-05    0.0009   15.9   0.2    13   116    49   149    39   187 0.78 -
19590at6656_136037_0:001848|TRINITY_DN92405_c11_g1_i2:85-2370|+    -            762 83755at6656          -            256   2.2e-07   27.7   1.4   2   2    0.0034     0.076    9.6   0.2   112   170   202   270   152   293 0.64 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+    -           1178 83755at6656          -            256   2.7e-07   27.5   2.2   1   2      0.47        10    2.6   0.0    44   166   121   148    73   161 0.54 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+    -           1178 83755at6656          -            256   2.7e-07   27.5   2.2   2   2   3.8e-07   8.7e-06   22.5   2.0   102   241   165   314   131   328 0.70 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+     -            202 83755at6656          -            256   3.2e-07   27.2   0.1   1   2    0.0054      0.12    8.9   0.0   132   165     2    35     1    46 0.83 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+     -            202 83755at6656          -            256   3.2e-07   27.2   0.1   2   2   1.7e-05   0.00038   17.1   0.1    37    74    45    82    35   102 0.83 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 83755at6656          -            256   3.8e-07   27.0   3.2   1   3    0.0018      0.04   10.5   0.0   132   165    52    85    43    89 0.88 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 83755at6656          -            256   3.8e-07   27.0   3.2   2   3      0.59        13    2.3   0.1   148   164   136   152   120   213 0.61 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-      -            257 83755at6656          -            256   3.8e-07   27.0   3.2   3   3      0.93        21    1.6   0.0    44    68   232   256   210   257 0.61 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 83755at6656          -            256   4.2e-07   26.8  13.5   1   4    0.0062      0.14    8.7   0.0    36    70     9    43     2    60 0.84 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 83755at6656          -            256   4.2e-07   26.8  13.5   2   4   0.00054     0.012   12.2   0.2    38    88    55   112    45   119 0.63 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 83755at6656          -            256   4.2e-07   26.8  13.5   3   4     0.016      0.36    7.4   0.1   198   239   177   222   170   241 0.77 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+     -            306 83755at6656          -            256   4.2e-07   26.8  13.5   4   4     0.066       1.5    5.4   0.9   115   163   239   287   228   291 0.84 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 83755at6656          -            256   4.2e-07   26.8   0.2   1   3   0.00034    0.0077   12.8   0.0   132   175   268   307   260   321 0.86 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 83755at6656          -            256   4.2e-07   26.8   0.2   2   3     0.002     0.045   10.3   0.0   193   246   496   549   470   559 0.85 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-    -            613 83755at6656          -            256   4.2e-07   26.8   0.2   3   3       5.4   1.2e+02   -0.9   0.0   148   163   598   613   575   613 0.68 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-    -             53 83755at6656          -            256   6.3e-07   26.2   0.0   1   1   3.1e-08     7e-07   26.1   0.0   131   165    19    53     5    53 0.90 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 83755at6656          -            256   8.9e-07   25.8   0.2   1   3   0.00047     0.011   12.4   0.0    41    90    19    70     9    70 0.83 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 83755at6656          -            256   8.9e-07   25.8   0.2   2   3   0.00049     0.011   12.3   0.1   192   221    65    94    62   120 0.79 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+   -           1204 83755at6656          -            256   8.9e-07   25.8   0.2   3   3       2.4        55    0.2   0.0   182   213   134   165   127   194 0.82 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 83755at6656          -            256   1.1e-06   25.5   0.6   1   3   0.00039    0.0088   12.7   0.0   197   252    52   108    39   112 0.81 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 83755at6656          -            256   1.1e-06   25.5   0.6   2   3      0.14       3.2    4.3   0.0   133   165   121   153   116   164 0.80 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+  -            295 83755at6656          -            256   1.1e-06   25.5   0.6   3   3      0.17       3.8    4.0   0.2    62    98   237   278   179   280 0.59 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 83755at6656          -            256   1.1e-06   25.4   5.5   1   4     0.018       0.4    7.2   0.0   198   251    17    76     1    81 0.73 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 83755at6656          -            256   1.1e-06   25.4   5.5   2   4       0.3       6.7    3.2   0.1    33    77    92   136    81   143 0.71 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 83755at6656          -            256   1.1e-06   25.4   5.5   3   4      0.27       6.1    3.3   0.2    38    68   142   172   120   176 0.83 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+  -            214 83755at6656          -            256   1.1e-06   25.4   5.5   4   4   0.00027    0.0061   13.2   0.1    32    67   176   213   170   214 0.81 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 83755at6656          -            256   1.8e-06   24.7   0.0   1   2      0.12       2.8    4.5   0.0   186   239    73   126    59   150 0.65 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|-  -            245 83755at6656          -            256   1.8e-06   24.7   0.0   2   2   2.5e-06   5.7e-05   19.8   0.0   153   241   137   229   127   243 0.83 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+     -            153 83755at6656          -            256   2.4e-06   24.3   0.2   1   1     1e-05   0.00023   17.9   0.2    85   166     5   110     2   153 0.52 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+      -             68 83755at6656          -            256   2.9e-06   24.1   0.3   1   2     8e-07   1.8e-05   21.5   0.2    69   115     4    50     2    54 0.90 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+      -             68 83755at6656          -            256   2.9e-06   24.1   0.3   2   2      0.73        17    1.9   0.0   191   205    51    65    48    68 0.82 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 83755at6656          -            256   3.9e-06   23.7   0.4   1   2      0.42       9.4    2.7   0.1   131   157    87   113    53   123 0.60 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-    -            235 83755at6656          -            256   3.9e-06   23.7   0.4   2   2   0.00052     0.012   12.3   0.0   186   237   173   225   160   233 0.69 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+     -            329 83755at6656          -            256   4.1e-06   23.6   0.2   1   1   3.7e-06   8.3e-05   19.3   0.2    95   170   127   210   112   216 0.71 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 83755at6656          -            256     5e-06   23.3   2.0   1   3      0.29       6.5    3.3   0.0   140   168     2    30     1    36 0.59 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 83755at6656          -            256     5e-06   23.3   2.0   2   3    0.0071      0.16    8.5   0.1   133   165    49    83    41    86 0.87 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+   -            172 83755at6656          -            256     5e-06   23.3   2.0   3   3    0.0053      0.12    8.9   0.2    34    68   137   171   131   172 0.73 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+  -            131 83755at6656          -            256   6.2e-06   23.0   0.0   1   2   8.9e-05     0.002   14.8   0.0    37    72    23    58     7    64 0.87 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+  -            131 83755at6656          -            256   6.2e-06   23.0   0.0   2   2     0.023      0.53    6.8   0.0   138   164    70    96    57   107 0.68 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 83755at6656          -            256   6.6e-06   22.9   0.0   1   3       2.6        58    0.2   0.0    88   111    12    35     6    76 0.75 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 83755at6656          -            256   6.6e-06   22.9   0.0   2   3      0.07       1.6    5.3   0.0   195   236   122   163   115   182 0.83 -
103749at6656_54969_0:00096d|TRINITY_DN84623_c10_g1_i1:3907-4620|+  -            238 83755at6656          -            256   6.6e-06   22.9   0.0   3   3   0.00017    0.0038   13.8   0.0   198   251   183   236   176   238 0.91 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 83755at6656          -            256   6.7e-06   22.9   0.5   1   2   8.3e-06   0.00019   18.1   0.1   113   166    22    83    12   133 0.80 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+   -            183 83755at6656          -            256   6.7e-06   22.9   0.5   2   2       0.2       4.5    3.8   0.1   198   215   158   175    84   181 0.69 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 83755at6656          -            256   8.2e-06   22.6   0.0   1   2     0.062       1.4    5.5   0.0    72   102   152   182   142   190 0.75 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-    -            282 83755at6656          -            256   8.2e-06   22.6   0.0   2   2    0.0088       0.2    8.2   0.0    37    70   190   224   186   232 0.88 -
103749at6656_454923_0:0027ec|TRINITY_DN82935_c12_g1_i1:1630-2364|- -            245 83755at6656          -            256   8.4e-06   22.6   0.5   1   1   2.4e-05   0.00054   16.6   0.5    55   219     5   172     2   208 0.71 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+   -             57 83755at6656          -            256   1.4e-05   21.9   0.0   1   1   6.1e-07   1.4e-05   21.9   0.0   201   246     3    48     1    56 0.90 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 83755at6656          -            256   1.6e-05   21.7   1.1   1   3   6.6e-06   0.00015   18.5   0.4   122   244    15   141     2   156 0.72 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 83755at6656          -            256   1.6e-05   21.7   1.1   2   3     0.025      0.56    6.7   0.1    38    70   123   156   100   179 0.73 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+     -            211 83755at6656          -            256   1.6e-05   21.7   1.1   3   3      0.03      0.67    6.5   0.1    38    71   123   157   120   210 0.72 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-      -            789 83755at6656          -            256   2.1e-05   21.3   0.0   1   1   2.1e-06   4.8e-05   20.1   0.0    39   167    38   176    34   221 0.81 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+      -            236 83755at6656          -            256   2.5e-05   21.0   0.1   1   1   0.00014    0.0033   14.1   0.1    86   174   104   221    98   233 0.64 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-   -            606 83755at6656          -            256   3.3e-05   20.6   0.1   1   1   3.2e-06   7.1e-05   19.5   0.1    96   168    46   125    20   133 0.81 -
44953at6656_197043_0:002247|TRINITY_DN72935_c10_g4_i1:225-863|+    -            213 83755at6656          -            256   3.7e-05   20.5   0.5   1   1   3.5e-05   0.00079   16.1   0.4   125   175   131   179    46   204 0.61 -
96971at6656_51655_0:000fd6|TRINITY_DN91534_c7_g1_i7:328-1056|+     -            243 83755at6656          -            256   4.3e-05   20.2   0.1   1   1   4.7e-06   0.00011   19.0   0.1   101   180    29   117     6   133 0.79 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-    -            120 83755at6656          -            256   4.6e-05   20.1   1.4   1   1   0.00094     0.021   11.4   0.3   129   163    85   119    67   120 0.53 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-    -             92 83755at6656          -            256   6.7e-05   19.6   0.2   1   1     0.044      0.98    5.9   0.0    39    68    65    92    59    92 0.68 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 83755at6656          -            256   7.6e-05   19.4   0.0   1   2   9.9e-05    0.0022   14.6   0.0    38    74     6    42     2    49 0.92 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+     -            225 83755at6656          -            256   7.6e-05   19.4   0.0   2   2      0.68        15    2.0   0.0   104   165   152   222   141   224 0.56 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 83755at6656          -            256   8.2e-05   19.3   0.4   1   2   0.00014    0.0031   14.1   0.1    37    75     3    41     1    50 0.89 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+       -             74 83755at6656          -            256   8.2e-05   19.3   0.4   2   2      0.16       3.6    4.1   0.0   189   210    51    72    46    74 0.80 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 83755at6656          -            256   0.00015   18.5   0.4   1   2       0.1       2.4    4.7   0.3    47    82    14    48     2   145 0.41 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-   -            192 83755at6656          -            256   0.00015   18.5   0.4   2   2   0.00093     0.021   11.4   0.0   110   164   127   189   119   191 0.67 -
31196at6656_407821_0:0026f5|TRINITY_DN64043_c0_g1_i1:327-473|-     -             49 83755at6656          -            256   0.00021   18.0   0.1   1   1   1.1e-05   0.00024   17.8   0.1   129   165    12    46     1    48 0.72 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+      -            520 83755at6656          -            256   0.00024   17.8   0.0   1   1   2.1e-05   0.00048   16.8   0.0   132   185   260   314   227   331 0.84 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 83755at6656          -            256   0.00035   17.3   0.9   1   2    0.0038     0.085    9.4   0.0   132   167    87   122    76   130 0.60 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-      -            229 83755at6656          -            256   0.00035   17.3   0.9   2   2     0.051       1.2    5.7   0.5    83   105   173   195   153   229 0.66 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 83755at6656          -            256   0.00037   17.2   0.9   1   3    0.0012     0.026   11.1   0.0   199   230    27    58    18    69 0.88 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 83755at6656          -            256   0.00037   17.2   0.9   2   3       1.3        30    1.1   0.0    86   218   121   137    60   166 0.59 -
43728at6656_7539_0:0018d4|TRINITY_DN93718_c1_g1_i11:1924-2865|-    -            314 83755at6656          -            256   0.00037   17.2   0.9   3   3      0.84        19    1.7   0.0   173   213   271   314   198   314 0.59 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 83755at6656          -            256   0.00041   17.0   0.4   1   2    0.0027      0.06    9.9   0.0   192   241   201   250   166   284 0.66 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-   -            452 83755at6656          -            256   0.00041   17.0   0.4   2   2      0.36       8.1    3.0   0.0   127   162   328   363   318   372 0.82 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|-  -             64 83755at6656          -            256   0.00056   16.6   0.0   1   1   5.5e-05    0.0012   15.4   0.0   196   244    15    63     7    64 0.85 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 83755at6656          -            256   0.00073   16.2   0.6   1   2     0.033      0.74    6.4   0.0    83   111    10    38     5    52 0.79 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+     -            167 83755at6656          -            256   0.00073   16.2   0.6   2   2     0.061       1.4    5.5   0.3    31    69    77   116    52   167 0.59 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-    -            332 83755at6656          -            256   0.00089   15.9   0.0   1   1   9.6e-05    0.0022   14.7   0.0    26   100    96   181    80   187 0.79 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 83755at6656          -            256    0.0013   15.4   0.4   1   2    0.0026     0.059    9.9   0.0    36    74   121   161    95   172 0.69 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-    -            196 83755at6656          -            256    0.0013   15.4   0.4   2   2    0.0018      0.04   10.5   0.1    41   134   126   161   114   196 0.49 -
96592at6656_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-   -            182 83755at6656          -            256    0.0013   15.4   0.0   1   1    0.0001    0.0023   14.5   0.0   109   162   110   171   100   177 0.77 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 83755at6656          -            256    0.0036   13.9   4.9   1   2    0.0026     0.058   10.0   1.5   136   230    98   204    68   221 0.65 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-    -            283 83755at6656          -            256    0.0036   13.9   4.9   2   2       0.6        13    2.2   0.1   110   130   263   283   227   283 0.69 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+    -            145 83755at6656          -            256    0.0063   13.1   0.1   1   1   0.00072     0.016   11.8   0.1   187   237    69   124    11   136 0.70 -
50947at6656_407821_0:0061ea|TRINITY_DN86898_c2_g2_i5:2831-3535|-   -            235 83755at6656          -            256    0.0077   12.9   0.1   1   2       2.7        60    0.1   0.0    25    71    12    57     5    64 0.74 -
50947at6656_407821_0:0061ea|TRINITY_DN86898_c2_g2_i5:2831-3535|-   -            235 83755at6656          -            256    0.0077   12.9   0.1   2   2     0.006      0.13    8.8   0.0    34    72   108   147    97   158 0.82 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+       -           1938 83755at6656          -            256    0.0082   12.8   0.0   1   1    0.0008     0.018   11.6   0.0   135   227  1845  1929  1807  1935 0.61 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 83755at6656          -            256     0.022   11.3   0.3   1   3      0.11       2.5    4.6   0.0   114   129    89   104    81   118 0.80 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 83755at6656          -            256     0.022   11.3   0.3   2   3       3.5        80   -0.3   0.0    82   102   135   155   131   164 0.78 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+   -            216 83755at6656          -            256     0.022   11.3   0.3   3   3      0.59        13    2.2   0.0   189   220   168   199   154   210 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/83755at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/83755at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/83755at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:10 2026
# [ok]
