#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 45131at6656          -            346   1.2e-55  186.2   0.0   1   1   6.2e-57   1.4e-55  186.0   0.0     4   120    61   179    58   179 0.96 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 45131at6656          -            346   4.9e-07   26.3   1.3   1   3      0.73        16    1.6   0.0    34    76   618   661   598   692 0.62 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 45131at6656          -            346   4.9e-07   26.3   1.3   2   3   0.00016    0.0036   13.6   0.1    61   120   740   798   720   804 0.81 -
13019at6656_307658_0:00123f|TRINITY_DN92257_c8_g1_i9:594-3865|+   -           1049 45131at6656          -            346   4.9e-07   26.3   1.3   3   3     0.015      0.34    7.2   0.1    65   119   880   935   874   945 0.81 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-   -            126 45131at6656          -            346   8.2e-07   25.6   0.0   1   2       4.7     1e+02   -1.0   0.0   103   121     4    22     2    26 0.82 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-   -            126 45131at6656          -            346   8.2e-07   25.6   0.0   2   2   1.1e-07   2.5e-06   24.0   0.0     8    80    36   111    29   117 0.88 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 45131at6656          -            346   8.4e-07   25.6   0.1   1   3    0.0013     0.028   10.7   0.0    47    92     1    49     1    90 0.60 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 45131at6656          -            346   8.4e-07   25.6   0.1   2   3   0.00026    0.0059   12.9   0.0    66   120    66   120    55   130 0.71 -
96971at6656_7160_0:0032fb|TRINITY_DN86919_c6_g1_i6:331-873|-      -            181 45131at6656          -            346   8.4e-07   25.6   0.1   3   3       2.9        64   -0.3   0.0   274   301   149   177   125   180 0.61 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+   -             85 45131at6656          -            346   9.3e-07   25.4   0.3   1   1   4.3e-08   9.6e-07   25.4   0.3    67   139     6    76     1    85 0.70 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 45131at6656          -            346     1e-06   25.3   1.1   1   2    0.0017     0.038   10.3   0.1    46    77    34    66     1    77 0.53 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 45131at6656          -            346     1e-06   25.3   1.1   2   2   2.8e-06   6.1e-05   19.5   0.4    46   125    34   131    27   143 0.74 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 45131at6656          -            346   1.5e-06   24.7   0.0   1   1   9.3e-08   2.1e-06   24.3   0.0    44   130    22   105     1   109 0.76 -
58110at6656_38123_0:0006c3|TRINITY_DN73000_c10_g2_i1:89-280|+     -             64 45131at6656          -            346   1.8e-06   24.5   0.0   1   1   8.6e-08   1.9e-06   24.4   0.0    47   108     2    62     1    64 0.84 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-     -            229 45131at6656          -            346   2.2e-06   24.2   0.2   1   2     0.015      0.34    7.1   0.0    83   119    84   120    79   128 0.91 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-     -            229 45131at6656          -            346   2.2e-06   24.2   0.2   2   2   7.4e-05    0.0017   14.7   0.5    60   117   173   229   138   229 0.83 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+    -            211 45131at6656          -            346   2.4e-06   24.1   0.2   1   2   6.4e-05    0.0014   15.0   0.0    24    83     4    66     1    97 0.74 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+    -            211 45131at6656          -            346   2.4e-06   24.1   0.2   2   2     0.014       0.3    7.3   0.0    73   128   108   164    99   182 0.77 -
50947at6656_407821_0:0061ea|TRINITY_DN86898_c2_g2_i5:2831-3535|-  -            235 45131at6656          -            346   2.5e-06   24.0   0.0   1   2    0.0056      0.12    8.6   0.0   281   343    31   100    18   103 0.77 -
50947at6656_407821_0:0061ea|TRINITY_DN86898_c2_g2_i5:2831-3535|-  -            235 45131at6656          -            346   2.5e-06   24.0   0.0   2   2   0.00023    0.0051   13.1   0.0    60   122   128   193   116   199 0.89 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-   -            120 45131at6656          -            346   2.9e-06   23.8   0.6   1   1     1e-06   2.3e-05   20.9   0.6    42   118    28   120    20   120 0.77 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 45131at6656          -            346     3e-06   23.8   0.2   1   2     4e-05   0.00089   15.6   0.0    63   121     2    64     1    70 0.83 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 45131at6656          -            346     3e-06   23.8   0.2   2   2     0.023       0.5    6.6   0.0    50    76    78   105    66   107 0.63 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 45131at6656          -            346   3.1e-06   23.7   1.2   1   2   3.6e-07     8e-06   22.4   0.9    43   142     3   106     1   112 0.81 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 45131at6656          -            346   3.1e-06   23.7   1.2   2   2       1.8        39    0.3   0.0    54    73   113   135    93   137 0.50 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 45131at6656          -            346   3.4e-06   23.6   0.1   1   3    0.0014     0.031   10.6   0.0    62   147    11    95     1   108 0.71 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 45131at6656          -            346   3.4e-06   23.6   0.1   2   3     0.024      0.53    6.5   0.0    10   122    82   201    75   206 0.63 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 45131at6656          -            346   3.4e-06   23.6   0.1   3   3      0.16       3.6    3.8   0.0   275   309   220   254   214   262 0.78 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 45131at6656          -            346   5.5e-06   22.9  12.9   1   4   0.00047      0.01   12.1   0.1    45   117    10    86     3    86 0.77 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 45131at6656          -            346   5.5e-06   22.9  12.9   2   4    0.0058      0.13    8.5   0.4    60   129    72   146    67   152 0.75 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 45131at6656          -            346   5.5e-06   22.9  12.9   3   4     0.091         2    4.6   0.1    68   100   186   221   177   225 0.69 -
81307at6656_32264_0:001dbb|TRINITY_DN92010_c4_g1_i1:128-1045|+    -            306 45131at6656          -            346   5.5e-06   22.9  12.9   4   4    0.0093      0.21    7.9   0.8    60   118   228   288   223   297 0.88 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 45131at6656          -            346   8.1e-06   22.3   1.6   1   2   4.7e-05     0.001   15.4   0.2    54   121     9    72     1    81 0.82 -
107802at6656_113334_0:0021ae|TRINITY_DN81367_c0_g2_i1:5-349|-     -            115 45131at6656          -            346   8.1e-06   22.3   1.6   2   2     0.018       0.4    6.9   0.1    45    75    85   114    76   115 0.78 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-   -             92 45131at6656          -            346   8.3e-06   22.3   0.1   1   1   8.1e-06   0.00018   17.9   0.0    81   122     7    46     1    52 0.85 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 45131at6656          -            346   8.5e-06   22.3   0.2   1   3      0.26       5.8    3.1   0.0    85   122     4    41     1    48 0.86 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 45131at6656          -            346   8.5e-06   22.3   0.2   2   3      0.04       0.9    5.8   0.0    85   118    57    90    42   108 0.76 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 45131at6656          -            346   8.5e-06   22.3   0.2   3   3    0.0015     0.033   10.5   0.0    64   128   174   237   111   242 0.90 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+    -            167 45131at6656          -            346   1.5e-05   21.4   0.1   1   2   2.4e-06   5.3e-05   19.7   0.1    15   123     5   120     2   124 0.83 -
19590at6656_378494_0:005230|TRINITY_DN82725_c2_g1_i6:349-849|+    -            167 45131at6656          -            346   1.5e-05   21.4   0.1   2   2       7.7   1.7e+02   -1.7   0.0    56    77   146   167   117   167 0.70 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 45131at6656          -            346   1.7e-05   21.3   0.0   1   2      0.56        13    2.0   0.0   103   142   137   176   127   189 0.76 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 45131at6656          -            346   1.7e-05   21.3   0.0   2   2    0.0001    0.0023   14.3   0.0    10   122   180   302   179   306 0.75 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+  -            216 45131at6656          -            346   1.9e-05   21.1   0.0   1   2      0.11       2.5    4.3   0.0    86   128    65   113    54   126 0.69 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+  -            216 45131at6656          -            346   1.9e-05   21.1   0.0   2   2   7.9e-05    0.0017   14.7   0.0    60   121   136   196   132   206 0.86 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 45131at6656          -            346   1.9e-05   21.1   0.4   1   2    0.0049      0.11    8.8   0.0    51   159     1   123     1   126 0.76 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 45131at6656          -            346   1.9e-05   21.1   0.4   2   2    0.0018     0.039   10.2   0.1    87   119   140   172   133   172 0.92 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|- -             64 45131at6656          -            346   2.4e-05   20.8   0.0   1   1   1.1e-06   2.5e-05   20.7   0.0    46   100     5    57     2    64 0.84 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 45131at6656          -            346   3.3e-05   20.3   1.9   1   4     0.013      0.29    7.4   0.0    60    93   285   319   263   358 0.81 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 45131at6656          -            346   3.3e-05   20.3   1.9   2   4      0.97        22    1.2   0.1    75   114   388   430   374   447 0.79 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 45131at6656          -            346   3.3e-05   20.3   1.9   3   4      0.26       5.7    3.1   0.1    68   124   468   523   426   535 0.73 -
24255at6656_294128_0:002352|TRINITY_DN79185_c7_g1_i6:713-2908|-   -            613 45131at6656          -            346   3.3e-05   20.3   1.9   4   4     0.018      0.39    6.9   0.0    30   117   512   613   499   613 0.72 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-  -            192 45131at6656          -            346   5.4e-05   19.6   0.4   1   2      0.13       2.9    4.1   0.2    48   120     7    78     2    94 0.70 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-  -            192 45131at6656          -            346   5.4e-05   19.6   0.4   2   2   0.00013     0.003   13.9   0.0    54   119   124   190   115   192 0.87 -
31196at6656_407821_0:0026f5|TRINITY_DN64043_c0_g1_i1:327-473|-    -             49 45131at6656          -            346   0.00015   18.1   0.1   1   1   7.4e-06   0.00016   18.0   0.1    34    76     4    46     1    48 0.78 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 45131at6656          -            346   0.00016   18.1   1.8   1   3   0.00025    0.0056   13.0   0.1    47   127     9    93     2   101 0.87 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 45131at6656          -            346   0.00016   18.1   1.8   2   3      0.39       8.6    2.5   0.0    43    79   121   156   103   189 0.78 -
118807at6656_52612_0:000b3c|TRINITY_DN88572_c7_g1_i6:28-798|-     -            257 45131at6656          -            346   0.00016   18.1   1.8   3   3       1.6        35    0.5   0.0    98   118   236   256   202   257 0.54 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+    -            225 45131at6656          -            346   0.00016   18.1   1.0   1   3   0.00029    0.0065   12.8   0.0    46    82     6    43     2    56 0.81 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+    -            225 45131at6656          -            346   0.00016   18.1   1.0   2   3      0.78        17    1.5   0.0    57   121    67   135    45   143 0.74 -
83755at6656_79782_0:001ffa|TRINITY_DN75507_c5_g2_i8:974-1648|+    -            225 45131at6656          -            346   0.00016   18.1   1.0   3   3      0.98        22    1.2   0.0    73   121   174   224   160   225 0.83 -
118807at6656_7224_0:001618|TRINITY_DN82840_c8_g1_i1:1824-2411|-   -            196 45131at6656          -            346   0.00021   17.7   0.1   1   1   1.6e-05   0.00037   16.9   0.0    51   108   131   190    92   196 0.76 -
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+        -            106 45131at6656          -            346   0.00025   17.5   0.0   1   1   1.7e-05   0.00037   16.9   0.0    84   121     5    42     2    83 0.84 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+    -            158 45131at6656          -            346    0.0003   17.2   0.1   1   2    0.0056      0.13    8.6   0.0    52   130     4    81     1    89 0.76 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+    -            158 45131at6656          -            346    0.0003   17.2   0.1   2   2     0.017      0.37    7.0   0.0    87   129    99   141    83   157 0.68 -
31196at6656_197043_0:0050fb|TRINITY_DN90217_c3_g1_i1:1941-2111|+  -             57 45131at6656          -            346   0.00037   16.9   0.0   1   1   1.7e-05   0.00038   16.8   0.0    62   117     3    57     1    57 0.94 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-  -            420 45131at6656          -            346   0.00041   16.7   0.0   1   2   0.00025    0.0055   13.0   0.1    70   163   230   323   222   327 0.83 -
106634at6656_7004_0:0032c5|TRINITY_DN92597_c11_g2_i5:1344-2603|-  -            420 45131at6656          -            346   0.00041   16.7   0.0   2   2         3        66   -0.4   0.0   318   343   388   413   372   415 0.84 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+      -           1938 45131at6656          -            346    0.0006   16.2   0.1   1   2   0.00057     0.013   11.8   0.1    36   137  1786  1893  1780  1907 0.75 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+      -           1938 45131at6656          -            346    0.0006   16.2   0.1   2   2   8.2e-05    0.0018   14.6   0.0    11    76  1850  1917  1842  1932 0.81 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-     -            789 45131at6656          -            346   0.00076   15.8   0.3   1   2      0.71        16    1.7   0.0    88   122    37    76    28    81 0.81 -
19590at6656_7213_0:002da0|TRINITY_DN89393_c3_g3_i4:888-3254|-     -            789 45131at6656          -            346   0.00076   15.8   0.3   2   2    0.0009      0.02   11.2   0.0    20    88   118   186   105   222 0.78 -
83303at6656_121845_0:000632|TRINITY_DN91732_c5_g4_i1:75-347|+     -             91 45131at6656          -            346   0.00078   15.8   0.1   1   1   3.5e-05   0.00079   15.8   0.1    84   118    47    81    13    87 0.89 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-   -            332 45131at6656          -            346   0.00088   15.6   0.0   1   2       1.3        29    0.8   0.0   320   342    10    32     4    35 0.83 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-   -            332 45131at6656          -            346   0.00088   15.6   0.0   2   2   0.00039    0.0087   12.4   0.0    62   120   127   181   113   201 0.75 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-   -             53 45131at6656          -            346   0.00089   15.6   0.0   1   1   4.4e-05   0.00098   15.5   0.0    82   119    16    53     5    53 0.88 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 45131at6656          -            346    0.0012   15.2   0.0   1   2    0.0021     0.046   10.0   0.0    49   128   199   233   178   292 0.55 -
89840at6656_294128_0:002d0c|TRINITY_DN78626_c10_g1_i1:837-2192|-  -            452 45131at6656          -            346    0.0012   15.2   0.0   2   2      0.43       9.6    2.4   0.0     8    57   338   389   319   404 0.68 -
79915at6656_7539_0:00051c|TRINITY_DN88649_c7_g2_i2:1280-1678|+    -            133 45131at6656          -            346    0.0013   15.1   0.0   1   1   6.3e-05    0.0014   15.0   0.0     8    77     5    77     2   125 0.81 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+      -             74 45131at6656          -            346    0.0026   14.1   0.1   1   1   0.00045      0.01   12.2   0.1    85   126     1    42     1    61 0.76 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+     -            520 45131at6656          -            346    0.0031   13.9   0.0   1   3      0.21       4.6    3.4   0.0    11    79   104   172   101   185 0.88 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+     -            520 45131at6656          -            346    0.0031   13.9   0.0   2   3       1.5        34    0.5   0.1   280   343   144   208   135   211 0.66 -
55599at6656_7070_0:000590|TRINITY_DN84255_c7_g1_i5:398-1957|+     -            520 45131at6656          -            346    0.0031   13.9   0.0   3   3     0.022      0.48    6.6   0.0    59    85   276   302   231   325 0.64 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+     -            236 45131at6656          -            346    0.0041   13.4   0.0   1   2     0.063       1.4    5.1   0.0    60    86   101   127    40   135 0.68 -
83755at6656_39758_0:001a6c|TRINITY_DN79341_c9_g1_i1:196-903|+     -            236 45131at6656          -            346    0.0041   13.4   0.0   2   2     0.027       0.6    6.3   0.1    56   125   148   218   133   225 0.84 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 45131at6656          -            346    0.0068   12.7   0.1   1   3       1.2        26    0.9   0.0    95   149     5    60     2    74 0.79 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 45131at6656          -            346    0.0068   12.7   0.1   2   3      0.43       9.5    2.4   0.0     4    52   172   220   169   230 0.82 -
81307at6656_218467_0:001992|TRINITY_DN92335_c1_g2_i6:312-1433|+   -            374 45131at6656          -            346    0.0068   12.7   0.1   3   3     0.059       1.3    5.2   0.0    58   117   290   349   282   351 0.82 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+     -             68 45131at6656          -            346    0.0069   12.7   0.0   1   1   0.00032     0.007   12.7   0.0    55    84    13    42     1    66 0.68 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+    -            584 45131at6656          -            346    0.0088   12.4   0.1   1   2    0.0063      0.14    8.4   0.0     8   103   232   328   226   347 0.73 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+    -            584 45131at6656          -            346    0.0088   12.4   0.1   2   2         1        22    1.2   0.0   101   117   559   575   556   576 0.91 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+  -            183 45131at6656          -            346    0.0091   12.3   0.1   1   2    0.0014     0.031   10.6   0.0    60   127    22    90     9   123 0.79 -
125716at6656_32264_0:00243b|TRINITY_DN86835_c6_g5_i1:2831-3379|+  -            183 45131at6656          -            346    0.0091   12.3   0.1   2   2       3.6        80   -0.7   0.1   102   120   158   176   150   180 0.78 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 45131at6656          -            346     0.011   12.0   0.1   1   3      0.37       8.3    2.6   0.0   315   343    23    52     7    55 0.74 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 45131at6656          -            346     0.011   12.0   0.1   2   3      0.13       2.8    4.1   0.0    71   126    48   110    45   120 0.62 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 45131at6656          -            346     0.011   12.0   0.1   3   3      0.18       4.1    3.6   0.0    59    80   185   206   137   221 0.81 -
79915at6656_43041_0:00161d|TRINITY_DN90147_c3_g1_i3:2899-3504|-   -            202 45131at6656          -            346     0.023   11.0   0.0   1   1    0.0024     0.052    9.8   0.0    67   122    76   138    15   152 0.66 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 45131at6656          -            346     0.029   10.6   0.0   1   2    0.0039     0.087    9.1   0.0    88   150     3    66     1    77 0.78 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 45131at6656          -            346     0.029   10.6   0.0   2   2       3.6        81   -0.7   0.0    63   102   150   186    90   203 0.51 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 45131at6656          -            346     0.044   10.1   2.1   1   2      0.79        18    1.5   0.2    48    78    98   133    62   140 0.55 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 45131at6656          -            346     0.044   10.1   2.1   2   2     0.014       0.3    7.3   0.1    13   119   166   282   159   283 0.74 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/45131at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/45131at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/45131at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:09 2026
# [ok]
