#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
107802at6656_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+    -            318 107802at6656         -            224   8.2e-96  317.4   0.6   1   1   7.3e-97     2e-95  316.1   0.6     1   224    36   304    36   304 0.87 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 107802at6656         -            224   1.8e-07   28.4   0.2   3   4      0.35       9.6    3.2   0.0    10    49   158   198   155   203 0.84 -
83755at6656_38123_0:002ff9|TRINITY_DN77327_c10_g2_i3:237-1889|+   -            551 107802at6656         -            224   1.8e-07   28.4   0.2   4   4      0.39        11    3.0   0.0    69   114   501   546   494   549 0.89 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 107802at6656         -            224   3.3e-07   27.6   0.0   1   2   2.2e-06   5.9e-05   20.2   0.0   155   214    31    88    26    95 0.89 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i14:116-4148|+  -           1204 107802at6656         -            224   3.3e-07   27.6   0.0   2   2      0.13       3.6    4.5   0.0   174   224   257   307   237   307 0.80 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 107802at6656         -            224   4.1e-07   27.3   0.2   1   3    0.0062      0.17    8.9   0.1   170   218    26    75     6    81 0.73 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 107802at6656         -            224   4.1e-07   27.3   0.2   2   3    0.0024     0.065   10.3   0.1   153   216    52   116    49   122 0.84 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 107802at6656         -            224   4.1e-07   27.3   0.2   3   3    0.0088      0.24    8.4   0.0   151   214   137   202   130   207 0.87 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 107802at6656         -            224   4.7e-07   27.1   1.1   1   4    0.0012     0.033   11.2   0.0   173   213    18    59     4    69 0.84 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 107802at6656         -            224   4.7e-07   27.1   1.1   2   4   0.00055     0.015   12.3   0.2    16    86    24   106    18   123 0.60 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 107802at6656         -            224   4.7e-07   27.1   1.1   3   4    0.0029     0.079   10.0   0.1   167   214    97   144    78   148 0.68 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 107802at6656         -            224   4.7e-07   27.1   1.1   4   4     0.025      0.67    6.9   0.0   159   209   131   181   126   184 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 107802at6656         -            224   4.8e-07   27.0   0.0   1   3       1.5        41    1.1   0.0   188   213    29    54    19    60 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 107802at6656         -            224   4.8e-07   27.0   0.0   2   3   1.9e-06   5.2e-05   20.4   0.0   153   219    80   146    68   150 0.84 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 107802at6656         -            224   4.8e-07   27.0   0.0   3   3       1.1        29    1.6   0.0   155   204   206   254   169   257 0.56 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 107802at6656         -            224   8.8e-07   26.2   0.2   1   4      0.02      0.55    7.2   0.0   184   213     1    30     1    35 0.94 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 107802at6656         -            224   8.8e-07   26.2   0.2   2   4     0.027      0.73    6.8   0.0   158   213    64   119    50   127 0.79 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 107802at6656         -            224   8.8e-07   26.2   0.2   3   4       1.5        41    1.1   0.0   156   201   104   151   102   165 0.71 -
58110at6656_34740_0:0023bd|TRINITY_DN82560_c3_g1_i5:811-1725|+    -            305 107802at6656         -            224   8.8e-07   26.2   0.2   4   4     0.012      0.31    8.0   0.0   154   212   239   305   224   305 0.77 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 107802at6656         -            224     1e-06   25.9   0.0   1   4   2.3e-05   0.00061   16.9   0.0   182   220     2    40     1    44 0.92 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 107802at6656         -            224     1e-06   25.9   0.0   2   4      0.21       5.6    3.9   0.0   179   217    42    82    33    89 0.78 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 107802at6656         -            224     1e-06   25.9   0.0   3   4     0.079       2.2    5.3   0.0   152   215    59   123    48   132 0.84 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 107802at6656         -            224     1e-06   25.9   0.0   4   4       1.8        49    0.8   0.0   200   215   108   123    87   185 0.68 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 107802at6656         -            224   1.4e-06   25.5   0.2   1   4       2.2        59    0.6   0.0   156   214    16    76    10    86 0.62 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 107802at6656         -            224   1.4e-06   25.5   0.2   2   4       1.8        49    0.9   0.0   183   219    88   123    78   127 0.76 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 107802at6656         -            224   1.4e-06   25.5   0.2   3   4   0.00022     0.006   13.6   0.0   153   213   224   284   200   293 0.84 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 107802at6656         -            224   1.4e-06   25.5   0.2   4   4      0.13       3.5    4.6   0.0   176   214   293   331   286   337 0.88 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+ -            214 107802at6656         -            224   1.5e-06   25.4   1.3   1   2     0.048       1.3    6.0   0.2   134   185    90   141    18   144 0.54 -
107802at6656_52283_0:001de0|TRINITY_DN93438_c7_g1_i18:2564-3205|+ -            214 107802at6656         -            224   1.5e-06   25.4   1.3   2   2   2.8e-05   0.00077   16.5   0.0   162   212   163   213   153   214 0.92 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 107802at6656         -            224   6.4e-06   23.4   0.0   1   2   0.00026    0.0072   13.4   0.0   178   215     3    40     1    49 0.90 -
81307at6656_7091_0:000db0|TRINITY_DN87574_c7_g1_i6:3869-4477|-    -            203 107802at6656         -            224   6.4e-06   23.4   0.0   2   2     0.016      0.43    7.6   0.0   179   196    98   115    56   126 0.89 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-   -            235 107802at6656         -            224   6.7e-06   23.3   0.2   1   3     0.023      0.63    7.0   0.0   155   213     5    67     1    76 0.81 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-   -            235 107802at6656         -            224   6.7e-06   23.3   0.2   2   3      0.38        10    3.1   0.0   181   209    88   116    81   125 0.85 -
103749at6656_166361_0:002df3|TRINITY_DN89543_c6_g1_i3:129-833|-   -            235 107802at6656         -            224   6.7e-06   23.3   0.2   3   3    0.0035     0.095    9.7   0.0   180   214   169   203   156   207 0.86 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-       -            112 107802at6656         -            224   8.3e-06   23.0   0.1   1   2   0.00014    0.0039   14.2   0.0   164   215     5    54     1    62 0.80 -
31196at6656_56086_0:000590|TRINITY_DN81367_c0_g1_i1:6-341|-       -            112 107802at6656         -            224   8.3e-06   23.0   0.1   2   2     0.018      0.49    7.4   0.1   180   215    67   100    55   107 0.82 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 107802at6656         -            224   8.3e-06   23.0   0.7   1   4       3.1        85    0.1   0.0     5    36    25    55    21    74 0.68 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 107802at6656         -            224   8.3e-06   23.0   0.7   2   4     0.065       1.8    5.6   0.1    96   113    73    90    34    96 0.71 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 107802at6656         -            224   8.3e-06   23.0   0.7   3   4     0.092       2.5    5.1   0.1    96   116    73    93    68   105 0.86 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 107802at6656         -            224   8.3e-06   23.0   0.7   4   4   0.00028    0.0077   13.3   0.0   152   213   113   178    96   179 0.80 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 107802at6656         -            224   8.9e-06   22.9   1.0   1   3      0.21       5.6    3.9   0.0    96   111    47    62    38    68 0.86 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 107802at6656         -            224   8.9e-06   22.9   1.0   2   3   0.00026     0.007   13.4   0.0   154   218   175   240   172   247 0.89 -
53201at6656_438502_0:0023f5|TRINITY_DN86274_c10_g1_i1:30-1250|+   -            407 107802at6656         -            224   8.9e-06   22.9   1.0   3   3       1.3        34    1.4   0.0    92   114   261   283   243   288 0.66 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 107802at6656         -            224   9.5e-06   22.8   0.1   1   3   8.3e-05    0.0022   15.0   0.0   188   213     1    26     1    32 0.93 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 107802at6656         -            224   9.5e-06   22.8   0.1   2   3       4.6   1.3e+02   -0.5   0.0    68    82    69    83    50   103 0.64 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 107802at6656         -            224   9.5e-06   22.8   0.1   3   3      0.16       4.2    4.3   0.0   181   212   139   170   132   172 0.88 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 107802at6656         -            224   2.1e-05   21.7   0.1   1   4    0.0033     0.089    9.8   0.1    96   142    22    71     4    92 0.64 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 107802at6656         -            224   2.1e-05   21.7   0.1   2   4      0.89        24    1.9   0.0    65    87   125   147   112   168 0.73 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 107802at6656         -            224   2.1e-05   21.7   0.1   3   4      0.29         8    3.4   0.0    68    88   174   194   164   198 0.85 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 107802at6656         -            224   2.1e-05   21.7   0.1   4   4       2.9        79    0.2   0.0    68    86   220   238   211   263 0.71 -
19590at6656_56086_0:0029b1|TRINITY_DN77672_c7_g1_i3:853-1326|+    -            158 107802at6656         -            224   3.4e-05   21.0   0.0   1   1   4.7e-06   0.00013   19.1   0.0    97   213    17   130    12   139 0.67 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 107802at6656         -            224   4.6e-05   20.6   0.0   1   2    0.0035     0.094    9.7   0.0   182   218     3    39     1    45 0.93 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 107802at6656         -            224   4.6e-05   20.6   0.0   2   2    0.0036     0.098    9.7   0.0   180   215    43    78    36    86 0.77 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 107802at6656         -            224   6.3e-05   20.1   0.4   1   4       8.9   2.4e+02   -1.4   0.0    96   109   113   126    67   137 0.54 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 107802at6656         -            224   6.3e-05   20.1   0.4   2   4       7.6   2.1e+02   -1.2   0.0    96   119   113   136   110   150 0.73 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 107802at6656         -            224   6.3e-05   20.1   0.4   3   4      0.39        11    3.0   0.0   169   215   215   258   177   267 0.81 -
13858at6656_378494_0:0073ca|TRINITY_DN69814_c0_g1_i1:182-2845|-   -            888 107802at6656         -            224   6.3e-05   20.1   0.4   4   4    0.0017     0.046   10.7   0.0   158   213   535   590   524   594 0.90 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 107802at6656         -            224     7e-05   20.0   0.3   1   4      0.12       3.3    4.7   0.0   191   212    79   100    64   104 0.87 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 107802at6656         -            224     7e-05   20.0   0.3   2   4      0.42        12    2.9   0.0    63    85   130   152   112   166 0.83 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 107802at6656         -            224     7e-05   20.0   0.3   3   4    0.0089      0.24    8.4   0.0   178   218   166   207   154   213 0.84 -
58110at6656_114398_0:002b15|TRINITY_DN81296_c10_g1_i2:2761-3495|- -            245 107802at6656         -            224     7e-05   20.0   0.3   4   4       7.1   1.9e+02   -1.1   0.0   178   201   209   233   204   244 0.67 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-  -            192 107802at6656         -            224   8.3e-05   19.7   0.1   1   3       2.3        63    0.5   0.0   182   215     4    37     2    49 0.79 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-  -            192 107802at6656         -            224   8.3e-05   19.7   0.1   2   3       0.5        13    2.7   0.1   106   136    37    67    19    80 0.70 -
81307at6656_121225_0:00011e|TRINITY_DN89960_c7_g3_i3:1475-2050|-  -            192 107802at6656         -            224   8.3e-05   19.7   0.1   3   3   0.00015    0.0041   14.2   0.0   153   213   127   189   118   192 0.82 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+    -            153 107802at6656         -            224   0.00011   19.4   0.0   1   2       0.1       2.8    4.9   0.0    96   111     5    20     2    25 0.78 -
83755at6656_7222_0:00003c|TRINITY_DN88294_c4_g1_i9:2636-3094|+    -            153 107802at6656         -            224   0.00011   19.4   0.0   2   2   0.00062     0.017   12.2   0.0   153   202    48    97    40   111 0.84 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-   -            120 107802at6656         -            224   0.00012   19.2   0.0   1   2   0.00015    0.0042   14.1   0.0   181   215    30    64    14    73 0.90 -
31196at6656_52612_0:00426e|TRINITY_DN87574_c7_g1_i6:4671-5030|-   -            120 107802at6656         -            224   0.00012   19.2   0.0   2   2      0.23       6.4    3.7   0.0   175   212    82   119    66   120 0.84 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+    -            211 107802at6656         -            224   0.00021   18.4   0.0   1   2   0.00079     0.021   11.8   0.0   172   219    16    64     2    68 0.83 -
83755at6656_32264_0:001274|TRINITY_DN80976_c6_g1_i4:720-1352|+    -            211 107802at6656         -            224   0.00021   18.4   0.0   2   2      0.15       4.1    4.4   0.0    66   103   139   176   116   190 0.69 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 107802at6656         -            224   0.00022   18.3   0.5   1   4      0.58        16    2.5   0.0    95   114    60    79    52    88 0.84 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 107802at6656         -            224   0.00022   18.3   0.5   2   4       2.9        79    0.2   0.0    67    89   102   124    86   137 0.63 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 107802at6656         -            224   0.00022   18.3   0.5   3   4    0.0085      0.23    8.5   0.0    60    88   139   167   130   175 0.88 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 107802at6656         -            224   0.00022   18.3   0.5   4   4       1.3        35    1.3   0.0    95   117   242   264   236   265 0.89 -
71018at6656_168631_0:00011f|TRINITY_DN82339_c12_g2_i1:598-852|+   -             85 107802at6656         -            224   0.00022   18.3   0.1   1   1   3.4e-05   0.00094   16.3   0.1   167   218    10    59     1    66 0.77 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+    -            584 107802at6656         -            224   0.00026   18.1   0.0   1   2   5.7e-05    0.0015   15.6   0.0   161   213   249   301   233   317 0.81 -
60356at6656_126957_0:001075|TRINITY_DN74360_c12_g2_i2:0-1751|+    -            584 107802at6656         -            224   0.00026   18.1   0.0   2   2       7.2     2e+02   -1.1   0.0    95   142   387   437   374   490 0.66 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 107802at6656         -            224   0.00041   17.4   0.2   1   4    0.0069      0.19    8.8   0.1   148   215   233   311   193   316 0.75 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 107802at6656         -            224   0.00041   17.4   0.2   2   4       1.4        38    1.2   0.0   186   214   331   358   322   365 0.83 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 107802at6656         -            224   0.00041   17.4   0.2   3   4       1.2        32    1.4   0.0   193   218   384   409   371   419 0.83 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 107802at6656         -            224   0.00041   17.4   0.2   4   4       8.1   2.2e+02   -1.3   0.0   184   211   466   495   431   501 0.75 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-     -            229 107802at6656         -            224   0.00047   17.2   0.1   1   2    0.0014     0.038   11.0   0.0   178   213    84   119    80   124 0.91 -
50947at6656_13037_0:001fac|TRINITY_DN86602_c12_g1_i1:39-725|-     -            229 107802at6656         -            224   0.00047   17.2   0.1   2   2      0.18         5    4.1   0.1   156   212   173   229   170   229 0.82 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+  -            216 107802at6656         -            224   0.00079   16.5   0.0   1   2         3        81    0.1   0.0    35    53    89   107    60   125 0.72 -
44504at6656_597456_0:001164|TRINITY_DN91534_c7_g1_i7:1564-2211|+  -            216 107802at6656         -            224   0.00079   16.5   0.0   2   2    0.0002    0.0053   13.8   0.0   155   218   135   198   118   203 0.84 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+      -           1938 107802at6656         -            224   0.00095   16.3   0.0   1   1   0.00011    0.0029   14.7   0.0   153   214  1856  1917  1840  1926 0.92 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 107802at6656         -            224    0.0012   15.9   0.3   1   3    0.0058      0.16    9.0   0.0    18    57    12    52     7    76 0.67 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 107802at6656         -            224    0.0012   15.9   0.3   2   3       1.3        36    1.3   0.0    95   111    75    91    61   142 0.80 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 107802at6656         -            224    0.0012   15.9   0.3   3   3       1.3        36    1.3   0.0   176   215   242   284   216   289 0.68 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+   -            203 107802at6656         -            224    0.0013   15.8   0.2   1   2     0.015      0.41    7.6   0.1   154   224     7    78     4    78 0.87 -
19590at6656_7539_0:00322d|TRINITY_DN86640_c10_g1_i3:1017-1625|+   -            203 107802at6656         -            224    0.0013   15.8   0.2   2   2     0.042       1.1    6.2   0.0    95   112   140   157    98   198 0.70 -
96592at6656_211228_0:00084c|TRINITY_DN76062_c4_g3_i5:5110-5655|-  -            182 107802at6656         -            224    0.0017   15.4   0.0   1   1   0.00024    0.0066   13.5   0.0   169   211   128   171   110   175 0.77 -
96592at6656_156304_0:000966|TRINITY_DN90840_c6_g1_i9:2176-2937|+  -            254 107802at6656         -            224    0.0024   14.9   0.0   1   2       4.8   1.3e+02   -0.5   0.0   140   211    28   103     9   113 0.66 -
96592at6656_156304_0:000966|TRINITY_DN90840_c6_g1_i9:2176-2937|+  -            254 107802at6656         -            224    0.0024   14.9   0.0   2   2   0.00079     0.021   11.8   0.1   182   218   116   152   100   158 0.85 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-   -            332 107802at6656         -            224    0.0025   14.9   0.0   1   2       3.6        99   -0.2   0.0    67    93    19    45     7    50 0.80 -
125716at6656_294128_0:0029f4|TRINITY_DN81725_c7_g1_i5:82-1241|-   -            332 107802at6656         -            224    0.0025   14.9   0.0   2   2   0.00059     0.016   12.2   0.0   160   218   130   184   121   188 0.84 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 107802at6656         -            224    0.0034   14.4   0.0   1   2       3.5        94   -0.1   0.0   185   210    63    88    25   100 0.74 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 107802at6656         -            224    0.0034   14.4   0.0   2   2    0.0013     0.035   11.1   0.0   153   214   160   223   148   229 0.83 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 107802at6656         -            224    0.0038   14.3   0.3   1   3     0.061       1.6    5.7   0.0   159   214    57   111    50   118 0.82 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 107802at6656         -            224    0.0038   14.3   0.3   2   3      0.01      0.28    8.2   0.0   156   219    95   158    88   163 0.84 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 107802at6656         -            224    0.0038   14.3   0.3   3   3       2.7        73    0.3   0.0    96   212   265   277   204   285 0.53 -
58110at6656_6973_0:00155e|TRINITY_DN78038_c13_g1_i2:301-513|-     -             71 107802at6656         -            224    0.0046   14.0   0.0   1   1   0.00028    0.0075   13.3   0.0   193   220    20    47     8    51 0.89 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-   -             92 107802at6656         -            224    0.0051   13.9   0.0   1   2     0.001     0.027   11.5   0.0   174   214     5    43     1    51 0.83 -
118807at6656_7536_0:0003d0|TRINITY_DN82339_c12_g1_i8:756-1031|-   -             92 107802at6656         -            224    0.0051   13.9   0.0   2   2       2.2        59    0.6   0.0    95   109    78    92    55    92 0.77 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-   -            126 107802at6656         -            224    0.0052   13.8   0.0   1   2      0.15       4.2    4.3   0.1    96   113    50    67     2    74 0.60 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-   -            126 107802at6656         -            224    0.0052   13.8   0.0   2   2     0.028      0.76    6.8   0.0    67    90    92   115    71   126 0.68 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+    -            329 107802at6656         -            224    0.0061   13.6   0.0   1   1   0.00097     0.026   11.5   0.0   178   216   125   163   108   171 0.85 -
58110at6656_6973_0:00155e|TRINITY_DN82334_c12_g1_i3:249-452|+     -             68 107802at6656         -            224    0.0076   13.3   0.1   1   1   0.00048     0.013   12.5   0.1    91   118    15    42     7    68 0.62 -
116982at6656_7176_0:003ae7|TRINITY_DN79934_c8_g3_i2:2471-2629|-   -             53 107802at6656         -            224     0.013   12.6   0.1   1   1   0.00074      0.02   11.9   0.1    94   109    37    52    32    53 0.90 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|- -             64 107802at6656         -            224     0.014   12.4   0.1   1   2     0.012      0.32    8.0   0.1    94   112    18    36     3    37 0.72 -
31196at6656_407821_0:0026f5|TRINITY_DN82339_c12_g1_i8:1346-1537|- -             64 107802at6656         -            224     0.014   12.4   0.1   2   2      0.18       4.8    4.1   0.0    11    25    36    50    33    58 0.83 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 107802at6656         -            224     0.014   12.4   0.1   1   2       3.1        83    0.1   0.0   181   203    61    82    53    92 0.72 -
45131at6656_136037_0:0005ec|TRINITY_DN87849_c15_g1_i4:768-1757|-  -            179 107802at6656         -            224     0.014   12.4   0.1   2   2    0.0096      0.26    8.3   0.0    94   119   119   144   111   169 0.75 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+     -            212 107802at6656         -            224     0.016   12.3   0.0   1   2     0.012      0.34    7.9   0.0   181   213     2    35     1    39 0.89 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i4:331-966|+     -            212 107802at6656         -            224     0.016   12.3   0.0   2   2      0.79        22    2.0   0.0   155   213    69   127    48   135 0.65 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 107802at6656         -            224     0.017   12.1   0.7   1   3       2.8        75    0.2   0.0   182   219    20    58     5    63 0.71 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 107802at6656         -            224     0.017   12.1   0.7   2   3       6.4   1.7e+02   -1.0   0.0   183   212    70   101    66   114 0.66 -
96971at6656_6958_0:002aae|TRINITY_DN90394_c3_g1_i5:249-920|-      -            224 107802at6656         -            224     0.017   12.1   0.7   3   3     0.012      0.33    7.9   0.1     6    50   151   202   146   214 0.67 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 107802at6656         -            224     0.036   11.1   4.3   1   2     0.038         1    6.3   0.2    94   113    21    40    15    44 0.89 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 107802at6656         -            224     0.036   11.1   4.3   2   2      0.02      0.54    7.2   1.0     9    51    38    85    37   137 0.74 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 107802at6656         -            224     0.036   11.1   0.7   1   4         4   1.1e+02   -0.3   0.0    93   122    65    94    63   121 0.69 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 107802at6656         -            224     0.036   11.1   0.7   2   4       3.2        86    0.0   0.0   199   217   115   133    86   140 0.72 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 107802at6656         -            224     0.036   11.1   0.7   3   4     0.049       1.3    5.9   0.0    95   121   174   200   167   214 0.87 -
83755at6656_7394_0:0008ec|TRINITY_DN79703_c11_g1_i4:1846-2694|-   -            283 107802at6656         -            224     0.036   11.1   0.7   4   4       4.8   1.3e+02   -0.5   0.0   187   213   255   281   237   283 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/107802at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
