#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 96592at6656          -            260  6.3e-119  393.7   4.3   1   1  3.4e-117  1.2e-115  382.9   4.3     1   260     1   321     1   321 0.87 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 96592at6656          -            260      0.01   12.8   0.4   2   2      0.38        14    2.6   0.0   170   250   108   181    45   185 0.63 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 96592at6656          -            260     0.013   12.5   0.0   1   3         2        72    0.2   0.0   145   164    10    29     1    33 0.79 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 96592at6656          -            260     0.013   12.5   0.0   2   3    0.0079      0.29    8.1   0.1   125   162    35    72    19   114 0.72 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 96592at6656          -            260     0.013   12.5   0.0   3   3       3.5   1.3e+02   -0.6   0.0     1    33   167   200   167   210 0.71 -
30962at6656_294128_0:002811|TRINITY_DN88016_c0_g6_i1:100-3633|+   -           1178 96592at6656          -            260     0.016   12.2   0.1   1   1    0.0013     0.046   10.7   0.0     2    58   250   309   249   316 0.76 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 96592at6656          -            260      0.02   11.9   0.7   1   2     0.092       3.3    4.6   0.1     3    74   127   205   125   216 0.56 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 96592at6656          -            260      0.02   11.9   0.7   2   2      0.12       4.4    4.2   0.0    22    79   229   290   212   312 0.65 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 96592at6656          -            260     0.023   11.7   0.0   1   2     0.036       1.3    5.9   0.0     3    39    35    71    33    79 0.90 -
83755at6656_125945_0:000803|TRINITY_DN91433_c7_g1_i1:239-1096|+   -            286 96592at6656          -            260     0.023   11.7   0.0   2   2       0.4        14    2.5   0.0   133   168   170   205   150   224 0.83 -
83755at6656_29058_0:002adb|TRINITY_DN89507_c4_g1_i7:487-1092|+    -            202 96592at6656          -            260     0.038   11.0   0.1   1   1     0.004      0.14    9.1   0.1     2    75     2    81     1   103 0.67 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/96592at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/96592at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/96592at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:10 2026
# [ok]
