#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 126074at6656         -            265   1.4e-69  233.3   0.2   1   1   4.6e-69   1.1e-67  227.1   0.1    12   250    10   296     4   313 0.85 -
43728at6656_7004_0:002041|TRINITY_DN80614_c9_g1_i4:93-743|+       -            217 126074at6656         -            265   4.8e-06   25.0   0.1   2   2    0.0026      0.06   11.6   0.0    38   107   131   205   122   213 0.81 -
40929at6656_217634_0:001dc6|TRINITY_DN84958_c6_g2_i1:333-707|+    -            125 126074at6656         -            265   5.6e-06   24.8   0.0   1   2   7.4e-05    0.0017   16.6   0.0    40   109    15    86     7    93 0.87 -
40929at6656_217634_0:001dc6|TRINITY_DN84958_c6_g2_i1:333-707|+    -            125 126074at6656         -            265   5.6e-06   24.8   0.0   2   2     0.027      0.64    8.2   0.0    67   107    84   125    83   125 0.83 -
40929at6656_217634_0:001dc6|TRINITY_DN84958_c6_g2_i5:333-707|+    -            125 126074at6656         -            265   5.6e-06   24.8   0.0   1   2   7.4e-05    0.0017   16.6   0.0    40   109    15    86     7    93 0.87 -
40929at6656_217634_0:001dc6|TRINITY_DN84958_c6_g2_i5:333-707|+    -            125 126074at6656         -            265   5.6e-06   24.8   0.0   2   2     0.027      0.64    8.2   0.0    67   107    84   125    83   125 0.83 -
96592at6656_168631_0:0016fb|TRINITY_DN71446_c0_g2_i1:5-415|+      -            137 126074at6656         -            265   5.6e-06   24.8   0.4   1   2     0.011      0.25    9.6   0.2    92   114     7    29     3    35 0.81 -
96592at6656_168631_0:0016fb|TRINITY_DN71446_c0_g2_i1:5-415|+      -            137 126074at6656         -            265   5.6e-06   24.8   0.4   2   2   0.00038    0.0089   14.3   0.0    37    86    33    83    25    92 0.85 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i12:1847-2617|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i12:1847-2617|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i12:1847-2617|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i13:1794-2564|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i13:1794-2564|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i13:1794-2564|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i16:1824-2594|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i16:1824-2594|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i16:1824-2594|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i19:1796-2566|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i19:1796-2566|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i19:1796-2566|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i20:1805-2575|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i20:1805-2575|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i20:1805-2575|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i21:1766-2536|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i21:1766-2536|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i21:1766-2536|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i24:1836-2606|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i24:1836-2606|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i24:1836-2606|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i25:1824-2594|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i25:1824-2594|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i25:1824-2594|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i27:1817-2587|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i27:1817-2587|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i27:1817-2587|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i28:1805-2575|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i28:1805-2575|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i28:1805-2575|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i30:1794-2564|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i30:1794-2564|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i30:1794-2564|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i33:1836-2606|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i33:1836-2606|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i33:1836-2606|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i34:1806-2576|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i34:1806-2576|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i34:1806-2576|+   -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i3:1766-2536|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i3:1766-2536|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i3:1766-2536|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i4:1835-2605|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i4:1835-2605|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i4:1835-2605|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i6:1835-2605|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i6:1835-2605|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i6:1835-2605|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i7:1817-2587|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i7:1817-2587|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i7:1817-2587|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i8:1796-2566|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i8:1796-2566|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i8:1796-2566|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i9:1806-2576|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   1   3     0.004     0.094   11.0   0.0    39   108    25    99    19   104 0.78 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i9:1806-2576|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   2   3      0.16       3.8    5.7   0.0    33    87   105   160    99   181 0.67 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i9:1806-2576|+    -            257 126074at6656         -            265   5.8e-06   24.7   0.0   3   3      0.67        16    3.7   0.0    31    97   185   253   173   257 0.67 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i3:42-974|-      -            311 126074at6656         -            265   6.9e-06   24.5   0.0   1   3     0.024      0.56    8.4   0.0    39   107     1    75     1   127 0.82 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i3:42-974|-      -            311 126074at6656         -            265   6.9e-06   24.5   0.0   2   3       3.3        76    1.4   0.0    42    65   136   159   110   175 0.79 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i3:42-974|-      -            311 126074at6656         -            265   6.9e-06   24.5   0.0   3   3    0.0082      0.19    9.9   0.0    41   106   241   310   231   311 0.83 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i6:42-974|-      -            311 126074at6656         -            265   6.9e-06   24.5   0.0   1   3     0.024      0.56    8.4   0.0    39   107     1    75     1   127 0.82 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i6:42-974|-      -            311 126074at6656         -            265   6.9e-06   24.5   0.0   2   3       3.3        76    1.4   0.0    42    65   136   159   110   175 0.79 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i6:42-974|-      -            311 126074at6656         -            265   6.9e-06   24.5   0.0   3   3    0.0082      0.19    9.9   0.0    41   106   241   310   231   311 0.83 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 126074at6656         -            265   9.1e-06   24.1   0.1   1   4       3.1        72    1.5   0.0   219   251    60    93    56   100 0.82 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 126074at6656         -            265   9.1e-06   24.1   0.1   2   4       5.3   1.2e+02    0.7   0.0   162   207   144   189   129   205 0.72 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 126074at6656         -            265   9.1e-06   24.1   0.1   3   4      0.22       5.2    5.2   0.0    81   110   210   239   197   247 0.83 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 126074at6656         -            265   9.1e-06   24.1   0.1   4   4     0.003     0.071   11.3   0.3    47   177   215   342   212   377 0.62 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i1:1205-1711|-   -            169 126074at6656         -            265     1e-05   23.9   0.3   1   2      0.16       3.7    5.7   0.2    37   107     2    77     1    80 0.58 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i1:1205-1711|-   -            169 126074at6656         -            265     1e-05   23.9   0.3   2   2   0.00011    0.0025   16.1   0.0    36   107    87   163    83   167 0.81 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i2:2135-2641|-   -            169 126074at6656         -            265     1e-05   23.9   0.3   1   2      0.16       3.7    5.7   0.2    37   107     2    77     1    80 0.58 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i2:2135-2641|-   -            169 126074at6656         -            265     1e-05   23.9   0.3   2   2   0.00011    0.0025   16.1   0.0    36   107    87   163    83   167 0.81 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 126074at6656         -            265     1e-05   23.9   0.3   1   2      0.16       3.7    5.7   0.2    37   107     2    77     1    80 0.58 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 126074at6656         -            265     1e-05   23.9   0.3   2   2   0.00011    0.0025   16.1   0.0    36   107    87   163    83   167 0.81 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i11:830-1765|-  -            312 126074at6656         -            265     1e-05   23.9   0.1   1   2       2.9        69    1.6   0.0   228   247   172   191   169   207 0.69 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i11:830-1765|-  -            312 126074at6656         -            265     1e-05   23.9   0.1   2   2   7.4e-06   0.00017   19.9   0.0    36   112   205   289   198   297 0.79 -
774at6656_286706_0:002ca8|TRINITY_DN93543_c3_g1_i9:93-4487|+      -           1465 126074at6656         -            265   1.1e-05   23.8   0.1   1   1   1.1e-06   2.6e-05   22.6   0.0    30   108  1364  1445  1350  1454 0.86 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 126074at6656         -            265   1.3e-05   23.6   0.2   1   3       3.5        83    1.3   0.0   219   251   122   155   118   162 0.82 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 126074at6656         -            265   1.3e-05   23.6   0.2   2   3       7.7   1.8e+02    0.2   0.0   162   207   206   251   196   267 0.79 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 126074at6656         -            265   1.3e-05   23.6   0.2   3   3    0.0028     0.065   11.5   0.3    47   177   277   404   270   448 0.64 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i32:110-4016|+  -           1162 126074at6656         -            265   1.3e-05   23.6   0.0   1   4    0.0021     0.048   11.9   0.0    45   107     3    67     1    71 0.85 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i32:110-4016|+  -           1162 126074at6656         -            265   1.3e-05   23.6   0.0   2   4       3.5        83    1.3   0.0    35   105    75   144    71   147 0.83 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i32:110-4016|+  -           1162 126074at6656         -            265   1.3e-05   23.6   0.0   3   4       4.6   1.1e+02    0.9   0.0   146   207   212   277   207   285 0.61 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i32:110-4016|+  -           1162 126074at6656         -            265   1.3e-05   23.6   0.0   4   4      0.99        23    3.1   0.0   143   210   443   513   432   540 0.70 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i5:830-1861|-   -            344 126074at6656         -            265   1.4e-05   23.5   0.1   1   2       3.8        88    1.2   0.0   228   247   204   223   201   237 0.70 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i5:830-1861|-   -            344 126074at6656         -            265   1.4e-05   23.5   0.1   2   2   8.9e-06   0.00021   19.6   0.0    37   112   238   321   232   331 0.79 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i15:110-3661|+  -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   1   4    0.0022     0.051   11.8   0.0    45   107     3    67     1    70 0.85 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i15:110-3661|+  -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   2   4       1.1        26    3.0   0.0    27   105    67   144    59   147 0.79 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i15:110-3661|+  -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   3   4       4.7   1.1e+02    0.9   0.0   146   207   212   277   207   285 0.61 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i15:110-3661|+  -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   4   4         1        24    3.1   0.0   143   210   443   513   432   540 0.70 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i22:110-3907|+  -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   1   4    0.0022     0.051   11.8   0.0    45   107     3    67     1    70 0.85 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i22:110-3907|+  -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   2   4       1.1        26    3.0   0.0    27   105    67   144    59   147 0.79 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i22:110-3907|+  -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   3   4       4.7   1.1e+02    0.9   0.0   146   207   212   277   207   285 0.61 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i22:110-3907|+  -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   4   4         1        24    3.1   0.0   143   210   443   513   432   540 0.70 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i4:110-4082|+   -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   1   4    0.0022     0.051   11.8   0.0    45   107     3    67     1    70 0.85 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i4:110-4082|+   -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   2   4       1.1        26    3.0   0.0    27   105    67   144    59   147 0.79 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i4:110-4082|+   -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   3   4       4.7   1.1e+02    0.9   0.0   146   207   212   277   207   285 0.61 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i4:110-4082|+   -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   4   4         1        24    3.1   0.0   143   210   443   513   432   540 0.70 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i6:110-3836|+   -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   1   4    0.0022     0.051   11.8   0.0    45   107     3    67     1    70 0.85 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i6:110-3836|+   -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   2   4       1.1        26    3.0   0.0    27   105    67   144    59   147 0.79 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i6:110-3836|+   -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   3   4       4.7   1.1e+02    0.9   0.0   146   207   212   277   207   285 0.61 -
22468at6656_294128_0:000d84|TRINITY_DN82556_c9_g1_i6:110-3836|+   -           1184 126074at6656         -            265   1.4e-05   23.5   0.0   4   4         1        24    3.1   0.0   143   210   443   513   432   540 0.70 -
79915at6656_1629725_0:00213c|TRINITY_DN92934_c7_g1_i13:262-684|-  -            141 126074at6656         -            265   1.5e-05   23.4   0.2   1   2    0.0023     0.053   11.8   0.0    40   107    25    99    17   110 0.80 -
79915at6656_1629725_0:00213c|TRINITY_DN92934_c7_g1_i13:262-684|-  -            141 126074at6656         -            265   1.5e-05   23.4   0.2   2   2   0.00011    0.0025   16.1   0.0    33   107    65   141    58   141 0.88 -
79915at6656_1629725_0:00213c|TRINITY_DN92934_c7_g1_i3:262-684|-   -            141 126074at6656         -            265   1.5e-05   23.4   0.2   1   2    0.0023     0.053   11.8   0.0    40   107    25    99    17   110 0.80 -
79915at6656_1629725_0:00213c|TRINITY_DN92934_c7_g1_i3:262-684|-   -            141 126074at6656         -            265   1.5e-05   23.4   0.2   2   2   0.00011    0.0025   16.1   0.0    33   107    65   141    58   141 0.88 -
79915at6656_1629725_0:00213c|TRINITY_DN92934_c7_g1_i4:262-684|-   -            141 126074at6656         -            265   1.5e-05   23.4   0.2   1   2    0.0023     0.053   11.8   0.0    40   107    25    99    17   110 0.80 -
79915at6656_1629725_0:00213c|TRINITY_DN92934_c7_g1_i4:262-684|-   -            141 126074at6656         -            265   1.5e-05   23.4   0.2   2   2   0.00011    0.0025   16.1   0.0    33   107    65   141    58   141 0.88 -
79915at6656_1629725_0:00213c|TRINITY_DN92934_c7_g1_i7:262-684|-   -            141 126074at6656         -            265   1.5e-05   23.4   0.2   1   2    0.0023     0.053   11.8   0.0    40   107    25    99    17   110 0.80 -
79915at6656_1629725_0:00213c|TRINITY_DN92934_c7_g1_i7:262-684|-   -            141 126074at6656         -            265   1.5e-05   23.4   0.2   2   2   0.00011    0.0025   16.1   0.0    33   107    65   141    58   141 0.88 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i7:3-5804|+       -           1934 126074at6656         -            265   1.6e-05   23.3   0.0   1   1   1.5e-06   3.6e-05   22.1   0.0    30   108  1832  1913  1820  1922 0.86 -
774at6656_294128_0:002abf|TRINITY_DN93543_c3_g1_i10:3-5816|+      -           1938 126074at6656         -            265   1.6e-05   23.3   0.0   1   1   1.5e-06   3.6e-05   22.1   0.0    30   108  1836  1917  1824  1926 0.86 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+    -            186 126074at6656         -            265   1.9e-05   23.1   0.1   1   2   4.4e-05     0.001   17.4   0.0    39   110     8    79     3   109 0.83 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i2:676-1233|+    -            186 126074at6656         -            265   1.9e-05   23.1   0.1   2   2      0.46        11    4.2   0.0    43   105   117   185    99   186 0.66 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i4:1808-2365|+   -            186 126074at6656         -            265   1.9e-05   23.1   0.1   1   2   4.4e-05     0.001   17.4   0.0    39   110     8    79     3   109 0.83 -
