#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109174at6656_6669_0:00081f|TRINITY_DN74244_c12_g1_i2:358-1305|-   -            316 109174at6656         -            256   1.6e-67  226.8   2.1   1   1     2e-67   1.4e-65  220.4   2.1     1   248     2   315     2   316 0.82 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 109174at6656         -            256    0.0085   14.7   1.0   1   4      0.45        33    2.9   0.0    84   112     4    32     2    36 0.85 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 109174at6656         -            256    0.0085   14.7   1.0   2   4     0.037       2.7    6.5   0.0    90   114    93   117    38   124 0.88 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 109174at6656         -            256    0.0085   14.7   1.0   3   4       5.8   4.2e+02   -0.7   0.0    89   109   135   157   132   161 0.80 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 109174at6656         -            256    0.0085   14.7   1.0   4   4       3.6   2.6e+02   -0.0   0.0    21    46   161   186   149   191 0.87 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 109174at6656         -            256    0.0087   14.6   0.3   1   3       0.2        15    4.0   0.0   140   194    36    97     6   112 0.63 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 109174at6656         -            256    0.0087   14.6   0.3   2   3     0.089       6.4    5.2   0.1   150   193   127   176    71   180 0.62 -
83755at6656_6973_0:004ca4|TRINITY_DN84958_c6_g2_i4:561-1439|+     -            293 109174at6656         -            256    0.0087   14.6   0.3   3   3       1.3        91    1.5   0.0    91   107   256   272   222   286 0.64 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i5:311-844|+     -            178 109174at6656         -            256     0.009   14.6   0.0   1   3      0.04       2.9    6.4   0.0    90   159     9    73     5    88 0.73 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i5:311-844|+     -            178 109174at6656         -            256     0.009   14.6   0.0   2   3       1.6   1.2e+02    1.1   0.0   207   228    96   117    94   126 0.85 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i5:311-844|+     -            178 109174at6656         -            256     0.009   14.6   0.0   3   3      0.48        35    2.8   0.0    89   114   140   166   127   169 0.88 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i12:1847-2617|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i12:1847-2617|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i12:1847-2617|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i13:1794-2564|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i13:1794-2564|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i13:1794-2564|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i16:1824-2594|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i16:1824-2594|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i16:1824-2594|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i19:1796-2566|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i19:1796-2566|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i19:1796-2566|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i20:1805-2575|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i20:1805-2575|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i20:1805-2575|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i21:1766-2536|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i21:1766-2536|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i21:1766-2536|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i24:1836-2606|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i24:1836-2606|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i24:1836-2606|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i25:1824-2594|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i25:1824-2594|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i25:1824-2594|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i27:1817-2587|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i27:1817-2587|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i27:1817-2587|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i28:1805-2575|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i28:1805-2575|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i28:1805-2575|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i29:1847-2617|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i30:1794-2564|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i30:1794-2564|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i30:1794-2564|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i33:1836-2606|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i33:1836-2606|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i33:1836-2606|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i34:1806-2576|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i34:1806-2576|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i34:1806-2576|+   -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i3:1766-2536|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i3:1766-2536|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i3:1766-2536|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i4:1835-2605|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i4:1835-2605|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i4:1835-2605|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i6:1835-2605|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i6:1835-2605|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i6:1835-2605|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i7:1817-2587|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i7:1817-2587|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i7:1817-2587|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i8:1796-2566|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i8:1796-2566|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i8:1796-2566|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i9:1806-2576|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   1   3     0.096         7    5.1   0.0    87   114    35    62    22    68 0.81 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i9:1806-2576|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   2   3      0.65        47    2.4   0.0    91   229   125   145    78   158 0.53 -
71018at6656_6945_0:004a2d|TRINITY_DN88422_c3_g1_i9:1806-2576|+    -            257 109174at6656         -            256    0.0092   14.5   0.0   3   3       1.1        79    1.6   0.0    91   119   207   235   194   247 0.87 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i10:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i10:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i10:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i10:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i11:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i11:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i11:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i11:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i13:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i13:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i13:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i13:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i14:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i14:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i14:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i14:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i16:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i16:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i16:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i16:104-970|-  -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i5:104-970|-   -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i5:104-970|-   -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i5:104-970|-   -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i5:104-970|-   -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i7:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i7:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i7:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i7:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i8:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i8:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i8:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i8:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i9:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   1   4       1.5   1.1e+02    1.2   0.0    92   114    61    83    52    94 0.76 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i9:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   2   4      0.27        20    3.6   0.0    90   231   101   124    96   161 0.77 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i9:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   3   4       3.1   2.3e+02    0.2   0.0    98   113   194   209   184   230 0.71 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i9:105-971|-   -            289 109174at6656         -            256     0.011   14.2   0.5   4   4      0.62        45    2.5   0.0    92   113   233   254   225   262 0.65 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i4:287-1003|-   -            239 109174at6656         -            256     0.013   14.1   0.1   1   3      0.37        27    3.2   0.0   135   162     5    32     1    50 0.78 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i4:287-1003|-   -            239 109174at6656         -            256     0.013   14.1   0.1   2   3     0.085       6.1    5.3   0.0    90   110    54    74    48    85 0.85 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i4:287-1003|-   -            239 109174at6656         -            256     0.013   14.1   0.1   3   3       1.2        88    1.5   0.0    63    83    97   117    77   123 0.63 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 109174at6656         -            256     0.016   13.8   0.0   1   3      0.32        23    3.4   0.0   173   201   100   130    74   173 0.76 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 109174at6656         -            256     0.016   13.8   0.0   2   3         5   3.6e+02   -0.5   0.0    89   112   184   207   174   212 0.74 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 109174at6656         -            256     0.016   13.8   0.0   3   3     0.047       3.4    6.1   0.0    39   231   267   290   246   307 0.66 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 109174at6656         -            256     0.019   13.5   0.0   1   3      0.19        14    4.1   0.0    90   110   174   194   165   198 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 109174at6656         -            256     0.019   13.5   0.0   2   3       2.9   2.1e+02    0.2   0.0    95   112   221   238   206   244 0.70 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+   -            453 109174at6656         -            256     0.019   13.5   0.0   3   3      0.32        23    3.4   0.0   144   191   262   318   257   335 0.58 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+   -            453 109174at6656         -            256     0.019   13.5   0.0   1   3      0.19        14    4.1   0.0    90   110   174   194   165   198 0.88 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+   -            453 109174at6656         -            256     0.019   13.5   0.0   2   3       2.9   2.1e+02    0.2   0.0    95   112   221   238   206   244 0.70 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+   -            453 109174at6656         -            256     0.019   13.5   0.0   3   3      0.32        23    3.4   0.0   144   191   262   318   257   335 0.58 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 109174at6656         -            256      0.02   13.4   0.0   1   3      0.06       4.3    5.8   0.0    90   158     9    72     5    87 0.72 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 109174at6656         -            256      0.02   13.4   0.0   2   3       2.3   1.7e+02    0.6   0.0   207   228    96   117    93   122 0.86 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+     -            215 109174at6656         -            256      0.02   13.4   0.0   3   3      0.66        48    2.4   0.0    89   114   140   166   128   169 0.89 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i3:311-955|+     -            215 109174at6656         -            256      0.02   13.4   0.0   1   3      0.06       4.3    5.8   0.0    90   158     9    72     5    87 0.72 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i3:311-955|+     -            215 109174at6656         -            256      0.02   13.4   0.0   2   3       2.3   1.7e+02    0.6   0.0   207   228    96   117    93   122 0.86 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i3:311-955|+     -            215 109174at6656         -            256      0.02   13.4   0.0   3   3      0.66        48    2.4   0.0    89   114   140   166   128   169 0.89 -
