#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 66028at6656          -            273  1.7e-166  551.0   2.4   1   1    8e-167  4.1e-165  546.5   2.4     1   273     8   323     8   323 0.95 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i7:254-889|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   2   2   7.5e-05    0.0038   15.3   0.0   209   252    44    88    39   102 0.87 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i9:331-966|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   1   2      0.17       8.4    4.3   0.1   218   250     4    36     1    45 0.79 -
83755at6656_34740_0:001fa0|TRINITY_DN88922_c5_g1_i9:331-966|+     -            212 66028at6656          -            273   5.1e-05   21.5   0.2   2   2   7.5e-05    0.0038   15.3   0.0   209   252    44    88    39   102 0.87 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 66028at6656          -            273   5.8e-05   21.3   0.2   1   1     6e-05     0.003   15.6   0.2   107   244     4   161     1   165 0.56 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 66028at6656          -            273     7e-05   21.0   2.0   1   1   3.3e-06   0.00017   19.8   2.0    41   204    18   187    12   270 0.75 -
22611at6656_294128_0:001f92|TRINITY_DN87761_c2_g1_i3:560-2817|+   -            680 66028at6656          -            273     7e-05   21.0   2.0   1   1   3.3e-06   0.00017   19.8   2.0    41   204    18   187    12   270 0.75 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 66028at6656          -            273   7.8e-05   20.8   3.1   1   3   0.00011    0.0055   14.8   0.2    97   262   170   335   162   343 0.78 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 66028at6656          -            273   7.8e-05   20.8   3.1   2   3       1.7        86    1.0   0.0   180   250   339   411   335   416 0.58 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 66028at6656          -            273   7.8e-05   20.8   3.1   3   3      0.18       9.1    4.2   0.1   216   249   420   453   412   453 0.87 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 66028at6656          -            273   8.7e-05   20.7   6.3   1   3      0.22        11    4.0   0.1   105   123    19    37     5    74 0.73 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 66028at6656          -            273   8.7e-05   20.7   6.3   2   3      0.37        19    3.2   0.2   104   165   104   159    99   209 0.75 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 66028at6656          -            273   8.7e-05   20.7   6.3   3   3   0.00058     0.029   12.4   0.3   152   257   225   333   213   337 0.72 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 66028at6656          -            273    0.0001   20.5   1.3   1   2      0.69        35    2.3   0.0   137   167    18    44     7    91 0.76 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i1:800-1645|-   -            282 66028at6656          -            273    0.0001   20.5   1.3   2   2   3.8e-05    0.0019   16.3   0.1   158   255   126   228    98   233 0.80 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i2:800-1699|-   -            300 66028at6656          -            273   0.00012   20.3   1.3   1   2      0.71        36    2.3   0.0   136   167    35    62    21   109 0.77 -
44953at6656_121225_0:001c2d|TRINITY_DN75137_c7_g5_i2:800-1699|-   -            300 66028at6656          -            273   0.00012   20.3   1.3   2   2   4.3e-05    0.0022   16.1   0.1   158   255   144   246   116   251 0.80 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i10:3297-3851|- -            185 66028at6656          -            273   0.00013   20.2   0.1   1   3   0.00079      0.04   12.0   0.0   215   252    13    49     3    54 0.88 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i10:3297-3851|- -            185 66028at6656          -            273   0.00013   20.2   0.1   2   3       0.3        15    3.5   0.0   214   250    54    89    49    96 0.84 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i10:3297-3851|- -            185 66028at6656          -            273   0.00013   20.2   0.1   3   3       1.4        72    1.3   0.0   219   250   114   144    97   152 0.80 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i4:3316-3870|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   1   3   0.00079      0.04   12.0   0.0   215   252    13    49     3    54 0.88 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i4:3316-3870|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   2   3       0.3        15    3.5   0.0   214   250    54    89    49    96 0.84 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i4:3316-3870|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   3   3       1.4        72    1.3   0.0   219   250   114   144    97   152 0.80 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   1   3   0.00079      0.04   12.0   0.0   215   252    13    49     3    54 0.88 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   2   3       0.3        15    3.5   0.0   214   250    54    89    49    96 0.84 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   3   3       1.4        72    1.3   0.0   219   250   114   144    97   152 0.80 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i7:3297-3851|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   1   3   0.00079      0.04   12.0   0.0   215   252    13    49     3    54 0.88 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i7:3297-3851|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   2   3       0.3        15    3.5   0.0   214   250    54    89    49    96 0.84 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i7:3297-3851|-  -            185 66028at6656          -            273   0.00013   20.2   0.1   3   3       1.4        72    1.3   0.0   219   250   114   144    97   152 0.80 -
40929at6656_294128_0:003b86|TRINITY_DN79765_c9_g1_i8:59-2014|+    -            652 66028at6656          -            273   0.00013   20.1   0.0   1   1   4.4e-06   0.00023   19.3   0.0   101   251   504   649   493   651 0.82 -
43728at6656_136037_0:001466|TRINITY_DN72062_c12_g1_i4:406-1935|+  -            510 66028at6656          -            273   0.00014   20.0   1.2   1   3      0.58        29    2.6   0.0   209   251   206   247   204   256 0.84 -
43728at6656_136037_0:001466|TRINITY_DN72062_c12_g1_i4:406-1935|+  -            510 66028at6656          -            273   0.00014   20.0   1.2   2   3     0.014      0.69    7.9   0.0   190   251   231   295   216   315 0.75 -
43728at6656_136037_0:001466|TRINITY_DN72062_c12_g1_i4:406-1935|+  -            510 66028at6656          -            273   0.00014   20.0   1.2   3   3    0.0039       0.2    9.7   0.1   211   248   466   503   441   508 0.85 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i1:1059-1610|-   -            184 66028at6656          -            273   0.00016   19.9   0.7   1   1   5.6e-06   0.00029   19.0   0.7   105   252     3   146     1   154 0.81 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i4:1042-1593|-   -            184 66028at6656          -            273   0.00016   19.9   0.7   1   1   5.6e-06   0.00029   19.0   0.7   105   252     3   146     1   154 0.81 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i6:2661-3212|-   -            184 66028at6656          -            273   0.00016   19.9   0.7   1   1   5.6e-06   0.00029   19.0   0.7   105   252     3   146     1   154 0.81 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i7:2660-3211|-   -            184 66028at6656          -            273   0.00016   19.9   0.7   1   1   5.6e-06   0.00029   19.0   0.7   105   252     3   146     1   154 0.81 -
83755at6656_64459_0:0022f7|TRINITY_DN85375_c3_g2_i8:2663-3214|-   -            184 66028at6656          -            273   0.00016   19.9   0.7   1   1   5.6e-06   0.00029   19.0   0.7   105   252     3   146     1   154 0.81 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 66028at6656          -            273   0.00016   19.8   1.0   1   2     0.015      0.77    7.7   0.0   190   251   276   340   256   360 0.76 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 66028at6656          -            273   0.00016   19.8   1.0   2   2    0.0042      0.21    9.6   0.1   211   249   511   549   488   556 0.85 -
43728at6656_7395_0:002a65|TRINITY_DN74606_c10_g1_i11:459-779|-    -            107 66028at6656          -            273   0.00018   19.7   0.4   1   2   0.00019    0.0098   14.0   0.0   203   254     5    56     1    64 0.85 -
43728at6656_7395_0:002a65|TRINITY_DN74606_c10_g1_i11:459-779|-    -            107 66028at6656          -            273   0.00018   19.7   0.4   2   2      0.18       8.9    4.3   0.2   219   248    78   107    74   107 0.57 -
43728at6656_7395_0:002a65|TRINITY_DN74606_c10_g1_i5:459-779|-     -            107 66028at6656          -            273   0.00018   19.7   0.4   1   2   0.00019    0.0098   14.0   0.0   203   254     5    56     1    64 0.85 -
43728at6656_7395_0:002a65|TRINITY_DN74606_c10_g1_i5:459-779|-     -            107 66028at6656          -            273   0.00018   19.7   0.4   2   2      0.18       8.9    4.3   0.2   219   248    78   107    74   107 0.57 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 66028at6656          -            273    0.0002   19.5   3.0   1   3   0.00018     0.009   14.1   0.2    97   262   286   451   278   458 0.78 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 66028at6656          -            273    0.0002   19.5   3.0   2   3       2.1   1.1e+02    0.7   0.0   180   250   455   527   450   534 0.59 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i1:15-1819|+   -            569 66028at6656          -            273    0.0002   19.5   3.0   3   3      0.24        12    3.8   0.2   216   249   536   569   524   569 0.88 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 66028at6656          -            273    0.0002   19.5   3.0   1   3   0.00018    0.0091   14.1   0.2    97   262   288   453   280   460 0.78 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 66028at6656          -            273    0.0002   19.5   3.0   2   3       2.1   1.1e+02    0.7   0.0   180   250   457   529   452   536 0.59 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i3:15-1727|+   -            571 66028at6656          -            273    0.0002   19.5   3.0   3   3      0.24        12    3.8   0.2   216   249   538   571   526   571 0.88 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 66028at6656          -            273   0.00021   19.5   0.2   1   2       2.5   1.3e+02    0.5   0.1   104   225    83   116    71   148 0.62 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 66028at6656          -            273   0.00021   19.5   0.2   2   2   5.2e-05    0.0026   15.8   0.0   109   252   138   275   121   290 0.73 -
81307at6656_126957_0:0013ca|TRINITY_DN79934_c8_g3_i1:303-809|-    -            169 66028at6656          -            273    0.0003   19.0   2.1   1   1   1.6e-05   0.00079   17.6   2.1   104   175    30    96    11   169 0.72 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 66028at6656          -            273   0.00034   18.8   8.9   1   4       3.1   1.6e+02    0.2   0.0   214   249     2    36     1    57 0.78 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 66028at6656          -            273   0.00034   18.8   8.9   2   4     6e-05    0.0031   15.6   2.7   102   249    65   214    18   222 0.72 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 66028at6656          -            273   0.00034   18.8   8.9   3   4       1.5        77    1.2   0.0    63    92   254   283   236   290 0.61 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 66028at6656          -            273   0.00034   18.8   8.9   4   4       1.6        81    1.1   0.0   218   249   293   324   287   325 0.86 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i1:506-1114|+   -            203 66028at6656          -            273   0.00034   18.8   0.0   1   2     0.043       2.2    6.3   0.0   218   250     3    35     1    46 0.88 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i1:506-1114|+   -            203 66028at6656          -            273   0.00034   18.8   0.0   2   2     0.003      0.15   10.1   0.0    90   166    90   163    56   193 0.79 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 66028at6656          -            273   0.00034   18.8   0.0   1   2     0.043       2.2    6.3   0.0   218   250     3    35     1    46 0.88 -
83755at6656_62625_0:001d87|TRINITY_DN79584_c13_g1_i4:506-1114|+   -            203 66028at6656          -            273   0.00034   18.8   0.0   2   2     0.003      0.15   10.1   0.0    90   166    90   163    56   193 0.79 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 66028at6656          -            273    0.0007   17.7   0.5   1   2    0.0023      0.11   10.5   0.0   215   252    11    47     7    56 0.86 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i2:912-1883|+    -            324 66028at6656          -            273    0.0007   17.7   0.5   2   2      0.39        20    3.1   0.0   209   252    95   138    75   145 0.89 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i5:912-1883|+    -            324 66028at6656          -            273    0.0007   17.7   0.5   1   2    0.0023      0.11   10.5   0.0   215   252    11    47     7    56 0.86 -
50947at6656_52283_0:0018f5|TRINITY_DN87111_c8_g1_i5:912-1883|+    -            324 66028at6656          -            273    0.0007   17.7   0.5   2   2      0.39        20    3.1   0.0   209   252    95   138    75   145 0.89 -
58110at6656_123851_0:00295a|TRINITY_DN73327_c12_g1_i1:227-1222|-  -            332 66028at6656          -            273    0.0012   17.0   0.6   1   4         2        99    0.8   0.0   199   250    18    67    12    79 0.70 -
58110at6656_123851_0:00295a|TRINITY_DN73327_c12_g1_i1:227-1222|-  -            332 66028at6656          -            273    0.0012   17.0   0.6   2   4     0.094       4.8    5.2   0.0   212   246   119   153    57   157 0.69 -
58110at6656_123851_0:00295a|TRINITY_DN73327_c12_g1_i1:227-1222|-  -            332 66028at6656          -            273    0.0012   17.0   0.6   3   4      0.15       7.8    4.5   0.1   219   251   213   244   210   251 0.57 -
58110at6656_123851_0:00295a|TRINITY_DN73327_c12_g1_i1:227-1222|-  -            332 66028at6656          -            273    0.0012   17.0   0.6   4   4       1.3        66    1.4   0.0   207   251   287   330   257   332 0.66 -
83755at6656_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 66028at6656          -            273    0.0012   17.0   0.2   1   1   0.00018    0.0093   14.0   0.2   191   253    71   131     2   140 0.66 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 66028at6656          -            273    0.0018   16.4   0.1   1   2     0.068       3.5    5.6   0.0   216   254    29    66    23    73 0.83 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 66028at6656          -            273    0.0018   16.4   0.1   2   2   0.00042     0.021   12.9   0.2   200   251    56   106    47   107 0.82 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|- -            819 66028at6656          -            273    0.0022   16.1   0.1   1   2      0.34        17    3.3   0.0   217   251    17    51    11    58 0.89 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i11:1060-3516|- -            819 66028at6656          -            273    0.0022   16.1   0.1   2   2    0.0033      0.17    9.9   0.0   103   230   118   199    73   235 0.51 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|- -            816 66028at6656          -            273    0.0023   16.1   0.1   1   2      0.34        17    3.3   0.0   217   251    17    51    11    58 0.89 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i14:1072-3519|- -            816 66028at6656          -            273    0.0023   16.1   0.1   2   2    0.0084      0.43    8.6   0.0   103   169   118   179    87   191 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|- -            816 66028at6656          -            273    0.0023   16.1   0.1   1   2      0.34        17    3.3   0.0   217   251    17    51    11    58 0.89 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i21:1059-3506|- -            816 66028at6656          -            273    0.0023   16.1   0.1   2   2    0.0084      0.43    8.6   0.0   103   169   118   179    87   191 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-  -            833 66028at6656          -            273    0.0024   16.0   0.1   1   2      0.35        18    3.3   0.0   217   251    17    51    11    58 0.89 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i9:1060-4103|-  -            833 66028at6656          -            273    0.0024   16.0   0.1   2   2    0.0034      0.17    9.9   0.0   103   230   118   199    73   235 0.51 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-  -            834 66028at6656          -            273    0.0024   16.0   0.1   1   2      0.35        18    3.3   0.0   217   251    17    51    11    58 0.89 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i1:1060-3561|-  -            834 66028at6656          -            273    0.0024   16.0   0.1   2   2    0.0034      0.17    9.9   0.0   103   230   118   199    73   234 0.50 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 66028at6656          -            273    0.0024   16.0   0.1   1   2      0.35        18    3.3   0.0   217   251    17    51    11    58 0.89 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i5:1073-3574|-  -            834 66028at6656          -            273    0.0024   16.0   0.1   2   2    0.0034      0.17    9.9   0.0   103   230   118   199    73   234 0.50 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+     -            244 66028at6656          -            273    0.0025   15.9   0.3   1   2      0.51        26    2.7   0.0   211   249   123   160   109   171 0.84 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+     -            244 66028at6656          -            273    0.0025   15.9   0.3   2   2   0.00022     0.011   13.8   0.1    63   146   142   228   137   243 0.75 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 66028at6656          -            273    0.0028   15.8   0.1   1   2      0.44        22    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i8:1059-4009|-  -            802 66028at6656          -            273    0.0028   15.8   0.1   2   2    0.0033      0.17    9.9   0.0   103   224   105   180    60   217 0.50 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 66028at6656          -            273    0.0028   15.8   0.1   1   2      0.44        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i13:1059-3467|- -            803 66028at6656          -            273    0.0028   15.8   0.1   2   2    0.0033      0.17    9.9   0.0   103   224   105   180    60   217 0.50 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 66028at6656          -            273    0.0028   15.8   0.1   1   2      0.44        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i2:1072-3480|-  -            803 66028at6656          -            273    0.0028   15.8   0.1   2   2    0.0033      0.17    9.9   0.0   103   224   105   180    60   217 0.50 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 66028at6656          -            273    0.0028   15.8   0.1   1   2      0.45        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i12:1060-4019|- -            805 66028at6656          -            273    0.0028   15.8   0.1   2   2    0.0083      0.42    8.6   0.0   103   169   105   166    74   178 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 66028at6656          -            273    0.0028   15.8   0.1   1   2      0.45        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i7:1060-3477|-  -            806 66028at6656          -            273    0.0028   15.8   0.1   2   2    0.0083      0.42    8.6   0.0   103   169   105   166    74   178 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 66028at6656          -            273    0.0029   15.7   0.0   1   2      0.46        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i10:1060-4064|- -            820 66028at6656          -            273    0.0029   15.7   0.0   2   2    0.0033      0.17    9.9   0.0   103   230   105   186    60   222 0.51 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 66028at6656          -            273    0.0029   15.7   0.0   1   2      0.46        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 66028at6656          -            273    0.0029   15.7   0.0   2   2    0.0033      0.17    9.9   0.0   103   230   105   186    60   222 0.51 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|- -            821 66028at6656          -            273    0.0029   15.7   0.0   1   2      0.46        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i16:1060-3522|- -            821 66028at6656          -            273    0.0029   15.7   0.0   2   2    0.0033      0.17    9.9   0.0   103   230   105   186    60   222 0.51 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|- -            821 66028at6656          -            273    0.0029   15.7   0.0   1   2      0.46        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i20:1073-3535|- -            821 66028at6656          -            273    0.0029   15.7   0.0   2   2    0.0033      0.17    9.9   0.0   103   230   105   186    60   222 0.51 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 66028at6656          -            273    0.0029   15.7   0.0   1   2      0.46        23    2.9   0.0   218   251     5    38     2    45 0.90 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-  -            821 66028at6656          -            273    0.0029   15.7   0.0   2   2    0.0033      0.17    9.9   0.0   103   230   105   186    60   222 0.51 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 66028at6656          -            273    0.0031   15.6   0.1   1   2         4     2e+02   -0.2   0.0   217   257    55    94    45   101 0.79 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i3:298-1869|-  -            524 66028at6656          -            273    0.0031   15.6   0.1   2   2   0.00081     0.041   11.9   0.1    79   168   149   239   130   255 0.75 -
44953at6656_407821_0:002864|TRINITY_DN80473_c9_g2_i5:519-806|-    -             96 66028at6656          -            273    0.0041   15.2   0.1   1   1   8.4e-05    0.0043   15.2   0.1   174   250    14    96     1    96 0.83 -
40929at6656_217634_0:001dc6|TRINITY_DN79765_c9_g3_i1:436-741|-    -            102 66028at6656          -            273    0.0043   15.2   0.0   1   1   9.4e-05    0.0048   15.0   0.0   122   168     4    47     1    65 0.87 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 66028at6656          -            273    0.0044   15.1   0.1   1   2       4.6   2.3e+02   -0.4   0.0   217   257   117   156   107   163 0.79 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i1:298-2055|-  -            586 66028at6656          -            273    0.0044   15.1   0.1   2   2   0.00093     0.047   11.7   0.1    79   168   211   301   186   314 0.75 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 66028at6656          -            273    0.0046   15.0   0.3   1   2      0.17       8.8    4.3   0.1   104   233    11   138     4   162 0.50 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i6:287-1123|-   -            279 66028at6656          -            273    0.0046   15.0   0.3   2   2     0.007      0.35    8.9   0.0   205   254   202   250   142   260 0.69 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i3:42-974|-      -            311 66028at6656          -            273    0.0049   15.0   0.3   1   2    0.0068      0.35    8.9   0.1    93   166     6    76     2   160 0.87 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i3:42-974|-      -            311 66028at6656          -            273    0.0049   15.0   0.3   2   2      0.15       7.8    4.5   0.0   195   233   257   296   239   311 0.78 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i6:42-974|-      -            311 66028at6656          -            273    0.0049   15.0   0.3   1   2    0.0068      0.35    8.9   0.1    93   166     6    76     2   160 0.87 -
116982at6656_6945_0:0014e2|TRINITY_DN81366_c9_g1_i6:42-974|-      -            311 66028at6656          -            273    0.0049   15.0   0.3   2   2      0.15       7.8    4.5   0.0   195   233   257   296   239   311 0.78 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+    -            329 66028at6656          -            273    0.0053   14.9   0.1   1   2    0.0053      0.27    9.3   0.0   104   178   146   217   130   223 0.82 -
13019at6656_72036_0:001264|TRINITY_DN89819_c0_g1_i2:220-1206|+    -            329 66028at6656          -            273    0.0053   14.9   0.1   2   2      0.31        16    3.4   0.0   178   233   266   324   231   329 0.75 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 66028at6656          -            273    0.0057   14.7   0.0   1   2       5.3   2.7e+02   -0.6   0.0   217   256   176   214   166   221 0.79 -
72857at6656_294128_0:00120d|TRINITY_DN87790_c10_g1_i2:298-2232|-  -            645 66028at6656          -            273    0.0057   14.7   0.0   2   2    0.0012     0.059   11.4   0.1    79   168   270   360   251   373 0.75 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 66028at6656          -            273    0.0068   14.5   0.0   1   3    0.0068      0.34    8.9   0.0   216   255     1    39     1    50 0.85 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 66028at6656          -            273    0.0068   14.5   0.0   2   3       4.4   2.2e+02   -0.3   0.0   131   168    89   124    66   145 0.64 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i1:390-1208|+    -            273 66028at6656          -            273    0.0068   14.5   0.0   3   3      0.68        35    2.3   0.0   149   199   159   210   105   214 0.75 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i6:292-1110|+    -            273 66028at6656          -            273    0.0068   14.5   0.0   1   3    0.0068      0.34    8.9   0.0   216   255     1    39     1    50 0.85 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i6:292-1110|+    -            273 66028at6656          -            273    0.0068   14.5   0.0   2   3       4.4   2.2e+02   -0.3   0.0   131   168    89   124    66   145 0.64 -
83755at6656_45779_0:001b96|TRINITY_DN90217_c3_g1_i6:292-1110|+    -            273 66028at6656          -            273    0.0068   14.5   0.0   3   3      0.68        35    2.3   0.0   149   199   159   210   105   214 0.75 -
