#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
87928at6656_294128_0:003b80|TRINITY_DN78516_c9_g1_i1:1607-2704|-   -            366 87928at6656          -            293  1.6e-153  509.1   0.0   1   1  1.3e-154  1.9e-153  508.8   0.0     2   293    37   366    36   366 0.91 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i4:2049-2969|-   -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i6:217-1137|-    -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i8:217-1137|-    -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91817_c9_g1_i9:2049-2969|-   -            307 87928at6656          -            293   9.2e-22   76.6   0.0   1   1     8e-23   1.2e-21   76.2   0.0    51   185    67   207     2   249 0.76 -
87928at6656_28588_0:000a9c|TRINITY_DN87513_c15_g2_i4:217-882|+     -            222 87928at6656          -            293   1.6e-21   75.8   0.0   1   1   1.3e-22   2.1e-21   75.4   0.0   117   290    15   188     2   190 0.87 -
75704at6656_123851_0:004503|TRINITY_DN82648_c9_g3_i1:239-688|+     -            150 87928at6656          -            293   1.7e-21   75.7   0.1   1   1   1.2e-22   1.9e-21   75.6   0.1    31   160    18   150     2   150 0.87 -
87928at6656_136037_0:001d3b|TRINITY_DN92881_c1_g4_i1:456-995|-     -            180 87928at6656          -            293   1.7e-21   75.7   0.0   1   1   1.3e-22     2e-21   75.5   0.0    89   235     2   152     1   169 0.84 -
75704at6656_34740_0:00324b|TRINITY_DN92762_c10_g1_i6:3494-4291|+   -            266 87928at6656          -            293   2.8e-21   75.0   0.5   1   1   4.6e-22     7e-21   73.7   0.5    32   232    44   263    34   266 0.82 -
75704at6656_158441_0:0000eb|TRINITY_DN78732_c12_g1_i1:4-588|-      -            195 87928at6656          -            293   2.8e-21   75.0   0.0   1   1   2.1e-22   3.3e-21   74.8   0.0    27   178    36   194    23   195 0.83 -
75704at6656_110193_0:0003c9|TRINITY_DN90699_c11_g1_i4:64-801|+     -            246 87928at6656          -            293   5.3e-21   74.1   0.5   1   2   7.5e-20   1.2e-18   66.4   0.2    62   178    27   146     3   153 0.83 -
75704at6656_110193_0:0003c9|TRINITY_DN90699_c11_g1_i4:64-801|+     -            246 87928at6656          -            293   5.3e-21   74.1   0.5   2   2      0.18       2.8    6.0   0.0   214   235   217   238   205   243 0.87 -
75704at6656_1629725_0:000be4|TRINITY_DN92427_c1_g1_i5:678-1319|-   -            214 87928at6656          -            293   1.2e-20   73.0   0.0   1   1   1.4e-20   2.2e-19   68.8   0.0    46   242    18   213     3   214 0.79 -
66366at6656_79782_0:000ea2|TRINITY_DN75155_c9_g1_i1:2712-3566|-    -            285 87928at6656          -            293   1.8e-20   72.4   0.0   1   1   1.5e-21   2.4e-20   72.0   0.0    61   232    76   248    22   252 0.80 -
66366at6656_79782_0:000ea2|TRINITY_DN75155_c9_g1_i3:570-1424|-     -            285 87928at6656          -            293   1.8e-20   72.4   0.0   1   1   1.5e-21   2.4e-20   72.0   0.0    61   232    76   248    22   252 0.80 -
66366at6656_79782_0:000ea2|TRINITY_DN75155_c9_g1_i4:2712-3566|-    -            285 87928at6656          -            293   1.8e-20   72.4   0.0   1   1   1.5e-21   2.4e-20   72.0   0.0    61   232    76   248    22   252 0.80 -
75704at6656_1629725_0:000be4|TRINITY_DN92427_c1_g1_i4:678-1427|-   -            250 87928at6656          -            293     2e-20   72.2   0.0   1   1   2.4e-20   3.7e-19   68.1   0.0    46   242    54   249    37   250 0.79 -
75704at6656_1629725_0:000be4|TRINITY_DN92427_c1_g1_i6:678-1427|-   -            250 87928at6656          -            293     2e-20   72.2   0.0   1   1   2.4e-20   3.7e-19   68.1   0.0    46   242    54   249    37   250 0.79 -
75704at6656_34740_0:00324b|TRINITY_DN80771_c13_g4_i5:615-1313|-    -            233 87928at6656          -            293   3.4e-20   71.4   0.2   1   2   4.6e-20   7.1e-19   67.1   0.2    47   186     3   153     1   157 0.79 -
75704at6656_34740_0:00324b|TRINITY_DN80771_c13_g4_i5:615-1313|-    -            233 87928at6656          -            293   3.4e-20   71.4   0.2   2   2       2.5        38    2.3   0.0   212   235   202   225   189   229 0.82 -
67491at6656_6850_0:002baa|TRINITY_DN72597_c13_g2_i2:621-1703|-     -            361 87928at6656          -            293   4.5e-20   71.0   0.0   1   1   1.6e-20   2.4e-19   68.6   0.0    30   243    49   267    32   277 0.79 -
28325at6656_7004_0:001d80|TRINITY_DN88980_c8_g1_i1:969-1628|-      -            220 87928at6656          -            293   4.9e-20   70.9   0.1   1   1   3.8e-21   5.8e-20   70.7   0.1    28   173    61   218    39   220 0.78 -
28325at6656_7004_0:001d80|TRINITY_DN88980_c8_g1_i2:969-1628|-      -            220 87928at6656          -            293   4.9e-20   70.9   0.1   1   1   3.8e-21   5.8e-20   70.7   0.1    28   173    61   218    39   220 0.78 -
28325at6656_7004_0:001d80|TRINITY_DN88980_c8_g1_i3:969-1628|-      -            220 87928at6656          -            293   4.9e-20   70.9   0.1   1   1   3.8e-21   5.8e-20   70.7   0.1    28   173    61   218    39   220 0.78 -
28325at6656_6958_0:0012ad|TRINITY_DN88915_c8_g2_i1:52-642|+        -            197 87928at6656          -            293   5.4e-20   70.8   0.0   1   1   6.9e-21   1.1e-19   69.8   0.0    66   186     2   128     1   186 0.81 -
28325at6656_6958_0:0012ad|TRINITY_DN88915_c8_g2_i2:52-642|+        -            197 87928at6656          -            293   5.4e-20   70.8   0.0   1   1   6.9e-21   1.1e-19   69.8   0.0    66   186     2   128     1   186 0.81 -
67491at6656_6850_0:002baa|TRINITY_DN72597_c13_g2_i3:621-1775|-     -            385 87928at6656          -            293   5.6e-20   70.7   0.0   1   1   1.9e-20     3e-19   68.4   0.0    30   243    73   291    57   301 0.79 -
87928at6656_1629725_0:0013c3|TRINITY_DN80519_c9_g7_i1:110-667|+    -            186 87928at6656          -            293   7.3e-20   70.3   0.0   1   1   5.5e-21   8.5e-20   70.1   0.0    31   166    45   186    23   186 0.81 -
66366at6656_218467_0:004751|TRINITY_DN92662_c7_g2_i1:898-1758|+    -            287 87928at6656          -            293   7.6e-20   70.3   0.1   1   1   6.3e-21   9.7e-20   69.9   0.1    37   233    52   250    17   254 0.84 -
66366at6656_218467_0:004751|TRINITY_DN92662_c7_g2_i3:898-1758|+    -            287 87928at6656          -            293   7.6e-20   70.3   0.1   1   1   6.3e-21   9.7e-20   69.9   0.1    37   233    52   250    17   254 0.84 -
75704at6656_218467_0:0015fb|TRINITY_DN92699_c2_g1_i2:1692-2543|+   -            284 87928at6656          -            293   1.6e-19   69.3   0.0   1   1   1.4e-20   2.2e-19   68.8   0.0    33   182    44   198    33   204 0.88 -
75704at6656_218467_0:0015fb|TRINITY_DN92699_c2_g1_i3:1919-2770|+   -            284 87928at6656          -            293   1.6e-19   69.3   0.0   1   1   1.4e-20   2.2e-19   68.8   0.0    33   182    44   198    33   204 0.88 -
75704at6656_218467_0:0015fb|TRINITY_DN92699_c2_g1_i5:2327-3178|+   -            284 87928at6656          -            293   1.6e-19   69.3   0.0   1   1   1.4e-20   2.2e-19   68.8   0.0    33   182    44   198    33   204 0.88 -
75704at6656_218467_0:0015fb|TRINITY_DN92699_c2_g1_i6:2120-2971|+   -            284 87928at6656          -            293   1.6e-19   69.3   0.0   1   1   1.4e-20   2.2e-19   68.8   0.0    33   182    44   198    33   204 0.88 -
75704at6656_218467_0:0015fb|TRINITY_DN92699_c2_g1_i8:1712-2563|+   -            284 87928at6656          -            293   1.6e-19   69.3   0.0   1   1   1.4e-20   2.2e-19   68.8   0.0    33   182    44   198    33   204 0.88 -
67491at6656_218467_0:0034b3|TRINITY_DN84343_c6_g1_i1:688-1431|+    -            248 87928at6656          -            293   1.6e-19   69.3   0.1   1   1   1.4e-20   2.1e-19   68.8   0.1    24   187    29   207    13   216 0.76 -
132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i10:353-1390|+  -            346 87928at6656          -            293   1.6e-19   69.2   0.1   1   2    0.0012     0.019   13.2   0.1    36   114    55   133     5   153 0.75 -
132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i10:353-1390|+  -            346 87928at6656          -            293   1.6e-19   69.2   0.1   2   2   4.4e-16   6.8e-15   54.1   0.0   111   226   172   295   157   307 0.77 -
132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i2:353-1390|+   -            346 87928at6656          -            293   1.6e-19   69.2   0.1   1   2    0.0012     0.019   13.2   0.1    36   114    55   133     5   153 0.75 -
132340at6656_54969_0:0029cc|TRINITY_DN91828_c12_g1_i2:353-1390|+   -            346 87928at6656          -            293   1.6e-19   69.2   0.1   2   2   4.4e-16   6.8e-15   54.1   0.0   111   226   172   295   157   307 0.77 -
67491at6656_121845_0:002b39|TRINITY_DN90699_c11_g1_i1:323-865|+    -            181 87928at6656          -            293   1.9e-19   69.0   0.1   1   1   1.4e-20   2.2e-19   68.8   0.1    26   169    32   181    14   181 0.83 -
75704at6656_34740_0:00324b|TRINITY_DN92762_c10_g1_i4:3494-4165|+   -            224 87928at6656          -            293   5.4e-19   67.5   0.8   1   1   8.7e-20   1.3e-18   66.2   0.8    32   189    44   222    25   224 0.82 -
75704at6656_28588_0:000968|TRINITY_DN92427_c1_g2_i1:134-898|-      -            255 87928at6656          -            293   5.7e-19   67.4   0.0   1   1   2.7e-19   4.2e-18   64.6   0.0    23   185    38   209    27   255 0.75 -
75704at6656_407821_0:004986|TRINITY_DN92052_c4_g1_i10:268-714|+    -            149 87928at6656          -            293   6.8e-19   67.2   0.0   1   1   6.4e-20   9.8e-19   66.6   0.0   103   235     1   140     1   149 0.82 -
75704at6656_407821_0:004986|TRINITY_DN92052_c4_g1_i2:553-999|+     -            149 87928at6656          -            293   6.8e-19   67.2   0.0   1   1   6.4e-20   9.8e-19   66.6   0.0   103   235     1   140     1   149 0.82 -
75704at6656_224129_0:002c37|TRINITY_DN83877_c10_g1_i6:1059-1916|-  -            286 87928at6656          -            293     7e-19   67.1   0.1   1   1   1.3e-19   1.9e-18   65.7   0.1    28   178    41   197    27   240 0.87 -
47500at6656_34638_0:00279d|TRINITY_DN72494_c7_g1_i1:103-675|-      -            191 87928at6656          -            293   7.3e-19   67.1   0.0   1   1   5.8e-20     9e-19   66.8   0.0    44   173    48   182    16   189 0.78 -
75704at6656_158441_0:0000eb|TRINITY_DN72653_c10_g1_i2:2636-3598|-  -            321 87928at6656          -            293   7.7e-19   67.0   0.0   1   2   7.8e-18   1.2e-16   59.8   0.0    35   182    48   209    27   218 0.77 -
75704at6656_158441_0:0000eb|TRINITY_DN72653_c10_g1_i2:2636-3598|-  -            321 87928at6656          -            293   7.7e-19   67.0   0.0   2   2      0.44       6.8    4.8   0.0   215   256   266   309   255   320 0.84 -
75704at6656_158441_0:0000eb|TRINITY_DN72653_c10_g1_i7:2467-3429|-  -            321 87928at6656          -            293   7.7e-19   67.0   0.0   1   2   7.8e-18   1.2e-16   59.8   0.0    35   182    48   209    27   218 0.77 -
75704at6656_158441_0:0000eb|TRINITY_DN72653_c10_g1_i7:2467-3429|-  -            321 87928at6656          -            293   7.7e-19   67.0   0.0   2   2      0.44       6.8    4.8   0.0   215   256   266   309   255   320 0.84 -
47500at6656_34638_0:00279d|TRINITY_DN72494_c7_g1_i14:161-874|-     -            238 87928at6656          -            293     8e-19   66.9   0.0   1   1     6e-20   9.2e-19   66.7   0.0    45   175    49   184    16   229 0.79 -
28325at6656_378494_0:006207|TRINITY_DN93147_c5_g1_i1:1-519|-       -            173 87928at6656          -            293   8.9e-19   66.8   0.0   1   1   6.2e-20   9.6e-19   66.7   0.0    35   161    43   171     5   173 0.84 -
28325at6656_378494_0:006207|TRINITY_DN93147_c5_g1_i2:1-519|-       -            173 87928at6656          -            293   8.9e-19   66.8   0.0   1   1   6.2e-20   9.6e-19   66.7   0.0    35   161    43   171     5   173 0.84 -
47500at6656_34638_0:002c8d|TRINITY_DN72494_c7_g1_i8:149-898|-      -            250 87928at6656          -            293   9.2e-19   66.7   0.0   1   1     7e-20   1.1e-18   66.5   0.0    46   175    58   192    24   237 0.79 -
47500at6656_34638_0:002c8d|TRINITY_DN72494_c7_g1_i9:149-898|-      -            250 87928at6656          -            293   9.2e-19   66.7   0.0   1   1     7e-20   1.1e-18   66.5   0.0    46   175    58   192    24   237 0.79 -
47500at6656_34638_0:002c8d|TRINITY_DN82018_c12_g1_i1:1249-2055|+   -            269 87928at6656          -            293     1e-18   66.6   0.0   1   1   1.1e-19   1.6e-18   65.9   0.0    32   199    49   230    43   248 0.82 -
28325at6656_52283_0:001727|TRINITY_DN90647_c10_g1_i1:637-1431|-    -            265 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   9.1e-20   1.4e-18   66.1   0.0    35   183    47   200    26   209 0.82 -
28325at6656_52283_0:001727|TRINITY_DN90647_c10_g1_i2:147-941|-     -            265 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   9.1e-20   1.4e-18   66.1   0.0    35   183    47   200    26   209 0.82 -
28325at6656_52283_0:001727|TRINITY_DN90647_c10_g1_i3:639-1433|-    -            265 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   9.1e-20   1.4e-18   66.1   0.0    35   183    47   200    26   209 0.82 -
28325at6656_52283_0:001727|TRINITY_DN90647_c10_g1_i5:637-1431|-    -            265 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   9.1e-20   1.4e-18   66.1   0.0    35   183    47   200    26   209 0.82 -
28325at6656_52283_0:001727|TRINITY_DN90647_c10_g1_i6:637-1431|-    -            265 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   9.1e-20   1.4e-18   66.1   0.0    35   183    47   200    26   209 0.82 -
28325at6656_52283_0:001727|TRINITY_DN90647_c10_g1_i7:639-1433|-    -            265 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   9.1e-20   1.4e-18   66.1   0.0    35   183    47   200    26   209 0.82 -
28325at6656_52283_0:001727|TRINITY_DN90647_c10_g1_i8:637-1431|-    -            265 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   9.1e-20   1.4e-18   66.1   0.0    35   183    47   200    26   209 0.82 -
28325at6656_52283_0:001727|TRINITY_DN90647_c10_g1_i9:639-1433|-    -            265 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   9.1e-20   1.4e-18   66.1   0.0    35   183    47   200    26   209 0.82 -
47500at6656_34638_0:00279d|TRINITY_DN72494_c7_g1_i15:103-750|-     -            216 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   8.6e-20   1.3e-18   66.2   0.0    45   173    74   207    40   214 0.78 -
47500at6656_34638_0:00279d|TRINITY_DN72494_c7_g1_i4:103-750|-      -            216 87928at6656          -            293   1.1e-18   66.5   0.0   1   1   8.6e-20   1.3e-18   66.2   0.0    45   173    74   207    40   214 0.78 -
67491at6656_29031_0:002969|TRINITY_DN82939_c8_g1_i1:824-1672|+     -            283 87928at6656          -            293   1.2e-18   66.3   0.1   1   2   2.7e-18   4.2e-17   61.3   0.1    63   175    71   191    25   200 0.79 -
67491at6656_29031_0:002969|TRINITY_DN82939_c8_g1_i1:824-1672|+     -            283 87928at6656          -            293   1.2e-18   66.3   0.1   2   2       1.6        24    3.0   0.0   213   235   253   275   248   279 0.88 -
67491at6656_29031_0:002969|TRINITY_DN82939_c8_g1_i2:824-1672|+     -            283 87928at6656          -            293   1.2e-18   66.3   0.1   1   2   2.7e-18   4.2e-17   61.3   0.1    63   175    71   191    25   200 0.79 -
67491at6656_29031_0:002969|TRINITY_DN82939_c8_g1_i2:824-1672|+     -            283 87928at6656          -            293   1.2e-18   66.3   0.1   2   2       1.6        24    3.0   0.0   213   235   253   275   248   279 0.88 -
66366at6656_407821_0:004347|TRINITY_DN74192_c15_g2_i1:36-488|+     -            151 87928at6656          -            293   1.3e-18   66.2   0.0   1   1   8.7e-20   1.3e-18   66.2   0.0    92   231     6   150     1   151 0.77 -
67491at6656_7091_0:002a8a|TRINITY_DN83877_c10_g1_i1:88-879|-       -            264 87928at6656          -            293   1.4e-18   66.1   0.0   1   1   1.3e-19     2e-18   65.7   0.0    28   177    41   196    27   206 0.85 -
66366at6656_7425_0:000aa3|TRINITY_DN88966_c9_g2_i1:3326-4321|-     -            332 87928at6656          -            293   2.1e-18   65.5   0.0   1   1   1.7e-19   2.7e-18   65.2   0.0    38   184   132   287   116   332 0.74 -
87928at6656_418985_0:000228|TRINITY_DN89314_c12_g1_i1:1265-1744|+  -            160 87928at6656          -            293     3e-18   65.0   0.0   1   1   2.5e-19   3.8e-18   64.7   0.0    88   243     1   159     1   160 0.84 -
87928at6656_418985_0:000228|TRINITY_DN89314_c12_g1_i3:389-868|+    -            160 87928at6656          -            293     3e-18   65.0   0.0   1   1   2.5e-19   3.8e-18   64.7   0.0    88   243     1   159     1   160 0.84 -
87928at6656_418985_0:000228|TRINITY_DN89314_c12_g1_i4:1265-1744|+  -            160 87928at6656          -            293     3e-18   65.0   0.0   1   1   2.5e-19   3.8e-18   64.7   0.0    88   243     1   159     1   160 0.84 -
87928at6656_418985_0:000228|TRINITY_DN89314_c12_g1_i5:389-868|+    -            160 87928at6656          -            293     3e-18   65.0   0.0   1   1   2.5e-19   3.8e-18   64.7   0.0    88   243     1   159     1   160 0.84 -
28325at6656_438503_0:00283b|TRINITY_DN93147_c5_g2_i1:1090-1947|-   -            286 87928at6656          -            293   8.7e-18   63.5   0.0   1   1   6.9e-19   1.1e-17   63.3   0.0    43   186    64   216    12   230 0.84 -
28325at6656_438503_0:00283b|TRINITY_DN93147_c5_g2_i3:1434-2291|-   -            286 87928at6656          -            293   8.7e-18   63.5   0.0   1   1   6.9e-19   1.1e-17   63.3   0.0    43   186    64   216    12   230 0.84 -
28325at6656_438503_0:00283b|TRINITY_DN93147_c5_g2_i8:618-1475|-    -            286 87928at6656          -            293   8.7e-18   63.5   0.0   1   1   6.9e-19   1.1e-17   63.3   0.0    43   186    64   216    12   230 0.84 -
67491at6656_7200_0:000ae8|TRINITY_DN91393_c9_g2_i2:423-1262|+      -            280 87928at6656          -            293   1.1e-17   63.2   0.0   1   1   1.6e-18   2.5e-17   62.0   0.0    33   184    39   210    22   222 0.80 -
67491at6656_7200_0:000ae8|TRINITY_DN91393_c9_g2_i6:423-1262|+      -            280 87928at6656          -            293   1.1e-17   63.2   0.0   1   1   1.6e-18   2.5e-17   62.0   0.0    33   184    39   210    22   222 0.80 -
67491at6656_7200_0:000ae8|TRINITY_DN91393_c9_g2_i7:423-1262|+      -            280 87928at6656          -            293   1.1e-17   63.2   0.0   1   1   1.6e-18   2.5e-17   62.0   0.0    33   184    39   210    22   222 0.80 -
67491at6656_29030_0:001d6e|TRINITY_DN90056_c12_g1_i1:496-1371|-    -            292 87928at6656          -            293   1.3e-17   63.0   0.0   1   1   1.6e-18   2.5e-17   62.0   0.0    33   175    39   186    32   195 0.84 -
75704at6656_6850_0:0037e3|TRINITY_DN88089_c1_g1_i11:471-2323|+     -            302 87928at6656          -            293   1.5e-17   62.7   0.9   1   1   3.9e-16     6e-15   54.2   0.9     4   185    21   244    18   285 0.70 -
75704at6656_6850_0:0037e3|TRINITY_DN88089_c1_g1_i4:878-2730|+      -            302 87928at6656          -            293   1.5e-17   62.7   0.9   1   1   3.9e-16     6e-15   54.2   0.9     4   185    21   244    18   285 0.70 -
75704at6656_6850_0:0037e3|TRINITY_DN88089_c1_g1_i7:116-1968|+      -            302 87928at6656          -            293   1.5e-17   62.7   0.9   1   1   3.9e-16     6e-15   54.2   0.9     4   185    21   244    18   285 0.70 -
28325at6656_7004_0:001d80|TRINITY_DN78308_c12_g2_i2:3-536|-        -            178 87928at6656          -            293     2e-17   62.3   0.0   1   1   1.5e-18   2.3e-17   62.1   0.0    31   155    41   173    22   178 0.81 -
28325at6656_7004_0:001d80|TRINITY_DN78308_c12_g2_i4:3-536|-        -            178 87928at6656          -            293     2e-17   62.3   0.0   1   1   1.5e-18   2.3e-17   62.1   0.0    31   155    41   173    22   178 0.81 -
87928at6656_88015_0:001541|TRINITY_DN88089_c1_g1_i12:143-1147|+    -            335 87928at6656          -            293   2.1e-17   62.3   1.1   1   1   4.7e-16   7.2e-15   54.0   0.8     4   185    12   235     9   281 0.69 -
87928at6656_88015_0:001541|TRINITY_DN88089_c1_g1_i2:143-1066|+     -            308 87928at6656          -            293   2.4e-17   62.1   0.9   1   2   3.3e-10     5e-09   34.8   0.6     4   123    12   150     9   168 0.71 -
87928at6656_88015_0:001541|TRINITY_DN88089_c1_g1_i2:143-1066|+     -            308 87928at6656          -            293   2.4e-17   62.1   0.9   2   2     2e-07   3.1e-06   25.6   0.0   126   185   174   235   153   279 0.82 -
87928at6656_88015_0:001541|TRINITY_DN88089_c1_g1_i9:905-1828|+     -            308 87928at6656          -            293   2.4e-17   62.1   0.9   1   2   3.3e-10     5e-09   34.8   0.6     4   123    12   150     9   168 0.71 -
87928at6656_88015_0:001541|TRINITY_DN88089_c1_g1_i9:905-1828|+     -            308 87928at6656          -            293   2.4e-17   62.1   0.9   2   2     2e-07   3.1e-06   25.6   0.0   126   185   174   235   153   279 0.82 -
97865at6656_7395_0:0011bf|TRINITY_DN88089_c1_g1_i8:821-1921|+      -            367 87928at6656          -            293   2.8e-17   61.9   1.0   1   1   6.6e-16     1e-14   53.5   0.9     4   185    40   263    37   309 0.69 -
66366at6656_307658_0:000182|TRINITY_DN88649_c7_g1_i1:2403-3275|-   -            291 87928at6656          -            293   3.1e-17   61.7   0.0   1   1   3.1e-18   4.8e-17   61.1   0.0    35   182    44   199    21   247 0.81 -
66366at6656_307658_0:000182|TRINITY_DN88649_c7_g1_i2:2433-3305|-   -            291 87928at6656          -            293   3.1e-17   61.7   0.0   1   1   3.1e-18   4.8e-17   61.1   0.0    35   182    44   199    21   247 0.81 -
28325at6656_52283_0:001727|TRINITY_DN86793_c11_g2_i1:1353-1988|-   -            212 87928at6656          -            293   3.2e-17   61.7   0.0   1   1   2.7e-18   4.2e-17   61.3   0.0    33   172    49   204    31   210 0.80 -
28325at6656_52283_0:001727|TRINITY_DN86793_c11_g2_i3:1353-1988|-   -            212 87928at6656          -            293   3.2e-17   61.7   0.0   1   1   2.7e-18   4.2e-17   61.3   0.0    33   172    49   204    31   210 0.80 -
28325at6656_52283_0:001727|TRINITY_DN86793_c11_g2_i4:1353-1988|-   -            212 87928at6656          -            293   3.2e-17   61.7   0.0   1   1   2.7e-18   4.2e-17   61.3   0.0    33   172    49   204    31   210 0.80 -
75704at6656_7038_0:000334|TRINITY_DN86828_c7_g1_i1:10-723|+        -            238 87928at6656          -            293   4.6e-17   61.2   0.0   1   1   3.8e-18   5.9e-17   60.8   0.0    32   183    52   210    32   216 0.79 -
67491at6656_143948_0:0022f0|TRINITY_DN78112_c7_g2_i2:2281-3063|-   -            261 87928at6656          -            293     5e-17   61.0   0.1   1   1   4.3e-18   6.6e-17   60.7   0.1    36   182    36   189     2   200 0.71 -
67491at6656_143948_0:0022f0|TRINITY_DN78112_c7_g2_i5:2295-3077|-   -            261 87928at6656          -            293     5e-17   61.0   0.1   1   1   4.3e-18   6.6e-17   60.7   0.1    36   182    36   189     2   200 0.71 -
28325at6656_6958_0:0012ad|TRINITY_DN90647_c10_g1_i4:163-720|-      -            186 87928at6656          -            293   5.6e-17   60.9   0.0   1   1   4.2e-18   6.4e-17   60.7   0.0    35   169    47   186    24   186 0.82 -
75704at6656_319348_0:001590|TRINITY_DN86828_c7_g1_i2:34-918|+      -            295 87928at6656          -            293   6.4e-17   60.7   0.1   1   1   7.6e-18   1.2e-16   59.8   0.0    32   183    44   202    29   208 0.79 -
28325at6656_378494_0:006207|TRINITY_DN93147_c5_g1_i3:141-635|-     -            165 87928at6656          -            293   7.3e-17   60.5   0.0   1   1   5.7e-18   8.7e-17   60.3   0.0    35   153    43   163     5   164 0.84 -
75704at6656_29030_0:000869|TRINITY_DN87447_c1_g1_i2:1696-2511|-    -            272 87928at6656          -            293   7.8e-17   60.4   0.3   1   1   1.2e-16   1.8e-15   55.9   0.3    33   235    44   268    22   270 0.74 -
75704at6656_29030_0:000869|TRINITY_DN87447_c1_g1_i3:1820-2635|-    -            272 87928at6656          -            293   7.8e-17   60.4   0.3   1   1   1.2e-16   1.8e-15   55.9   0.3    33   235    44   268    22   270 0.74 -
75704at6656_29030_0:000869|TRINITY_DN87447_c1_g1_i4:3187-4002|-    -            272 87928at6656          -            293   7.8e-17   60.4   0.3   1   1   1.2e-16   1.8e-15   55.9   0.3    33   235    44   268    22   270 0.74 -
75704at6656_6973_0:0018b8|TRINITY_DN73810_c6_g1_i4:91-669|-        -            193 87928at6656          -            293     9e-17   60.2   0.0   1   1   1.1e-17   1.7e-16   59.3   0.0    42   154    74   192    46   193 0.84 -
28325at6656_52283_0:001727|TRINITY_DN92347_c10_g1_i10:309-1124|+   -            272 87928at6656          -            293     2e-16   59.1   0.0   1   1     2e-17   3.1e-16   58.4   0.0    27   183    40   216    10   223 0.72 -
28325at6656_52283_0:001727|TRINITY_DN92347_c10_g1_i12:309-1124|+   -            272 87928at6656          -            293     2e-16   59.1   0.0   1   1     2e-17   3.1e-16   58.4   0.0    27   183    40   216    10   223 0.72 -
28325at6656_52283_0:001727|TRINITY_DN92347_c10_g1_i13:309-1124|+   -            272 87928at6656          -            293     2e-16   59.1   0.0   1   1     2e-17   3.1e-16   58.4   0.0    27   183    40   216    10   223 0.72 -
28325at6656_52283_0:001727|TRINITY_DN92347_c10_g1_i1:309-1124|+    -            272 87928at6656          -            293     2e-16   59.1   0.0   1   1     2e-17   3.1e-16   58.4   0.0    27   183    40   216    10   223 0.72 -
28325at6656_52283_0:001727|TRINITY_DN92347_c10_g1_i2:309-1124|+    -            272 87928at6656          -            293     2e-16   59.1   0.0   1   1     2e-17   3.1e-16   58.4   0.0    27   183    40   216    10   223 0.72 -
28325at6656_52283_0:001727|TRINITY_DN92347_c10_g1_i4:309-1124|+    -            272 87928at6656          -            293     2e-16   59.1   0.0   1   1     2e-17   3.1e-16   58.4   0.0    27   183    40   216    10   223 0.72 -
28325at6656_52283_0:001727|TRINITY_DN92347_c10_g1_i6:309-1124|+    -            272 87928at6656          -            293     2e-16   59.1   0.0   1   1     2e-17   3.1e-16   58.4   0.0    27   183    40   216    10   223 0.72 -
28325at6656_52283_0:001727|TRINITY_DN92347_c10_g1_i8:309-1124|+    -            272 87928at6656          -            293     2e-16   59.1   0.0   1   1     2e-17   3.1e-16   58.4   0.0    27   183    40   216    10   223 0.72 -
47500at6656_56086_0:000f50|TRINITY_DN86528_c3_g1_i1:1493-4854|-    -           1085 87928at6656          -            293   2.9e-16   58.5   0.6   1   2    0.0023     0.036   12.3   0.1    43   123   478   553   459   572 0.88 -
47500at6656_56086_0:000f50|TRINITY_DN86528_c3_g1_i1:1493-4854|-    -           1085 87928at6656          -            293   2.9e-16   58.5   0.6   2   2   4.1e-13   6.3e-12   44.3   0.1    18   173   848  1015   845  1026 0.81 -
